year,nerc,month,final co2 (kg),generation (mwh),index,datetime
2002,MRO,1,12617180697.44301,14692049.626000006,858.7760740417611,2002-01-01
2002,MRO,2,11141927857.420164,12855517.628,866.7039461057914,2002-02-01
2002,MRO,3,12102966922.726704,14313078.472,845.5879667258981,2002-03-01
2002,MRO,4,10283577177.830864,12880276.737999996,798.3972229021891,2002-04-01
2002,MRO,5,10432879648.417828,12560291.974,830.6239751443718,2002-05-01
2002,MRO,6,11799655135.862461,14161244.862000005,833.2357254499153,2002-06-01
2002,MRO,7,13671194551.839869,16009366.589999994,853.949747167347,2002-07-01
2002,MRO,8,12876238776.696287,15123436.756000003,851.4095694279164,2002-08-01
2002,MRO,9,11371048586.430939,13561028.502,838.5093051573426,2002-09-01
2002,MRO,10,11231158238.54427,13673779.726999998,821.3645723989123,2002-10-01
2002,MRO,11,11832388050.961872,13742672.351,860.9961548054281,2002-11-01
2002,MRO,12,12933925165.51458,14760985.377999999,876.2236960678454,2002-12-01
2002,NPCC,1,7425290274.302459,20875897.687999997,355.6872324858493,2002-01-01
2002,NPCC,2,6295924605.568873,18087251.324,348.0863118883521,2002-02-01
2002,NPCC,3,6959438304.091183,19276153.663000003,361.038743815869,2002-03-01
2002,NPCC,4,6281192206.203661,17904467.545,350.81703437518564,2002-04-01
2002,NPCC,5,6455502498.492724,19027413.828,339.2737739793654,2002-05-01
2002,NPCC,6,7603684280.432106,20934435.774,363.2141970540078,2002-06-01
2002,NPCC,7,9502974750.38286,23515336.741000004,404.1181657336854,2002-07-01
2002,NPCC,8,9567986977.658262,23318055.950000007,410.3252431581141,2002-08-01
2002,NPCC,9,8050327652.765957,20329536.54499999,395.99169587296467,2002-09-01
2002,NPCC,10,7835659168.55523,19869714.351999998,394.3518779255388,2002-10-01
2002,NPCC,11,7730220791.882867,19961523.551999997,387.2560514604786,2002-11-01
2002,NPCC,12,8684367171.600985,21772040.847,398.8770383368822,2002-12-01
2002,RFC,1,48841238201.48803,73062226.11600001,668.4882297993958,2002-01-01
2002,RFC,2,42989171522.841156,64068169.327,670.9911017345769,2002-02-01
2002,RFC,3,46487452515.01168,68384562.13900001,679.7945480811916,2002-03-01
2002,RFC,4,43240649316.27025,64579402.79300001,669.5733847968822,2002-04-01
2002,RFC,5,44670567038.41192,65940512.367999986,677.4373664116374,2002-05-01
2002,RFC,6,51276015509.527466,74071958.61299998,692.2459790408227,2002-06-01
2002,RFC,7,59421834146.51069,85935254.84699999,691.472135066172,2002-07-01
2002,RFC,8,57959570884.08285,83862120.089,691.1293301740087,2002-08-01
2002,RFC,9,49922778522.216896,72619957.35599998,687.452600357279,2002-09-01
2002,RFC,10,47142072583.56542,69459495.92400001,678.6987431516422,2002-10-01
2002,RFC,11,46181032823.42862,69935801.102,660.3346511477646,2002-11-01
2002,RFC,12,50794458892.333534,76355084.21900001,665.2400349221796,2002-12-01
2002,SERC,1,53205914282.75615,85698800.059,620.8478327132483,2002-01-01
2002,SERC,2,46402137892.93368,75231967.11,616.7875130140762,2002-02-01
2002,SERC,3,50919792601.03617,79747078.97999999,638.5160842544026,2002-03-01
2002,SERC,4,49356344247.70127,76643965.815,643.9690812298982,2002-04-01
2002,SERC,5,51485127430.266106,81779893.53500001,629.557281194449,2002-05-01
2002,SERC,6,60173364905.57136,92068426.73799999,653.5722075148225,2002-06-01
2002,SERC,7,67602435361.175934,102745866.09799999,657.9577157556498,2002-07-01
2002,SERC,8,65749140200.2392,100887138.851,651.7098308967207,2002-08-01
2002,SERC,9,59217784088.5685,89790571.23400001,659.5100496046866,2002-09-01
2002,SERC,10,54344203511.92989,82034370.24599999,662.4565209553703,2002-10-01
2002,SERC,11,49680716781.67839,77856216.82400002,638.1085391547534,2002-11-01
2002,SERC,12,55401518706.872025,88149848.64100002,628.4924995447334,2002-12-01
2002,SPP,1,9276318410.84053,10705769.728,866.4784173882551,2002-01-01
2002,SPP,2,8379907518.876875,10011905.284,836.9942864190679,2002-02-01
2002,SPP,3,7942988287.03228,9701584.868999999,818.7310005824864,2002-03-01
2002,SPP,4,8138759399.2903805,9456560.987,860.6468472501567,2002-04-01
2002,SPP,5,9117925052.681025,10674529.658,854.1758133434589,2002-05-01
2002,SPP,6,10046081989.110456,12250508.519,820.0542837490726,2002-06-01
2002,SPP,7,10979786358.112513,13518572.566,812.200127232909,2002-07-01
2002,SPP,8,11216383668.090523,13826817.556,811.2050095882904,2002-08-01
2002,SPP,9,9625926020.280298,11545268.518,833.7550577773663,2002-09-01
2002,SPP,10,8638581130.012743,10235360.861,843.9938022047178,2002-10-01
2002,SPP,11,8655226452.834171,10069358.105,859.5608938107353,2002-11-01
2002,SPP,12,9441003236.96999,10842408.286,870.7478069388384,2002-12-01
2002,TRE,1,15493841140.079826,26188818.769999996,591.6204650600142,2002-01-01
2002,TRE,2,14004321938.917915,23654329.169999998,592.0405452325882,2002-02-01
2002,TRE,3,14401265388.937666,24734076.336999997,582.2439129208412,2002-03-01
2002,TRE,4,14906697861.482689,24614612.405000005,605.6035990416273,2002-04-01
2002,TRE,5,16293129589.216917,27470490.816000003,593.1138871289148,2002-05-01
2002,TRE,6,18284545041.325394,30668005.808999997,596.2091293187219,2002-06-01
2002,TRE,7,19922018015.12349,33466466.209999997,595.2829883535974,2002-07-01
2002,TRE,8,20425213746.910023,34756147.56399999,587.6719711037889,2002-08-01
2002,TRE,9,17677082360.94572,29804567.738,593.0997730394166,2002-09-01
2002,TRE,10,15384409581.229433,24879745.250000004,618.3507679295643,2002-10-01
2002,TRE,11,14241095002.113815,22683536.947000008,627.8163337308497,2002-11-01
2002,TRE,12,15344075933.910204,24812405.5,618.4034004244451,2002-12-01
2002,WECC,1,26028276115.296932,54200906.981000006,480.21846063242225,2002-01-01
2002,WECC,2,22825640028.664463,47627680.032000005,479.2515615568176,2002-02-01
2002,WECC,3,25671686998.001495,52514870.966000006,488.84604543010795,2002-03-01
2002,WECC,4,22373102301.335148,49788022.07499999,449.3671644081907,2002-04-01
2002,WECC,5,23728991952.82522,53119927.55699998,446.7060299990617,2002-05-01
2002,WECC,6,23843423467.42845,57383341.622999996,415.5112405979455,2002-06-01
2002,WECC,7,27993781380.121197,62162823.630999975,450.329951970859,2002-07-01
2002,WECC,8,28601096390.33645,58649652.432,487.66011739792214,2002-08-01
2002,WECC,9,27364492597.76377,53750647.08300001,509.10071009021357,2002-09-01
2002,WECC,10,25972502296.342815,50161567.245000005,517.7769300844901,2002-10-01
2002,WECC,11,25031895133.979515,48809957.89500001,512.8440222757031,2002-11-01
2002,WECC,12,26974235048.210327,53284111.252999984,506.2341177116215,2002-12-01
2003,-,1,5672209078.95996,8008097.765000001,708.3091697195282,2003-01-01
2003,-,2,5086702780.886379,7018318.104,724.7751819609427,2003-02-01
2003,-,3,5336750633.823001,7102314.49,751.4100708067914,2003-03-01
2003,-,4,4794793783.673431,6760011.729,709.2877905971798,2003-04-01
2003,-,5,5137240356.332603,7565255.425000001,679.0570929510425,2003-05-01
2003,-,6,5957779253.790501,8172952.8950000005,728.962876738873,2003-06-01
2003,-,7,6899036106.864056,9868867.78,699.0706797030425,2003-07-01
2003,-,8,6716060789.221419,9717079.485000001,691.160425268603,2003-08-01
2003,-,9,5244161943.503712,7113935.131999999,737.1675234870152,2003-09-01
2003,-,10,5247272498.863296,7162508.106000001,732.6026611359335,2003-10-01
2003,-,11,5320874961.581793,6966614.965,763.767624350371,2003-11-01
2003,-,12,5861323496.732377,7830916.238,748.4850199635575,2003-12-01
2003,FRCC,1,9907269388.65218,16204909.93,611.3745421263308,2003-01-01
2003,FRCC,2,7688093759.109152,12848819.449,598.3502056064382,2003-02-01
2003,FRCC,3,8339722658.834039,14555477.004999999,572.9611373072304,2003-03-01
2003,FRCC,4,8134890873.048601,14378482.842000002,565.7683750392864,2003-04-01
2003,FRCC,5,11079427897.88169,17609991.25,629.1557866550155,2003-05-01
2003,FRCC,6,10935858710.097258,17848257.608,612.7129577732874,2003-06-01
2003,FRCC,7,11862307856.31813,19254695.961000003,616.0734960627265,2003-07-01
2003,FRCC,8,11477116964.945633,18840438.27,609.1746274937177,2003-08-01
2003,FRCC,9,10867312294.992918,18046192.262,602.1941990431022,2003-09-01
2003,FRCC,10,10341722310.695757,14984322.323999997,690.1695043046218,2003-10-01
2003,FRCC,11,8248847819.719545,14943460.666,552.0038499842059,2003-11-01
2003,FRCC,12,8770158939.79226,15030629.493999999,583.4858043233103,2003-12-01
2003,MRO,1,13180982722.987162,15162569.476,869.3106233643722,2003-01-01
2003,MRO,2,11523046313.497856,13178426.287000002,874.3871280643643,2003-02-01
2003,MRO,3,12223981465.132328,14235314.901999999,858.7081880018624,2003-03-01
2003,MRO,4,10935295430.674398,12999201.968000002,841.2282121313061,2003-04-01
2003,MRO,5,10614787622.595907,12786160.513000002,830.1778795756235,2003-05-01
2003,MRO,6,11413783430.994843,13678218.155000005,834.4495826616561,2003-06-01
2003,MRO,7,13370526855.110054,15726801.155000001,850.1745983390385,2003-07-01
2003,MRO,8,13735767744.03514,16021315.550999995,857.3433124334038,2003-08-01
2003,MRO,9,11990541688.189917,13815050.724,867.9332365649241,2003-09-01
2003,MRO,10,12188587427.137764,13926372.079999998,875.2162700465321,2003-10-01
2003,MRO,11,12058525220.478882,13714890.756000001,879.2286745123004,2003-11-01
2003,MRO,12,12687297606.973894,14665887.819999997,865.0889576335172,2003-12-01
2003,NPCC,1,8680721475.41597,21977970.439999998,394.97375333697875,2003-01-01
2003,NPCC,2,8110187091.412256,19698746.213,411.7108268576005,2003-02-01
2003,NPCC,3,7985698092.2825575,20121593.749,396.8720466130785,2003-03-01
2003,NPCC,4,7326718090.468315,18948349.629,386.66787524624027,2003-04-01
2003,NPCC,5,5984602167.5603485,18557363.291,322.492052007344,2003-05-01
2003,NPCC,6,7326263523.391585,20081132.176000003,364.83319063790543,2003-06-01
2003,NPCC,7,9243544772.252079,23368169.046000004,395.56136187033974,2003-07-01
2003,NPCC,8,9813867648.494335,23792892.656,412.4705554042632,2003-08-01
2003,NPCC,9,7545361468.608382,20392191.345,370.01229249736537,2003-09-01
2003,NPCC,10,7499975315.025797,19691320.297999997,380.87721907542954,2003-10-01
2003,NPCC,11,7033251511.018096,19674179.536000006,357.48639470065746,2003-11-01
2003,NPCC,12,8025120768.9047575,21669943.266,370.3341845613468,2003-12-01
2003,RFC,1,55023834803.67506,79729182.692,690.1341885848295,2003-01-01
2003,RFC,2,48574655965.57696,70454200.258,689.4501078388347,2003-02-01
2003,RFC,3,47453380852.961365,69634497.58000001,681.4636782356944,2003-03-01
2003,RFC,4,43951774401.09327,64120088.93499998,685.4602844616794,2003-04-01
2003,RFC,5,43278267783.444954,64852449.386999995,667.3343596505748,2003-05-01
2003,RFC,6,46920789939.02761,69817343.48200004,672.0506338245954,2003-06-01
2003,RFC,7,55009550283.24984,79267851.43399999,693.970497346606,2003-07-01
2003,RFC,8,56899145102.43728,82449940.15699999,690.1053535526011,2003-08-01
2003,RFC,9,47825035220.62966,69000665.699,693.1097654804622,2003-09-01
2003,RFC,10,46184550010.75836,67599288.62700002,683.2105921350134,2003-10-01
2003,RFC,11,46237272996.1738,67188143.83299999,688.1760733128632,2003-11-01
2003,RFC,12,51031181258.56591,75175052.63900001,678.831333895089,2003-12-01
2003,SERC,1,60424896507.23687,93459681.55799998,646.5343718268276,2003-01-01
2003,SERC,2,51435464381.02974,81199647.30899999,633.4444309258564,2003-02-01
2003,SERC,3,50175757272.88679,79027399.20200002,634.9159630653382,2003-03-01
2003,SERC,4,45064279074.0559,74182203.83600004,607.4809960308372,2003-04-01
2003,SERC,5,49489214368.96712,80485064.719,614.8869301621406,2003-05-01
2003,SERC,6,56321214294.22062,87509194.789,643.6033885355811,2003-06-01
2003,SERC,7,64367331057.14022,100513979.465,640.3818792146577,2003-07-01
2003,SERC,8,67265344802.92499,103896613.53199999,647.4257679458183,2003-08-01
2003,SERC,9,56488992965.76918,85983149.87500001,656.9774781209034,2003-09-01
2003,SERC,10,51226872178.54866,79164535.477,647.0937001004928,2003-10-01
2003,SERC,11,51156424341.56484,78025969.29499999,655.6333077792732,2003-11-01
2003,SERC,12,59104827323.18261,90944616.588,649.8991313685015,2003-12-01
2003,SPP,1,9990956836.262629,11316325.561,882.8799403487424,2003-01-01
2003,SPP,2,8298132185.304371,9280807.253,894.1175006756032,2003-02-01
2003,SPP,3,8528455445.039737,9932105.016999999,858.6755204905962,2003-03-01
2003,SPP,4,7917313991.228953,9566837.403,827.5790271867917,2003-04-01
2003,SPP,5,9055719093.013536,10694771.318999998,846.7426579683314,2003-05-01
2003,SPP,6,9536504615.641275,11063635.459,861.9684416557271,2003-06-01
2003,SPP,7,11207407327.245232,13422571.154000001,834.967250213113,2003-07-01
2003,SPP,8,11409746808.319443,13834880.787,824.7087187799012,2003-08-01
2003,SPP,9,9267291393.345617,10793720.098,858.5817780343203,2003-09-01
2003,SPP,10,8841055728.86263,9701871.964999998,911.2731811713445,2003-10-01
2003,SPP,11,8770028235.180574,8930084.026999999,982.0767877059726,2003-11-01
2003,SPP,12,9866504502.729914,11188644.044000002,881.8320132385394,2003-12-01
2003,TRE,1,16220568143.45632,25715897.606,630.7603332372796,2003-01-01
2003,TRE,2,14266816581.823599,22905669.742000006,622.850881136379,2003-02-01
2003,TRE,3,13953996356.741398,22704593.198999997,614.5891377325355,2003-03-01
2003,TRE,4,14217360630.274448,22699787.15,626.3213190646348,2003-04-01
2003,TRE,5,17626431004.509983,27696851.662,636.4055821078537,2003-05-01
2003,TRE,6,18034259908.48791,28474988.867999997,633.3368554449091,2003-06-01
2003,TRE,7,18905670590.783672,30849143.263000004,612.8426462156843,2003-07-01
2003,TRE,8,19613442636.446995,33358108.604000002,587.9662683901428,2003-08-01
2003,TRE,9,15847502909.016201,26741012.942,592.6291178045009,2003-09-01
2003,TRE,10,15025759580.130013,24204692.391000003,620.7787869147645,2003-10-01
2003,TRE,11,13252013555.851807,22052166.174,600.9393114167727,2003-11-01
2003,TRE,12,14059925328.73724,23337353.398000002,602.4644306899928,2003-12-01
2003,WECC,1,27072291839.1015,53074467.71100001,510.0812689543112,2003-01-01
2003,WECC,2,23819192631.987522,47860581.150000006,497.67871721690364,2003-02-01
2003,WECC,3,24447512756.310165,51568937.342,474.0743947112333,2003-03-01
2003,WECC,4,21552865059.098915,48846455.385,441.23703325497536,2003-04-01
2003,WECC,5,22971511928.762035,53073188.98599999,432.82705199458843,2003-05-01
2003,WECC,6,24734996651.261646,56130937.972,440.6660131637261,2003-06-01
2003,WECC,7,31580046786.83281,64628001.36599999,488.6434071818085,2003-07-01
2003,WECC,8,30694100438.67935,61933721.73499999,495.59593027546896,2003-08-01
2003,WECC,9,27831651548.81895,55493893.42600001,501.5263812032201,2003-09-01
2003,WECC,10,27462041595.659603,53926094.361,509.2533015986502,2003-10-01
2003,WECC,11,25689040075.486828,50653826.95600001,507.1490471549441,2003-11-01
2003,WECC,12,27189000722.509758,55335609.885,491.34726768196276,2003-12-01
2004,-,1,5828014462.357191,8329378.916989999,699.6937611361868,2004-01-01
2004,-,2,5339843374.994591,7668016.22499,696.3787266897123,2004-02-01
2004,-,3,4816041247.840658,7648227.3350100005,629.693788754824,2004-03-01
2004,-,4,4268798138.637349,6881401.723010001,620.3384587130498,2004-04-01
2004,-,5,4139819618.7865868,6769746.7159899995,611.5176523529927,2004-05-01
2004,-,6,5075620007.507156,7710025.738999999,658.314275376916,2004-06-01
2004,-,7,6201737470.563622,9523181.222000001,651.2253968491814,2004-07-01
2004,-,8,5936043234.231613,8806082.34199,674.0844570492836,2004-08-01
2004,-,9,5650071359.740139,8204009.32901,688.6963596885558,2004-09-01
2004,-,10,4907308784.908808,7185600.166999999,682.9365217738823,2004-10-01
2004,-,11,5166076044.288284,7440472.767999999,694.3209397266468,2004-11-01
2004,-,12,5603496385.345016,7998814.972000001,700.5408182287199,2004-12-01
2004,FRCC,1,8533466452.674985,15185763.592990002,561.9385815155304,2004-01-01
2004,FRCC,2,7525259781.905566,13999726.641030002,537.5290514495296,2004-02-01
2004,FRCC,3,7747151944.569107,14419637.852989996,537.2639745569401,2004-03-01
2004,FRCC,4,7722557988.3192215,14540272.080990002,531.11509504803,2004-04-01
2004,FRCC,5,9995513831.114197,17547825.377,569.6155287831479,2004-05-01
2004,FRCC,6,11349931377.383606,20036191.01399,566.4715099520996,2004-06-01
2004,FRCC,7,11687770889.566498,20511482.77701,569.8159912001372,2004-07-01
2004,FRCC,8,11433044717.213102,19935883.52497,573.4907461158188,2004-08-01
2004,FRCC,9,10376407369.39273,17864902.222,580.8264294116623,2004-09-01
2004,FRCC,10,9955793696.438845,17445901.744039997,570.6666151458762,2004-10-01
2004,FRCC,11,8359993916.497841,15039242.817,555.878644837618,2004-11-01
2004,FRCC,12,8967785388.727428,15337343.346989999,584.7026558538499,2004-12-01
2004,MRO,1,13179469647.452505,15326291.570020001,859.9255460618452,2004-01-01
2004,MRO,2,12053816256.801636,14144308.901970001,852.2025600786191,2004-02-01
2004,MRO,3,11517974117.580336,13735092.905999998,838.5799933358192,2004-03-01
2004,MRO,4,9969424531.499645,12101308.733969998,823.8302774239726,2004-04-01
2004,MRO,5,10544974621.494251,13130271.652010003,803.1040713373214,2004-05-01
2004,MRO,6,11328225745.49915,13638850.86202,830.5850588222772,2004-06-01
2004,MRO,7,12628532189.013136,15031003.190999994,840.1656249114917,2004-07-01
2004,MRO,8,12519203600.50586,14879561.492039999,841.3691228201287,2004-08-01
