fuel category,year,quarter,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),year_quarter
Coal,2002,1,127053,4138268.0,375783.831,3979266.0,249.959541,-1883.263542,400179143.1,385011707.4,400179143.1,385011707.4,2002 Q1
Coal,2002,2,127053,4511334.0,402916.774,4287672.0,249.959541,-1883.263542,436015453.8,414792963.3,436015453.8,414792963.3,2002 Q2
Coal,2002,3,127053,4315006.0,401359.003,4156646.0,249.959541,-1883.263542,417564281.4,402435844.2,417564281.4,402435844.2,2002 Q3
Coal,2002,4,127053,3814714.0,365737.029,3753611.0,249.959541,-1883.263542,369707319.0,363768107.4,369707319.0,363768107.4,2002 Q4
Coal,2003,1,95034,4299898.0,405187.201,4124390.0,186.049284,-1408.943958,415861124.7,399151713.6,415861124.7,399151713.6,2003 Q1
Coal,2003,2,95034,4430253.0,410163.53,4314483.0,186.049284,-1408.943958,428448919.5,417365901.0,428448919.5,417365901.0,2003 Q2
Coal,2003,3,95034,4370232.0,405253.6,4231098.0,186.049284,-1408.943958,422697889.8,409418006.1,422697889.8,409418006.1,2003 Q3
Coal,2003,4,95034,4570916.0,417207.67,4370761.0,186.049284,-1408.943958,442009296.6,422896264.5,442009296.6,422896264.5,2003 Q4
Coal,2004,1,127053,4438217.56,382957.82644,3741339.91,249.959541,-1883.263542,428937835.518,362393204.637,428937835.518,362393204.637,2004 Q1
Coal,2004,2,127053,4431266.75,373176.45371,3647169.67,249.959541,-1883.263542,428266500.741,353243771.31,428266500.741,353243771.31,2004 Q2
Coal,2004,3,127053,4526435.61,415530.75735,4054911.88,249.959541,-1883.263542,437486259.855,392847737.34,437486259.855,392847737.34,2004 Q3
Coal,2004,4,127053,4605087.14,432086.28496,4214293.08,249.959541,-1883.263542,445140613.272,408347455.812,445140613.272,408347455.812,2004 Q4
Coal,2005,1,95850,4013622.21,392674.55583,3741650.31,190.422873,-1418.001042,388718251.818,363247824.09,388718251.818,363247824.09,2005 Q1
Coal,2005,2,95850,4145335.71,412893.87028,3906777.2,190.422873,-1418.001042,401563961.028,379306452.045,401563961.028,379306452.045,2005 Q2
Coal,2005,3,95850,4153577.64,409605.23373,3887414.21,190.422873,-1418.001042,402195743.85,377362695.831,402195743.85,377362695.831,2005 Q3
Coal,2005,4,95850,4232892.38,415744.37884,3969535.26,190.422873,-1418.001042,409990899.645,385386492.753,409990899.645,385386492.753,2005 Q4
Coal,2006,1,95850,3486660.5,334708.94176,3220968.9,190.422873,-1418.001042,337537880.067,312691847.448,337537880.067,312691847.448,2006 Q1
Coal,2006,2,95850,4008592.89,394482.87307,3743558.92,190.422873,-1418.001042,388283098.713,363474863.112,388283098.713,363474863.112,2006 Q2
Coal,2006,3,95850,4259383.72,417236.98946,3986051.27,190.422873,-1418.001042,412511754.402,387009836.817,412511754.402,387009836.817,2006 Q3
Coal,2006,4,95850,4134801.41,402166.37089,3872372.04,190.422873,-1418.001042,400677904.743,376032696.927,400677904.743,376032696.927,2006 Q4
Coal,2007,1,117196,4335972.0,417817.078,3973882.0,233.029711,-1734.214098,404546187.6,370763190.6,404546187.6,370763190.6,2007 Q1
