fuel category,year,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg)
Coal,2001,991508,1037441404.0,96911175.0,1037441404.0,11080.825892,-28064.068448,1.00729590811e+11,1.00729590811e+11,1.00729590811e+11,1.00729590811e+11
Coal,2002,4657956,1592713711.0,148955794.103,1577840455.0,21383.6859,-54406.419348,1.54656890175e+11,1.53250884092e+11,1.54656890175e+11,1.53250884092e+11
Coal,2003,4006024,1624827267.0,152640264.794,1617796133.0,21463.464708,-54645.093066,1.57751098662e+11,1.57084781496e+11,1.57751098662e+11,1.57084781496e+11
Coal,2004,4018392,1601756447.85,148910043.062,1584096875.58,21830.3217,-55590.93918,1.55491746034e+11,1.53827255117e+11,1.55491746034e+11,1.53827255117e+11
Coal,2005,4022952,1610141518.56,149647833.833,1592830957.74,22289.654244,-56758.226508,1.5629584336e+11,1.54662703626e+11,1.5629584336e+11,1.54662703626e+11
Coal,2006,4398168,1463018703.99,137394010.693,1446330237.1,20371.335276,-52419.207924,1.42013975072e+11,1.40437078819e+11,1.42013975072e+11,1.40437078819e+11
Coal,2007,3988716,1396503227.0,130420009.038,1382201628.0,19788.976476,-51374.253924,1.35612602813e+11,1.34252773893e+11,1.35612602813e+11,1.34252773893e+11
Coal,2008,3329052,1396510246.0,130410343.864,1386993389.0,19398.533184,-50241.497256,1.35621482182e+11,1.34715795376e+11,1.35621482182e+11,1.34715795376e+11
Coal,2009,3300018,1338128865.0,123743028.84,1330133216.0,18678.941652,-48523.176984,1.30023098677e+11,1.29257286191e+11,1.30023098677e+11,1.29257286191e+11
Coal,2010,4059888,1365757071.0,126305759.49,1353376108.0,19803.318552,-51493.1892,1.32664094279e+11,1.31472414416e+11,1.32664094279e+11,1.31472414416e+11
Coal,2011,4875048,1427575140.0,132453628.926,1412714794.0,21013.051044,-54813.996672,1.386457223e+11,1.3721192434e+11,1.386457223e+11,1.3721192434e+11
Coal,2012,4436864,1332882849.0,123317505.36,1314759226.0,20753.868297,-54058.241115,1.29441570781e+11,1.2768843344e+11,1.29441570781e+11,1.2768843344e+11
