fuel category,year,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg)
Coal,2001,26955888,6198463983.0,596575190.548,6092706276.0,92991.834408,-187855.181808,5.84472023683e+11,5.7460482962e+11,5.84472023683e+11,5.7460482962e+11
Coal,2002,26059020,6454314674.0,625540376.119,6353775204.0,96803.583896,-195564.124412,6.07117379828e+11,5.97855163958e+11,6.07117379828e+11,5.97855163958e+11
Coal,2003,28241483,6514338762.0,634794289.598,6443989693.0,100704.464993,-203252.696872,6.12495774557e+11,6.05932206419e+11,6.12495774557e+11,6.05932206419e+11
Coal,2004,27817090,6581438068.38,633343528.8,6430312553.8,105292.94816,-212403.797784,6.19901330998e+11,6.05801320488e+11,6.19901330998e+11,6.05801320488e+11
Coal,2005,29213808,6816438497.29,654794670.872,6685407291.89,107284.679304,-216683.135124,6.4199901475e+11,6.29773789402e+11,6.4199901475e+11,6.29773789402e+11
Coal,2006,31059092,6718828376.9,648233626.875,6583106760.77,109210.760132,-220492.945096,6.32651240585e+11,6.19988297713e+11,6.32651240585e+11,6.19988297713e+11
Coal,2007,31259094,6790272063.0,652138837.3,6651949794.0,113741.249651,-229668.187278,6.39471695486e+11,6.26566041603e+11,6.39471695486e+11,6.26566041603e+11
Coal,2008,33225677,6648891473.0,635778019.465,6510054030.0,120912.014357,-243913.623602,6.27111036216e+11,6.14156599946e+11,6.27111036216e+11,6.14156599946e+11
Coal,2009,32802154,5836044836.0,554256041.335,5697921992.0,114278.413037,-230642.637421,5.50621142324e+11,5.37730632735e+11,5.50621142324e+11,5.37730632735e+11
Coal,2010,32882698,6095724573.0,576984160.872,5937786347.0,116302.254152,-234795.65751,5.74834056049e+11,5.60087441496e+11,5.74834056049e+11,5.60087441496e+11
Coal,2011,38390111,5645558549.0,531516517.236,5499830877.0,118244.504979,-239052.711996,5.32351980324e+11,5.18739320745e+11,5.32351980324e+11,5.18739320745e+11
Coal,2012,41522746,4875977307.0,456366715.651,4756245401.0,119734.085916,-241983.967882,4.59819151067e+11,4.48631281832e+11,4.59819151067e+11,4.48631281832e+11
Coal,2013,43594352,5095416799.0,480181995.331,4979637578.0,119215.583048,-241054.440526,4.80330538142e+11,4.6951856946e+11,4.80330538142e+11,4.6951856946e+11
Coal,2014,43355720,5029255693.0,475751094.61,4925265487.0,115744.166503,-234257.758786,4.73776727445e+11,4.64073247701e+11,4.73776727445e+11,4.64073247701e+11
Coal,2015,42679698,4300628817.0,404157696.391,4205288681.0,112154.816852,-227017.127424,4.05426466055e+11,3.96524337286e+11,4.05426466055e+11,3.96524337286e+11
Coal,2016,40234474,3751771234.0,355978069.16,3709027264.0,100836.346216,-204065.074358,3.53258111098e+11,3.49269848267e+11,3.53258111098e+11,3.49269848267e+11
Coal,2017,9863668,909792076.0,87115111.83,899406894.0,24677.495744,-49848.326319,85721681323.8,84752526679.5,85721681323.8,84752526679.5
Hydro,2001,20655105,130076575.22,4900068.933,130076575.22,53251.729404,-106106.21116,0.0,0.0,0.0,0.0
Hydro,2002,21455916,134083036.55,5564109.601,134083036.55,58673.992848,-116818.449156,0.0,0.0,0.0,0.0
Hydro,2003,21557880,110974395.03,8516702.562,110974395.03,59652.836448,-118868.206356,0.0,0.0,0.0,0.0
Hydro,2004,22909404,106929435.32,8457104.706,106929435.32,60552.920448,-120771.420756,0.0,0.0,0.0,0.0
Hydro,2005,23539500,86890040.46,5998413.979,86890040.46,60571.548576,-120776.733312,0.0,0.0,0.0,0.0
Hydro,2006,23539500,100162542.0,7866341.484,100162542.0,60571.548576,-120776.733312,0.0,0.0,0.0,0.0
Hydro,2007,23517048,80159812.0,5266900.176,80159812.0,60026.844768,-119764.734228,0.0,0.0,0.0,0.0
Hydro,2008,23585400,85854310.0,6358024.05,85854310.0,61011.550968,-121742.108076,0.0,0.0,0.0,0.0
Hydro,2009,23585400,92853703.0,7219596.98,92853703.0,61011.550968,-121742.108076,0.0,0.0,0.0,0.0
Hydro,2010,22268496,81366923.0,5925688.88,81366923.0,59930.958168,-119626.172076,0.0,0.0,0.0,0.0
Hydro,2011,22868616,98930376.0,8060566.01,98930376.0,60388.737768,-120600.748476,0.0,0.0,0.0,0.0
Hydro,2012,22868616,76495592.0,6262137.24,76495592.0,60388.737768,-120600.748476,0.0,0.0,0.0,0.0
Hydro,2013,23585921,86333560.0,7195564.79,86333560.0,60960.981679,-121740.042943,0.0,0.0,0.0,0.0
Hydro,2014,24231456,79163288.0,6502034.02,79163288.0,61411.1139,-122612.14128,0.0,0.0,0.0,0.0
Hydro,2015,24185532,80046117.0,7258253.84,80046117.0,60966.173508,-121645.268568,0.0,0.0,0.0,0.0
Hydro,2016,24176612,45185936.0,2937280.98,45185936.0,60736.814008,-121204.921568,0.0,0.0,0.0,0.0
Hydro,2017,6041031,7437785.0,439377.38,7437785.0,15103.927677,-30147.108942,0.0,0.0,0.0,0.0
