fuel category,year,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg)
Coal,2002,508212,16779322.0,1545796.637,16177195.0,999.838164,-7533.054168,1623466197.3,1566008622.3,1623466197.3,1566008622.3
Coal,2003,380136,17671299.0,1637812.001,17040732.0,744.197136,-5635.775832,1709017230.6,1648831885.2,1709017230.6,1648831885.2
Coal,2004,508212,18001007.06,1603751.32246,15657714.54,999.838164,-7533.054168,1739831209.39,1516832169.1,1739831209.39,1516832169.1
Coal,2005,383400,16545427.94,1630918.03868,15505376.98,761.691492,-5672.004168,1602468856.34,1505303464.72,1602468856.34,1505303464.72
Coal,2006,383400,15889438.52,1548595.17518,14822951.13,761.691492,-5672.004168,1539010637.93,1439209244.3,1539010637.93,1439209244.3
Coal,2007,490130,17212688.0,1578931.348,15102516.0,974.725682,-7253.069448,1605943790.4,1409064742.8,1605943790.4,1409064742.8
Coal,2008,511476,17846714.0,1647591.893,15800803.0,1017.33252,-7569.282504,1665098416.2,1474214919.9,1665098416.2,1474214919.9
Coal,2009,383400,16925011.0,1500165.902,14105350.0,761.691492,-5672.004168,1579103526.3,1316029155.0,1579103526.3,1316029155.0
Coal,2010,383400,17047087.0,1545513.404,15553098.0,761.691492,-5672.004168,1590493217.1,1451104043.4,1590493217.1,1451104043.4
Coal,2011,362054,16072161.0,1424035.687,14441436.0,719.084654,-5355.791112,1499532621.3,1347385978.8,1499532621.3,1347385978.8
Coal,2012,362054,16571642.0,1537340.29,15533912.0,719.084654,-5355.791112,1546134198.6,1449313989.6,1546134198.6,1449313989.6
Coal,2013,383400,15302622.0,1403753.871,14169894.0,761.691492,-5672.004168,1427734632.6,1322051110.2,1427734632.6,1322051110.2
Coal,2014,383400,17241124.0,1511183.822,15381701.0,761.691492,-5672.004168,1608596869.2,1435112703.3,1608596869.2,1435112703.3
Coal,2015,383400,14659848.0,1276853.905,12987393.0,761.691492,-5672.004168,1367763818.4,1211723766.9,1367763818.4,1211723766.9
Hydro,2002,1530360,751164.14,73839.0,751164.14,1502.518332,-11328.868716,0.0,0.0,0.0,0.0
Hydro,2003,2621184,475684.24,46449.0,475684.24,1474.093128,-11252.434836,0.0,0.0,0.0,0.0
Hydro,2004,2871084,941073.63,93900.779,941073.63,2003.681532,-15081.451512,0.0,0.0,0.0,0.0
Hydro,2005,2200728,961783.25,96187.943,961783.25,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2006,2200728,1191143.0,120087.198,1191143.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2007,2200728,912724.0,92343.447,912724.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2008,2200728,831112.0,84343.33,831112.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2009,2200728,1099449.0,112648.63,1099449.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2010,2200728,687045.0,70423.0,687045.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2011,2200728,904951.0,93140.73,904951.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2012,2200728,1026949.0,107918.0,1026949.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2013,2200728,710975.0,74517.79,710975.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2014,2200728,887489.0,93321.78,887489.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Hydro,2015,2200728,1062646.0,114030.31,1062646.0,1753.181532,-13205.151516,0.0,0.0,0.0,0.0
Other,2002,4033980,101090631.0,9808225.771,98388735.0,7493.069748,-56537.67714,7741248941.25,7530170282.8,7741248941.25,7530170282.8
Other,2003,4958724,91955867.0,8895701.999,85230581.0,8253.501204,-62204.092188,7054491597.98,6526920474.95,7054491597.98,6526920474.95
Other,2004,6298248,97840063.03,9339052.30265,90005506.98,8758.585416,-65982.255024,7510480747.49,6891620633.71,7510480747.49,6891620633.71
Other,2005,6828360,98394482.45,9420733.86384,90217040.14,8770.832424,-65998.53,7570694331.3,6926351670.43,7570694331.3,6926351670.43
Other,2006,10212624,96968380.91,9272848.99457,88862665.44,10053.043224,-75480.4764,7635742878.02,6994440611.38,7635742878.02,6994440611.38
Other,2007,10333740,95167009.0,9108727.689,87153818.0,10308.681972,-77377.573656,7457276218.98,6842714547.71,7457276218.98,6842714547.71
Other,2008,11771713,93759888.0,8867652.755,84089869.0,11120.695021,-83275.70487,7405855939.79,6663688482.36,7405855939.79,6663688482.36
Other,2009,13023882,91933804.0,8692883.678,82386595.0,12002.44398,-89773.108662,7080020438.47,6339314666.05,7080020438.47,6339314666.05
Other,2010,13398800,87082586.0,8473131.804,80023453.0,12215.571632,-91354.233108,6693147649.04,6140793905.94,6693147649.04,6140793905.94
Other,2011,10007576,83609968.0,8075116.57,75639427.0,10933.358552,-81872.105628,6445711282.5,5811571117.45,6445711282.5,5811571117.45
Other,2012,10071614,79811886.0,7892532.284,72319225.0,11061.179066,-82820.744796,6133689866.87,5533311663.87,6133689866.87,5533311663.87
Other,2013,9417864,78563402.0,7658022.554,71112842.0,10839.828492,-81224.448216,6057333175.13,5460916810.95,6057333175.13,5460916810.95
Other,2014,9357668,76910387.0,7392818.504,68880720.0,10430.257028,-78211.06698,5923709158.93,5284976512.75,5923709158.93,5284976512.75
Other,2015,9408696,76890562.0,7427111.768,69078151.0,10584.146892,-79329.865416,5945537328.37,5314332067.61,5945537328.37,5314332067.61
Other Renewables,2002,1355580,4775401.67,188609.675,2983978.67,747.170748,-5651.66064,5706924.0357,5706924.0357,441677816.796,244844504.166
Other Renewables,2003,1408600,7893173.39,341204.209,5587495.39,851.508013,-6433.93043,14077599.4869,14077599.4869,666703694.527,413859478.347
Other Renewables,2004,1482828,8266959.22,363972.89133,3558328.75,997.580184,-7529.108136,16480682.7414,16480682.7414,677566016.311,167066167.545
Other Renewables,2005,1482828,7455512.69,368333.50648,3586265.08,997.580184,-7529.108136,17083420.2411,17083420.2411,582670040.51,162580272.237
Other Renewables,2006,1606836,9941119.65,537968.29125,5989649.06,1253.180616,-9426.291516,16233911.1615,16233911.1615,814929605.632,388210349.398
