fuel category,year,quarter,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),year_quarter
Coal,2001,1,4578603,420473157.0,37004312.874,404756961.0,13256.293761,-27945.893109,40801699965.9,39311897805.9,40801699965.9,39311897805.9,2001 Q1
Coal,2001,2,4568528,373495315.0,32766286.28,360101923.0,13208.762361,-27854.981709,36252214857.8,34980941112.2,36252214857.8,34980941112.2,2001 Q2
Coal,2001,3,4548378,433850986.0,38174135.643,419819338.0,13113.699561,-27673.158909,42111742961.1,40781352963.3,42111742961.1,40781352963.3,2001 Q3
Coal,2001,4,4548378,411185787.0,36454026.988,396344591.0,13113.699561,-27673.158909,39912172259.0,38504365299.2,39912172259.0,38504365299.2,2001 Q4
Coal,2002,1,4688749,415942402.0,36957687.254,398434841.0,13458.731403,-28335.24952,40359935984.3,38708281158.8,40359935984.3,38708281158.8,2002 Q1
Coal,2002,2,4709469,378394089.0,33728758.355,361873071.0,13547.718603,-28511.31012,36704708176.0,35146060435.6,36704708176.0,35146060435.6,2002 Q2
Coal,2002,3,4709469,437435319.0,38818833.134,420118228.0,13547.718603,-28511.31012,42438915195.1,40805877818.2,42438915195.1,40805877818.2,2002 Q3
Coal,2002,4,4719946,423581183.0,37650565.38,408032515.0,13592.113903,-28601.13612,41094924889.6,39627127717.3,41094924889.6,39627127717.3,2002 Q4
Coal,2003,1,4863513,417577648.0,37988731.294,408356346.0,14327.707014,-30168.012258,40551126078.7,39673617018.7,40551126078.7,39673617018.7,2003 Q1
Coal,2003,2,4832082,378106795.0,34442701.194,369535316.0,14194.521114,-29898.534258,36719513715.0,35902710154.2,36719513715.0,35902710154.2,2003 Q2
Coal,2003,3,4852550,443445075.0,40015449.262,434861810.0,14283.381114,-30078.094258,43066127322.0,42247769656.5,43066127322.0,42247769656.5,2003 Q3
Coal,2003,4,4862784,417093390.0,38315115.615,410061018.0,14327.811114,-30167.874258,40518160837.8,39848956428.0,40518160837.8,39848956428.0,2003 Q4
Coal,2004,1,4850100,428885808.22,37810249.3865,407092078.56,15499.14219,-32726.350599,41600532802.5,39525547268.4,41600532802.5,39525547268.4,2004 Q1
Coal,2004,2,4850100,374189385.39,32488866.1978,353982164.61,15499.14219,-32726.350599,36318201751.8,34390841717.4,36318201751.8,34390841717.4,2004 Q2
Coal,2004,3,4850100,441917843.47,38842773.9341,420488960.28,15499.14219,-32726.350599,42875665642.7,40832753109.0,42875665642.7,40832753109.0,2004 Q3
Coal,2004,4,4860964,433439946.16,38270577.9622,412893203.75,15541.06429,-32818.038099,42069244200.5,40106984392.8,42069244200.5,40106984392.8,2004 Q4
Coal,2005,1,4866786,420441041.63,37272066.5936,400718029.15,15746.864712,-33292.012083,40811562320.0,38933274975.9,40811562320.0,38933274975.9,2005 Q1
Coal,2005,2,4866786,390330369.61,34592889.4883,372766892.68,15746.864712,-33292.012083,37884557609.8,36213890349.4,37884557609.8,36213890349.4,2005 Q2
Coal,2005,3,4866786,447224932.71,38780548.0547,427283312.29,15746.864712,-33292.012083,43408336436.7,41510595962.8,43408336436.7,41510595962.8,2005 Q3
Coal,2005,4,4866786,418226949.4,36720557.44,399691679.56,15746.864712,-33292.012083,40602553353.0,38836908488.2,40602553353.0,38836908488.2,2005 Q4
Coal,2006,1,5012892,411886554.46,36281295.4829,390491059.02,15750.263178,-33276.772851,39978603728.8,37940916751.5,39978603728.8,37940916751.5,2006 Q1
Coal,2006,2,5012892,391525723.41,34435683.8294,371176478.23,15750.263178,-33276.772851,37998975406.3,36059683609.6,37998975406.3,36059683609.6,2006 Q2
Coal,2006,3,5012892,440498501.75,38506730.404,418984883.1,15750.263178,-33276.772851,42751305172.9,40700196879.6,42751305172.9,40700196879.6,2006 Q3
Coal,2006,4,5012892,419300801.44,37007890.5261,398499332.57,15750.263178,-33276.772851,40695377920.9,38713823083.5,40695377920.9,38713823083.5,2006 Q4
Coal,2007,1,5010738,421225156.0,36790491.844,398419887.0,15666.168512,-33091.053963,40877786253.6,38705367820.2,40877786253.6,38705367820.2,2007 Q1
Coal,2007,2,5009661,385306835.0,33703164.819,364595569.0,15624.121179,-32998.194519,37393397867.6,35419479972.2,37393397867.6,35419479972.2,2007 Q2
Coal,2007,3,5009661,456596660.0,40546373.091,435586364.0,15624.121179,-32998.194519,44322853321.3,42319054321.3,44322853321.3,42319054321.3,2007 Q3
Coal,2007,4,5014863,411837402.0,36193748.06,390274602.0,15710.250512,-33178.709763,39972159503.5,37917484840.9,39972159503.5,37917484840.9,2007 Q4
Coal,2008,1,5037417,448180213.0,39641484.034,426531889.0,16013.654604,-33802.85784,43495813850.9,41432747229.8,43495813850.9,41432747229.8,2008 Q1
Coal,2008,2,5037417,402717492.0,35799358.362,383812592.0,16013.654604,-33802.85784,39097622926.5,37293906006.6,39097622926.5,37293906006.6,2008 Q2
Coal,2008,3,5037417,454620154.0,40493002.081,434886166.0,16013.654604,-33802.85784,44144965027.1,42263537643.2,44144965027.1,42263537643.2,2008 Q3
Coal,2008,4,5037417,429444605.0,38421265.19,410233274.0,16013.654604,-33802.85784,41709846853.6,39879144159.1,41709846853.6,39879144159.1,2008 Q4
Coal,2009,1,4958523,428511806.0,38026965.031,407555320.0,15290.420697,-32230.497842,41623587829.7,39623090814.5,41623587829.7,39623090814.5,2009 Q1
Coal,2009,2,4957887,368719233.0,32719856.484,349547245.0,15327.648463,-32315.33313,35828914033.7,33996873938.0,35828914033.7,33996873938.0,2009 Q2
Coal,2009,3,4957887,419298715.0,37739764.95,398784521.0,15327.648463,-32315.33313,40745979744.7,38781652864.3,40745979744.7,38781652864.3,2009 Q3
Coal,2009,4,4956810,439443269.0,39470304.132,418043598.0,15285.60113,-32222.473686,42697838669.2,40650972011.8,42697838669.2,40650972011.8,2009 Q4
Coal,2010,1,4991556,447768239.0,40033098.62,425855915.0,15495.462096,-32683.255074,43495086253.6,41401530609.1,43495086253.6,41401530609.1,2010 Q1
Coal,2010,2,4991556,399697955.0,35880659.619,380043074.0,15495.462096,-32683.255074,38835020499.6,36955396326.9,38835020499.6,36955396326.9,2010 Q2
Coal,2010,3,4991556,443216832.0,39633745.483,421731966.0,15495.462096,-32683.255074,43051083896.2,40998181978.9,43051083896.2,40998181978.9,2010 Q3
Coal,2010,4,4994346,397198112.0,35306732.443,375039930.0,15542.328996,-32784.138674,38587324562.1,36470162245.5,38587324562.1,36470162245.5,2010 Q4
Coal,2011,1,5515797,430735521.0,38326094.711,408178979.0,15945.999771,-33687.197648,41847281358.6,39692366127.5,41847281358.6,39692366127.5,2011 Q1
Coal,2011,2,5511080,373929227.0,33507440.051,353402517.0,15854.112571,-33493.038748,36330318037.6,34366947825.1,36330318037.6,34366947825.1,2011 Q2
Coal,2011,3,5507226,443649658.0,39795084.222,422484828.0,15764.071971,-33306.488148,43101556390.0,41080192911.2,43101556390.0,41080192911.2,2011 Q3
Coal,2011,4,5510016,379783239.0,33739930.861,358648699.0,15810.938871,-33407.371748,36902867336.1,34882772735.8,36902867336.1,34882772735.8,2011 Q4
Coal,2012,1,5842254,369403757.0,32732280.07,348089054.0,16162.758372,-34151.582949,35897926762.9,33861868483.6,35897926762.9,33861868483.6,2012 Q1
Coal,2012,2,5730978,323093143.0,28685377.872,305015979.0,16064.940484,-33955.809907,31393927982.7,29667955524.5,31393927982.7,29667955524.5,2012 Q2
Coal,2012,3,5675340,421894145.0,37969252.424,402241006.0,16016.03154,-33857.923386,40998245112.2,39119619297.5,40998245112.2,39119619297.5,2012 Q3
Coal,2012,4,5730978,398336144.0,35796977.67,377356030.0,16064.940484,-33955.809907,38707950196.7,36701701809.3,38707950196.7,36701701809.3,2012 Q4
Coal,2013,1,5503208,399386932.0,35638473.557,377787677.0,15517.034452,-32811.778828,38811100827.2,36745261376.7,38811100827.2,36745261376.7,2013 Q1
Coal,2013,2,5497119,344264398.0,30539900.429,324522625.0,15469.355952,-32707.622178,33452781022.0,31563565000.5,33452781022.0,31563565000.5,2013 Q2
Coal,2013,3,5497119,418397266.0,37769872.798,398900716.0,15469.355952,-32707.622178,40662360300.6,38795408681.2,40662360300.6,38795408681.2,2013 Q3
Coal,2013,4,5503208,386650985.0,34450356.156,365257932.0,15517.034452,-32811.778828,37577230143.7,35529271088.0,37577230143.7,35529271088.0,2013 Q4
Coal,2014,1,5499554,421267584.0,37359863.114,397929632.0,15392.663752,-32539.308928,40939324383.0,38704793933.8,40939324383.0,38704793933.8,2014 Q1
Coal,2014,2,5483284,327410209.0,28964986.775,308521844.0,15220.753929,-32160.786985,31821171576.2,30009677498.7,31821171576.2,30009677498.7,2014 Q2
Coal,2014,3,5476584,399769786.0,36008705.527,380984834.0,15095.722209,-31886.145588,38858053808.6,37058713415.2,38858053808.6,37058713415.2,2014 Q3
Coal,2014,4,5555215,381210075.0,34207348.69,361035979.0,15065.227465,-31827.282842,37051533456.5,35118219904.2,37051533456.5,35118219904.2,2014 Q4
Coal,2015,1,5608941,379954530.0,34021822.222,359394369.0,14980.22079,-31673.929548,36933424512.1,34962950040.5,36933424512.1,34962950040.5,2015 Q1
Coal,2015,2,5608941,326566095.0,29326617.185,308653969.0,14980.22079,-31673.929548,31748488562.3,30029929274.4,31748488562.3,30029929274.4,2015 Q2
Coal,2015,3,5608941,390163540.0,35280557.973,370724949.0,14980.22079,-31673.929548,37933387075.7,36066813005.1,37933387075.7,36066813005.1,2015 Q3
Coal,2015,4,5588863,308055454.0,27403592.865,289852405.0,14897.17216,-31493.056368,29952020160.1,28203662246.2,29952020160.1,28203662246.2,2015 Q4
Coal,2016,1,5552788,292474001.0,26796371.91,284089795.0,14335.663139,-30306.647527,28448472723.3,27645124246.2,28448472723.3,27645124246.2,2016 Q1
