fuel category,year,quarter,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),year_quarter
Coal,2001,1,2040075,2868952265.0,279580648.99,2868457614.0,26586.471096,-61230.228255,2.72471403157e+11,2.72425252218e+11,2.72471403157e+11,2.72425252218e+11,2001 Q1
Coal,2001,2,2044233,2776327139.0,269773918.929,2775843657.0,26664.732296,-61419.183855,2.6371523862e+11,2.63670129749e+11,2.6371523862e+11,2.63670129749e+11,2001 Q2
Coal,2001,3,2039540,3198863397.0,306731769.151,3198214462.0,26669.847096,-61418.341055,3.04004488374e+11,3.03943942739e+11,3.04004488374e+11,3.03943942739e+11,2001 Q3
Coal,2001,4,2046312,2685619180.0,259578191.535,2685152441.0,26703.862896,-61513.661655,2.55417994847e+11,2.55374448098e+11,2.55417994847e+11,2.55374448098e+11,2001 Q4
Coal,2002,1,27394270,4811114174.0,457810110.209,4703975646.0,78895.775906,-178703.744447,4.57041188813e+11,4.47061642816e+11,4.57041188813e+11,4.47061642816e+11,2002 Q1
Coal,2002,2,27611820,4831280712.0,457076871.488,4732412572.0,79288.204338,-179681.45088,4.58915891809e+11,4.49718520432e+11,4.58915891809e+11,4.49718520432e+11,2002 Q2
Coal,2002,3,27731724,5591430864.0,526797959.097,5485212970.0,79398.016738,-179924.53038,5.3113393275e+11,5.21261610535e+11,5.3113393275e+11,5.21261610535e+11,2002 Q3
Coal,2002,4,27982577,5109615378.0,485907557.494,5006850128.0,79703.207438,-180573.69978,4.8556453153e+11,4.75993971676e+11,4.8556453153e+11,4.75993971676e+11,2002 Q4
Coal,2003,1,23740570,5111176875.0,491682298.751,5036841310.0,78663.522858,-178371.778929,4.8550594272e+11,4.78536002334e+11,4.8550594272e+11,4.78536002334e+11,2003 Q1
Coal,2003,2,23606260,4749633913.0,453235414.589,4684527775.0,78304.397805,-177558.415463,4.51364036783e+11,4.45256167014e+11,4.51364036783e+11,4.45256167014e+11,2003 Q2
Coal,2003,3,23573972,5579356312.0,530774905.886,5510609996.0,78407.979258,-177816.128395,5.30094244766e+11,5.23646955496e+11,5.30094244766e+11,5.23646955496e+11,2003 Q3
Coal,2003,4,23581076,5134903675.0,492177990.221,5069173776.0,78412.003008,-177826.874735,4.88108420362e+11,4.81949370229e+11,4.88108420362e+11,4.81949370229e+11,2003 Q4
Coal,2004,1,28895217,5218042282.91,495440803.054,5071498107.05,87272.292969,-197713.193856,4.95782907985e+11,4.82038566768e+11,4.95782907985e+11,4.82038566768e+11,2004 Q1
Coal,2004,2,28896929,4926159317.34,465150126.548,4793230470.01,87353.484569,-197892.520056,4.6817410672e+11,4.55703358303e+11,4.6817410672e+11,4.55703358303e+11,2004 Q2
Coal,2004,3,28897785,5548286581.54,522879227.319,5407120751.74,87394.080369,-197982.183156,5.27592947465e+11,5.14351581101e+11,5.27592947465e+11,5.14351581101e+11,2004 Q3
Coal,2004,4,29006101,5190781120.78,490780005.816,5052519460.69,87347.375735,-197893.694222,4.93753906204e+11,4.80780500172e+11,4.93753906204e+11,4.80780500172e+11,2004 Q4
Coal,2005,1,28713354,5234094254.42,496242304.439,5100873732.64,87654.945612,-198438.44643,4.97744657725e+11,4.85251176003e+11,4.97744657725e+11,4.85251176003e+11,2005 Q1
Coal,2005,2,28713354,4978196652.71,471484115.743,4855182344.63,87654.945612,-198438.44643,4.7333320883e+11,4.61802968852e+11,4.7333320883e+11,4.61802968852e+11,2005 Q2
Coal,2005,3,28713354,5811470685.0,545166479.869,5680766058.97,87654.945612,-198438.44643,5.52302815104e+11,5.40047537697e+11,5.52302815104e+11,5.40047537697e+11,2005 Q3
Coal,2005,4,28713354,5285355720.32,499094887.802,5154043410.08,87654.945612,-198438.44643,5.02408611479e+11,4.90096102466e+11,5.02408611479e+11,4.90096102466e+11,2005 Q4
Coal,2006,1,29986952,5161816349.0,489171299.169,5024644486.46,88858.347803,-201013.226725,4.9060245647e+11,4.77737741141e+11,4.9060245647e+11,4.77737741141e+11,2006 Q1
Coal,2006,2,29987940,4955806848.53,468123910.211,4828008418.97,88897.429203,-201098.086125,4.71014551548e+11,4.59029710218e+11,4.71014551548e+11,4.59029710218e+11,2006 Q2
Coal,2006,3,29987940,5727905220.01,538859704.665,5593516243.72,88897.429203,-201098.086125,5.44602792327e+11,5.31997658984e+11,5.44602792327e+11,5.31997658984e+11,2006 Q3
Coal,2006,4,30074232,5214202364.72,494332121.483,5081000303.02,88927.957359,-201039.054725,4.95885037604e+11,4.83391107549e+11,4.95885037604e+11,4.83391107549e+11,2006 Q4
Coal,2007,1,30163152,5272308686.0,499153324.13,5132608722.0,91671.759774,-207934.537947,5.01145316293e+11,4.8803922328e+11,5.01145316293e+11,4.8803922328e+11,2007 Q1
Coal,2007,2,30160395,5052294697.0,477275706.411,4926583431.0,91659.041144,-207796.312052,4.80192120272e+11,4.68398837636e+11,4.80192120272e+11,4.68398837636e+11,2007 Q2
