fuel category,datetime,nerc,year,month,generation (mwh)
Coal,2004-06-01,-,0.16666666666666666,0.16666666666666666,0.5611569705798618
Coal,2004-07-01,-,0.16666666666666666,0.16666666666666666,0.5566763949774598
Coal,2004-08-01,-,0.16666666666666666,0.16666666666666666,0.5784965732660629
Coal,2004-09-01,-,0.16666666666666666,0.16666666666666666,0.5938368265956006
Coal,2004-10-01,-,0.16666666666666666,0.16666666666666666,0.600016737478736
Coal,2004-11-01,-,0.16666666666666666,0.16666666666666666,0.6393347267499871
Coal,2004-12-01,-,0.16666666666666666,0.16666666666666666,0.6153304779657053
Coal,2005-01-01,-,0.16666666666666666,0.16666666666666666,0.6150129782466349
Coal,2005-02-01,-,0.16666666666666666,0.16666666666666666,0.5972393889796592
Coal,2005-03-01,-,0.16666666666666666,0.16666666666666666,0.5762473606283656
Coal,2005-04-01,-,0.16666666666666666,0.16666666666666666,0.5693815841973249
Coal,2005-05-01,-,0.16666666666666666,0.16666666666666666,0.5498364466800654
Coal,2005-06-01,-,0.16666666666666666,0.16666666666666666,0.5256506322030058
Coal,2005-07-01,-,0.16666666666666666,0.16666666666666666,0.5230627767736593
Coal,2005-08-01,-,0.16666666666666666,0.16666666666666666,0.5209435094059619
Coal,2005-09-01,-,0.16666666666666666,0.16666666666666666,0.5311501954626957
Coal,2005-10-01,-,0.16666666666666666,0.16666666666666666,0.6138434618917369
Coal,2005-11-01,-,0.16666666666666666,0.16666666666666666,0.6545496578409143
Coal,2005-12-01,-,0.16666666666666666,0.16666666666666666,0.6125000288630615
Coal,2006-01-01,-,0.16666666666666666,0.16666666666666666,0.5927987326949079
Coal,2006-02-01,-,0.16666666666666666,0.16666666666666666,0.5568531505313636
Coal,2006-03-01,-,0.16666666666666666,0.16666666666666666,0.5847536574689025
Coal,2006-04-01,-,0.16666666666666666,0.16666666666666666,0.5122253818339315
Coal,2006-05-01,-,0.16666666666666666,0.16666666666666666,0.5210715770915797
Coal,2006-06-01,-,0.16666666666666666,0.16666666666666666,0.5527158919954968
Coal,2006-07-01,-,0.16666666666666666,0.16666666666666666,0.5457881902839472
Coal,2006-08-01,-,0.16666666666666666,0.16666666666666666,0.5271145709040107
Coal,2006-09-01,-,0.16666666666666666,0.16666666666666666,0.5969590404836926
Coal,2006-10-01,-,0.16666666666666666,0.16666666666666666,0.6338033423101377
Coal,2006-11-01,-,0.16666666666666666,0.16666666666666666,0.6460160932819622
Coal,2006-12-01,-,0.16666666666666666,0.16666666666666666,0.599661808080408
Coal,2007-01-01,-,0.16666666666666666,0.16666666666666666,0.5572864011142664
Coal,2007-02-01,-,0.16666666666666666,0.16666666666666666,0.5303561188510975
Coal,2007-03-01,-,0.16666666666666666,0.16666666666666666,0.6032157071621967
Coal,2007-04-01,-,0.16666666666666666,0.16666666666666666,0.5066545596687931
Coal,2007-05-01,-,0.16666666666666666,0.16666666666666666,0.5003138611979201
Coal,2007-06-01,-,0.16666666666666666,0.16666666666666666,0.5204414833055292
Coal,2007-07-01,-,0.16666666666666666,0.16666666666666666,0.5230052397609943
Coal,2007-08-01,-,0.16666666666666666,0.16666666666666666,0.5023321341201634
Coal,2007-09-01,-,0.16666666666666666,0.16666666666666666,0.5417155141723996
Coal,2007-10-01,-,0.16666666666666666,0.16666666666666666,0.5090791053405865
Coal,2007-11-01,-,0.16666666666666666,0.16666666666666666,0.5713483167470548
Coal,2007-12-01,-,0.16666666666666666,0.16666666666666666,0.5773217175267696
Coal,2008-01-01,-,0.14285714285714285,0.14285714285714285,0.5408849550719915
Coal,2008-02-01,-,0.14285714285714285,0.14285714285714285,0.5906020910514903
Coal,2008-03-01,-,0.14285714285714285,0.14285714285714285,0.5481279941140701
Coal,2008-04-01,-,0.14285714285714285,0.14285714285714285,0.5498718286028573
Coal,2008-05-01,-,0.14285714285714285,0.14285714285714285,0.5706037367383592
Coal,2008-06-01,-,0.14285714285714285,0.14285714285714285,0.5310351061276564
Coal,2008-07-01,-,0.14285714285714285,0.14285714285714285,0.5243834026396423
Coal,2008-08-01,-,0.14285714285714285,0.14285714285714285,0.5182851978412955
Coal,2008-09-01,-,0.14285714285714285,0.14285714285714285,0.5371514904668258
Coal,2008-10-01,-,0.14285714285714285,0.14285714285714285,0.5042988647313783
Coal,2008-11-01,-,0.14285714285714285,0.14285714285714285,0.550052025709843
Coal,2008-12-01,-,0.14285714285714285,0.14285714285714285,0.5498779992497899
Coal,2009-01-01,-,0.14285714285714285,0.14285714285714285,0.5378905522473462
Coal,2009-02-01,-,0.14285714285714285,0.14285714285714285,0.5122455583242271
Coal,2009-03-01,-,0.14285714285714285,0.14285714285714285,0.5234070714536108
Coal,2009-04-01,-,0.14285714285714285,0.14285714285714285,0.4915383886882668
Coal,2009-05-01,-,0.14285714285714285,0.14285714285714285,0.5119420718590861
Coal,2009-06-01,-,0.14285714285714285,0.14285714285714285,0.5298294829681005
Coal,2009-07-01,-,0.14285714285714285,0.14285714285714285,0.5554658345339532
Coal,2009-08-01,-,0.14285714285714285,0.14285714285714285,0.541727189164326
Coal,2009-09-01,-,0.14285714285714285,0.14285714285714285,0.6018278609720025
Coal,2009-10-01,-,0.14285714285714285,0.14285714285714285,0.6041242890361014
Coal,2009-11-01,-,0.14285714285714285,0.14285714285714285,0.5844662372276269
Coal,2009-12-01,-,0.14285714285714285,0.14285714285714285,0.5777888659398677
Coal,2010-01-01,-,0.14285714285714285,0.14285714285714285,0.5545826311063056
Coal,2010-02-01,-,0.14285714285714285,0.14285714285714285,0.5410526686608088
Coal,2010-03-01,-,0.14285714285714285,0.14285714285714285,0.6020975769870143
Coal,2010-04-01,-,0.14285714285714285,0.14285714285714285,0.5793124101022821
Coal,2010-05-01,-,0.14285714285714285,0.14285714285714285,0.524442362075891
Coal,2010-06-01,-,0.14285714285714285,0.14285714285714285,0.5275333811503908
Coal,2010-07-01,-,0.14285714285714285,0.14285714285714285,0.5257369779254907
Coal,2010-08-01,-,0.14285714285714285,0.14285714285714285,0.5427693122633928
Coal,2010-09-01,-,0.14285714285714285,0.14285714285714285,0.5543509989585217
Coal,2010-10-01,-,0.14285714285714285,0.14285714285714285,0.5520427976644972
Coal,2010-11-01,-,0.14285714285714285,0.14285714285714285,0.5942582745302409
Coal,2010-12-01,-,0.14285714285714285,0.14285714285714285,0.6149445645009417
Coal,2011-01-01,-,0.14285714285714285,0.14285714285714285,0.6446921098486167
Coal,2011-02-01,-,0.14285714285714285,0.14285714285714285,0.6643410265384649
Coal,2011-03-01,-,0.14285714285714285,0.14285714285714285,0.6661477414663068
Coal,2011-04-01,-,0.14285714285714285,0.14285714285714285,0.6557749501999095
Coal,2011-05-01,-,0.14285714285714285,0.14285714285714285,0.5957123211490086
Coal,2011-06-01,-,0.14285714285714285,0.14285714285714285,0.5823129785533955
Coal,2011-07-01,-,0.14285714285714285,0.14285714285714285,0.5536274768025023
Coal,2011-08-01,-,0.14285714285714285,0.14285714285714285,0.545510292169869
Coal,2011-09-01,-,0.14285714285714285,0.14285714285714285,0.5751108157608351
Coal,2011-10-01,-,0.14285714285714285,0.14285714285714285,0.6077986280283489
Coal,2011-11-01,-,0.14285714285714285,0.14285714285714285,0.6335382159138355
Coal,2011-12-01,-,0.14285714285714285,0.14285714285714285,0.605683160938025
Coal,2012-01-01,-,0.14285714285714285,0.14285714285714285,0.5940027678951318
Coal,2012-02-01,-,0.14285714285714285,0.14285714285714285,0.5760982174128135
Coal,2012-03-01,-,0.14285714285714285,0.14285714285714285,0.5211140303497863
Coal,2012-04-01,-,0.14285714285714285,0.14285714285714285,0.4334966370463188
Coal,2012-05-01,-,0.14285714285714285,0.14285714285714285,0.4857422198919851
Coal,2012-06-01,-,0.14285714285714285,0.14285714285714285,0.5399524596007348
Coal,2012-07-01,-,0.14285714285714285,0.14285714285714285,0.5429894188711332
Coal,2012-08-01,-,0.14285714285714285,0.14285714285714285,0.5578542663871852
Coal,2012-09-01,-,0.14285714285714285,0.14285714285714285,0.5931172108361485
Coal,2012-10-01,-,0.14285714285714285,0.14285714285714285,0.6720800239395083
Coal,2012-11-01,-,0.14285714285714285,0.14285714285714285,0.6642740944049432
Coal,2012-12-01,-,0.14285714285714285,0.14285714285714285,0.636552962387938
Coal,2013-01-01,-,0.14285714285714285,0.14285714285714285,0.6213227004475274
Coal,2013-02-01,-,0.14285714285714285,0.14285714285714285,0.5985287695321583
Coal,2013-03-01,-,0.14285714285714285,0.14285714285714285,0.5747096677221897
Coal,2013-04-01,-,0.14285714285714285,0.14285714285714285,0.6685360484151275
Coal,2013-05-01,-,0.14285714285714285,0.14285714285714285,0.5907355769445628
Coal,2013-06-01,-,0.14285714285714285,0.14285714285714285,0.5909994855613047
Coal,2013-07-01,-,0.14285714285714285,0.14285714285714285,0.6393771550353297
Coal,2013-08-01,-,0.14285714285714285,0.14285714285714285,0.5848586196027733
Coal,2013-09-01,-,0.14285714285714285,0.14285714285714285,0.5864026970687626
Coal,2013-10-01,-,0.14285714285714285,0.14285714285714285,0.5983935221828112
Coal,2013-11-01,-,0.14285714285714285,0.14285714285714285,0.6142810482085084
Coal,2013-12-01,-,0.14285714285714285,0.14285714285714285,0.6270483530830633
Coal,2014-01-01,-,0.14285714285714285,0.14285714285714285,0.6128651886219036
Coal,2014-02-01,-,0.14285714285714285,0.14285714285714285,0.6140462126646565
Coal,2014-03-01,-,0.125,0.125,0.6266453512159782
Coal,2014-04-01,-,0.125,0.125,0.5527241260199307
Coal,2014-05-01,-,0.125,0.125,0.6546722817651816
Coal,2014-06-01,-,0.125,0.125,0.6381976964558989
Coal,2014-07-01,-,0.125,0.125,0.5904952806653221
Coal,2014-08-01,-,0.125,0.125,0.6010464835818227
Coal,2014-09-01,-,0.125,0.125,0.5841215855346622
Coal,2014-10-01,-,0.125,0.125,0.5460499781899699
Coal,2014-11-01,-,0.125,0.125,0.5621509442099624
Coal,2014-12-01,-,0.125,0.125,0.570346085056556
Coal,2015-01-01,-,0.125,0.125,0.5471098967437344
Coal,2015-02-01,-,0.125,0.125,0.5771383933047987
Coal,2015-03-01,-,0.125,0.125,0.5383906715520587
Coal,2015-04-01,-,0.125,0.125,0.5053058227463435
Coal,2015-05-01,-,0.125,0.125,0.4905375972721591
Coal,2015-06-01,-,0.125,0.125,0.5349082209511465
Coal,2015-07-01,-,0.125,0.125,0.5223887175379799
Coal,2015-08-01,-,0.125,0.125,0.5573967654551388
Coal,2015-09-01,-,0.125,0.125,0.5981491766690274
Coal,2015-10-01,-,0.125,0.125,0.6427294751775261
Coal,2015-11-01,-,0.125,0.125,0.4902769732113657
Coal,2015-12-01,-,0.125,0.125,0.4745780508186977
Coal,2016-01-01,-,0.14285714285714285,0.14285714285714285,0.5017959443120119
Coal,2016-02-01,-,0.14285714285714285,0.14285714285714285,0.48843292114416526
Coal,2016-03-01,-,0.14285714285714285,0.14285714285714285,0.44525063743207643
Coal,2016-04-01,-,0.14285714285714285,0.14285714285714285,0.3984280444250823
Coal,2016-05-01,-,0.14285714285714285,0.14285714285714285,0.4268478920336751
Coal,2016-06-01,-,0.14285714285714285,0.14285714285714285,0.48975732387017207
Coal,2016-07-01,-,0.14285714285714285,0.14285714285714285,0.510206283069773
Coal,2016-08-01,-,0.14285714285714285,0.14285714285714285,0.5413594020971854
Coal,2016-09-01,-,0.14285714285714285,0.14285714285714285,0.5430278385118004
Coal,2016-10-01,-,0.14285714285714285,0.14285714285714285,0.6996533977097235
Coal,2016-11-01,-,0.14285714285714285,0.14285714285714285,0.5438448372721802
Coal,2016-12-01,-,0.14285714285714285,0.14285714285714285,0.5694205594050232
Coal,2017-01-01,-,0.14285714285714285,0.14285714285714285,0.5371558939726013
Coal,2017-02-01,-,0.14285714285714285,0.14285714285714285,0.5183789645994328
Coal,2017-03-01,-,0.14285714285714285,0.14285714285714285,0.5299617309711284
Coal,2017-04-01,-,0.14285714285714285,0.14285714285714285,0.4669727175127304
Coal,2017-05-01,-,0.14285714285714285,0.14285714285714285,0.5498707603674912
Coal,2017-06-01,-,0.14285714285714285,0.14285714285714285,0.5392410643809589
Hydro,2001-01-01,-,0.2,0.2,0.03875558671120616
Hydro,2001-02-01,-,0.2,0.2,0.07723950582526799
Hydro,2001-03-01,-,0.2,0.2,0.09435825726356932
Hydro,2001-04-01,-,0.2,0.2,0.044919874150655376
Hydro,2001-05-01,-,0.2,0.2,0.024701000299620492
Hydro,2001-06-01,-,0.2,0.2,0.06243611701285488
Hydro,2001-07-01,-,0.2,0.2,0.04420730546111961
Hydro,2001-08-01,-,0.2,0.2,0.0318369056380539
Hydro,2001-09-01,-,0.2,0.2,0.026135220434547614
Hydro,2001-10-01,-,0.2,0.2,0.03259768912505498
Hydro,2001-11-01,-,0.2,0.2,0.026488362244266282
Hydro,2001-12-01,-,0.2,0.2,0.0374029203339579
Hydro,2002-01-01,-,0.2,0.2,0.03441877082576602
Hydro,2002-02-01,-,0.2,0.2,0.07221615715845649
Hydro,2002-03-01,-,0.2,0.2,0.05870693369444797
Hydro,2002-04-01,-,0.2,0.2,0.0754738780330057
Hydro,2002-05-01,-,0.2,0.2,0.07695239287453566
Hydro,2002-06-01,-,0.2,0.2,0.08283798458728624
Hydro,2002-07-01,-,0.2,0.2,0.05668625862832385
Hydro,2002-08-01,-,0.2,0.2,0.04558555303736676
Hydro,2002-09-01,-,0.2,0.2,0.04278599192685871
Hydro,2002-10-01,-,0.2,0.2,0.036569260626457066
Hydro,2002-11-01,-,0.2,0.2,0.028533045093647513
Hydro,2002-12-01,-,0.16666666666666666,0.16666666666666666,0.02421398078732105
Hydro,2003-01-01,-,0.16666666666666666,0.16666666666666666,0.034840437165916636
Hydro,2003-02-01,-,0.16666666666666666,0.16666666666666666,0.030732575213008612
Hydro,2003-03-01,-,0.16666666666666666,0.16666666666666666,0.04414913581220479
Hydro,2003-04-01,-,0.16666666666666666,0.16666666666666666,0.04468820752248727
Hydro,2003-05-01,-,0.16666666666666666,0.16666666666666666,0.05486214485613353
Hydro,2003-06-01,-,0.16666666666666666,0.16666666666666666,0.051471591651697624
Hydro,2003-07-01,-,0.16666666666666666,0.16666666666666666,0.03356433791435394
Hydro,2003-08-01,-,0.16666666666666666,0.16666666666666666,0.03104230149250446
Hydro,2003-09-01,-,0.16666666666666666,0.16666666666666666,0.033064685386563354
Hydro,2003-10-01,-,0.16666666666666666,0.16666666666666666,0.02341376645137998
Hydro,2003-11-01,-,0.16666666666666666,0.16666666666666666,0.024297305197776207
Hydro,2003-12-01,-,0.16666666666666666,0.16666666666666666,0.032781053480602944
Hydro,2004-01-01,-,0.16666666666666666,0.16666666666666666,0.03155308824574099
Hydro,2004-02-01,-,0.16666666666666666,0.16666666666666666,0.027270296105857905
Hydro,2004-03-01,-,0.16666666666666666,0.16666666666666666,0.07019678410216842
Hydro,2004-04-01,-,0.16666666666666666,0.16666666666666666,0.0694988342855834
Hydro,2004-05-01,-,0.16666666666666666,0.16666666666666666,0.0834814318333553
Hydro,2004-06-01,-,0.16666666666666666,0.16666666666666666,0.05991154681409814
Hydro,2004-07-01,-,0.16666666666666666,0.16666666666666666,0.06772602704546118
Hydro,2004-08-01,-,0.16666666666666666,0.16666666666666666,0.04189657201372771
Hydro,2004-09-01,-,0.16666666666666666,0.16666666666666666,0.02202555564643724
Hydro,2004-10-01,-,0.16666666666666666,0.16666666666666666,0.026466953153531904
Hydro,2004-11-01,-,0.16666666666666666,0.16666666666666666,0.06461515605133117
Hydro,2004-12-01,-,0.16666666666666666,0.16666666666666666,0.08120341516508327
Hydro,2005-01-01,-,0.16666666666666666,0.16666666666666666,0.09913362101248868
Hydro,2005-02-01,-,0.16666666666666666,0.16666666666666666,0.09294903506368112
Hydro,2005-03-01,-,0.16666666666666666,0.16666666666666666,0.07670623942839717
Hydro,2005-04-01,-,0.16666666666666666,0.16666666666666666,0.07339483111996443
Hydro,2005-05-01,-,0.16666666666666666,0.16666666666666666,0.039654286430628634
Hydro,2005-06-01,-,0.16666666666666666,0.16666666666666666,0.0505386314914845
Hydro,2005-07-01,-,0.16666666666666666,0.16666666666666666,0.04477391872785678
Hydro,2005-08-01,-,0.16666666666666666,0.16666666666666666,0.03529822489264694
Hydro,2005-09-01,-,0.16666666666666666,0.16666666666666666,0.0319155590547122
Hydro,2005-10-01,-,0.16666666666666666,0.16666666666666666,0.028530247920111832
Hydro,2005-11-01,-,0.16666666666666666,0.16666666666666666,0.02896571061060321
Hydro,2005-12-01,-,0.16666666666666666,0.16666666666666666,0.026975953113389333
Hydro,2006-01-01,-,0.16666666666666666,0.16666666666666666,0.020864589176895033
Hydro,2006-02-01,-,0.16666666666666666,0.16666666666666666,0.018454001275372656
Hydro,2006-03-01,-,0.16666666666666666,0.16666666666666666,0.01916155091251474
Hydro,2006-04-01,-,0.16666666666666666,0.16666666666666666,0.019881160292060156
Hydro,2006-05-01,-,0.16666666666666666,0.16666666666666666,0.03737152924079204
Hydro,2006-06-01,-,0.16666666666666666,0.16666666666666666,0.02161898432284438
Hydro,2006-07-01,-,0.16666666666666666,0.16666666666666666,0.017055599669422654
Hydro,2006-08-01,-,0.16666666666666666,0.16666666666666666,0.018123965456281733
Hydro,2006-09-01,-,0.16666666666666666,0.16666666666666666,0.012866911352483268
Hydro,2006-10-01,-,0.16666666666666666,0.16666666666666666,0.013629940526108187
Hydro,2006-11-01,-,0.16666666666666666,0.16666666666666666,0.018032250249504462
Hydro,2006-12-01,-,0.16666666666666666,0.16666666666666666,0.024856337352525727
Hydro,2007-01-01,-,0.16666666666666666,0.16666666666666666,0.06323489252561967
Hydro,2007-02-01,-,0.16666666666666666,0.16666666666666666,0.06358279760038833
Hydro,2007-03-01,-,0.16666666666666666,0.16666666666666666,0.04054138535886877
Hydro,2007-04-01,-,0.16666666666666666,0.16666666666666666,0.061321762020174496
Hydro,2007-05-01,-,0.16666666666666666,0.16666666666666666,0.0794727301213609
Hydro,2007-06-01,-,0.16666666666666666,0.16666666666666666,0.07213995929162427
Hydro,2007-07-01,-,0.16666666666666666,0.16666666666666666,0.06880846100975108
Hydro,2007-08-01,-,0.16666666666666666,0.16666666666666666,0.05644193428328485
Hydro,2007-09-01,-,0.16666666666666666,0.16666666666666666,0.038549223516242896
Hydro,2007-10-01,-,0.16666666666666666,0.16666666666666666,0.029678527374923522
Hydro,2007-11-01,-,0.16666666666666666,0.16666666666666666,0.02405540736730524
Hydro,2007-12-01,-,0.16666666666666666,0.16666666666666666,0.030327566726051757
Hydro,2008-01-01,-,0.14285714285714285,0.14285714285714285,0.034700559949614
Hydro,2008-02-01,-,0.14285714285714285,0.14285714285714285,0.053630040461677055
Hydro,2008-03-01,-,0.14285714285714285,0.14285714285714285,0.09968039717638404
Hydro,2008-04-01,-,0.14285714285714285,0.14285714285714285,0.1265019227484006
Hydro,2008-05-01,-,0.14285714285714285,0.14285714285714285,0.09716146907653038
Hydro,2008-06-01,-,0.14285714285714285,0.14285714285714285,0.08788456935880165
Hydro,2008-07-01,-,0.14285714285714285,0.14285714285714285,0.09171108908108203
Hydro,2008-08-01,-,0.14285714285714285,0.14285714285714285,0.06844553977372698
Hydro,2008-09-01,-,0.14285714285714285,0.14285714285714285,0.06867560653417512
Hydro,2008-10-01,-,0.14285714285714285,0.14285714285714285,0.07007534215980012
Hydro,2008-11-01,-,0.14285714285714285,0.14285714285714285,0.05893184404987885
Hydro,2008-12-01,-,0.14285714285714285,0.14285714285714285,0.03155690014005099
Hydro,2009-01-01,-,0.14285714285714285,0.14285714285714285,0.034794394488740124
Hydro,2009-02-01,-,0.14285714285714285,0.14285714285714285,0.0580921711183345
Hydro,2009-03-01,-,0.14285714285714285,0.14285714285714285,0.04736051275641316
Hydro,2009-04-01,-,0.14285714285714285,0.14285714285714285,0.10060856917987794
Hydro,2009-05-01,-,0.14285714285714285,0.14285714285714285,0.09446739094366086
Hydro,2009-06-01,-,0.14285714285714285,0.14285714285714285,0.06864837336948858
Hydro,2009-07-01,-,0.14285714285714285,0.14285714285714285,0.052213101089353654
Hydro,2009-08-01,-,0.14285714285714285,0.14285714285714285,0.046600685486974706
Hydro,2009-09-01,-,0.14285714285714285,0.14285714285714285,0.06028910265995991
Hydro,2009-10-01,-,0.14285714285714285,0.14285714285714285,0.1047487124834003
Hydro,2009-11-01,-,0.14285714285714285,0.14285714285714285,0.0827354643262049
Hydro,2009-12-01,-,0.14285714285714285,0.14285714285714285,0.06708765178277971
Hydro,2010-01-01,-,0.14285714285714285,0.14285714285714285,0.08109617709555535
Hydro,2010-02-01,-,0.14285714285714285,0.14285714285714285,0.09215479529768633
Hydro,2010-03-01,-,0.14285714285714285,0.14285714285714285,0.0719849499129638
Hydro,2010-04-01,-,0.14285714285714285,0.14285714285714285,0.09136313317209298
Hydro,2010-05-01,-,0.14285714285714285,0.14285714285714285,0.07339401933012787
Hydro,2010-06-01,-,0.14285714285714285,0.14285714285714285,0.07068249121304149
Hydro,2010-07-01,-,0.14285714285714285,0.14285714285714285,0.06207720599806193
Hydro,2010-08-01,-,0.14285714285714285,0.14285714285714285,0.03252254201235598
Hydro,2010-09-01,-,0.14285714285714285,0.14285714285714285,0.03878556879488055
Hydro,2010-10-01,-,0.14285714285714285,0.14285714285714285,0.02673698725492712
Hydro,2010-11-01,-,0.14285714285714285,0.14285714285714285,0.029431272501118343
Hydro,2010-12-01,-,0.14285714285714285,0.14285714285714285,0.025315662506014743
Hydro,2011-01-01,-,0.14285714285714285,0.14285714285714285,0.022691073384304598
Hydro,2011-02-01,-,0.14285714285714285,0.14285714285714285,0.02720236644629117
Hydro,2011-03-01,-,0.14285714285714285,0.14285714285714285,0.05905933441921836
Hydro,2011-04-01,-,0.14285714285714285,0.14285714285714285,0.046678065559611195
Hydro,2011-05-01,-,0.14285714285714285,0.14285714285714285,0.08833952886518615
Hydro,2011-06-01,-,0.14285714285714285,0.14285714285714285,0.05868132907602386
Hydro,2011-07-01,-,0.14285714285714285,0.14285714285714285,0.03590017542850594
Hydro,2011-08-01,-,0.14285714285714285,0.14285714285714285,0.03818776872787194
Hydro,2011-09-01,-,0.14285714285714285,0.14285714285714285,0.03702438810979563
Hydro,2011-10-01,-,0.14285714285714285,0.14285714285714285,0.021655880209147632
Hydro,2011-11-01,-,0.14285714285714285,0.14285714285714285,0.031410328328727866
Hydro,2011-12-01,-,0.14285714285714285,0.14285714285714285,0.04653082331414692
Hydro,2012-01-01,-,0.14285714285714285,0.14285714285714285,0.033745830308012065
Hydro,2012-02-01,-,0.14285714285714285,0.14285714285714285,0.043141054363374745
Hydro,2012-03-01,-,0.14285714285714285,0.14285714285714285,0.0647469334371302
Hydro,2012-04-01,-,0.14285714285714285,0.14285714285714285,0.08313054341062992
Hydro,2012-05-01,-,0.14285714285714285,0.14285714285714285,0.03874177424354985
Hydro,2012-06-01,-,0.14285714285714285,0.14285714285714285,0.014722818690917183
Hydro,2012-07-01,-,0.14285714285714285,0.14285714285714285,0.014264677730427791
Hydro,2012-08-01,-,0.14285714285714285,0.14285714285714285,0.012600084703879485
Hydro,2012-09-01,-,0.14285714285714285,0.14285714285714285,0.017024379480995055
Hydro,2012-10-01,-,0.14285714285714285,0.14285714285714285,0.017589398596309678
Hydro,2012-11-01,-,0.14285714285714285,0.14285714285714285,0.015207789065601796
Hydro,2012-12-01,-,0.14285714285714285,0.14285714285714285,0.0106465362119956
Hydro,2013-01-01,-,0.14285714285714285,0.14285714285714285,0.015161212781928333
Hydro,2013-02-01,-,0.14285714285714285,0.14285714285714285,0.01862142125787396
Hydro,2013-03-01,-,0.14285714285714285,0.14285714285714285,0.033189789379122245
Hydro,2013-04-01,-,0.14285714285714285,0.14285714285714285,0.08068485407930416
Hydro,2013-05-01,-,0.14285714285714285,0.14285714285714285,0.07269308686368069
Hydro,2013-06-01,-,0.14285714285714285,0.14285714285714285,0.07675272979535751
Hydro,2013-07-01,-,0.14285714285714285,0.14285714285714285,0.028390290768461685
Hydro,2013-08-01,-,0.14285714285714285,0.14285714285714285,0.05764743367727084
Hydro,2013-09-01,-,0.14285714285714285,0.14285714285714285,0.03886666347566237
Hydro,2013-10-01,-,0.14285714285714285,0.14285714285714285,0.02201555621177977
Hydro,2013-11-01,-,0.14285714285714285,0.14285714285714285,0.029015680447269362
Hydro,2013-12-01,-,0.14285714285714285,0.14285714285714285,0.03402238241037132
Hydro,2014-01-01,-,0.14285714285714285,0.14285714285714285,0.04115163895130784
Hydro,2014-02-01,-,0.14285714285714285,0.14285714285714285,0.025691546966943663
Hydro,2014-03-01,-,0.125,0.125,0.0357148195063243
Hydro,2014-04-01,-,0.125,0.125,0.05263389909772065
Hydro,2014-05-01,-,0.125,0.125,0.036342151656848065
Hydro,2014-06-01,-,0.125,0.125,0.05606353053802786
Hydro,2014-07-01,-,0.125,0.125,0.0355940637114071
Hydro,2014-08-01,-,0.125,0.125,0.030765347762866088
Hydro,2014-09-01,-,0.125,0.125,0.03204230809284457
Hydro,2014-10-01,-,0.125,0.125,0.05566083592439122
