fuel category,year,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg)
Coal,2001,8170160,11529761981.0,1115664528.61,11527668174.0,106624.913384,-245581.41482,1.095609125e+12,1.0954137728e+12,1.095609125e+12,1.0954137728e+12
Coal,2002,110720391,20343441128.0,1927592498.29,19928451316.0,317285.20442,-718883.425487,1.9326555449e+12,1.89403574546e+12,1.9326555449e+12,1.89403574546e+12
Coal,2003,94501878,20575070775.0,1967870609.45,20301152857.0,313787.902929,-711573.197522,1.95507264463e+12,1.92938849507e+12,1.95507264463e+12,1.92938849507e+12
Coal,2004,115696032,20883269302.6,1974250162.74,20324368789.5,349367.233642,-791481.59129,1.98530386837e+12,1.93287400634e+12,1.98530386837e+12,1.93287400634e+12
Coal,2005,114853416,21309117312.4,2011987787.85,20790865546.3,350619.782448,-793753.78572,2.02578929314e+12,1.97719778502e+12,2.02578929314e+12,1.97719778502e+12
Coal,2006,120037064,21059730782.3,1990487035.53,20527169452.2,355581.163568,-804248.4537,2.00210483795e+12,1.95215621789e+12,2.00210483795e+12,1.95215621789e+12
Coal,2007,120561535,21363587958.0,2016455583.52,20841870875.0,367010.358804,-832384.772293,2.03085487855e+12,1.98190186528e+12,2.03085487855e+12,1.98190186528e+12
Coal,2008,124774542,21051706167.0,1985801246.66,20548610052.0,379776.018328,-860196.349088,2.00283342322e+12,1.9556074908e+12,2.00283342322e+12,1.9556074908e+12
Coal,2009,119684863,18703284055.0,1755904252.95,18240610534.0,355153.490606,-802495.506325,1.78217968594e+12,1.7386859917e+12,1.78217968594e+12,1.7386859917e+12
Coal,2010,120467364,19687246147.0,1847290278.51,19196314946.0,360939.31028,-816612.483518,1.87476992029e+12,1.82861465417e+12,1.87476992029e+12,1.82861465417e+12
Coal,2011,128073916,18546711800.0,1732665726.26,18066890574.0,358403.516705,-813832.504929,1.76776911803e+12,1.72259821522e+12,1.76776911803e+12,1.72259821522e+12
Coal,2012,136458699,16278664249.0,1513369103.16,15861167329.0,362967.733306,-822912.382683,1.55259573072e+12,1.51326355426e+12,1.55259573072e+12,1.51326355426e+12
Coal,2013,138214420,16910402195.0,1581098068.41,16509293732.0,356638.707538,-810209.321403,1.61301811864e+12,1.5752511208e+12,1.61301811864e+12,1.5752511208e+12
Coal,2014,134689007,16855340275.0,1580983650.13,16464715375.0,345280.235802,-786530.26681,1.60639601828e+12,1.5695823871e+12,1.60639601828e+12,1.5695823871e+12
Coal,2015,133316466,14466361744.0,1346754570.7,14110615009.0,336055.07146,-765937.61136,1.38027683638e+12,1.34670528905e+12,1.38027683638e+12,1.34670528905e+12
Hydro,2001,9906377,683342180.28,44526783.606,683342180.28,135944.619629,-286130.018548,0.0,0.0,0.0,0.0
Hydro,2002,193757856,2931407459.48,254823384.58,2931407459.48,696983.79036,-1650159.14004,0.0,0.0,0.0,0.0
Hydro,2003,197467212,2828927234.18,266942531.052,2828927234.18,697534.682832,-1652013.71072,0.0,0.0,0.0,0.0
Hydro,2004,188578260,2692383282.44,259395627.413,2692383282.44,689171.666088,-1636448.39192,0.0,0.0,0.0,0.0
Hydro,2005,200164560,2720875965.86,263624123.299,2720875965.86,698150.650452,-1652854.03223,0.0,0.0,0.0,0.0
Hydro,2006,202441752,2883619242.0,282681610.405,2883619242.0,700427.310873,-1656984.55006,0.0,0.0,0.0,0.0
Hydro,2007,203767140,2446388576.0,240613622.307,2446388576.0,698560.331952,-1655060.4901,0.0,0.0,0.0,0.0
Hydro,2008,205328568,2511255471.0,248505377.77,2511255471.0,696254.255988,-1649118.59815,0.0,0.0,0.0,0.0
Hydro,2009,210317532,2668792164.0,268803473.05,2668792164.0,700485.29364,-1657408.27123,0.0,0.0,0.0,0.0
Hydro,2010,213434522,2538622274.0,254690083.96,2538622274.0,704915.98299,-1669209.99663,0.0,0.0,0.0,0.0
Hydro,2011,216502104,3100455036.0,312656745.49,3100455036.0,705113.77314,-1669502.79703,0.0,0.0,0.0,0.0
Hydro,2012,215066794,2627593774.0,271163542.07,2627593774.0,703584.95934,-1666415.60287,0.0,0.0,0.0,0.0
Hydro,2013,221359241,2562077239.0,263843905.31,2562077239.0,706576.19628,-1674679.90841,0.0,0.0,0.0,0.0
Hydro,2014,227038926,2466362865.0,253163967.07,2466362865.0,710514.814016,-1681476.88846,0.0,0.0,0.0,0.0
Hydro,2015,229783272,2320648679.0,243921916.64,2320648679.0,710986.5827,-1684935.407,0.0,0.0,0.0,0.0
Natural Gas,2001,11192520,1513468662.0,141441379.932,1513119784.0,136158.844452,-329489.405484,80319781892.3,80301266936.9,80319781892.3,80301266936.9
Natural Gas,2002,547207488,7017840538.0,679413418.605,6146488893.0,860659.720051,-2148938.89627,3.72436797352e+11,3.2652415911e+11,3.72436797352e+11,3.2652415911e+11
Natural Gas,2003,577047222,6075429610.0,627368949.629,5505762004.0,895685.792391,-2233630.95437,3.22423049403e+11,2.92197622049e+11,3.22423049403e+11,2.92197622049e+11
Natural Gas,2004,644237145,6826629689.56,702803172.633,5754140377.69,954224.472859,-2374064.00073,3.62289237625e+11,3.05372229844e+11,3.62289237625e+11,3.05372229844e+11
Natural Gas,2005,645588000,7185655235.63,759145389.546,6196088528.55,938847.019332,-2335229.00233,3.81342723355e+11,3.2882641821e+11,3.81342723355e+11,3.2882641821e+11
Natural Gas,2006,649649712,7610554281.95,816225890.462,6641983235.96,942477.710403,-2349055.96833,4.03892115743e+11,3.52490050332e+11,4.03892115743e+11,3.52490050332e+11
Natural Gas,2007,663268133,8174291874.0,895954169.731,7280522971.0,953566.607719,-2378484.57989,4.33809669753e+11,3.86377354071e+11,4.33809669753e+11,3.86377354071e+11
Natural Gas,2008,671353245,7900985546.0,882980599.048,7087191442.0,962184.653856,-2399854.98735,4.19305302926e+11,3.76117249827e+11,4.19305302926e+11,3.76117249827e+11
Natural Gas,2009,669762777,8138385106.0,920978680.516,7301522160.0,950899.025733,-2375966.30625,4.31904097575e+11,3.87491781031e+11,4.31904097575e+11,3.87491781031e+11
Natural Gas,2010,680150268,8680322079.0,986967797.149,7848570736.0,951377.678783,-2381608.75031,4.60664692733e+11,4.1652364896e+11,4.60664692733e+11,4.1652364896e+11
