fuel category,year,quarter,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),year_quarter
Coal,2001,1,20715,19905401.0,1995299.0,19905401.0,509.0703,-864.1299,1857173913.3,1857173913.3,1857173913.3,1857173913.3,2001 Q1
Coal,2001,2,20715,15571042.0,1566089.0,15571042.0,509.0703,-864.1299,1452778218.6,1452778218.6,1452778218.6,1452778218.6,2001 Q2
Coal,2001,3,20715,18915699.0,1851588.0,18915699.0,509.0703,-864.1299,1764834716.7,1764834716.7,1764834716.7,1764834716.7,2001 Q3
Coal,2001,4,20715,18054896.0,1738270.0,18054896.0,509.0703,-864.1299,1684521796.8,1684521796.8,1684521796.8,1684521796.8,2001 Q4
Coal,2002,1,1230489,105483428.0,9937340.423,99435515.0,3706.929015,-6489.989589,9841603832.4,9277333549.5,9841603832.4,9277333549.5,2002 Q1
Coal,2002,2,1230489,98051276.0,9218199.79,92967827.0,3706.929015,-6489.989589,9148184050.8,8673898259.1,9148184050.8,8673898259.1,2002 Q2
Coal,2002,3,1230489,121051541.0,11101085.41,115540694.0,3706.929015,-6489.989589,11294108775.3,10779946750.2,11294108775.3,10779946750.2,2002 Q3
Coal,2002,4,1231057,125405521.0,11730691.034,120563039.0,3748.099615,-6563.173989,11709747135.3,11257943564.7,11709747135.3,11257943564.7,2002 Q4
Coal,2003,1,1239855,120808759.0,11498855.942,117056535.0,3957.915216,-6947.582682,11295221026.2,10945138527.0,11295221026.2,10945138527.0,2003 Q1
Coal,2003,2,1239855,100137043.0,9395436.944,94301363.0,3957.915216,-6947.582682,9374597475.9,8830128531.9,9374597475.9,8830128531.9,2003 Q2
Coal,2003,3,1239855,121198185.0,11314290.607,114975361.0,3957.915216,-6947.582682,11344860261.9,10764270782.7,11344860261.9,10764270782.7,2003 Q3
Coal,2003,4,1239855,112088513.0,10576172.408,108115655.0,3957.915216,-6947.582682,10485050478.6,10114382827.2,10485050478.6,10114382827.2,2003 Q4
Coal,2004,1,1096161,120540507.55,11343422.5541,113230998.7,3955.770645,-6973.313226,11311355173.8,10629377998.1,11311355173.8,10629377998.1,2004 Q1
Coal,2004,2,1096161,103345288.1,9670766.45295,96902501.29,3955.770645,-6973.313226,9704675213.43,9103563204.06,9704675213.43,9103563204.06,2004 Q2
Coal,2004,3,1096161,119267761.55,11155518.2259,112465400.71,3955.770645,-6973.313226,11195778527.7,10561118261.3,11195778527.7,10561118261.3,2004 Q3
Coal,2004,4,1096161,105196080.34,9743339.63491,98662073.26,3955.770645,-6973.313226,9869937901.12,9260315040.56,9869937901.12,9260315040.56,2004 Q4
Coal,2005,1,1247502,111362318.08,10347427.9606,103985530.05,4086.825216,-7184.372682,10459331972.2,9771077648.95,10459331972.2,9771077648.95,2005 Q1
Coal,2005,2,1247502,96420440.46,8941849.84274,89735948.15,4086.825216,-7184.372682,9055183926.37,8431520793.84,9055183926.37,8431520793.84,2005 Q2
Coal,2005,3,1247502,120988040.17,11187950.9438,114252750.18,4086.825216,-7184.372682,11372735462.9,10744332906.8,11372735462.9,10744332906.8,2005 Q3
Coal,2005,4,1247502,111372259.73,10310708.9596,104786377.81,4086.825216,-7184.372682,10469438464.6,9854975681.46,10469438464.6,9854975681.46,2005 Q4
Coal,2006,1,1247502,115850910.05,10722756.5887,108680069.78,4086.825216,-7184.372682,10901021900.9,10231982503.7,10901021900.9,10231982503.7,2006 Q1
Coal,2006,2,1247502,99826694.31,9141277.11041,93470875.42,4086.825216,-7184.372682,9386786592.12,8793788689.69,9386786592.12,8793788689.69,2006 Q2
Coal,2006,3,1247502,119764325.47,11045790.6673,113425152.52,4086.825216,-7184.372682,11271978747.4,10680533911.1,11271978747.4,10680533911.1,2006 Q3
Coal,2006,4,1347988,104788814.04,9684567.69957,98080616.03,4175.972816,-7321.981882,9854982450.13,9229107575.8,9854982450.13,9229107575.8,2006 Q4
Coal,2007,1,1403070,119016314.0,11065266.312,112113278.0,4345.760208,-7604.222316,11205548780.1,10561495521.3,11205548780.1,10561495521.3,2007 Q1
Coal,2007,2,1403070,107108595.0,10021138.03,101334895.0,4345.760208,-7604.222316,10078590913.2,9539904703.2,10078590913.2,9539904703.2,2007 Q2
Coal,2007,3,1403070,116251942.0,10826229.916,110065159.0,4345.760208,-7604.222316,10939282820.4,10362055966.5,10939282820.4,10362055966.5,2007 Q3
Coal,2007,4,1403070,103086546.0,9558969.868,97042036.0,4345.760208,-7604.222316,9686126730.9,9122173947.9,9686126730.9,9122173947.9,2007 Q4
Coal,2008,1,1428921,110701699.0,10254597.307,104055460.0,4603.645275,-8069.937282,10430901654.0,9810807555.3,10430901654.0,9810807555.3,2008 Q1
Coal,2008,2,1428921,90869588.0,8474669.325,85160634.0,4603.645275,-8069.937282,8566019212.5,8033373804.3,8566019212.5,8033373804.3,2008 Q2
Coal,2008,3,1428921,106068071.0,9888168.352,100234223.0,4603.645275,-8069.937282,10009301260.2,9465003241.8,10009301260.2,9465003241.8,2008 Q3
Coal,2008,4,1428921,99523369.0,9354555.413,94085797.0,4603.645275,-8069.937282,9374057999.4,8866732531.8,9374057999.4,8866732531.8,2008 Q4
Coal,2009,1,1403757,95279686.0,8906925.085,90013878.0,4097.643474,-7158.766584,8972601434.1,8481301547.7,8972601434.1,8481301547.7,2009 Q1
Coal,2009,2,1403757,65789147.0,6008992.642,61972299.0,4097.643474,-7158.766584,6179494878.9,5823382960.5,6179494878.9,5823382960.5,2009 Q2
Coal,2009,3,1403757,68093481.0,6226698.79,64107741.0,4097.643474,-7158.766584,6409493980.2,6037624438.2,6409493980.2,6037624438.2,2009 Q3
Coal,2009,4,1403757,66468133.0,6055677.982,62386772.0,4097.643474,-7158.766584,6270520767.0,5889729785.7,6270520767.0,5889729785.7,2009 Q4
Coal,2010,1,1403757,87028134.0,8110940.579,81992770.0,4097.643474,-7158.766584,8189692286.7,7719892825.5,8189692286.7,7719892825.5,2010 Q1
Coal,2010,2,1403757,63775937.0,5895810.103,59758809.0,4097.643474,-7158.766584,5987176282.2,5612378239.8,5987176282.2,5612378239.8,2010 Q2
Coal,2010,3,1403757,87785418.0,8120464.501,83327100.0,4097.643474,-7158.766584,8275383821.4,7859422752.0,8275383821.4,7859422752.0,2010 Q3
Coal,2010,4,1403757,61597296.0,5535675.959,57403715.0,4097.643474,-7158.766584,5802383915.1,5411122807.8,5802383915.1,5411122807.8,2010 Q4
Coal,2011,1,1302367,69772556.0,6316337.222,65294965.0,3374.14097,-5905.228576,6566049193.5,6148289953.2,6566049193.5,6148289953.2,2011 Q1
Coal,2011,2,1291692,41612198.0,3730457.46,38234275.0,3332.88027,-5833.173576,3918655851.6,3603495635.7,3918655851.6,3603495635.7,2011 Q2
Coal,2011,3,1291692,50750852.0,4494685.932,47285446.0,3332.88027,-5833.173576,4792962381.9,4469640002.1,4792962381.9,4469640002.1,2011 Q3
Coal,2011,4,1291692,21169514.0,1692404.388,18255857.0,3332.88027,-5833.173576,1986627914.1,1714783716.0,1986627914.1,1714783716.0,2011 Q4
Coal,2012,1,1354476,26677592.0,2187468.663,23330094.0,3597.09909,-6287.805816,2505752888.1,2193431324.7,2505752888.1,2193431324.7,2012 Q1
Coal,2012,2,1354476,10562727.0,703052.831,7669277.0,3597.09909,-6287.805816,998598348.3,728639463.3,998598348.3,728639463.3,2012 Q2
Coal,2012,3,1354476,34189304.0,2921651.515,30773064.0,3597.09909,-6287.805816,3216207834.6,2897472642.6,3216207834.6,2897472642.6,2012 Q3
Coal,2012,4,1354476,26872088.0,2284638.449,23464468.0,3597.09909,-6287.805816,2514655159.8,2196724213.8,2514655159.8,2196724213.8,2012 Q4
Coal,2013,1,1362054,51899168.0,4670810.923,49110520.0,3723.43419,-6515.729916,4878951067.8,4618770209.4,4878951067.8,4618770209.4,2013 Q1
Coal,2013,2,1320198,17994780.0,1506899.012,15993462.0,3547.28831,-6212.641756,1695225691.2,1508502721.8,1695225691.2,1508502721.8,2013 Q2
Coal,2013,3,1299270,25059827.0,2169106.158,22757450.0,3459.21537,-6061.097676,2355660699.6,2140848925.5,2355660699.6,2140848925.5,2013 Q3
Coal,2013,4,1299270,28916269.0,2516453.471,26580199.0,3459.21537,-6061.097676,2722630706.7,2504675375.7,2722630706.7,2504675375.7,2013 Q4
Coal,2014,1,1139739,63369056.0,5832704.577,59952776.0,3203.68437,-5604.547776,5964238715.1,5645499791.1,5964238715.1,5645499791.1,2014 Q1
Coal,2014,2,1178076,16327266.0,1364405.594,14401742.0,3379.808561,-5910.257614,1543434693.3,1363783304.1,1543434693.3,1363783304.1,2014 Q2
Coal,2014,3,1179441,13441952.0,1071888.21,11690997.0,3211.351323,-5617.62345,1272901155.6,1109537054.1,1272901155.6,1109537054.1,2014 Q3
Coal,2014,4,1179441,16467737.0,1332995.257,14485234.0,3211.351323,-5617.62345,1548292336.5,1363324806.6,1548292336.5,1363324806.6,2014 Q4
Coal,2015,1,1174623,45887035.0,4091812.874,42523733.0,3084.509523,-5399.80695,4319730710.4,4005934633.8,4319730710.4,4005934633.8,2015 Q1
Coal,2015,2,1192869,5598318.0,371701.523,3853932.0,3214.58619,-5635.621116,530561616.6,367810402.8,530561616.6,367810402.8,2015 Q2
Coal,2015,3,1174623,11195128.0,827901.321,9404538.0,3084.509523,-5399.80695,1054267005.9,887204958.9,1054267005.9,887204958.9,2015 Q3
Coal,2015,4,1180705,10943876.0,852650.596,8965886.0,3127.868412,-5478.411672,1028472928.8,843926461.8,1028472928.8,843926461.8,2015 Q4
Hydro,2001,1,569199,57861278.34,4908103.003,57861278.34,8300.575746,-13959.076218,0.0,0.0,0.0,0.0,2001 Q1
Hydro,2001,2,569199,57323382.49,4616138.536,57323382.49,8300.575746,-13959.076218,0.0,0.0,0.0,0.0,2001 Q2
Hydro,2001,3,569199,51982389.84,4018728.585,51982389.84,8300.575746,-13959.076218,0.0,0.0,0.0,0.0,2001 Q3
Hydro,2001,4,568616,56831571.97,4749904.488,56831571.97,8259.036791,-13887.025282,0.0,0.0,0.0,0.0,2001 Q4
Hydro,2002,1,15767301,85872448.69,7459042.121,85872448.69,44110.377363,-73900.837755,0.0,0.0,0.0,0.0,2002 Q1
Hydro,2002,2,15767301,99865024.41,8607671.746,99865024.41,44110.377363,-73900.837755,0.0,0.0,0.0,0.0,2002 Q2
Hydro,2002,3,15767301,78399927.55,6250078.378,78399927.55,44110.377363,-73900.837755,0.0,0.0,0.0,0.0,2002 Q3
Hydro,2002,4,15767301,84051960.4,7103542.361,84051960.4,44110.377363,-73900.837755,0.0,0.0,0.0,0.0,2002 Q4
Hydro,2003,1,15937608,73375451.04,6832398.672,73375451.04,44105.775855,-73936.290009,0.0,0.0,0.0,0.0,2003 Q1
Hydro,2003,2,15937608,81949011.22,7624022.924,81949011.22,44105.775855,-73936.290009,0.0,0.0,0.0,0.0,2003 Q2
Hydro,2003,3,15937608,74643340.95,6935284.11,74643340.95,44105.775855,-73936.290009,0.0,0.0,0.0,0.0,2003 Q3
Hydro,2003,4,15929880,91467986.64,8572630.613,91467986.64,43972.184055,-73711.490709,0.0,0.0,0.0,0.0,2003 Q4
Hydro,2004,1,14952486,82144399.8,7902161.893,82144399.8,43055.877582,-72214.344891,0.0,0.0,0.0,0.0,2004 Q1
Hydro,2004,2,14952486,77959220.67,7428486.432,77959220.67,43055.877582,-72214.344891,0.0,0.0,0.0,0.0,2004 Q2
Hydro,2004,3,14952486,76004362.6,7240173.721,76004362.6,43055.877582,-72214.344891,0.0,0.0,0.0,0.0,2004 Q3
Hydro,2004,4,14952486,76642729.13,7324032.676,76642729.13,43055.877582,-72214.344891,0.0,0.0,0.0,0.0,2004 Q4
Hydro,2005,1,15950601,91507314.95,8929653.594,91507314.95,44109.219438,-73935.481284,0.0,0.0,0.0,0.0,2005 Q1
Hydro,2005,2,15950601,92190151.99,8927773.145,92190151.99,44109.219438,-73935.481284,0.0,0.0,0.0,0.0,2005 Q2
Hydro,2005,3,15950601,70993180.35,6720625.981,70993180.35,44109.219438,-73935.481284,0.0,0.0,0.0,0.0,2005 Q3
Hydro,2005,4,15950601,88641873.67,8514546.825,88641873.67,44109.219438,-73935.481284,0.0,0.0,0.0,0.0,2005 Q4
Hydro,2006,1,16139745,96836690.0,9467561.384,96836690.0,44245.874334,-74134.818159,0.0,0.0,0.0,0.0,2006 Q1
Hydro,2006,2,16139745,91340319.0,8850937.249,91340319.0,44245.874334,-74134.818159,0.0,0.0,0.0,0.0,2006 Q2
Hydro,2006,3,16139745,88400457.0,8537656.441,88400457.0,44245.874334,-74134.818159,0.0,0.0,0.0,0.0,2006 Q3
Hydro,2006,4,16139745,87775389.0,8541598.69,87775389.0,44245.874334,-74134.818159,0.0,0.0,0.0,0.0,2006 Q4
Hydro,2007,1,15637065,88192633.0,8605007.421,88192633.0,43723.334691,-73278.407595,0.0,0.0,0.0,0.0,2007 Q1
Hydro,2007,2,15637065,84748784.0,8208323.626,84748784.0,43723.334691,-73278.407595,0.0,0.0,0.0,0.0,2007 Q2
Hydro,2007,3,15637065,66700770.0,6324892.952,66700770.0,43723.334691,-73278.407595,0.0,0.0,0.0,0.0,2007 Q3
Hydro,2007,4,15637065,77314586.0,7315157.36,77314586.0,43723.334691,-73278.407595,0.0,0.0,0.0,0.0,2007 Q4
Hydro,2008,1,16131540,90244859.0,8841874.396,90244859.0,43858.817592,-73489.366857,0.0,0.0,0.0,0.0,2008 Q1
Hydro,2008,2,16131540,91565571.0,8933603.004,91565571.0,43858.817592,-73489.366857,0.0,0.0,0.0,0.0,2008 Q2
Hydro,2008,3,16131540,85001314.0,8105869.665,85001314.0,43858.817592,-73489.366857,0.0,0.0,0.0,0.0,2008 Q3
Hydro,2008,4,16131540,87835103.0,8645046.815,87835103.0,43858.817592,-73489.366857,0.0,0.0,0.0,0.0,2008 Q4
Hydro,2009,1,16473900,90535044.0,9058558.117,90535044.0,44123.384007,-73916.270709,0.0,0.0,0.0,0.0,2009 Q1
Hydro,2009,2,16473900,93262945.0,9317980.147,93262945.0,44123.384007,-73916.270709,0.0,0.0,0.0,0.0,2009 Q2
Hydro,2009,3,16473900,86100544.0,8537144.497,86100544.0,44123.384007,-73916.270709,0.0,0.0,0.0,0.0,2009 Q3
Hydro,2009,4,16473900,88376047.0,8786139.289,88376047.0,44123.384007,-73916.270709,0.0,0.0,0.0,0.0,2009 Q4
Hydro,2010,1,16446867,85195292.0,8470282.643,85195292.0,44127.061998,-73904.314605,0.0,0.0,0.0,0.0,2010 Q1
Hydro,2010,2,16446867,82358520.0,8239442.925,82358520.0,44127.061998,-73904.314605,0.0,0.0,0.0,0.0,2010 Q2
Hydro,2010,3,16446867,72033631.0,7179404.98,72033631.0,44127.061998,-73904.314605,0.0,0.0,0.0,0.0,2010 Q3
Hydro,2010,4,16446867,87212207.0,8751288.832,87212207.0,44127.061998,-73904.314605,0.0,0.0,0.0,0.0,2010 Q4
