fuel category,year,month,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,quarter,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),datetime
Coal,2001,1,81804,93774931.0,8699919.0,93774931.0,900.149741,-2283.630554,1,9111806292.5,9111806292.5,9111806292.5,9111806292.5,2001-01-01
Coal,2001,2,81804,83007442.0,7482818.0,83007442.0,900.149741,-2283.630554,1,8059122103.1,8059122103.1,8059122103.1,8059122103.1,2001-02-01
Coal,2001,3,81804,71403552.0,6575582.0,71403552.0,900.149741,-2283.630554,1,6939347561.0,6939347561.0,6939347561.0,6939347561.0,2001-03-01
Coal,2001,4,81804,71443475.0,6652360.0,71443475.0,900.149741,-2283.630554,2,6935626574.6,6935626574.6,6935626574.6,6935626574.6,2001-04-01
Coal,2001,5,83883,85222205.0,8295069.0,85222205.0,939.280341,-2378.108354,2,8279620002.0,8279620002.0,8279620002.0,8279620002.0,2001-05-01
Coal,2001,6,83883,85698644.0,8557664.0,85698644.0,939.280341,-2378.108354,2,8320736175.1,8320736175.1,8320736175.1,8320736175.1,2001-06-01
Coal,2001,7,77111,98703907.0,9219002.0,98703907.0,905.264541,-2282.787754,3,9578398700.1,9578398700.1,9578398700.1,9578398700.1,2001-07-01
Coal,2001,8,83883,101878862.0,9513533.0,101878862.0,939.280341,-2378.108354,3,9886776981.8,9886776981.8,9886776981.8,9886776981.8,2001-08-01
Coal,2001,9,83883,89560499.0,8293531.0,89560499.0,939.280341,-2378.108354,3,8697101103.4,8697101103.4,8697101103.4,8697101103.4,2001-09-01
Coal,2001,10,83883,81953691.0,7620374.0,81953691.0,939.280341,-2378.108354,4,7957184994.7,7957184994.7,7957184994.7,7957184994.7,2001-10-01
Coal,2001,11,83883,79362866.0,7420720.0,79362866.0,939.280341,-2378.108354,4,7699029543.3,7699029543.3,7699029543.3,7699029543.3,2001-11-01
Coal,2001,12,83883,95431330.0,8580603.0,95431330.0,939.280341,-2378.108354,4,9264840779.1,9264840779.1,9264840779.1,9264840779.1,2001-12-01
Coal,2002,1,388163,139392115.0,13102423.032,138106329.0,1781.973825,-4533.868279,1,13535733059.8,13413917669.8,13535733059.8,13413917669.8,2002-01-01
Coal,2002,2,388163,114640502.0,10703735.227,113581593.0,1781.973825,-4533.868279,1,11132320664.5,11031905155.3,11132320664.5,11031905155.3,2002-02-01
Coal,2002,3,388163,117473522.0,10855964.752,116206922.0,1781.973825,-4533.868279,1,11406984268.6,11287178674.0,11406984268.6,11287178674.0,2002-03-01
Coal,2002,4,388163,110009003.0,10262456.887,108838667.0,1781.973825,-4533.868279,2,10682626815.1,10571845855.9,10682626815.1,10571845855.9,2002-04-01
Coal,2002,5,388163,125927705.0,11809554.156,124433593.0,1781.973825,-4533.868279,2,12229672037.6,12088676537.6,12229672037.6,12088676537.6,2002-05-01
Coal,2002,6,388163,141226623.0,13180746.233,140222203.0,1781.973825,-4533.868279,2,13712904218.6,13617746406.8,13712904218.6,13617746406.8,2002-06-01
Coal,2002,7,388163,151962614.0,14266683.859,150760920.0,1781.973825,-4533.868279,3,14754814341.5,14641146571.7,14754814341.5,14641146571.7,2002-07-01
Coal,2002,8,388163,153639594.0,14228340.377,152562716.0,1781.973825,-4533.868279,3,14919507771.1,14817490146.7,14919507771.1,14817490146.7,2002-08-01
Coal,2002,9,388163,136289701.0,12689758.429,135224343.0,1781.973825,-4533.868279,3,13233452902.4,13132581799.4,13233452902.4,13132581799.4,2002-09-01
Coal,2002,10,388163,123157304.0,11672442.0,122006209.0,1781.973825,-4533.868279,4,11958816466.6,11850050157.4,11958816466.6,11850050157.4,2002-10-01
Coal,2002,11,388163,134004592.0,12526302.721,132381122.0,1781.973825,-4533.868279,4,13011700568.6,12859023752.0,13011700568.6,12859023752.0,2002-11-01
Coal,2002,12,388163,144990436.0,13657386.43,143515838.0,1781.973825,-4533.868279,4,14078357060.6,13939321364.9,14078357060.6,13939321364.9,2002-12-01
Coal,2003,1,334877,151003693.0,14339089.171,150598623.0,1821.128059,-4633.148728,1,14662060573.6,14624265612.1,14662060573.6,14624265612.1,2003-01-01
Coal,2003,2,334877,128942591.0,12201499.029,128175955.0,1821.128059,-4633.148728,1,12519942082.9,12446733466.9,12519942082.9,12446733466.9,2003-02-01
Coal,2003,3,333627,126758208.0,11897242.619,125977900.0,1782.120859,-4537.879561,1,12303567579.8,12228993658.4,12303567579.8,12228993658.4,2003-03-01
Coal,2003,4,333627,110350192.0,10344602.888,109687492.0,1782.120859,-4537.879561,2,10714387732.2,10651079488.2,10714387732.2,10651079488.2,2003-04-01
Coal,2003,5,333627,128722139.0,12255335.407,128100772.0,1782.120859,-4537.879561,2,12500914570.1,12441826147.7,12500914570.1,12441826147.7,2003-05-01
Coal,2003,6,333627,140300021.0,13116832.259,139596179.0,1782.120859,-4537.879561,2,13621323623.9,13554357682.1,13621323623.9,13554357682.1,2003-06-01
Coal,2003,7,333627,154817446.0,14503189.771,154043971.0,1782.120859,-4537.879561,3,15029168033.7,14955552609.0,15029168033.7,14955552609.0,2003-07-01
Coal,2003,8,333627,153051282.0,14150810.029,152314688.0,1782.120859,-4537.879561,3,14856665283.6,14786424197.4,14856665283.6,14786424197.4,2003-08-01
Coal,2003,9,333627,127217525.0,11877121.69,126935290.0,1782.120859,-4537.879561,3,12350839082.8,12324506557.3,12350839082.8,12324506557.3,2003-09-01
Coal,2003,10,333627,127027260.0,11960174.648,126698221.0,1782.120859,-4537.879561,4,12333365030.9,12302665692.2,12333365030.9,12302665692.2,2003-10-01
Coal,2003,11,333627,128784643.0,12256343.498,128416494.0,1782.120859,-4537.879561,4,12504037502.5,12469689200.8,12504037502.5,12469689200.8,2003-11-01
Coal,2003,12,333627,147852267.0,13738023.785,147250548.0,1782.120859,-4537.879561,4,14354827566.3,14298687183.6,14354827566.3,14298687183.6,2003-12-01
Coal,2004,1,334866,151260409.11,14040007.5465,149443706.74,1819.193475,-4632.578265,1,14682085703.6,14510914806.7,14682085703.6,14510914806.7,2004-01-01
Coal,2004,2,334866,129993624.07,12110865.7956,128411284.87,1819.193475,-4632.578265,1,12617018700.3,12467892513.6,12617018700.3,12467892513.6,2004-02-01
Coal,2004,3,334866,114688498.92,10568737.2322,113432944.83,1819.193475,-4632.578265,1,11132932929.0,11014668569.1,11132932929.0,11014668569.1,2004-03-01
Coal,2004,4,334866,104133817.76,9759024.70946,103004576.74,1819.193475,-4632.578265,2,10111120569.8,10004820931.2,10111120569.8,10004820931.2,2004-04-01
Coal,2004,5,334866,124253952.81,11581245.5668,122921893.21,1819.193475,-4632.578265,2,12066325886.8,11940919151.7,12066325886.8,11940919151.7,2004-05-01
Coal,2004,6,334866,133269584.42,12590303.0856,131842229.51,1819.193475,-4632.578265,2,12938065400.2,12803411588.6,12938065400.2,12803411588.6,2004-06-01
Coal,2004,7,334866,152388593.08,14164867.1429,150780131.16,1819.193475,-4632.578265,3,14793793587.2,14642033154.4,14793793587.2,14642033154.4,2004-07-01
Coal,2004,8,334866,147550185.28,13701159.9874,145967108.18,1819.193475,-4632.578265,3,14324516698.4,14175196642.4,14324516698.4,14175196642.4,2004-08-01
Coal,2004,9,334866,140393758.31,13031344.9454,138955162.11,1819.193475,-4632.578265,3,13628370391.8,13492615557.2,13628370391.8,13492615557.2,2004-09-01
Coal,2004,10,334866,121105650.76,11293014.1426,119787040.57,1819.193475,-4632.578265,4,11753655024.7,11629354615.9,11753655024.7,11629354615.9,2004-10-01
Coal,2004,11,334866,133798893.62,12362643.7951,132250641.59,1819.193475,-4632.578265,4,12986947847.9,12841039960.0,12986947847.9,12841039960.0,2004-11-01
Coal,2004,12,334866,148919479.71,13706829.1121,147300156.07,1819.193475,-4632.578265,4,14456913294.2,14304387626.1,14456913294.2,14304387626.1,2004-12-01
Coal,2005,1,335246,155326550.77,14416939.3667,153681925.93,1857.471187,-4729.852209,1,15078892690.3,14923888957.0,15078892690.3,14923888957.0,2005-01-01
Coal,2005,2,335246,127665529.17,11858745.5733,126155344.98,1857.471187,-4729.852209,1,12391616553.8,12249351685.5,12391616553.8,12249351685.5,2005-02-01
Coal,2005,3,335246,125292143.13,11784871.296,123925246.38,1857.471187,-4729.852209,1,12166632350.9,12037621325.2,12166632350.9,12037621325.2,2005-03-01
Coal,2005,4,335246,108962965.82,10134661.463,107707971.8,1857.471187,-4729.852209,2,10578389124.3,10460044010.6,10578389124.3,10460044010.6,2005-04-01
Coal,2005,5,335246,122526971.15,11452285.7025,121086735.64,1857.471187,-4729.852209,2,11894764040.3,11758903457.0,11894764040.3,11758903457.0,2005-05-01
Coal,2005,6,335246,138394948.09,13025721.0079,136891447.53,1857.471187,-4729.852209,2,13434338249.4,13292515457.6,13434338249.4,13292515457.6,2005-06-01
Coal,2005,7,335246,148440460.94,13720456.4523,146835904.47,1857.471187,-4729.852209,3,14410310887.4,14258943781.9,14410310887.4,14258943781.9,2005-07-01
Coal,2005,8,335246,152625786.87,13953229.9961,151275609.49,1857.471187,-4729.852209,3,14816310560.1,14688698014.8,14816310560.1,14688698014.8,2005-08-01
Coal,2005,9,335246,133213653.74,12479705.8672,131915499.31,1857.471187,-4729.852209,3,12929138636.1,12806497473.9,12929138636.1,12806497473.9,2005-09-01
Coal,2005,10,335246,127635560.0,11536302.0097,126254800.65,1857.471187,-4729.852209,4,12384837771.8,12254527249.9,12384837771.8,12254527249.9,2005-10-01
Coal,2005,11,335246,127434874.47,11891985.1549,126043664.83,1857.471187,-4729.852209,4,12367423139.9,12236154310.9,12367423139.9,12236154310.9,2005-11-01
Coal,2005,12,335246,142622074.41,13392929.9435,141056806.73,1857.471187,-4729.852209,4,13843189355.4,13695557901.5,13843189355.4,13695557901.5,2005-12-01
Coal,2006,1,366514,121996615.35,11396975.1266,120588594.06,1697.611273,-4368.267327,1,11841203043.6,11708074899.2,11841203043.6,11708074899.2,2006-01-01
Coal,2006,2,366514,106064291.12,9928677.76579,104725928.25,1697.611273,-4368.267327,1,10288557587.9,10162049213.9,10288557587.9,10162049213.9,2006-02-01
Coal,2006,3,366514,105700166.56,9848745.16853,104398717.8,1697.611273,-4368.267327,1,10258060539.5,10135025111.5,10258060539.5,10135025111.5,2006-03-01
Coal,2006,4,366514,95349848.44,9040797.24866,94256257.72,1697.611273,-4368.267327,2,9258623555.68,9155136385.71,9258623555.68,9155136385.71,2006-04-01
Coal,2006,5,366514,115252304.8,10926762.9952,114108325.52,1697.611273,-4368.267327,2,11190914803.5,11082541443.3,11190914803.5,11082541443.3,2006-05-01
Coal,2006,6,366514,133605143.28,12738332.7166,132235707.39,1697.611273,-4368.267327,2,12971232704.5,12841658077.4,12971232704.5,12841658077.4,2006-06-01
Coal,2006,7,366514,144345251.22,13538576.6902,142952521.15,1697.611273,-4368.267327,3,14012746175.9,13880896812.7,14012746175.9,13880896812.7,2006-07-01
Coal,2006,8,366514,142713087.68,13267240.8328,141286434.15,1697.611273,-4368.267327,3,13853177252.3,13718132979.3,13853177252.3,13718132979.3,2006-08-01
Coal,2006,9,366514,121974172.96,11420237.8654,120624563.01,1697.611273,-4368.267327,3,11838645410.5,11711077575.3,11838645410.5,11711077575.3,2006-09-01
Coal,2006,10,366514,117964456.84,11087584.5874,116692798.62,1697.611273,-4368.267327,4,11452732683.7,11332679854.6,11452732683.7,11332679854.6,2006-10-01
Coal,2006,11,366514,120432831.2,11359788.2725,118389569.14,1697.611273,-4368.267327,4,11688589981.7,11496574217.9,11688589981.7,11496574217.9,2006-11-01
Coal,2006,12,366514,137620534.54,12840291.4238,136070820.29,1697.611273,-4368.267327,4,13359491333.5,13213232248.1,13359491333.5,13213232248.1,2006-12-01
Coal,2007,1,332393,129893187.0,12083777.176,128547632.0,1649.081373,-4281.187827,1,12609167517.7,12481831711.3,12609167517.7,12481831711.3,2007-01-01
Coal,2007,2,332393,108777544.0,10085500.468,107630412.0,1649.081373,-4281.187827,1,10563792028.1,10454628882.8,10563792028.1,10454628882.8,2007-02-01
Coal,2007,3,332393,104346711.0,9782203.931,103314182.0,1649.081373,-4281.187827,1,10135673794.8,10037460727.8,10135673794.8,10037460727.8,2007-03-01
Coal,2007,4,332393,97835517.0,9186991.643,96802745.0,1649.081373,-4281.187827,2,9502339037.4,9404111855.1,9502339037.4,9404111855.1,2007-04-01
Coal,2007,5,332393,111416321.0,10334092.072,110249839.0,1649.081373,-4281.187827,2,10815931615.5,10705009412.1,10815931615.5,10705009412.1,2007-05-01
Coal,2007,6,332393,121858838.0,11553867.083,120489282.0,1649.081373,-4281.187827,2,11835248527.4,11705057703.5,11835248527.4,11705057703.5,2007-06-01
Coal,2007,7,332393,131542166.0,12223677.874,130361970.0,1649.081373,-4281.187827,3,12774122324.1,12661645030.5,12774122324.1,12661645030.5,2007-07-01
Coal,2007,8,332393,130823254.0,12176644.327,129552506.0,1649.081373,-4281.187827,3,12704358174.9,12583427309.7,12704358174.9,12583427309.7,2007-08-01
Coal,2007,9,332393,115705034.0,10772708.794,114452865.0,1649.081373,-4281.187827,3,11234026909.8,11115146906.4,11234026909.8,11115146906.4,2007-09-01
Coal,2007,10,332393,103561612.0,9700566.116,102277460.0,1649.081373,-4281.187827,4,10056990945.5,9934840545.9,10056990945.5,9934840545.9,2007-10-01
Coal,2007,11,332393,112186831.0,10516933.859,111091451.0,1649.081373,-4281.187827,4,10896197898.4,10791848519.5,10896197898.4,10791848519.5,2007-11-01
Coal,2007,12,332393,128556212.0,12003045.695,127431284.0,1649.081373,-4281.187827,4,12484754039.1,12377765288.1,12484754039.1,12377765288.1,2007-12-01
Coal,2008,1,277421,126637102.0,11829555.378,125767955.0,1616.544432,-4186.791438,1,12293688901.3,12211016792.8,12293688901.3,12211016792.8,2008-01-01
Coal,2008,2,277421,118617936.0,11021439.168,117806870.0,1616.544432,-4186.791438,1,11517681079.7,11440566015.8,11517681079.7,11440566015.8,2008-02-01
Coal,2008,3,277421,102710785.0,9502323.806,101869740.0,1616.544432,-4186.791438,1,9969071290.4,9889100108.6,9969071290.4,9889100108.6,2008-03-01
