fuel category,year,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg)
Other,2006,78618746,57339156.73,3369260.59109,39932414.3,228921.29149,-492234.062454,5651600832.36,3093526585.35,6136140142.4,3569933943.59
Other,2007,72975542,42452921.0,2814119.715,34288743.0,220238.28929,-475432.655242,3211573246.16,2516306306.79,3485423071.1,2790156131.73
Other,2008,72326296,39850182.0,2504469.18,31804802.0,220178.422348,-475205.391004,2628573702.18,2095435295.4,2908868452.41,2375730045.63
Other,2009,78329284,33491924.0,2065273.461,25722998.0,223304.915438,-481612.813786,2237096057.87,1578781071.61,2552134880.36,1893819894.1
Other,2010,81168975,32726843.0,2160925.177,25449004.0,224296.270584,-483338.472732,2064230756.66,1440901176.43,2376972377.54,1753642797.31
Other,2011,81010458,33158755.0,2210938.226,26151791.0,222231.107194,-479052.39465,1991947058.7,1391757438.13,2312588104.47,1712398483.9
Other,2012,86147035,30950690.0,1978082.211,23620821.0,225646.865236,-486302.509311,1635700616.71,1026598858.15,1980710165.14,1371608406.58
Other,2013,90312383,33318158.0,1921834.498,23755076.0,229024.863288,-493501.880304,1970479561.4,1120808563.66,2294734318.73,1445063320.99
Other,2014,90057047,33775087.0,1913059.711,23777829.0,226050.406112,-486945.182229,2008218727.46,1166106145.71,2329401297.83,1487288716.08
Other,2015,91438271,28413523.0,1721840.196,21094186.0,224478.764252,-483641.276156,1581703448.84,953014768.14,1886393986.64,1257705305.94
Other Renewables,2005,8195472,28893154.38,876675.08378,7919345.72,11411.90562,-23425.294644,0.0,0.0,2719562554.38,728948146.074
Other Renewables,2006,23735072,81510471.31,2521548.8129,30532290.83,29884.828676,-60583.930088,0.0,0.0,7662667040.05,2832001120.4
Other Renewables,2007,21787678,78951123.0,2506229.23,28161341.0,30074.727112,-61339.504264,0.0,0.0,7424934556.76,2639270917.24
Other Renewables,2008,19629115,79968948.0,2775234.179,31955941.0,29362.56622,-59854.638136,0.0,0.0,7561396184.34,3043507278.4
Other Renewables,2009,22169212,81970416.0,2876787.624,34087616.0,31588.064114,-64368.76653,0.0,0.0,7776483666.39,3269460326.7
Other Renewables,2010,22891232,92335045.0,3250547.447,40943779.0,32478.07234,-66207.311628,0.0,0.0,8754863779.6,3916273737.68
Other Renewables,2011,22893158,93463606.0,3198975.335,41368427.0,32522.64154,-66299.82854,0.0,0.0,8883773767.33,3961679425.2
Other Renewables,2012,22877202,93804457.0,3351218.914,43204973.0,32157.50124,-65545.475,0.0,0.0,8933102608.72,4156993196.26
Other Renewables,2013,24225396,89139834.0,3132155.771,39514054.0,34543.067044,-70554.752541,0.0,0.0,8415779567.18,3734288355.33
Other Renewables,2014,28842324,94320313.0,3302819.974,38604578.0,37798.742502,-77317.169301,0.0,0.0,8908603978.67,3643045695.87
Other Renewables,2015,29012160,87318227.0,3204279.542,37216028.0,38053.573428,-77883.856512,0.0,0.0,8256940152.9,3513801991.73
Solar,2012,697968,0.0,0.0,0.0,527.763336,-1149.206664,0.0,0.0,0.0,0.0
Solar,2013,697968,25817.0,2706.0,25817.0,527.763336,-1149.206664,0.0,0.0,0.0,0.0
Solar,2014,1159176,370558.0,38965.0,370558.0,808.58556,-2100.842216,0.0,0.0,0.0,0.0
Solar,2015,1454209,497690.0,53406.0,497690.0,1201.134142,-3120.612727,0.0,0.0,0.0,0.0
Wind,2005,47578056,38714208.61,3871808.004,38714208.61,41106.053184,-89776.856856,0.0,0.0,0.0,0.0
Wind,2006,60959074,52105311.0,5253081.992,52105311.0,52442.013505,-114130.656648,0.0,0.0,0.0,0.0
Wind,2007,68128584,63518726.0,6426419.876,63518726.0,57676.514388,-125647.555524,0.0,0.0,0.0,0.0
Wind,2008,87453924,106199454.0,10777293.79,106199454.0,72665.389054,-158106.769508,0.0,0.0,0.0,0.0
Wind,2009,105997825,171961730.0,17619030.66,171961730.0,87692.602952,-190276.214251,0.0,0.0,0.0,0.0
Wind,2010,116643557,209755067.0,21500109.04,209755067.0,96439.371064,-208895.479558,0.0,0.0,0.0,0.0
Wind,2011,132696515,266474425.0,27426350.81,266474425.0,109250.475567,-236765.066348,0.0,0.0,0.0,0.0
Wind,2012,142509971,312794744.0,32870399.0,312794744.0,116507.347367,-252578.385875,0.0,0.0,0.0,0.0
Wind,2013,158362674,340393540.0,35676922.16,340393540.0,128105.392347,-278150.876406,0.0,0.0,0.0,0.0
Wind,2014,154931321,351067158.0,36915578.55,351067158.0,125476.490458,-272589.2786,0.0,0.0,0.0,0.0
Wind,2015,162306425,364329170.0,39095309.2,364329170.0,130905.245393,-284638.505134,0.0,0.0,0.0,0.0
