fuel category,year,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg)
Coal,2005,11702808,1567214907.84,140394924.524,1520452539.81,49702.7259,-106544.533812,1.52260664371e+11,1.47781201213e+11,1.52260664371e+11,1.47781201213e+11
Coal,2006,21582888,1841406162.18,162664392.298,1759635898.88,66642.099732,-140342.518752,1.7868629519e+11,1.70910656855e+11,1.7868629519e+11,1.70910656855e+11
Coal,2007,21328395,1679836166.0,147373742.091,1591235471.0,64258.671622,-135450.713748,1.63027895544e+11,1.54588803281e+11,1.63027895544e+11,1.54588803281e+11
Coal,2008,21433140,1739958914.0,154503192.654,1656677673.0,65688.628656,-138395.992344,1.68922076501e+11,1.60985482664e+11,1.68922076501e+11,1.60985482664e+11
Coal,2009,21114579,1658630694.0,148015157.852,1574308227.0,62865.328993,-132268.198772,1.61147719604e+11,1.53088234928e+11,1.61147719604e+11,1.53088234928e+11
Coal,2010,21252486,1688434306.0,150864180.605,1602716061.0,63662.725524,-134018.46488,1.64020125786e+11,1.55829486081e+11,1.64020125786e+11,1.55829486081e+11
Coal,2011,22717847,1628594172.0,145376544.585,1542751340.0,64446.693424,-136006.743944,1.58228349091e+11,1.50025667976e+11,1.58228349091e+11,1.50025667976e+11
Coal,2012,23653278,1512904638.0,135186560.386,1432714210.0,65380.24112,-138033.773801,1.47014606046e+11,1.3935227787e+11,1.47014606046e+11,1.3935227787e+11
Coal,2013,22624858,1548821684.0,138398603.223,1466468950.0,62513.950808,-132089.951612,1.50514864503e+11,1.42633506146e+11,1.50514864503e+11,1.42633506146e+11
Coal,2014,21909877,1529657654.0,136540904.106,1448472289.0,60329.480055,-127517.796133,1.48670083224e+11,1.40891404752e+11,1.48670083224e+11,1.40891404752e+11
Coal,2015,22315296,1404739619.0,126032590.245,1328625692.0,59422.59138,-125610.479112,1.3656732031e+11,1.29263354566e+11,1.3656732031e+11,1.29263354566e+11
Hydro,2005,8815836,68859015.37,6886590.157,68859015.37,38223.779724,-79855.133796,0.0,0.0,0.0,0.0
Hydro,2006,15511008,90040167.0,9077545.966,90040167.0,63006.848244,-128788.598292,0.0,0.0,0.0,0.0
Hydro,2007,13624488,77975935.0,7889108.71,77975935.0,60299.64426,-123464.7582,0.0,0.0,0.0,0.0
Hydro,2008,13410120,70191562.0,7123154.58,70191562.0,58703.19438,-120354.16386,0.0,0.0,0.0,0.0
Hydro,2009,14781228,85675498.0,8778226.92,85675498.0,59791.46478,-122528.42946,0.0,0.0,0.0,0.0
Hydro,2010,14866620,114971164.0,11784662.06,114971164.0,60350.32518,-123578.14626,0.0,0.0,0.0,0.0
Hydro,2011,15534492,135345938.0,13930210.91,135345938.0,60355.554648,-123555.705984,0.0,0.0,0.0,0.0
Hydro,2012,15075445,114376367.0,12019372.31,114376367.0,58878.080676,-120548.937954,0.0,0.0,0.0,0.0
Hydro,2013,15594656,92974419.0,9744722.11,92974419.0,59842.063005,-122835.640795,0.0,0.0,0.0,0.0
Hydro,2014,16176132,118412345.0,12451350.46,118412345.0,61419.784224,-125980.936764,0.0,0.0,0.0,0.0
Hydro,2015,16176132,112350185.0,12055851.38,112350185.0,61419.784224,-125980.936764,0.0,0.0,0.0,0.0
Natural Gas,2005,21262932,73451801.63,6763450.90753,65572298.75,97140.947004,-213320.564232,3898087112.5,3479921894.66,3898087112.5,3479921894.66
Natural Gas,2006,37064136,108150170.26,10590956.5097,92543404.82,126459.906048,-272533.684926,5739529535.7,4911278493.8,5739529535.7,4911278493.8
Natural Gas,2007,33246546,110636087.0,10864136.575,99990005.0,119535.635064,-259006.939424,5871457137.09,5306469565.35,5871457137.09,5306469565.35
Natural Gas,2008,34113372,76662935.0,7693518.181,67694625.0,121934.476752,-263963.875224,4068501960.45,3592553748.75,4068501960.45,3592553748.75
Natural Gas,2009,34794336,64837992.0,5922898.51,52293968.0,122552.450352,-265048.755624,3440952235.44,2775240881.76,3440952235.44,2775240881.76
Natural Gas,2010,34725588,79066989.0,7556092.491,68180181.0,122107.570368,-264092.840196,4196085106.23,3618322205.67,4196085106.23,3618322205.67
Natural Gas,2011,36710880,71360463.0,6539344.405,61019502.0,122622.118164,-265231.57122,3787099771.41,3238304971.14,3787099771.41,3238304971.14
Natural Gas,2012,39013208,128560012.0,12425996.572,111164231.0,123499.289665,-267310.418823,6822679836.84,5899485739.17,6822679836.84,5899485739.17
Natural Gas,2013,43332461,112391673.0,10864933.265,95406315.0,128532.614912,-277864.661664,5964626086.11,5063213137.05,5964626086.11,5063213137.05
Natural Gas,2014,43820815,90644469.0,8822508.913,75561341.0,126640.620248,-273940.103827,4810501969.83,4010040366.87,4810501969.83,4010040366.87
Natural Gas,2015,44944801,148016338.0,15555113.465,127188931.0,126862.916124,-274470.5169,7855227057.66,6749916568.17,7855227057.66,6749916568.17
Nuclear,2005,182784,273302020.81,26175373.0,273302020.81,2567.282664,-5639.748132,0.0,0.0,0.0,0.0
Nuclear,2006,279072,323082114.0,30954615.0,323082114.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2007,279072,349037397.0,33289213.0,349037397.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2008,279072,337155904.0,32145374.0,337155904.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2009,279072,325435961.0,31022816.0,325435961.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2010,279072,355127604.0,33973277.0,355127604.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2011,279072,300509389.0,28701683.0,300509389.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2012,279072,279058205.0,26608255.0,279058205.0,3099.389064,-6690.177732,0.0,0.0,0.0,0.0
Nuclear,2013,230928,257761144.0,24627348.0,257761144.0,2833.335864,-6164.962932,0.0,0.0,0.0,0.0
Nuclear,2014,182784,281993033.0,26961472.0,281993033.0,2567.282664,-5639.748132,0.0,0.0,0.0,0.0
Nuclear,2015,182784,288782143.0,27606780.0,288782143.0,2567.282664,-5639.748132,0.0,0.0,0.0,0.0
Other,2005,36640476,30848625.65,1982544.41207,26914910.27,168094.676808,-366596.443212,1867031190.04,1622589908.3,1936588236.53,1692146954.78
