fuel category,year,quarter,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),year_quarter
Coal,2001,1,1778643,602129636.0,56792776.755,595806088.0,6727.67442,-18496.449453,57675266554.2,57081149956.2,57675266554.2,57081149956.2,2001 Q1
Coal,2001,2,1778643,573165491.0,54351381.969,566547437.0,6727.67442,-18496.449453,54809468164.8,54187517700.9,54809468164.8,54187517700.9,2001 Q2
Coal,2001,3,1778643,634832329.0,59859147.578,628289076.0,6727.67442,-18496.449453,60728488793.4,60113470782.6,60728488793.4,60113470782.6,2001 Q3
Coal,2001,4,1778643,625390168.0,58698234.514,619254917.0,6727.67442,-18496.449453,59838058511.4,59260767155.4,59838058511.4,59260767155.4,2001 Q4
Coal,2002,1,1778643,583894639.0,55190560.775,577025898.0,6727.67442,-18496.449453,56116502448.9,55475361104.7,56116502448.9,55475361104.7,2002 Q1
Coal,2002,2,1778643,548134408.0,51695140.058,541114763.0,6727.67442,-18496.449453,52644868449.3,51995163124.5,52644868449.3,51995163124.5,2002 Q2
Coal,2002,3,1778643,608542059.0,57211036.004,601734585.0,6727.67442,-18496.449453,58480126022.7,57849801261.6,58480126022.7,57849801261.6,2002 Q3
Coal,2002,4,1778643,617309149.0,57800727.461,610965024.0,6727.67442,-18496.449453,59330033559.6,58737968861.4,59330033559.6,58737968861.4,2002 Q4
Coal,2003,1,1935567,597794009.0,56506047.65,593463714.0,6858.28452,-18792.418653,57406514214.9,56997687423.6,57406514214.9,56997687423.6,2003 Q1
Coal,2003,2,1935567,565495605.0,53619847.747,560763739.0,6858.28452,-18792.418653,54236919890.7,53790807832.2,54236919890.7,53790807832.2,2003 Q2
Coal,2003,3,1935567,646477196.0,61164698.8,641384771.0,6858.28452,-18792.418653,62011081699.8,61530432490.5,62011081699.8,61530432490.5,2003 Q3
Coal,2003,4,1935567,637335975.0,59956809.798,632200974.0,6858.28452,-18792.418653,61132463304.0,60648366600.3,61132463304.0,60648366600.3,2003 Q4
Coal,2004,1,2114061,619734407.5,58181930.0034,609885526.84,7326.736245,-20109.009897,59380900365.7,58459367702.1,59380900365.7,58459367702.1,2004 Q1
Coal,2004,2,2114061,575364644.41,54107710.2334,566039609.65,7326.736245,-20109.009897,55044446937.4,54171790852.0,55044446937.4,54171790852.0,2004 Q2
Coal,2004,3,2114061,657022803.92,61639307.6627,647275999.27,7326.736245,-20109.009897,62918174679.9,62006168583.5,62918174679.9,62006168583.5,2004 Q3
Coal,2004,4,2114061,651327989.14,61123736.0653,641985941.8,7326.736245,-20109.009897,62345908051.0,61471665595.3,62345908051.0,61471665595.3,2004 Q4
Coal,2005,1,2169477,617743476.28,57717566.5564,608121393.43,7569.428838,-20790.911937,59195649142.5,58295704684.9,59195649142.5,58295704684.9,2005 Q1
Coal,2005,2,2169477,594100113.82,55663113.2664,584490887.48,7569.428838,-20790.911937,56852061530.6,55953580375.4,56852061530.6,55953580375.4,2005 Q2
Coal,2005,3,2169477,662964823.75,62159551.0483,654050489.14,7569.428838,-20790.911937,63478177628.5,62644071176.8,63478177628.5,62644071176.8,2005 Q3
Coal,2005,4,2169477,644716189.29,60217724.6136,634776082.95,7569.428838,-20790.911937,61705260510.3,60775682662.7,61705260510.3,60775682662.7,2005 Q4
