year,month,generation (MWh),final CO2 (kg),datetime,quarter,index (g/kWh),index (lb/MWh)
2001,1,55918813.936,36155803080.4,2001-01-01,1,646.576716055,1425.44302821
2001,2,45429177.756,27378255130.0,2001-02-01,1,602.657949855,1328.61971625
2001,3,49453628.369,29447167470.8,2001-03-01,1,595.450090155,1312.72926876
2001,4,47047078.755,28823332656.6,2001-04-01,2,612.64872165,1350.64537175
2001,5,51959539.675,31930121721.3,2001-05-01,2,614.518949186,1354.76847538
2001,6,56294864.97,34763706754.3,2001-06-01,2,617.528912678,1361.40424089
2001,7,61853236.136,39177239838.2,2001-07-01,3,633.390300744,1396.37225702
2001,8,63741815.295,39701953037.9,2001-08-01,3,622.855700833,1373.14767806
2001,9,53914092.522,33006544202.4,2001-09-01,3,612.206246242,1349.66989047
2001,10,49923290.708,29295171113.3,2001-10-01,4,586.803688176,1293.66741095
2001,11,46424266.529,26681893391.1,2001-11-01,4,574.740225017,1267.07230007
2001,12,50815370.345,29506565181.7,2001-12-01,4,580.662208724,1280.12790535
2002,1,72220477.887,39889620993.2,2002-01-01,1,552.331169224,1217.66929567
2002,2,63832654.221,34804803081.8,2002-02-01,1,545.250757728,1202.05982049
2002,3,66390135.923,38261127653.3,2002-03-01,1,576.307415573,1270.52732837
2002,4,64413754.659,37185922584.1,2002-04-01,2,577.297857903,1272.71085753
2002,5,69497079.114,39846642545.1,2002-05-01,2,573.357082816,1264.02302478
2002,6,77666675.246,46286022733.6,2002-06-01,2,595.957308421,1313.84748214
2002,7,86570982.198,52061383042.5,2002-07-01,3,601.372211805,1325.78517815
2002,8,84563761.587,50188188010.7,2002-08-01,3,593.495216731,1308.4195548
2002,9,75391583.775,45727573938.8,2002-09-01,3,606.534199829,1337.16529694
2002,10,68185711.042,41398407238.9,2002-10-01,4,607.141974561,1338.50519712
2002,11,65755615.087,37132918007.7,2002-11-01,4,564.710982607,1244.96183226
2002,12,73415839.043,41173455009.5,2002-12-01,4,560.825232623,1236.39530784
2003,1,76692941.497,45136836078.8,2003-01-01,1,588.539638692,1297.49448746
2003,2,66353908.125,37879911615.9,2003-02-01,1,570.876873514,1258.55515535
2003,3,64538521.641,36791603711.2,2003-03-01,1,570.071993837,1256.78071761
2003,4,61242329.193,32358217511.1,2003-04-01,2,528.363599777,1164.83039207
2003,5,68268316.507,37833913716.3,2003-05-01,2,554.194326916,1221.77681312
2003,6,73218141.197,42832946670.5,2003-06-01,2,585.00456267,1289.70105886
2003,7,83032417.255,48091450470.7,2003-07-01,3,579.188852506,1276.87974424
2003,8,85896570.126,50760782144.9,2003-08-01,3,590.952375286,1302.81360656
2003,9,70416862.83,42581610648.5,2003-09-01,3,604.707579082,1333.13832884
2003,10,64141478.144,37876703592.3,2003-10-01,4,590.518096687,1301.85619596
2003,11,63357815.015,37442296818.8,2003-11-01,4,590.965720802,1302.84302808
2003,12,73881821.388,43428814515.4,2003-12-01,4,587.814616633,1295.89610383
2004,1,78855055.6963,44600613014.4,2004-01-01,1,565.602454029,1246.92717015
2004,2,72036382.6394,39903670970.9,2004-02-01,1,553.937739638,1221.21114081
2004,3,66447245.3462,37185604601.7,2004-03-01,1,559.625977089,1233.75142909
2004,4,63676677.6303,34509880773.5,2004-04-01,2,541.954795033,1194.79354113
2004,5,75291117.2981,44501066562.4,2004-05-01,2,591.053342802,1303.03619954
2004,6,78615143.9863,45331001452.9,2004-06-01,2,576.61920025,1271.21468887
2004,7,86905004.1444,50097998686.1,2004-07-01,3,576.468515011,1270.88248819
2004,8,83253870.7625,47875510685.8,2004-08-01,3,575.05447191,1267.76508877
2004,9,73360363.2099,40530741515.7,2004-09-01,3,552.488288529,1218.01568089
2004,10,69082314.6893,38342578449.6,2004-10-01,4,555.02741363,1223.61343609
