fuel category,year,month,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,quarter,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),datetime
Coal,2005,1,975234,143660816.66,12982278.3367,139611589.43,4141.893825,-8878.711151,1,13958547111.0,13570242489.7,13958547111.0,13570242489.7,2005-01-01
Coal,2005,2,975234,124015819.05,11140913.8901,120271382.05,4141.893825,-8878.711151,1,12050213386.9,11691210854.8,12050213386.9,11691210854.8,2005-02-01
Coal,2005,3,975234,130465787.6,11846787.8468,126381710.47,4141.893825,-8878.711151,1,12675025618.3,12283965025.4,12675025618.3,12283965025.4,2005-03-01
Coal,2005,4,975234,111684995.94,10074688.3568,108150015.18,4141.893825,-8878.711151,2,10849150671.8,10510859449.7,10849150671.8,10510859449.7,2005-04-01
Coal,2005,5,975234,115384455.52,10432944.8738,112066665.55,4141.893825,-8878.711151,2,11211266471.4,10893665245.0,11211266471.4,10893665245.0,2005-05-01
Coal,2005,6,975234,132234125.38,11931195.4461,128224136.89,4141.893825,-8878.711151,2,12844415997.9,12460472831.2,12844415997.9,12460472831.2,2005-06-01
Coal,2005,7,975234,145471867.94,12949588.0767,141152260.67,4141.893825,-8878.711151,3,14132894500.0,13719048653.7,14132894500.0,13719048653.7,2005-07-01
Coal,2005,8,975234,144223021.41,12893606.5356,139870393.39,4141.893825,-8878.711151,3,14009881648.8,13593285968.8,14009881648.8,13593285968.8,2005-08-01
Coal,2005,9,975234,126388834.48,11141816.0379,122371347.21,4141.893825,-8878.711151,3,12277391599.9,11893011849.3,12277391599.9,11893011849.3,2005-09-01
Coal,2005,10,975234,126514451.53,11330469.8701,122825276.81,4141.893825,-8878.711151,4,12294090809.0,11939788465.8,12294090809.0,11939788465.8,2005-10-01
Coal,2005,11,975234,126059153.5,11276868.026,122636534.86,4141.893825,-8878.711151,4,12249385996.0,11920679723.4,12249385996.0,11920679723.4,2005-11-01
Coal,2005,12,975234,141111578.83,12393767.227,136891227.3,4141.893825,-8878.711151,4,13708400560.4,13304970656.5,13708400560.4,13304970656.5,2005-12-01
Coal,2006,1,1798574,156948800.77,13899550.2389,149652331.3,5553.508311,-11695.209896,1,15231470564.5,14537512309.0,15231470564.5,14537512309.0,2006-01-01
