fuel category,year,month,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,quarter,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),datetime
Coal,2002,1,776530,198944057.0,18719968.877,195872719.0,2464.552332,-6867.424502,1,19093686612.0,18805823316.9,19093686612.0,18805823316.9,2002-01-01
Coal,2002,2,776530,173135625.0,16201124.942,170142806.0,2464.552332,-6867.424502,1,16627203840.0,16346020284.6,16627203840.0,16346020284.6,2002-02-01
Coal,2002,3,776530,182871114.0,17358121.216,179836170.0,2464.552332,-6867.424502,1,17562518517.3,17278441485.9,17562518517.3,17278441485.9,2002-03-01
Coal,2002,4,776530,172627754.0,16114898.036,169778445.0,2464.552332,-6867.424502,2,16569391636.2,16304028340.5,16569391636.2,16304028340.5,2002-04-01
Coal,2002,5,776530,183177255.0,17366377.321,180144914.0,2464.552332,-6867.424502,2,17582212954.5,17300369894.1,17582212954.5,17300369894.1,2002-05-01
Coal,2002,6,776530,172520593.0,16094536.337,169487548.0,2464.552332,-6867.424502,2,16550643591.9,16268333243.7,16550643591.9,16268333243.7,2002-06-01
Coal,2002,7,776530,192306785.0,17913567.469,188989796.0,2464.552332,-6867.424502,3,18453006102.9,18144460268.1,18453006102.9,18144460268.1,2002-07-01
Coal,2002,8,776530,194624193.0,18149053.813,191850318.0,2464.552332,-6867.424502,3,18690401758.2,18432120684.3,18690401758.2,18432120684.3,2002-08-01
Coal,2002,9,776530,193658458.0,18228027.402,190821732.0,2464.552332,-6867.424502,3,18599883328.8,18334994054.4,18599883328.8,18334994054.4,2002-09-01
Coal,2002,10,776530,194784215.0,18152226.398,191987505.0,2464.552332,-6867.424502,4,18705498738.6,18443552402.7,18705498738.6,18443552402.7,2002-10-01
Coal,2002,11,776530,191968446.0,17851109.469,188908456.0,2464.552332,-6867.424502,4,18436980722.4,18148773413.1,18436980722.4,18148773413.1,2002-11-01
Coal,2002,12,776530,202469251.0,18853362.734,199290457.0,2464.552332,-6867.424502,4,19438361284.8,19139619180.9,19438361284.8,19139619180.9,2002-12-01
Coal,2003,1,659491,208163002.0,19638989.934,206018333.0,2328.529027,-6501.145773,1,19961520346.5,19757677722.6,19961520346.5,19757677722.6,2003-01-01
Coal,2003,2,659491,178455070.0,16692134.534,176475838.0,2328.529027,-6501.145773,1,17117006271.0,16928976314.4,17117006271.0,16928976314.4,2003-02-01
Coal,2003,3,659491,181079419.0,17045373.183,178966433.0,2328.529027,-6501.145773,1,17389521138.3,17188803482.4,17389521138.3,17188803482.4,2003-03-01
Coal,2003,4,659491,169190478.0,15918160.146,167240709.0,2328.529027,-6501.145773,2,16220826109.2,16035625312.5,16220826109.2,16035625312.5,2003-04-01
Coal,2003,5,659491,180279527.0,16982098.442,178022509.0,2328.529027,-6501.145773,2,17265455614.2,17051496898.2,17265455614.2,17051496898.2,2003-05-01
Coal,2003,6,659491,193127218.0,18325297.286,190959332.0,2328.529027,-6501.145773,2,18515274625.2,18309802545.9,18515274625.2,18309802545.9,2003-06-01
Coal,2003,7,659491,213477745.0,20144256.604,211207940.0,2328.529027,-6501.145773,3,20462200336.5,20246799418.5,20462200336.5,20246799418.5,2003-07-01
Coal,2003,8,659491,208730324.0,19719374.263,206386804.0,2328.529027,-6501.145773,3,20012285986.8,19790006277.6,20012285986.8,19790006277.6,2003-08-01
Coal,2003,9,659491,193485393.0,18192164.285,191406987.0,2328.529027,-6501.145773,3,18531204549.9,18334480790.4,18531204549.9,18334480790.4,2003-09-01
Coal,2003,10,659491,197383152.0,18532549.881,195171386.0,2328.529027,-6501.145773,4,18912930194.4,18703480565.1,18912930194.4,18703480565.1,2003-10-01
Coal,2003,11,659491,198602306.0,18427685.659,196373644.0,2328.529027,-6501.145773,4,19025557619.4,18814211454.0,19025557619.4,18814211454.0,2003-11-01
Coal,2003,12,659491,211251875.0,19959134.824,208862768.0,2328.529027,-6501.145773,4,20254810441.2,20028330087.6,20254810441.2,20028330087.6,2003-12-01
Coal,2004,1,939141,210843957.63,19683921.0998,206129391.39,2698.744557,-7515.280154,1,20172917987.8,19730222970.5,20172917987.8,19730222970.5,2004-01-01
Coal,2004,2,939141,187465517.0,17480358.4859,183022127.26,2698.744557,-7515.280154,1,17951039203.3,17533762310.9,17951039203.3,17533762310.9,2004-02-01
Coal,2004,3,939141,194206749.6,18108962.6391,189752220.41,2698.744557,-7515.280154,1,18590029941.8,18171646084.5,18590029941.8,18171646084.5,2004-03-01
