year,month,generation (MWh),final CO2 (kg),datetime,quarter,index (g/kWh),index (lb/MWh)
2006,4,528834.601,285742954.451,2006-04-01,2,540.325753856,1191.20215695
2006,5,523194.487,288110165.327,2006-05-01,2,550.675078744,1214.0182786
2006,6,516810.946,297134150.101,2006-06-01,2,574.937803467,1267.50788152
2006,7,563276.986,330835398.818,2006-07-01,3,587.340521699,1294.85091414
2006,8,558796.192,331207834.442,2006-08-01,3,592.71669919,1306.70323503
2006,9,468706.179,279403027.997,2006-09-01,3,596.115520799,1314.19627715
2006,10,555948.347,305909310.918,2006-10-01,4,550.247720977,1213.07612567
2006,11,610213.993,331845831.279,2006-11-01,4,543.818783387,1198.90288985
2006,12,608722.12,334263603.204,2006-12-01,4,549.123470664,1210.59760343
2007,1,617620.198,335448270.79,2007-01-01,1,543.130344306,1197.38515706
2007,2,552262.002,284771530.83,2007-02-01,1,515.645707651,1136.79252709
2007,3,640161.444,345323063.17,2007-03-01,1,539.431211309,1189.23004845
2007,4,539006.959,287530382.06,2007-04-01,2,533.444656435,1176.03208958
2007,5,532212.056,277893811.75,2007-05-01,2,522.148659763,1151.12893531
2007,6,510920.299,264694088.07,2007-06-01,2,518.073148763,1142.14406376
2007,7,549454.777,290491925.35,2007-07-01,3,528.691236313,1165.55269957
2007,8,542607.485,306908152.11,2007-08-01,3,565.617247447,1246.95978372
2007,9,515075.065,318584813.82,2007-09-01,3,618.521135012,1363.59169425
2007,10,578652.838,347030056.05,2007-10-01,4,599.720649862,1322.14414469
2007,11,583380.704,342809248.96,2007-11-01,4,587.625279015,1295.47869012
2007,12,660037.791,336857131.61,2007-12-01,4,510.360370578,1125.14047298
2008,1,670962.895,361636067.05,2008-01-01,1,538.980724187,1188.23690454
2008,2,625842.698,331270532.28,2008-02-01,1,529.31916173,1166.93702395
2008,3,591471.561,311212716.32,2008-03-01,1,526.166830057,1159.98739354
2008,4,536768.045,281658406.27,2008-04-01,2,524.730204962,1156.82020986
2008,5,506666.796,289352477.05,2008-05-01,2,571.090269452,1259.02560803
2008,6,483029.585,258100343.15,2008-06-01,2,534.336510982,1177.99827211
2008,7,501365.004,295919886.76,2008-07-01,3,590.228445143,1301.21763016
2008,8,503160.255,296062720.11,2008-08-01,3,588.406411611,1297.20077504
2008,9,512304.554,296997273.63,2008-09-01,3,579.727959299,1278.06825907
2008,10,582676.937,308022579.58,2008-10-01,4,528.63355321,1165.42553141
2008,11,577841.356,322252015.8,2008-11-01,4,557.682506546,1229.46685393
2008,12,673842.716,363657351.65,2008-12-01,4,539.67690533,1189.77170549
2009,1,656593.257,374638367.36,2009-01-01,1,570.579066059,1257.89860903
2009,2,559764.848,304113318.58,2009-02-01,1,543.287631702,1197.73191285
2009,3,578647.894,323827589.74,2009-03-01,1,559.628045134,1233.7559883
2009,4,541501.065,295079860.21,2009-04-01,2,544.929418024,1201.35139498
2009,5,486910.306,275182615.66,2009-05-01,2,565.160795056,1245.95348878
2009,6,484502.129,271016158.37,2009-06-01,2,559.370417896,1233.18802329
2009,7,505306.167,287557257.49,2009-07-01,3,569.075297848,1254.58340164
2009,8,491108.484,269447987.0,2009-08-01,3,548.652682205,1209.55970319
2009,9,486671.338,260311199.32,2009-09-01,3,534.880891876,1179.19841423
2009,10,571264.108,275932681.72,2009-10-01,4,483.021211828,1064.8685636
2009,11,636721.762,326884431.99,2009-11-01,4,513.386617984,1131.81213801
2009,12,703168.031,359779145.44,2009-12-01,4,511.654582658,1127.99369293
2010,1,676189.603,356804072.38,2010-01-01,1,527.668675763,1163.29836259
2010,2,557252.609,306944663.78,2010-02-01,1,550.817813722,1214.33295213
2010,3,601008.502,316633494.78,2010-03-01,1,526.836964413,1161.46477174
2010,4,560394.27,292539026.31,2010-04-01,2,522.023585841,1150.85319734
2010,5,528114.375,268222449.16,2010-05-01,2,507.887044658,1119.68777865
2010,6,505651.399,242677290.79,2010-06-01,2,479.930029404,1058.05374282
2010,7,512412.464,261374676.22,2010-07-01,3,510.086492002,1124.53668027
2010,8,516698.102,273669849.11,2010-08-01,3,529.651353567,1167.66937407
2010,9,493803.661,262121458.61,2010-09-01,3,530.821213596,1170.24844749
2010,10,554175.211,299620887.19,2010-10-01,4,540.66093402,1191.94109514
2010,11,573494.476,281413870.63,2010-11-01,4,490.700228872,1081.79772457
2010,12,667983.709,359887692.89,2010-12-01,4,538.767170578,1187.76610426
2011,1,677603.153,356690058.6,2011-01-01,1,526.399644129,1160.50065545
2011,2,609462.213,316412157.47,2011-02-01,1,519.166161119,1144.5537188
2011,3,636963.287,313115151.8,2011-03-01,1,491.574880673,1083.72598193
2011,4,529523.313,297280484.52,2011-04-01,2,561.411513378,1237.68782239
2011,5,519742.899,268345144.33,2011-05-01,2,516.303627902,1138.24297807
2011,6,493905.967,264158872.81,2011-06-01,2,534.836366555,1179.10025371
2011,7,510461.08,283019632.99,2011-07-01,3,554.439200321,1222.31666103
2011,8,492442.558,293606006.97,2011-08-01,3,596.223868551,1314.43514061
2011,9,509072.239,290353197.48,2011-09-01,3,570.357554854,1257.41026543
2011,10,558580.914,306944420.31,2011-10-01,4,549.507533496,1211.44430834
2011,11,641464.141,332082544.7,2011-11-01,4,517.69463556,1141.30959356
2011,12,673956.286,341302081.82,2011-12-01,4,506.415755606,1116.44417481
2012,1,716824.139,345613400.62,2012-01-01,1,482.14531545,1062.93756244
2012,2,595820.215,293372062.22,2012-02-01,1,492.383532539,1085.50873584
2012,3,631356.743,324973334.84,2012-03-01,1,514.722204907,1134.75657294
2012,4,526762.16,280803965.07,2012-04-01,2,533.075430228,1175.21809348
2012,5,523471.431,282741094.85,2012-05-01,2,540.127078778,1190.76415787
2012,6,492894.492,263897364.66,2012-06-01,2,535.403354964,1180.35023635
2012,7,482911.85,304263305.47,2012-07-01,3,630.059720982,1389.02966088
2012,8,528608.226,307751070.79,2012-08-01,3,582.191225284,1283.49877526
2012,9,523140.964,281444882.54,2012-09-01,3,537.990526278,1186.05391423
2012,10,617410.078,279992151.11,2012-10-01,4,453.494623892,999.774247833
2012,11,616080.35,304615538.62,2012-11-01,4,494.441250431,1090.0451807
2012,12,601895.848,307541468.14,2012-12-01,4,510.954626389,1126.45056934
2013,1,627879.815,362044912.24,2013-01-01,1,576.614988396,1271.20540342
2013,2,527682.616,289878571.64,2013-02-01,1,549.34265949,1211.08082711
2013,3,539048.038,301599570.08,2013-03-01,1,559.504067947,1233.4826682
2013,4,498252.106,268067507.95,2013-04-01,2,538.015805095,1186.10964391
2013,5,493325.469,262884346.08,2013-05-01,2,532.882169276,1174.79203039
2013,6,448559.211,256451512.77,2013-06-01,2,571.722765871,1260.42000964
2013,7,481889.259,262150716.05,2013-07-01,3,544.006140735,1199.31593786
2013,8,483873.347,256647949.54,2013-08-01,3,530.40315432,1169.32679401
2013,9,488553.243,262132204.34,2013-09-01,3,536.547874967,1182.87344515
2013,10,555741.348,259613013.66,2013-10-01,4,467.147198232,1029.87271322
2013,11,551339.289,301468077.31,2013-11-01,4,546.792298907,1205.45830217
2013,12,634517.901,328650440.85,2013-12-01,4,517.952984986,1141.8791507
2014,1,568432.535,280244766.53,2014-01-01,1,493.013241281,1086.89699173
2014,2,524761.502,260391144.13,2014-02-01,1,496.208550242,1093.94136986
2014,3,514427.129,262862314.71,2014-03-01,1,510.980661578,1126.50796651
2014,4,490358.852,242980395.57,2014-04-01,2,495.515467048,1092.41339865
2014,5,463817.193,241662070.43,2014-05-01,2,521.028702854,1148.65987831
2014,6,448024.439,239515555.36,2014-06-01,2,534.60377272,1178.58747734
2014,7,458316.034,239466127.39,2014-07-01,3,522.49127158,1151.88425732
2014,8,459971.072,223010447.74,2014-08-01,3,484.835811022,1068.86902898
2014,9,451892.292,193750829.93,2014-09-01,3,428.754447376,945.232054685
2014,10,476525.977,239201693.91,2014-10-01,4,501.969893469,1106.64282714
2014,11,517221.161,254785283.57,2014-11-01,4,492.60413684,1085.99508008
2014,12,564412.443,271718564.14,2014-12-01,4,481.418451187,1061.33511749
2015,1,599270.042,295320226.9,2015-01-01,1,492.799916903,1086.4266968
2015,2,515289.143,247741576.8,2015-02-01,1,480.781674067,1059.93127865
2015,3,490452.119,244921602.7,2015-03-01,1,499.379232369,1100.93145568
2015,4,440567.731,190149638.26,2015-04-01,2,431.6013745,951.508390223
2015,5,447653.42,210166730.51,2015-05-01,2,469.485367743,1035.02744173
2015,6,423237.295,216557649.9,2015-06-01,2,511.66958219,1128.0267609
2015,7,415282.119,216328251.24,2015-07-01,3,520.918771463,1148.41752357
2015,8,430069.543,215589643.19,2015-08-01,3,501.290190619,1105.14435424
2015,9,426135.953,204913773.59,2015-09-01,3,480.864785399,1060.11450589
2015,10,446183.423,233664823.77,2015-10-01,4,523.696784159,1154.54193036
2015,11,500730.122,235382033.35,2015-11-01,4,470.077638649,1036.33316216
2015,12,541253.61,257338326.57,2015-12-01,4,475.448702448,1048.17420942
