fuel category,year,quarter,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),year_quarter
Coal,2001,1,245412,248185925.0,22758319.0,248185925.0,2700.449223,-6850.891662,24110275956.6,24110275956.6,24110275956.6,24110275956.6,2001 Q1
Coal,2001,2,249570,242364324.0,23505093.0,242364324.0,2778.710423,-7039.847262,23535982751.7,23535982751.7,23535982751.7,23535982751.7,2001 Q2
Coal,2001,3,244877,290143268.0,27026066.0,290143268.0,2783.825223,-7039.004462,28162276785.3,28162276785.3,28162276785.3,28162276785.3,2001 Q3
Coal,2001,4,251649,256747887.0,23621697.0,256747887.0,2817.841023,-7134.325062,24921055317.1,24921055317.1,24921055317.1,24921055317.1,2001 Q4
Coal,2002,1,1164489,371506139.0,34662123.011,367894844.0,5345.921475,-13601.604837,36075037992.9,35733001499.1,36075037992.9,35733001499.1,2002 Q1
Coal,2002,2,1164489,377163331.0,35252757.276,373494463.0,5345.921475,-13601.604837,36625203071.3,36278268800.3,36625203071.3,36278268800.3,2002 Q2
Coal,2002,3,1164489,441891909.0,41184782.665,438547979.0,5345.921475,-13601.604837,42907775015.0,42591218517.8,42907775015.0,42591218517.8,2002 Q3
Coal,2002,4,1164489,402152332.0,37856131.151,397903169.0,5345.921475,-13601.604837,39048874095.8,38648395274.3,39048874095.8,38648395274.3,2002 Q4
Coal,2003,1,1003381,406704492.0,38437830.819,404752478.0,5424.376977,-13804.177017,39485570236.3,39299992737.4,39485570236.3,39299992737.4,2003 Q1
Coal,2003,2,1000881,379372352.0,35716770.554,377384443.0,5346.362577,-13613.638683,36836625926.2,36647263318.0,36836625926.2,36647263318.0,2003 Q2
Coal,2003,3,1000881,435086253.0,40531121.49,433293949.0,5346.362577,-13613.638683,42236672400.1,42066483363.7,42236672400.1,42066483363.7,2003 Q3
Coal,2003,4,1000881,403664170.0,37954541.931,402365263.0,5346.362577,-13613.638683,39192230099.7,39071042076.6,39192230099.7,39071042076.6,2003 Q4
Coal,2004,1,1004598,395942532.1,36719610.5743,391287936.44,5457.580425,-13897.734795,38432037332.8,37993475889.4,38432037332.8,37993475889.4,2004 Q1
Coal,2004,2,1004598,361657354.99,33930573.3619,357768699.46,5457.580425,-13897.734795,35115511856.7,34749151671.4,35115511856.7,34749151671.4,2004 Q2
Coal,2004,3,1004598,440332536.67,40897372.0757,435702401.45,5457.580425,-13897.734795,42746680677.4,42309845353.9,42746680677.4,42309845353.9,2004 Q3
Coal,2004,4,1004598,403824024.09,37362487.0498,399337838.23,5457.580425,-13897.734795,39197516166.9,38774782202.0,39197516166.9,38774782202.0,2004 Q4
Coal,2005,1,1005738,408284223.07,38060556.236,403762517.29,5572.413561,-14189.556627,39637141594.9,39210861967.6,39637141594.9,39210861967.6,2005 Q1
Coal,2005,2,1005738,369884885.06,34612668.1735,365686154.97,5572.413561,-14189.556627,35907491414.0,35511462925.3,35907491414.0,35511462925.3,2005 Q2
Coal,2005,3,1005738,434279901.55,40153392.3156,430027013.27,5572.413561,-14189.556627,42155760083.6,41754139270.6,42155760083.6,41754139270.6,2005 Q3
Coal,2005,4,1005738,397692508.88,36821217.1081,393355272.21,5572.413561,-14189.556627,38595450267.1,38186239462.3,38595450267.1,38186239462.3,2005 Q4
Coal,2006,1,1099542,333761073.03,31174398.0609,329713240.11,5092.833819,-13104.801981,32387821170.9,32005149224.6,32387821170.9,32005149224.6,2006 Q1
Coal,2006,2,1099542,344207296.52,32705892.9605,340600290.63,5092.833819,-13104.801981,33420771063.7,33079335906.4,33420771063.7,33079335906.4,2006 Q2
Coal,2006,3,1099542,409032511.86,38226055.3884,404863518.31,5092.833819,-13104.801981,39704568838.7,39310107367.2,39704568838.7,39310107367.2,2006 Q3
Coal,2006,4,1099542,376017822.58,35287664.2837,371153188.05,5092.833819,-13104.801981,36500813998.8,36042486320.6,36500813998.8,36042486320.6,2006 Q4
Coal,2007,1,997179,343017442.0,31951481.575,339492226.0,4947.244119,-12843.563481,33308633340.6,32973921321.9,33308633340.6,32973921321.9,2007 Q1
Coal,2007,2,997179,331110676.0,31074950.798,327541866.0,4947.244119,-12843.563481,32153519180.3,31814178970.7,32153519180.3,31814178970.7,2007 Q2
Coal,2007,3,997179,378070454.0,35173030.995,374367341.0,4947.244119,-12843.563481,36712507408.8,36360219246.6,36712507408.8,36360219246.6,2007 Q3
Coal,2007,4,997179,344304655.0,32220545.67,340800195.0,4947.244119,-12843.563481,33437942883.0,33104454353.5,33437942883.0,33104454353.5,2007 Q4
Coal,2008,1,832263,347965823.0,32353318.352,345444565.0,4849.633296,-12560.374314,33780441271.4,33540682917.2,33780441271.4,33540682917.2,2008 Q1
Coal,2008,2,832263,329385254.0,30791273.194,326951474.0,4849.633296,-12560.374314,31995769337.7,31764034546.8,31995769337.7,31764034546.8,2008 Q2
Coal,2008,3,832263,392434470.0,36556020.167,390037841.0,4849.633296,-12560.374314,38122883694.6,37894786797.3,38122883694.6,37894786797.3,2008 Q3
Coal,2008,4,832263,326724699.0,30709732.151,324559509.0,4849.633296,-12560.374314,31722387878.3,31516291115.0,31722387878.3,31516291115.0,2008 Q4
Coal,2009,1,824757,322329912.0,29862723.18,320155543.0,4615.449996,-11987.860146,31320688926.5,31112545174.4,31320688926.5,31112545174.4,2009 Q1
Coal,2009,2,824757,321289572.0,29700321.38,319398122.0,4615.449996,-11987.860146,31222456506.5,31041062253.8,31222456506.5,31041062253.8,2009 Q2
Coal,2009,3,825252,366917366.0,33890179.494,364973817.0,4724.02083,-12273.728346,35648544299.7,35461994678.4,35648544299.7,35461994678.4,2009 Q3
Coal,2009,4,825252,327592015.0,30289804.786,325605734.0,4724.02083,-12273.728346,31831408944.8,31641684084.2,31831408944.8,31641684084.2,2009 Q4
Coal,2010,1,1014972,330344721.0,30625758.716,328045011.0,4950.829638,-12873.2973,32096548629.8,31876192806.2,32096548629.8,31876192806.2,2010 Q1
Coal,2010,2,1014972,325208888.0,30111227.793,322515301.0,4950.829638,-12873.2973,31588216364.7,31329325527.3,31588216364.7,31329325527.3,2010 Q2
Coal,2010,3,1014972,380294843.0,34967256.345,376615370.0,4950.829638,-12873.2973,36933716687.6,36578452647.5,36933716687.6,36578452647.5,2010 Q3
Coal,2010,4,1014972,329908619.0,30601516.636,326200426.0,4950.829638,-12873.2973,32045612597.1,31688443435.2,32045612597.1,31688443435.2,2010 Q4
Coal,2011,1,1218762,344403338.0,32000305.199,340499966.0,5253.262761,-13703.499168,33458942988.9,33083019248.7,33458942988.9,33083019248.7,2011 Q1
Coal,2011,2,1218762,363825670.0,33911513.708,360024146.0,5253.262761,-13703.499168,35333357295.0,34966397901.9,35333357295.0,34966397901.9,2011 Q2
