fuel category,year,month,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,quarter,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),datetime
Coal,2001,1,21277,1437499.0,128565.761,1311662.0,42.170872,-314.560486,1,139212688.5,127315098.0,139212688.5,127315098.0,2001-01-01
Coal,2001,2,21277,1386762.0,125489.0,1227371.0,42.170872,-314.560486,1,134035683.6,119030986.8,134035683.6,119030986.8,2001-02-01
Coal,2001,3,21277,1414843.0,132084.651,1274134.0,42.170872,-314.560486,1,136950964.5,123689762.4,136950964.5,123689762.4,2001-03-01
Coal,2001,4,21277,1038055.0,105765.676,971897.0,42.170872,-314.560486,2,100645980.3,94389600.6,100645980.3,94389600.6,2001-04-01
Coal,2001,5,21277,1347807.0,135128.054,1248366.0,42.170872,-314.560486,2,130622374.5,121204316.4,130622374.5,121204316.4,2001-05-01
Coal,2001,6,21277,1367855.0,131195.644,1286028.0,42.170872,-314.560486,2,132661364.1,124893228.6,132661364.1,124893228.6,2001-06-01
Coal,2001,7,21277,1378221.0,131717.333,1302011.0,42.170872,-314.560486,3,133713024.9,126462450.3,133713024.9,126462450.3,2001-07-01
Coal,2001,8,21277,1340063.0,133221.784,1257218.0,42.170872,-314.560486,3,129981369.3,122103149.7,129981369.3,122103149.7,2001-08-01
Coal,2001,9,21277,1367299.0,130452.133,1230147.0,42.170872,-314.560486,3,132261312.9,119360659.5,132261312.9,119360659.5,2001-09-01
Coal,2001,10,21277,1289808.0,127339.898,1175738.0,42.170872,-314.560486,4,124826169.0,114089658.6,124826169.0,114089658.6,2001-10-01
Coal,2001,11,21277,1401923.0,134068.249,1253440.0,42.170872,-314.560486,4,135534374.7,121581944.4,135534374.7,121581944.4,2001-11-01
Coal,2001,12,21277,1328469.0,123416.096,1179543.0,42.170872,-314.560486,4,128435728.5,114448292.1,128435728.5,114448292.1,2001-12-01
Coal,2002,1,31950,1411339.0,128334.804,1359814.0,63.474291,-472.667014,1,136616736.6,131722815.6,136616736.6,131722815.6,2002-01-01
Coal,2002,2,31950,1189041.0,109984.039,1126012.0,63.474291,-472.667014,1,115291196.7,109283568.0,115291196.7,109283568.0,2002-02-01
Coal,2002,3,31950,1263534.0,121579.432,1219086.0,63.474291,-472.667014,1,122673981.6,118408095.6,122673981.6,118408095.6,2002-03-01
Coal,2002,4,31950,1351786.0,125423.037,1290583.0,63.474291,-472.667014,2,130927202.1,125141376.3,130927202.1,125141376.3,2002-04-01
Coal,2002,5,31950,1530575.0,135340.324,1442607.0,63.474291,-472.667014,2,148188473.4,139838865.0,148188473.4,139838865.0,2002-05-01
Coal,2002,6,31950,1376133.0,127513.599,1301642.0,63.474291,-472.667014,2,133309806.3,126222750.0,133309806.3,126222750.0,2002-06-01
Coal,2002,7,31950,1379974.0,132504.106,1328861.0,63.474291,-472.667014,3,133947864.0,129048601.2,133947864.0,129048601.2,2002-07-01
Coal,2002,8,31950,1290885.0,125095.04,1247007.0,63.474291,-472.667014,3,125327538.0,121117114.5,125327538.0,121117114.5,2002-08-01
Coal,2002,9,31950,1364405.0,127562.358,1301036.0,63.474291,-472.667014,3,132188950.8,126170199.9,132188950.8,126170199.9,2002-09-01
Coal,2002,10,31950,1041422.0,99805.0,1028956.0,63.474291,-472.667014,4,101226218.4,100014523.2,101226218.4,100014523.2,2002-10-01
Coal,2002,11,31950,1260814.0,126909.0,1236353.0,63.474291,-472.667014,4,122551120.8,120173511.6,122551120.8,120173511.6,2002-11-01
Coal,2002,12,31950,1234816.0,122946.0,1210640.0,63.474291,-472.667014,4,120024115.2,117674208.0,120024115.2,117674208.0,2002-12-01
Coal,2003,1,21277,1425051.0,136591.0,1338990.0,42.170872,-314.560486,1,137955416.4,129812918.7,137955416.4,129812918.7,2003-01-01
Coal,2003,2,21277,1158860.0,115337.0,1131894.0,42.170872,-314.560486,1,112641192.0,110020096.8,112641192.0,110020096.8,2003-02-01
Coal,2003,3,21277,1419012.0,135069.0,1356531.0,42.170872,-314.560486,1,137556748.8,131610930.6,137556748.8,131610930.6,2003-03-01
Coal,2003,4,21277,1332172.0,127525.0,1290380.0,42.170872,-314.560486,2,129216520.8,125236944.3,129216520.8,125236944.3,2003-04-01
Coal,2003,5,21277,1373233.0,133103.0,1334854.0,42.170872,-314.560486,2,133274574.0,129612385.2,133274574.0,129612385.2,2003-05-01
Coal,2003,6,21277,1408129.0,130136.0,1372530.0,42.170872,-314.560486,2,136407942.0,132966688.8,136407942.0,132966688.8,2003-06-01
Coal,2003,7,21277,1366870.0,133495.0,1331610.0,42.170872,-314.560486,3,132765040.8,129368808.9,132765040.8,129368808.9,2003-07-01
Coal,2003,8,21277,1432411.0,133154.0,1370974.0,42.170872,-314.560486,3,138785281.2,132949617.3,138785281.2,132949617.3,2003-08-01
Coal,2003,9,21277,1229725.0,117704.0,1187288.0,42.170872,-314.560486,3,119311182.0,115263194.1,119311182.0,115263194.1,2003-09-01
Coal,2003,10,21277,1392185.0,132635.0,1338438.0,42.170872,-314.560486,4,135097988.4,129953960.1,135097988.4,129953960.1,2003-10-01
Coal,2003,11,21277,1328103.0,127626.0,1277971.0,42.170872,-314.560486,4,128924254.8,124105521.3,128924254.8,124105521.3,2003-11-01
Coal,2003,12,21277,1521254.0,136772.0,1424978.0,42.170872,-314.560486,4,147256459.2,138106188.9,147256459.2,138106188.9,2003-12-01
