fuel category,year,month,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,quarter,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),datetime
Coal,2001,1,2246324,588701109.0,57241161.872,578323410.0,7749.319534,-15654.598484,1,55480981909.5,54512742592.8,55480981909.5,54512742592.8,2001-01-01
Coal,2001,2,2246324,497535326.0,48571457.838,489085610.0,7749.319534,-15654.598484,1,46887804092.4,46099445589.6,46887804092.4,46099445589.6,2001-02-01
Coal,2001,3,2246324,516394745.0,50397373.524,507340735.0,7749.319534,-15654.598484,1,48689370702.6,47844631569.6,48689370702.6,47844631569.6,2001-03-01
Coal,2001,4,2246324,460401229.0,44504868.379,452379160.0,7749.319534,-15654.598484,2,43396189413.9,42647730376.2,43396189413.9,42647730376.2,2001-04-01
Coal,2001,5,2246324,487983929.0,46632795.937,479366399.0,7749.319534,-15654.598484,2,45995353991.7,45191338442.7,45995353991.7,45191338442.7,2001-05-01
Coal,2001,6,2246324,521831073.0,49926165.16,513457032.0,7749.319534,-15654.598484,2,49200459832.8,48419161807.5,49200459832.8,48419161807.5,2001-06-01
Coal,2001,7,2246324,582810813.0,55511989.442,573207185.0,7749.319534,-15654.598484,3,54968430394.8,54072411902.4,54968430394.8,54072411902.4,2001-07-01
Coal,2001,8,2246324,604448969.0,57648891.921,594557294.0,7749.319534,-15654.598484,3,56998543276.2,56075649998.7,56998543276.2,56075649998.7,2001-08-01
Coal,2001,9,2246324,494379388.0,47349282.014,486115130.0,7749.319534,-15654.598484,3,46654613652.3,45883558380.9,46654613652.3,45883558380.9,2001-09-01
Coal,2001,10,2246324,478666464.0,45836286.981,469957758.0,7749.319534,-15654.598484,4,45149187886.8,44336665617.0,45149187886.8,44336665617.0,2001-10-01
Coal,2001,11,2246324,462888555.0,44551138.517,454796578.0,7749.319534,-15654.598484,4,43676380145.1,42921398691.0,43676380145.1,42921398691.0,2001-11-01
Coal,2001,12,2246324,502422383.0,48403778.963,494119985.0,7749.319534,-15654.598484,4,47374708385.1,46600094651.7,47374708385.1,46600094651.7,2001-12-01
Coal,2002,1,2168204,545496631.0,53085068.107,535910902.0,8053.448658,-16270.743701,1,51291821087.1,50406239972.4,51291821087.1,50406239972.4,2002-01-01
Coal,2002,2,2168204,472963903.0,46405586.314,464881361.0,8053.448658,-16270.743701,1,44468308670.4,43722922188.3,44468308670.4,43722922188.3,2002-02-01
Coal,2002,3,2168204,507443372.0,49513004.51,498458122.0,8053.448658,-16270.743701,1,47700132575.4,46871498981.7,47700132575.4,46871498981.7,2002-03-01
Coal,2002,4,2168204,470900574.0,45953989.202,462436329.0,8053.448658,-16270.743701,2,44271751231.2,43492350181.5,44271751231.2,43492350181.5,2002-04-01
Coal,2002,5,2168204,497672803.0,48088939.693,490169709.0,8053.448658,-16270.743701,2,46811220528.9,46119638010.9,46811220528.9,46119638010.9,2002-05-01
