fuel category,year,month,plant id,total fuel (mmbtu),generation (MWh),elec fuel (mmbtu),lat,lon,quarter,all fuel fossil CO2 (kg),elec fuel fossil CO2 (kg),all fuel total CO2 (kg),elec fuel total CO2 (kg),datetime
Coal,2001,1,139178,94260004.0,9036680.794,94260004.0,558.131011,-1738.379975,1,9169865261.2,9169865261.2,9169865261.2,9169865261.2,2001-01-01
Coal,2001,2,139178,86759743.0,8076163.608,86759743.0,558.131011,-1738.379975,1,8438370804.4,8438370804.4,8438370804.4,8438370804.4,2001-02-01
Coal,2001,3,139178,91860290.0,8555247.421,91860290.0,558.131011,-1738.379975,1,8932535117.3,8932535117.3,8932535117.3,8932535117.3,2001-03-01
Coal,2001,4,139178,82890126.0,7706623.645,82890126.0,558.131011,-1738.379975,2,8064805336.7,8064805336.7,8064805336.7,8064805336.7,2001-04-01
Coal,2001,5,139178,96309511.0,8816249.816,96309511.0,558.131011,-1738.379975,2,9366666512.1,9366666512.1,9366666512.1,9366666512.1,2001-05-01
Coal,2001,6,139178,105585672.0,9582737.332,105585672.0,558.131011,-1738.379975,2,10269870862.5,10269870862.5,10269870862.5,10269870862.5,2001-06-01
Coal,2001,7,139178,111900930.0,10208598.253,111900930.0,558.131011,-1738.379975,3,10883841777.7,10883841777.7,10883841777.7,10883841777.7,2001-07-01
Coal,2001,8,139178,107952031.0,9812894.7,107952031.0,558.131011,-1738.379975,3,10501148338.2,10501148338.2,10501148338.2,10501148338.2,2001-08-01
Coal,2001,9,139178,98488537.0,8945078.429,98488537.0,558.131011,-1738.379975,3,9580583289.1,9580583289.1,9580583289.1,9580583289.1,2001-09-01
Coal,2001,10,139178,81843515.0,7534984.147,81843515.0,558.131011,-1738.379975,4,7971303130.2,7971303130.2,7971303130.2,7971303130.2,2001-10-01
Coal,2001,11,139178,86661766.0,7959638.879,86661766.0,558.131011,-1738.379975,4,8432791280.5,8432791280.5,8432791280.5,8432791280.5,2001-11-01
Coal,2001,12,139178,97649831.0,8818492.731,97649831.0,558.131011,-1738.379975,4,9496954776.7,9496954776.7,9496954776.7,9496954776.7,2001-12-01
Coal,2002,1,135681,94407275.0,9298224.0,94407275.0,526.310411,-1642.325575,1,9153356268.1,9153356268.1,9153356268.1,9153356268.1,2002-01-01
Coal,2002,2,135681,88626853.0,8136845.37,88626853.0,526.310411,-1642.325575,1,8598667679.0,8598667679.0,8598667679.0,8598667679.0,2002-02-01
Coal,2002,3,135681,82457030.0,7679372.364,82457030.0,526.310411,-1642.325575,1,8006861733.6,8006861733.6,8006861733.6,8006861733.6,2002-03-01
Coal,2002,4,135681,88777054.0,8238874.574,88777054.0,526.310411,-1642.325575,2,8623958002.6,8623958002.6,8623958002.6,8623958002.6,2002-04-01
Coal,2002,5,135681,100035785.0,9508267.505,100035785.0,526.310411,-1642.325575,2,9723051890.1,9723051890.1,9723051890.1,9723051890.1,2002-05-01
Coal,2002,6,135681,104027875.0,9694950.925,104027875.0,526.310411,-1642.325575,2,10102154664.6,10102154664.6,10102154664.6,10102154664.6,2002-06-01
Coal,2002,7,135681,106706821.0,9889053.925,106706821.0,526.310411,-1642.325575,3,10362593120.3,10362593120.3,10362593120.3,10362593120.3,2002-07-01
Coal,2002,8,135681,106555777.0,9911915.063,106555777.0,526.310411,-1642.325575,3,10346325777.8,10346325777.8,10346325777.8,10346325777.8,2002-08-01
Coal,2002,9,135681,99034333.0,9238051.509,99034333.0,526.310411,-1642.325575,3,9620838400.8,9620838400.8,9620838400.8,9620838400.8,2002-09-01
Coal,2002,10,135681,90381154.0,8356322.007,90381154.0,526.310411,-1642.325575,4,8780871414.8,8780871414.8,8780871414.8,8780871414.8,2002-10-01
Coal,2002,11,135681,84376129.0,7981589.0,84376129.0,526.310411,-1642.325575,4,8207642496.7,8207642496.7,8207642496.7,8207642496.7,2002-11-01
Coal,2002,12,135681,104516128.0,9795769.838,104516128.0,526.310411,-1642.325575,4,10152750157.3,10152750157.3,10152750157.3,10152750157.3,2002-12-01
Coal,2003,1,145654,112079178.0,10563720.0,112079178.0,618.265711,-1931.846642,1,10920687506.1,10920687506.1,10920687506.1,10920687506.1,2003-01-01
Coal,2003,2,145654,84968256.0,7740311.719,84968256.0,618.265711,-1931.846642,1,8277758066.2,8277758066.2,8277758066.2,8277758066.2,2003-02-01
Coal,2003,3,145654,80737618.0,7605437.437,80737618.0,618.265711,-1931.846642,1,7863755167.1,7863755167.1,7863755167.1,7863755167.1,2003-03-01
Coal,2003,4,145654,92574889.0,8808381.88,92574889.0,618.265711,-1931.846642,2,9019502976.3,9019502976.3,9019502976.3,9019502976.3,2003-04-01
