nerc,fuel category,year,month,active capacity,datetime
HICC,Wind,2001,11,11.4,2001-11-01
HICC,Wind,2001,12,11.4,2001-12-01
HICC,Wind,2002,1,11.4,2002-01-01
HICC,Wind,2002,2,11.4,2002-02-01
HICC,Wind,2002,3,11.4,2002-03-01
HICC,Wind,2002,4,11.4,2002-04-01
HICC,Wind,2002,5,11.4,2002-05-01
HICC,Wind,2002,6,11.4,2002-06-01
HICC,Wind,2002,7,11.4,2002-07-01
HICC,Wind,2002,8,11.4,2002-08-01
HICC,Wind,2002,9,11.4,2002-09-01
HICC,Wind,2002,10,11.4,2002-10-01
HICC,Wind,2002,11,11.4,2002-11-01
HICC,Wind,2002,12,11.4,2002-12-01
HICC,Wind,2003,1,11.4,2003-01-01
HICC,Wind,2003,2,11.4,2003-02-01
HICC,Wind,2003,3,11.4,2003-03-01
HICC,Wind,2003,4,11.4,2003-04-01
HICC,Wind,2003,5,11.4,2003-05-01
HICC,Wind,2003,6,11.4,2003-06-01
HICC,Wind,2003,7,11.4,2003-07-01
HICC,Wind,2003,8,11.4,2003-08-01
HICC,Wind,2003,9,11.4,2003-09-01
HICC,Wind,2003,10,11.4,2003-10-01
HICC,Wind,2003,11,11.4,2003-11-01
HICC,Wind,2003,12,11.4,2003-12-01
HICC,Wind,2004,1,11.4,2004-01-01
HICC,Wind,2004,2,11.4,2004-02-01
HICC,Wind,2004,3,11.4,2004-03-01
HICC,Wind,2004,4,11.4,2004-04-01
HICC,Wind,2004,5,11.4,2004-05-01
HICC,Wind,2004,6,11.4,2004-06-01
HICC,Wind,2004,7,11.4,2004-07-01
HICC,Wind,2004,8,11.4,2004-08-01
HICC,Wind,2004,9,11.4,2004-09-01
HICC,Wind,2004,10,11.4,2004-10-01
HICC,Wind,2004,11,11.4,2004-11-01
HICC,Wind,2004,12,11.4,2004-12-01
HICC,Wind,2005,1,11.4,2005-01-01
HICC,Wind,2005,2,11.4,2005-02-01
HICC,Wind,2005,3,11.4,2005-03-01
HICC,Wind,2005,4,11.4,2005-04-01
HICC,Wind,2005,5,11.4,2005-05-01
HICC,Wind,2005,6,11.4,2005-06-01
HICC,Wind,2005,7,11.4,2005-07-01
HICC,Wind,2005,8,11.4,2005-08-01
HICC,Wind,2005,9,11.4,2005-09-01
HICC,Wind,2005,10,11.4,2005-10-01
HICC,Wind,2005,11,11.4,2005-11-01
HICC,Wind,2005,12,11.4,2005-12-01
HICC,Wind,2006,1,41.4,2006-01-01
HICC,Wind,2006,2,41.4,2006-02-01
HICC,Wind,2006,3,41.4,2006-03-01
HICC,Wind,2006,4,41.4,2006-04-01
HICC,Wind,2006,5,52.0,2006-05-01
HICC,Wind,2006,6,52.0,2006-06-01
HICC,Wind,2006,7,52.0,2006-07-01
HICC,Wind,2006,8,52.0,2006-08-01
HICC,Wind,2006,9,42.8,2006-09-01
HICC,Wind,2006,10,42.8,2006-10-01
HICC,Wind,2006,11,42.8,2006-11-01
HICC,Wind,2006,12,42.8,2006-12-01
HICC,Wind,2007,1,42.8,2007-01-01
HICC,Wind,2007,2,42.8,2007-02-01
HICC,Wind,2007,3,42.8,2007-03-01
HICC,Wind,2007,4,63.8,2007-04-01
HICC,Wind,2007,5,63.8,2007-05-01
HICC,Wind,2007,6,63.8,2007-06-01
HICC,Wind,2007,7,63.8,2007-07-01
HICC,Wind,2007,8,63.8,2007-08-01
HICC,Wind,2007,9,63.8,2007-09-01
HICC,Wind,2007,10,63.8,2007-10-01
HICC,Wind,2007,11,63.8,2007-11-01
HICC,Wind,2007,12,63.8,2007-12-01
HICC,Wind,2008,1,63.8,2008-01-01
HICC,Wind,2008,2,63.8,2008-02-01
HICC,Wind,2008,3,63.8,2008-03-01
HICC,Wind,2008,4,63.8,2008-04-01
HICC,Wind,2008,5,63.8,2008-05-01
HICC,Wind,2008,6,63.8,2008-06-01
HICC,Wind,2008,7,63.8,2008-07-01
HICC,Wind,2008,8,63.8,2008-08-01
HICC,Wind,2008,9,63.8,2008-09-01
HICC,Wind,2008,10,63.8,2008-10-01
HICC,Wind,2008,11,63.8,2008-11-01
HICC,Wind,2008,12,63.8,2008-12-01
HICC,Wind,2009,1,63.8,2009-01-01
HICC,Wind,2009,2,63.8,2009-02-01
HICC,Wind,2009,3,63.8,2009-03-01
HICC,Wind,2009,4,63.8,2009-04-01
HICC,Wind,2009,5,63.8,2009-05-01
HICC,Wind,2009,6,63.8,2009-06-01
HICC,Wind,2009,7,63.8,2009-07-01
HICC,Wind,2009,8,63.8,2009-08-01
HICC,Wind,2009,9,63.8,2009-09-01
HICC,Wind,2009,10,63.8,2009-10-01
HICC,Wind,2009,11,63.8,2009-11-01
HICC,Wind,2009,12,63.8,2009-12-01
HICC,Wind,2010,1,63.8,2010-01-01
HICC,Wind,2010,2,63.8,2010-02-01
HICC,Wind,2010,3,63.8,2010-03-01
HICC,Wind,2010,4,63.8,2010-04-01
HICC,Wind,2010,5,63.8,2010-05-01
HICC,Wind,2010,6,63.8,2010-06-01
HICC,Wind,2010,7,63.8,2010-07-01
HICC,Wind,2010,8,63.8,2010-08-01
HICC,Wind,2010,9,63.8,2010-09-01
HICC,Wind,2010,10,63.8,2010-10-01
HICC,Wind,2010,11,63.8,2010-11-01
HICC,Wind,2010,12,63.8,2010-12-01
HICC,Wind,2011,1,61.6,2011-01-01
HICC,Wind,2011,2,61.6,2011-02-01
HICC,Wind,2011,3,91.6,2011-03-01
HICC,Wind,2011,4,91.6,2011-04-01
HICC,Wind,2011,5,91.6,2011-05-01
HICC,Wind,2011,6,91.6,2011-06-01
HICC,Wind,2011,7,91.6,2011-07-01
HICC,Wind,2011,8,91.6,2011-08-01
HICC,Wind,2011,9,91.6,2011-09-01
HICC,Wind,2011,10,91.6,2011-10-01
HICC,Wind,2011,11,91.6,2011-11-01
HICC,Wind,2011,12,91.6,2011-12-01
HICC,Wind,2012,1,91.6,2012-01-01
HICC,Wind,2012,2,91.6,2012-02-01
HICC,Wind,2012,3,91.6,2012-03-01
HICC,Wind,2012,4,91.6,2012-04-01
HICC,Wind,2012,5,91.6,2012-05-01
HICC,Wind,2012,6,112.6,2012-06-01
HICC,Wind,2012,7,112.6,2012-07-01
HICC,Wind,2012,8,112.6,2012-08-01
HICC,Wind,2012,9,112.6,2012-09-01
HICC,Wind,2012,10,112.6,2012-10-01
HICC,Wind,2012,11,181.6,2012-11-01
HICC,Wind,2012,12,205.6,2012-12-01
HICC,Wind,2013,1,205.6,2013-01-01
HICC,Wind,2013,2,205.6,2013-02-01
HICC,Wind,2013,3,205.6,2013-03-01
HICC,Wind,2013,4,205.6,2013-04-01
HICC,Wind,2013,5,205.6,2013-05-01
HICC,Wind,2013,6,205.6,2013-06-01
HICC,Wind,2013,7,205.6,2013-07-01
HICC,Wind,2013,8,205.6,2013-08-01
HICC,Wind,2013,9,205.6,2013-09-01
HICC,Wind,2013,10,205.6,2013-10-01
HICC,Wind,2013,11,205.6,2013-11-01
HICC,Wind,2013,12,205.6,2013-12-01
HICC,Wind,2014,1,205.6,2014-01-01
HICC,Wind,2014,2,205.6,2014-02-01
HICC,Wind,2014,3,205.6,2014-03-01
HICC,Wind,2014,4,205.6,2014-04-01
HICC,Wind,2014,5,205.6,2014-05-01
HICC,Wind,2014,6,205.6,2014-06-01
HICC,Wind,2014,7,205.6,2014-07-01
HICC,Wind,2014,8,205.6,2014-08-01
HICC,Wind,2014,9,205.6,2014-09-01
HICC,Wind,2014,10,205.6,2014-10-01
HICC,Wind,2014,11,205.6,2014-11-01
HICC,Wind,2014,12,205.6,2014-12-01
HICC,Wind,2015,1,205.6,2015-01-01
HICC,Wind,2015,2,205.6,2015-02-01
HICC,Wind,2015,3,205.6,2015-03-01
HICC,Wind,2015,4,205.6,2015-04-01
HICC,Wind,2015,5,205.6,2015-05-01
HICC,Wind,2015,6,205.6,2015-06-01
HICC,Wind,2015,7,205.6,2015-07-01
HICC,Wind,2015,8,205.6,2015-08-01
HICC,Wind,2015,9,205.6,2015-09-01
HICC,Wind,2015,10,205.6,2015-10-01
HICC,Wind,2015,11,205.6,2015-11-01
HICC,Wind,2015,12,205.6,2015-12-01
HICC,Wind,2016,1,205.6,2016-01-01
HICC,Wind,2016,2,205.6,2016-02-01
HICC,Wind,2016,3,205.6,2016-03-01
HICC,Wind,2016,4,205.6,2016-04-01
HICC,Wind,2016,5,205.6,2016-05-01
HICC,Wind,2016,6,205.6,2016-06-01
HICC,Wind,2016,7,205.6,2016-07-01
HICC,Wind,2016,8,205.6,2016-08-01
HICC,Wind,2016,9,205.6,2016-09-01
HICC,Wind,2016,10,205.6,2016-10-01
HICC,Wind,2016,11,205.6,2016-11-01
HICC,Wind,2016,12,205.6,2016-12-01
HICC,Wind,2017,1,205.6,2017-01-01
HICC,Wind,2017,2,205.6,2017-02-01
HICC,Wind,2017,3,205.6,2017-03-01
HICC,Wind,2017,4,205.6,2017-04-01
HICC,Wind,2017,5,205.6,2017-05-01
HICC,Wind,2017,6,205.6,2017-06-01
HICC,Wind,2017,7,205.6,2017-07-01
HICC,Wind,2017,8,205.6,2017-08-01
HICC,Wind,2017,9,205.6,2017-09-01
HICC,Wind,2017,10,205.6,2017-10-01
HICC,Wind,2017,11,205.6,2017-11-01
HICC,Wind,2017,12,205.6,2017-12-01
MRO,Coal,2001,1,22093.3,2001-01-01
MRO,Coal,2001,2,22093.3,2001-02-01
MRO,Coal,2001,3,22093.3,2001-03-01
MRO,Coal,2001,4,22093.3,2001-04-01
MRO,Coal,2001,5,22093.3,2001-05-01
MRO,Coal,2001,6,22093.3,2001-06-01
MRO,Coal,2001,7,22093.3,2001-07-01
MRO,Coal,2001,8,22093.3,2001-08-01
MRO,Coal,2001,9,22093.3,2001-09-01
MRO,Coal,2001,10,22093.3,2001-10-01
MRO,Coal,2001,11,22093.3,2001-11-01
MRO,Coal,2001,12,22093.3,2001-12-01
MRO,Coal,2002,1,22093.3,2002-01-01
MRO,Coal,2002,2,22093.3,2002-02-01
MRO,Coal,2002,3,22084.0,2002-03-01
MRO,Coal,2002,4,22084.0,2002-04-01
MRO,Coal,2002,5,22084.0,2002-05-01
MRO,Coal,2002,6,22084.0,2002-06-01
MRO,Coal,2002,7,22012.3,2002-07-01
MRO,Coal,2002,8,22012.3,2002-08-01
MRO,Coal,2002,9,22012.3,2002-09-01
MRO,Coal,2002,10,22012.3,2002-10-01
MRO,Coal,2002,11,22012.3,2002-11-01
MRO,Coal,2002,12,22012.3,2002-12-01
MRO,Coal,2003,1,22012.3,2003-01-01
MRO,Coal,2003,2,22012.3,2003-02-01
MRO,Coal,2003,3,22012.3,2003-03-01
MRO,Coal,2003,4,22012.3,2003-04-01
MRO,Coal,2003,5,22012.3,2003-05-01
MRO,Coal,2003,6,22012.3,2003-06-01
MRO,Coal,2003,7,22012.3,2003-07-01
MRO,Coal,2003,8,22012.3,2003-08-01
MRO,Coal,2003,9,22012.3,2003-09-01
MRO,Coal,2003,10,22012.3,2003-10-01
MRO,Coal,2003,11,22012.3,2003-11-01
MRO,Coal,2003,12,22012.3,2003-12-01
MRO,Coal,2004,1,21997.3,2004-01-01
MRO,Coal,2004,2,21997.3,2004-02-01
MRO,Coal,2004,3,21997.3,2004-03-01
MRO,Coal,2004,4,21997.3,2004-04-01
MRO,Coal,2004,5,21997.3,2004-05-01
MRO,Coal,2004,6,21997.3,2004-06-01
MRO,Coal,2004,7,21994.3,2004-07-01
MRO,Coal,2004,8,21994.3,2004-08-01
MRO,Coal,2004,9,21994.3,2004-09-01
MRO,Coal,2004,10,21994.3,2004-10-01
MRO,Coal,2004,11,21994.3,2004-11-01
MRO,Coal,2004,12,21994.3,2004-12-01
MRO,Coal,2005,1,21974.3,2005-01-01
MRO,Coal,2005,2,21974.3,2005-02-01
MRO,Coal,2005,3,21974.3,2005-03-01
MRO,Coal,2005,4,21974.3,2005-04-01
MRO,Coal,2005,5,21989.4,2005-05-01
MRO,Coal,2005,6,21989.4,2005-06-01
MRO,Coal,2005,7,21989.4,2005-07-01
MRO,Coal,2005,8,21989.4,2005-08-01
MRO,Coal,2005,9,21989.4,2005-09-01
MRO,Coal,2005,10,21989.4,2005-10-01
MRO,Coal,2005,11,21989.4,2005-11-01
MRO,Coal,2005,12,21989.4,2005-12-01
MRO,Coal,2006,1,21981.7,2006-01-01
MRO,Coal,2006,2,21974.9,2006-02-01
MRO,Coal,2006,3,21960.8,2006-03-01
MRO,Coal,2006,4,21960.8,2006-04-01
MRO,Coal,2006,5,21960.8,2006-05-01
MRO,Coal,2006,6,21960.8,2006-06-01
MRO,Coal,2006,7,21960.8,2006-07-01
MRO,Coal,2006,8,21960.8,2006-08-01
MRO,Coal,2006,9,21956.8,2006-09-01
MRO,Coal,2006,10,21956.8,2006-10-01
MRO,Coal,2006,11,21956.8,2006-11-01
MRO,Coal,2006,12,21956.8,2006-12-01
MRO,Coal,2007,1,21952.8,2007-01-01
MRO,Coal,2007,2,21952.8,2007-02-01
MRO,Coal,2007,3,21952.8,2007-03-01
MRO,Coal,2007,4,21952.8,2007-04-01
MRO,Coal,2007,5,21952.8,2007-05-01
MRO,Coal,2007,6,22766.4,2007-06-01
MRO,Coal,2007,7,22766.4,2007-07-01
MRO,Coal,2007,8,22766.4,2007-08-01
MRO,Coal,2007,9,22766.4,2007-09-01
MRO,Coal,2007,10,22766.4,2007-10-01
MRO,Coal,2007,11,22766.4,2007-11-01
MRO,Coal,2007,12,22766.4,2007-12-01
MRO,Coal,2008,1,22439.4,2008-01-01
MRO,Coal,2008,2,22439.4,2008-02-01
MRO,Coal,2008,3,22439.4,2008-03-01
MRO,Coal,2008,4,22439.4,2008-04-01
MRO,Coal,2008,5,22439.4,2008-05-01
MRO,Coal,2008,6,22439.4,2008-06-01
MRO,Coal,2008,7,22973.0,2008-07-01
MRO,Coal,2008,8,22973.0,2008-08-01
MRO,Coal,2008,9,22973.0,2008-09-01
MRO,Coal,2008,10,22973.0,2008-10-01
MRO,Coal,2008,11,22941.6,2008-11-01
MRO,Coal,2008,12,22941.6,2008-12-01
MRO,Coal,2009,1,22941.6,2009-01-01
MRO,Coal,2009,2,23016.6,2009-02-01
MRO,Coal,2009,3,23016.6,2009-03-01
MRO,Coal,2009,4,23121.6,2009-04-01
MRO,Coal,2009,5,23558.8,2009-05-01
MRO,Coal,2009,6,23558.8,2009-06-01
MRO,Coal,2009,7,23558.8,2009-07-01
MRO,Coal,2009,8,23558.8,2009-08-01
MRO,Coal,2009,9,23558.8,2009-09-01
MRO,Coal,2009,10,23558.8,2009-10-01
MRO,Coal,2009,11,23557.3,2009-11-01
MRO,Coal,2009,12,23557.3,2009-12-01
MRO,Coal,2010,1,23557.3,2010-01-01
MRO,Coal,2010,2,23557.3,2010-02-01
MRO,Coal,2010,3,23545.7,2010-03-01
MRO,Coal,2010,4,23545.7,2010-04-01
MRO,Coal,2010,5,23545.7,2010-05-01
MRO,Coal,2010,6,23545.7,2010-06-01
MRO,Coal,2010,7,23545.7,2010-07-01
MRO,Coal,2010,8,23545.7,2010-08-01
MRO,Coal,2010,9,23545.7,2010-09-01
MRO,Coal,2010,10,23545.7,2010-10-01
MRO,Coal,2010,11,23545.7,2010-11-01
MRO,Coal,2010,12,23387.3,2010-12-01
MRO,Coal,2011,1,23387.3,2011-01-01
MRO,Coal,2011,2,23387.3,2011-02-01
MRO,Coal,2011,3,23387.3,2011-03-01
MRO,Coal,2011,4,23387.3,2011-04-01
MRO,Coal,2011,5,23387.3,2011-05-01
MRO,Coal,2011,6,23619.3,2011-06-01
MRO,Coal,2011,7,23619.3,2011-07-01
MRO,Coal,2011,8,23619.3,2011-08-01
MRO,Coal,2011,9,23619.3,2011-09-01
MRO,Coal,2011,10,23619.3,2011-10-01
MRO,Coal,2011,11,23619.3,2011-11-01
MRO,Coal,2011,12,23619.3,2011-12-01
MRO,Coal,2012,1,23554.3,2012-01-01
MRO,Coal,2012,2,23554.3,2012-02-01
MRO,Coal,2012,3,23554.3,2012-03-01
MRO,Coal,2012,4,23495.5,2012-04-01
MRO,Coal,2012,5,23493.5,2012-05-01
MRO,Coal,2012,6,23493.5,2012-06-01
MRO,Coal,2012,7,23493.5,2012-07-01
MRO,Coal,2012,8,23493.5,2012-08-01
MRO,Coal,2012,9,23493.5,2012-09-01
MRO,Coal,2012,10,23493.5,2012-10-01
MRO,Coal,2012,11,23493.5,2012-11-01
MRO,Coal,2012,12,23493.5,2012-12-01
MRO,Coal,2013,1,23493.5,2013-01-01
MRO,Coal,2013,2,23493.5,2013-02-01
MRO,Coal,2013,3,23493.5,2013-03-01
MRO,Coal,2013,4,23491.0,2013-04-01
MRO,Coal,2013,5,23491.0,2013-05-01
MRO,Coal,2013,6,23491.0,2013-06-01
MRO,Coal,2013,7,23461.6,2013-07-01
MRO,Coal,2013,8,23461.6,2013-08-01
MRO,Coal,2013,9,23457.6,2013-09-01
MRO,Coal,2013,10,23455.1,2013-10-01
MRO,Coal,2013,11,23455.1,2013-11-01
MRO,Coal,2013,12,23391.1,2013-12-01
MRO,Coal,2014,1,23391.1,2014-01-01
MRO,Coal,2014,2,23391.1,2014-02-01
MRO,Coal,2014,3,23391.1,2014-03-01
MRO,Coal,2014,4,23391.1,2014-04-01
MRO,Coal,2014,5,23391.1,2014-05-01
MRO,Coal,2014,6,23391.1,2014-06-01
MRO,Coal,2014,7,23364.2,2014-07-01
MRO,Coal,2014,8,23364.2,2014-08-01
MRO,Coal,2014,9,23364.2,2014-09-01
MRO,Coal,2014,10,23321.8,2014-10-01
MRO,Coal,2014,11,23303.2,2014-11-01
MRO,Coal,2014,12,23303.2,2014-12-01
MRO,Coal,2015,1,23302.6,2015-01-01
MRO,Coal,2015,2,23302.6,2015-02-01
MRO,Coal,2015,3,23302.6,2015-03-01
MRO,Coal,2015,4,23184.4,2015-04-01
MRO,Coal,2015,5,22952.4,2015-05-01
MRO,Coal,2015,6,22868.0,2015-06-01
MRO,Coal,2015,7,22699.8,2015-07-01
MRO,Coal,2015,8,22699.8,2015-08-01
MRO,Coal,2015,9,22699.8,2015-09-01
MRO,Coal,2015,10,22699.8,2015-10-01
MRO,Coal,2015,11,22697.3,2015-11-01
MRO,Coal,2015,12,22697.3,2015-12-01
MRO,Coal,2016,1,22361.0,2016-01-01
MRO,Coal,2016,2,22335.0,2016-02-01
MRO,Coal,2016,3,22335.0,2016-03-01
MRO,Coal,2016,4,22335.0,2016-04-01
MRO,Coal,2016,5,21917.0,2016-05-01
MRO,Coal,2016,6,21917.0,2016-06-01
MRO,Coal,2016,7,21917.0,2016-07-01
MRO,Coal,2016,8,21917.0,2016-08-01
MRO,Coal,2016,9,21917.0,2016-09-01
MRO,Coal,2016,10,21917.0,2016-10-01
MRO,Coal,2016,11,21917.0,2016-11-01
MRO,Coal,2016,12,21917.0,2016-12-01
MRO,Coal,2017,1,21917.0,2017-01-01
MRO,Coal,2017,2,21917.0,2017-02-01
MRO,Coal,2017,3,21917.0,2017-03-01
MRO,Coal,2017,4,21728.9,2017-04-01
MRO,Coal,2017,5,21728.9,2017-05-01
MRO,Coal,2017,6,21728.9,2017-06-01
MRO,Coal,2017,7,21728.9,2017-07-01
MRO,Coal,2017,8,21728.9,2017-08-01
MRO,Coal,2017,9,21728.9,2017-09-01
MRO,Coal,2017,10,21728.9,2017-10-01
MRO,Coal,2017,11,21728.9,2017-11-01
MRO,Coal,2017,12,21728.9,2017-12-01
MRO,Hydro,2001,1,3003.3,2001-01-01
MRO,Hydro,2001,2,3003.3,2001-02-01
MRO,Hydro,2001,3,3003.3,2001-03-01
MRO,Hydro,2001,4,3003.3,2001-04-01
MRO,Hydro,2001,5,3003.3,2001-05-01
MRO,Hydro,2001,6,3003.3,2001-06-01
MRO,Hydro,2001,7,3003.3,2001-07-01
MRO,Hydro,2001,8,3003.3,2001-08-01
MRO,Hydro,2001,9,3003.3,2001-09-01
MRO,Hydro,2001,10,3003.3,2001-10-01
MRO,Hydro,2001,11,3003.3,2001-11-01
MRO,Hydro,2001,12,3003.3,2001-12-01
MRO,Hydro,2002,1,3003.3,2002-01-01
MRO,Hydro,2002,2,3003.3,2002-02-01
MRO,Hydro,2002,3,3003.3,2002-03-01
MRO,Hydro,2002,4,3003.3,2002-04-01
MRO,Hydro,2002,5,3003.3,2002-05-01
MRO,Hydro,2002,6,3003.3,2002-06-01
MRO,Hydro,2002,7,3003.3,2002-07-01
MRO,Hydro,2002,8,3003.3,2002-08-01
MRO,Hydro,2002,9,3003.3,2002-09-01
MRO,Hydro,2002,10,3003.3,2002-10-01
MRO,Hydro,2002,11,3003.3,2002-11-01
MRO,Hydro,2002,12,3003.3,2002-12-01
MRO,Hydro,2003,1,3003.3,2003-01-01
MRO,Hydro,2003,2,3003.3,2003-02-01
MRO,Hydro,2003,3,3003.3,2003-03-01
MRO,Hydro,2003,4,3003.3,2003-04-01
MRO,Hydro,2003,5,3003.3,2003-05-01
MRO,Hydro,2003,6,3003.3,2003-06-01
MRO,Hydro,2003,7,3003.3,2003-07-01
MRO,Hydro,2003,8,3003.3,2003-08-01
MRO,Hydro,2003,9,3003.3,2003-09-01
MRO,Hydro,2003,10,3003.3,2003-10-01
MRO,Hydro,2003,11,3003.3,2003-11-01
MRO,Hydro,2003,12,3003.3,2003-12-01
MRO,Hydro,2004,1,3003.3,2004-01-01
MRO,Hydro,2004,2,3003.3,2004-02-01
MRO,Hydro,2004,3,3003.3,2004-03-01
MRO,Hydro,2004,4,3003.3,2004-04-01
MRO,Hydro,2004,5,3003.3,2004-05-01
MRO,Hydro,2004,6,3003.3,2004-06-01
MRO,Hydro,2004,7,3003.3,2004-07-01
MRO,Hydro,2004,8,3003.3,2004-08-01
MRO,Hydro,2004,9,3003.3,2004-09-01
MRO,Hydro,2004,10,3003.3,2004-10-01
MRO,Hydro,2004,11,3003.3,2004-11-01
MRO,Hydro,2004,12,3003.3,2004-12-01
MRO,Hydro,2005,1,3003.3,2005-01-01
MRO,Hydro,2005,2,3003.3,2005-02-01
MRO,Hydro,2005,3,3003.3,2005-03-01
MRO,Hydro,2005,4,3003.3,2005-04-01
MRO,Hydro,2005,5,3003.3,2005-05-01
MRO,Hydro,2005,6,3003.3,2005-06-01
MRO,Hydro,2005,7,3003.3,2005-07-01
MRO,Hydro,2005,8,3003.3,2005-08-01
MRO,Hydro,2005,9,3003.3,2005-09-01
MRO,Hydro,2005,10,3003.3,2005-10-01
MRO,Hydro,2005,11,3003.3,2005-11-01
MRO,Hydro,2005,12,3003.3,2005-12-01
MRO,Hydro,2006,1,3003.3,2006-01-01
MRO,Hydro,2006,2,3003.3,2006-02-01
MRO,Hydro,2006,3,3003.3,2006-03-01
MRO,Hydro,2006,4,3003.3,2006-04-01
MRO,Hydro,2006,5,3003.3,2006-05-01
MRO,Hydro,2006,6,3003.3,2006-06-01
MRO,Hydro,2006,7,3003.3,2006-07-01
MRO,Hydro,2006,8,3003.3,2006-08-01
MRO,Hydro,2006,9,3003.3,2006-09-01
MRO,Hydro,2006,10,3002.3,2006-10-01
MRO,Hydro,2006,11,3002.3,2006-11-01
MRO,Hydro,2006,12,3002.3,2006-12-01
MRO,Hydro,2007,1,3001.0,2007-01-01
MRO,Hydro,2007,2,3001.0,2007-02-01
MRO,Hydro,2007,3,3001.0,2007-03-01
MRO,Hydro,2007,4,3001.0,2007-04-01
MRO,Hydro,2007,5,3001.0,2007-05-01
MRO,Hydro,2007,6,3001.0,2007-06-01
MRO,Hydro,2007,7,3001.0,2007-07-01
MRO,Hydro,2007,8,3001.0,2007-08-01
MRO,Hydro,2007,9,3001.0,2007-09-01
MRO,Hydro,2007,10,3001.0,2007-10-01
MRO,Hydro,2007,11,3001.0,2007-11-01
MRO,Hydro,2007,12,3001.0,2007-12-01
MRO,Hydro,2008,1,2999.6,2008-01-01
MRO,Hydro,2008,2,2999.6,2008-02-01
MRO,Hydro,2008,3,2999.6,2008-03-01
MRO,Hydro,2008,4,2999.6,2008-04-01
MRO,Hydro,2008,5,2999.6,2008-05-01
MRO,Hydro,2008,6,2999.6,2008-06-01
MRO,Hydro,2008,7,2999.6,2008-07-01
MRO,Hydro,2008,8,2999.6,2008-08-01
MRO,Hydro,2008,9,2999.6,2008-09-01
MRO,Hydro,2008,10,2999.6,2008-10-01
MRO,Hydro,2008,11,2999.6,2008-11-01
MRO,Hydro,2008,12,2999.6,2008-12-01
MRO,Hydro,2009,1,2999.6,2009-01-01
MRO,Hydro,2009,2,2999.6,2009-02-01
MRO,Hydro,2009,3,2999.6,2009-03-01
MRO,Hydro,2009,4,2999.6,2009-04-01
MRO,Hydro,2009,5,2999.6,2009-05-01
MRO,Hydro,2009,6,2999.6,2009-06-01
MRO,Hydro,2009,7,2999.6,2009-07-01
MRO,Hydro,2009,8,2999.6,2009-08-01
MRO,Hydro,2009,9,2999.6,2009-09-01
MRO,Hydro,2009,10,2999.6,2009-10-01
MRO,Hydro,2009,11,2999.6,2009-11-01
MRO,Hydro,2009,12,2999.6,2009-12-01
MRO,Hydro,2010,1,2999.6,2010-01-01
MRO,Hydro,2010,2,2999.6,2010-02-01
MRO,Hydro,2010,3,2999.6,2010-03-01
MRO,Hydro,2010,4,2999.6,2010-04-01
MRO,Hydro,2010,5,2999.6,2010-05-01
MRO,Hydro,2010,6,2999.6,2010-06-01
MRO,Hydro,2010,7,2999.6,2010-07-01
MRO,Hydro,2010,8,2999.6,2010-08-01
MRO,Hydro,2010,9,2999.6,2010-09-01
MRO,Hydro,2010,10,2999.6,2010-10-01
MRO,Hydro,2010,11,2999.6,2010-11-01
MRO,Hydro,2010,12,2999.6,2010-12-01
MRO,Hydro,2011,1,2999.3,2011-01-01
MRO,Hydro,2011,2,2999.3,2011-02-01
MRO,Hydro,2011,3,2999.3,2011-03-01
MRO,Hydro,2011,4,2999.3,2011-04-01
MRO,Hydro,2011,5,2999.3,2011-05-01
MRO,Hydro,2011,6,2999.3,2011-06-01
MRO,Hydro,2011,7,2999.3,2011-07-01
MRO,Hydro,2011,8,2999.3,2011-08-01
MRO,Hydro,2011,9,2999.3,2011-09-01
MRO,Hydro,2011,10,2999.3,2011-10-01
MRO,Hydro,2011,11,2999.3,2011-11-01
MRO,Hydro,2011,12,3008.9,2011-12-01
MRO,Hydro,2012,1,3008.9,2012-01-01
MRO,Hydro,2012,2,3008.9,2012-02-01
MRO,Hydro,2012,3,3008.9,2012-03-01
MRO,Hydro,2012,4,3008.9,2012-04-01
MRO,Hydro,2012,5,3008.9,2012-05-01
MRO,Hydro,2012,6,3003.3,2012-06-01
MRO,Hydro,2012,7,3003.3,2012-07-01
MRO,Hydro,2012,8,3003.3,2012-08-01
MRO,Hydro,2012,9,3003.3,2012-09-01
MRO,Hydro,2012,10,3003.3,2012-10-01
MRO,Hydro,2012,11,3003.3,2012-11-01
MRO,Hydro,2012,12,3003.3,2012-12-01
MRO,Hydro,2013,1,3003.3,2013-01-01
MRO,Hydro,2013,2,3003.3,2013-02-01
MRO,Hydro,2013,3,3003.3,2013-03-01
MRO,Hydro,2013,4,3003.3,2013-04-01
MRO,Hydro,2013,5,3003.3,2013-05-01
MRO,Hydro,2013,6,3003.3,2013-06-01
MRO,Hydro,2013,7,3003.3,2013-07-01
MRO,Hydro,2013,8,3003.3,2013-08-01
MRO,Hydro,2013,9,3003.3,2013-09-01
MRO,Hydro,2013,10,3003.8,2013-10-01
MRO,Hydro,2013,11,3003.8,2013-11-01
MRO,Hydro,2013,12,3001.7,2013-12-01
MRO,Hydro,2014,1,3009.7,2014-01-01
MRO,Hydro,2014,2,3009.7,2014-02-01
MRO,Hydro,2014,3,3009.7,2014-03-01
MRO,Hydro,2014,4,3009.7,2014-04-01
MRO,Hydro,2014,5,3009.7,2014-05-01
MRO,Hydro,2014,6,3009.7,2014-06-01
