nerc,fuel category,year,month,active capacity,datetime
ASCC,Coal,2001,1,105.3,2001-01-01
ASCC,Coal,2001,2,105.3,2001-02-01
ASCC,Coal,2001,3,105.3,2001-03-01
ASCC,Coal,2001,4,105.3,2001-04-01
ASCC,Coal,2001,5,105.3,2001-05-01
ASCC,Coal,2001,6,105.3,2001-06-01
ASCC,Coal,2001,7,105.3,2001-07-01
ASCC,Coal,2001,8,105.3,2001-08-01
ASCC,Coal,2001,9,105.3,2001-09-01
ASCC,Coal,2001,10,105.3,2001-10-01
ASCC,Coal,2001,11,105.3,2001-11-01
ASCC,Coal,2001,12,105.3,2001-12-01
ASCC,Coal,2002,1,105.3,2002-01-01
ASCC,Coal,2002,2,105.3,2002-02-01
ASCC,Coal,2002,3,105.3,2002-03-01
ASCC,Coal,2002,4,105.3,2002-04-01
ASCC,Coal,2002,5,105.3,2002-05-01
ASCC,Coal,2002,6,105.3,2002-06-01
ASCC,Coal,2002,7,105.3,2002-07-01
ASCC,Coal,2002,8,105.3,2002-08-01
ASCC,Coal,2002,9,105.3,2002-09-01
ASCC,Coal,2002,10,105.3,2002-10-01
ASCC,Coal,2002,11,105.3,2002-11-01
ASCC,Coal,2002,12,105.3,2002-12-01
ASCC,Coal,2003,1,105.3,2003-01-01
ASCC,Coal,2003,2,105.3,2003-02-01
ASCC,Coal,2003,3,105.3,2003-03-01
ASCC,Coal,2003,4,105.3,2003-04-01
ASCC,Coal,2003,5,105.3,2003-05-01
ASCC,Coal,2003,6,105.3,2003-06-01
ASCC,Coal,2003,7,105.3,2003-07-01
ASCC,Coal,2003,8,105.3,2003-08-01
ASCC,Coal,2003,9,105.3,2003-09-01
ASCC,Coal,2003,10,105.3,2003-10-01
ASCC,Coal,2003,11,105.3,2003-11-01
ASCC,Coal,2003,12,105.3,2003-12-01
ASCC,Coal,2004,1,105.3,2004-01-01
ASCC,Coal,2004,2,105.3,2004-02-01
ASCC,Coal,2004,3,105.3,2004-03-01
ASCC,Coal,2004,4,105.3,2004-04-01
ASCC,Coal,2004,5,105.3,2004-05-01
ASCC,Coal,2004,6,105.3,2004-06-01
ASCC,Coal,2004,7,105.3,2004-07-01
ASCC,Coal,2004,8,105.3,2004-08-01
ASCC,Coal,2004,9,105.3,2004-09-01
ASCC,Coal,2004,10,105.3,2004-10-01
ASCC,Coal,2004,11,105.3,2004-11-01
ASCC,Coal,2004,12,105.3,2004-12-01
ASCC,Coal,2005,1,105.3,2005-01-01
ASCC,Coal,2005,2,105.3,2005-02-01
ASCC,Coal,2005,3,105.3,2005-03-01
ASCC,Coal,2005,4,105.3,2005-04-01
ASCC,Coal,2005,5,105.3,2005-05-01
ASCC,Coal,2005,6,105.3,2005-06-01
ASCC,Coal,2005,7,105.3,2005-07-01
ASCC,Coal,2005,8,105.3,2005-08-01
ASCC,Coal,2005,9,105.3,2005-09-01
ASCC,Coal,2005,10,105.3,2005-10-01
ASCC,Coal,2005,11,105.3,2005-11-01
ASCC,Coal,2005,12,105.3,2005-12-01
ASCC,Coal,2006,1,105.3,2006-01-01
ASCC,Coal,2006,2,105.3,2006-02-01
ASCC,Coal,2006,3,105.3,2006-03-01
ASCC,Coal,2006,4,105.3,2006-04-01
ASCC,Coal,2006,5,105.3,2006-05-01
ASCC,Coal,2006,6,105.3,2006-06-01
ASCC,Coal,2006,7,105.3,2006-07-01
ASCC,Coal,2006,8,105.3,2006-08-01
ASCC,Coal,2006,9,105.3,2006-09-01
ASCC,Coal,2006,10,105.3,2006-10-01
ASCC,Coal,2006,11,105.3,2006-11-01
ASCC,Coal,2006,12,105.3,2006-12-01
ASCC,Coal,2007,1,105.3,2007-01-01
ASCC,Coal,2007,2,105.3,2007-02-01
ASCC,Coal,2007,3,105.3,2007-03-01
ASCC,Coal,2007,4,105.3,2007-04-01
ASCC,Coal,2007,5,105.3,2007-05-01
ASCC,Coal,2007,6,105.3,2007-06-01
ASCC,Coal,2007,7,105.3,2007-07-01
ASCC,Coal,2007,8,105.3,2007-08-01
ASCC,Coal,2007,9,105.3,2007-09-01
ASCC,Coal,2007,10,105.3,2007-10-01
ASCC,Coal,2007,11,105.3,2007-11-01
ASCC,Coal,2007,12,105.3,2007-12-01
ASCC,Coal,2008,1,105.3,2008-01-01
ASCC,Coal,2008,2,105.3,2008-02-01
ASCC,Coal,2008,3,105.3,2008-03-01
ASCC,Coal,2008,4,105.3,2008-04-01
ASCC,Coal,2008,5,105.3,2008-05-01
ASCC,Coal,2008,6,105.3,2008-06-01
ASCC,Coal,2008,7,105.3,2008-07-01
ASCC,Coal,2008,8,105.3,2008-08-01
ASCC,Coal,2008,9,105.3,2008-09-01
ASCC,Coal,2008,10,105.3,2008-10-01
ASCC,Coal,2008,11,105.3,2008-11-01
ASCC,Coal,2008,12,105.3,2008-12-01
ASCC,Coal,2009,1,105.3,2009-01-01
ASCC,Coal,2009,2,105.3,2009-02-01
ASCC,Coal,2009,3,105.3,2009-03-01
ASCC,Coal,2009,4,105.3,2009-04-01
ASCC,Coal,2009,5,105.3,2009-05-01
ASCC,Coal,2009,6,105.3,2009-06-01
ASCC,Coal,2009,7,105.3,2009-07-01
ASCC,Coal,2009,8,105.3,2009-08-01
ASCC,Coal,2009,9,103.8,2009-09-01
ASCC,Coal,2009,10,103.8,2009-10-01
ASCC,Coal,2009,11,103.8,2009-11-01
ASCC,Coal,2009,12,103.8,2009-12-01
ASCC,Coal,2010,1,103.8,2010-01-01
ASCC,Coal,2010,2,103.8,2010-02-01
ASCC,Coal,2010,3,103.8,2010-03-01
ASCC,Coal,2010,4,103.8,2010-04-01
ASCC,Coal,2010,5,103.8,2010-05-01
ASCC,Coal,2010,6,103.8,2010-06-01
ASCC,Coal,2010,7,103.8,2010-07-01
ASCC,Coal,2010,8,103.8,2010-08-01
ASCC,Coal,2010,9,103.8,2010-09-01
ASCC,Coal,2010,10,103.8,2010-10-01
ASCC,Coal,2010,11,103.8,2010-11-01
ASCC,Coal,2010,12,103.8,2010-12-01
ASCC,Coal,2011,1,103.8,2011-01-01
ASCC,Coal,2011,2,103.8,2011-02-01
ASCC,Coal,2011,3,103.8,2011-03-01
ASCC,Coal,2011,4,103.8,2011-04-01
ASCC,Coal,2011,5,103.8,2011-05-01
ASCC,Coal,2011,6,103.8,2011-06-01
ASCC,Coal,2011,7,103.8,2011-07-01
ASCC,Coal,2011,8,103.8,2011-08-01
ASCC,Coal,2011,9,103.8,2011-09-01
ASCC,Coal,2011,10,103.8,2011-10-01
ASCC,Coal,2011,11,103.8,2011-11-01
ASCC,Coal,2011,12,103.8,2011-12-01
ASCC,Coal,2012,1,103.8,2012-01-01
ASCC,Coal,2012,2,103.8,2012-02-01
ASCC,Coal,2012,3,103.8,2012-03-01
ASCC,Coal,2012,4,103.8,2012-04-01
ASCC,Coal,2012,5,103.8,2012-05-01
ASCC,Coal,2012,6,103.8,2012-06-01
ASCC,Coal,2012,7,103.8,2012-07-01
ASCC,Coal,2012,8,103.8,2012-08-01
ASCC,Coal,2012,9,103.8,2012-09-01
ASCC,Coal,2012,10,103.8,2012-10-01
ASCC,Coal,2012,11,103.8,2012-11-01
ASCC,Coal,2012,12,103.8,2012-12-01
ASCC,Coal,2013,1,103.8,2013-01-01
ASCC,Coal,2013,2,103.8,2013-02-01
ASCC,Coal,2013,3,103.8,2013-03-01
ASCC,Coal,2013,4,103.8,2013-04-01
ASCC,Coal,2013,5,103.8,2013-05-01
ASCC,Coal,2013,6,103.8,2013-06-01
ASCC,Coal,2013,7,103.8,2013-07-01
ASCC,Coal,2013,8,103.8,2013-08-01
ASCC,Coal,2013,9,103.8,2013-09-01
ASCC,Coal,2013,10,103.8,2013-10-01
ASCC,Coal,2013,11,103.8,2013-11-01
ASCC,Coal,2013,12,103.8,2013-12-01
ASCC,Coal,2014,1,103.8,2014-01-01
ASCC,Coal,2014,2,103.8,2014-02-01
ASCC,Coal,2014,3,103.8,2014-03-01
ASCC,Coal,2014,4,103.8,2014-04-01
ASCC,Coal,2014,5,103.8,2014-05-01
ASCC,Coal,2014,6,103.8,2014-06-01
ASCC,Coal,2014,7,103.8,2014-07-01
ASCC,Coal,2014,8,103.8,2014-08-01
ASCC,Coal,2014,9,103.8,2014-09-01
ASCC,Coal,2014,10,103.8,2014-10-01
ASCC,Coal,2014,11,103.8,2014-11-01
ASCC,Coal,2014,12,103.8,2014-12-01
ASCC,Coal,2015,1,103.8,2015-01-01
ASCC,Coal,2015,2,103.8,2015-02-01
ASCC,Coal,2015,3,103.8,2015-03-01
ASCC,Coal,2015,4,103.8,2015-04-01
ASCC,Coal,2015,5,103.8,2015-05-01
ASCC,Coal,2015,6,103.8,2015-06-01
ASCC,Coal,2015,7,103.8,2015-07-01
ASCC,Coal,2015,8,103.8,2015-08-01
ASCC,Coal,2015,9,103.8,2015-09-01
ASCC,Coal,2015,10,103.8,2015-10-01
ASCC,Coal,2015,11,103.8,2015-11-01
ASCC,Coal,2015,12,103.8,2015-12-01
ASCC,Coal,2016,1,103.8,2016-01-01
ASCC,Coal,2016,2,103.8,2016-02-01
ASCC,Coal,2016,3,153.8,2016-03-01
ASCC,Coal,2016,4,153.8,2016-04-01
ASCC,Coal,2016,5,153.8,2016-05-01
ASCC,Coal,2016,6,153.8,2016-06-01
ASCC,Coal,2016,7,153.8,2016-07-01
ASCC,Coal,2016,8,153.8,2016-08-01
ASCC,Coal,2016,9,153.8,2016-09-01
ASCC,Coal,2016,10,153.8,2016-10-01
ASCC,Coal,2016,11,153.8,2016-11-01
ASCC,Coal,2016,12,153.8,2016-12-01
ASCC,Coal,2017,1,153.8,2017-01-01
ASCC,Coal,2017,2,153.8,2017-02-01
ASCC,Coal,2017,3,153.8,2017-03-01
ASCC,Coal,2017,4,153.8,2017-04-01
ASCC,Coal,2017,5,153.8,2017-05-01
ASCC,Coal,2017,6,153.8,2017-06-01
ASCC,Coal,2017,7,153.8,2017-07-01
ASCC,Coal,2017,8,153.8,2017-08-01
ASCC,Coal,2017,9,153.8,2017-09-01
ASCC,Coal,2017,10,153.8,2017-10-01
ASCC,Coal,2017,11,153.8,2017-11-01
ASCC,Coal,2017,12,153.8,2017-12-01
ASCC,Hydro,2001,1,415.2,2001-01-01
ASCC,Hydro,2001,2,415.2,2001-02-01
ASCC,Hydro,2001,3,415.2,2001-03-01
ASCC,Hydro,2001,4,415.2,2001-04-01
ASCC,Hydro,2001,5,415.2,2001-05-01
ASCC,Hydro,2001,6,415.2,2001-06-01
ASCC,Hydro,2001,7,415.2,2001-07-01
ASCC,Hydro,2001,8,415.2,2001-08-01
ASCC,Hydro,2001,9,415.2,2001-09-01
ASCC,Hydro,2001,10,415.2,2001-10-01
ASCC,Hydro,2001,11,420.8,2001-11-01
ASCC,Hydro,2001,12,420.8,2001-12-01
ASCC,Hydro,2002,1,420.8,2002-01-01
ASCC,Hydro,2002,2,420.8,2002-02-01
ASCC,Hydro,2002,3,420.8,2002-03-01
ASCC,Hydro,2002,4,420.8,2002-04-01
ASCC,Hydro,2002,5,420.8,2002-05-01
ASCC,Hydro,2002,6,420.8,2002-06-01
ASCC,Hydro,2002,7,420.8,2002-07-01
ASCC,Hydro,2002,8,420.8,2002-08-01
ASCC,Hydro,2002,9,420.8,2002-09-01
ASCC,Hydro,2002,10,420.8,2002-10-01
ASCC,Hydro,2002,11,420.8,2002-11-01
ASCC,Hydro,2002,12,420.8,2002-12-01
ASCC,Hydro,2003,1,420.8,2003-01-01
ASCC,Hydro,2003,2,420.8,2003-02-01
ASCC,Hydro,2003,3,420.8,2003-03-01
ASCC,Hydro,2003,4,420.8,2003-04-01
ASCC,Hydro,2003,5,420.8,2003-05-01
ASCC,Hydro,2003,6,420.8,2003-06-01
ASCC,Hydro,2003,7,420.8,2003-07-01
ASCC,Hydro,2003,8,420.8,2003-08-01
ASCC,Hydro,2003,9,420.8,2003-09-01
ASCC,Hydro,2003,10,420.8,2003-10-01
ASCC,Hydro,2003,11,420.8,2003-11-01
ASCC,Hydro,2003,12,420.8,2003-12-01
ASCC,Hydro,2004,1,420.8,2004-01-01
ASCC,Hydro,2004,2,420.8,2004-02-01
ASCC,Hydro,2004,3,420.8,2004-03-01
ASCC,Hydro,2004,4,420.8,2004-04-01
ASCC,Hydro,2004,5,420.8,2004-05-01
ASCC,Hydro,2004,6,420.8,2004-06-01
ASCC,Hydro,2004,7,420.8,2004-07-01
ASCC,Hydro,2004,8,420.8,2004-08-01
ASCC,Hydro,2004,9,420.8,2004-09-01
ASCC,Hydro,2004,10,420.8,2004-10-01
ASCC,Hydro,2004,11,420.8,2004-11-01
ASCC,Hydro,2004,12,420.8,2004-12-01
ASCC,Hydro,2005,1,420.8,2005-01-01
ASCC,Hydro,2005,2,420.8,2005-02-01
ASCC,Hydro,2005,3,420.8,2005-03-01
ASCC,Hydro,2005,4,420.8,2005-04-01
ASCC,Hydro,2005,5,420.8,2005-05-01
ASCC,Hydro,2005,6,420.8,2005-06-01
ASCC,Hydro,2005,7,420.8,2005-07-01
ASCC,Hydro,2005,8,420.8,2005-08-01
ASCC,Hydro,2005,9,420.8,2005-09-01
ASCC,Hydro,2005,10,420.8,2005-10-01
ASCC,Hydro,2005,11,420.8,2005-11-01
ASCC,Hydro,2005,12,422.7,2005-12-01
ASCC,Hydro,2006,1,422.7,2006-01-01
ASCC,Hydro,2006,2,422.7,2006-02-01
ASCC,Hydro,2006,3,422.7,2006-03-01
ASCC,Hydro,2006,4,422.7,2006-04-01
ASCC,Hydro,2006,5,422.7,2006-05-01
ASCC,Hydro,2006,6,422.7,2006-06-01
ASCC,Hydro,2006,7,422.7,2006-07-01
ASCC,Hydro,2006,8,422.7,2006-08-01
ASCC,Hydro,2006,9,422.7,2006-09-01
ASCC,Hydro,2006,10,422.7,2006-10-01
ASCC,Hydro,2006,11,422.7,2006-11-01
ASCC,Hydro,2006,12,422.7,2006-12-01
ASCC,Hydro,2007,1,422.7,2007-01-01
ASCC,Hydro,2007,2,422.7,2007-02-01
ASCC,Hydro,2007,3,422.7,2007-03-01
ASCC,Hydro,2007,4,422.7,2007-04-01
ASCC,Hydro,2007,5,422.7,2007-05-01
ASCC,Hydro,2007,6,422.7,2007-06-01
ASCC,Hydro,2007,7,422.7,2007-07-01
ASCC,Hydro,2007,8,422.7,2007-08-01
ASCC,Hydro,2007,9,422.7,2007-09-01
ASCC,Hydro,2007,10,422.7,2007-10-01
ASCC,Hydro,2007,11,422.7,2007-11-01
ASCC,Hydro,2007,12,422.7,2007-12-01
ASCC,Hydro,2008,1,422.7,2008-01-01
ASCC,Hydro,2008,2,422.7,2008-02-01
ASCC,Hydro,2008,3,422.7,2008-03-01
ASCC,Hydro,2008,4,422.7,2008-04-01
ASCC,Hydro,2008,5,422.7,2008-05-01
ASCC,Hydro,2008,6,422.7,2008-06-01
ASCC,Hydro,2008,7,422.7,2008-07-01
ASCC,Hydro,2008,8,422.7,2008-08-01
ASCC,Hydro,2008,9,422.7,2008-09-01
ASCC,Hydro,2008,10,425.7,2008-10-01
ASCC,Hydro,2008,11,425.7,2008-11-01
ASCC,Hydro,2008,12,425.7,2008-12-01
ASCC,Hydro,2009,1,425.7,2009-01-01
ASCC,Hydro,2009,2,425.7,2009-02-01
ASCC,Hydro,2009,3,425.7,2009-03-01
ASCC,Hydro,2009,4,425.7,2009-04-01
ASCC,Hydro,2009,5,425.7,2009-05-01
ASCC,Hydro,2009,6,425.7,2009-06-01
ASCC,Hydro,2009,7,425.7,2009-07-01
ASCC,Hydro,2009,8,425.7,2009-08-01
ASCC,Hydro,2009,9,440.0,2009-09-01
ASCC,Hydro,2009,10,440.0,2009-10-01
ASCC,Hydro,2009,11,440.0,2009-11-01
ASCC,Hydro,2009,12,440.0,2009-12-01
ASCC,Hydro,2010,1,440.0,2010-01-01
ASCC,Hydro,2010,2,440.0,2010-02-01
ASCC,Hydro,2010,3,440.0,2010-03-01
ASCC,Hydro,2010,4,440.0,2010-04-01
ASCC,Hydro,2010,5,440.0,2010-05-01
ASCC,Hydro,2010,6,440.0,2010-06-01
ASCC,Hydro,2010,7,440.0,2010-07-01
ASCC,Hydro,2010,8,440.0,2010-08-01
ASCC,Hydro,2010,9,440.0,2010-09-01
ASCC,Hydro,2010,10,440.0,2010-10-01
ASCC,Hydro,2010,11,440.0,2010-11-01
ASCC,Hydro,2010,12,440.0,2010-12-01
ASCC,Hydro,2011,1,440.0,2011-01-01
ASCC,Hydro,2011,2,440.0,2011-02-01
ASCC,Hydro,2011,3,440.0,2011-03-01
ASCC,Hydro,2011,4,440.0,2011-04-01
ASCC,Hydro,2011,5,440.0,2011-05-01
ASCC,Hydro,2011,6,440.0,2011-06-01
ASCC,Hydro,2011,7,440.0,2011-07-01
ASCC,Hydro,2011,8,440.0,2011-08-01
ASCC,Hydro,2011,9,440.0,2011-09-01
ASCC,Hydro,2011,10,440.0,2011-10-01
ASCC,Hydro,2011,11,440.0,2011-11-01
ASCC,Hydro,2011,12,440.0,2011-12-01
ASCC,Hydro,2012,1,440.0,2012-01-01
ASCC,Hydro,2012,2,440.0,2012-02-01
ASCC,Hydro,2012,3,440.0,2012-03-01
ASCC,Hydro,2012,4,440.0,2012-04-01
ASCC,Hydro,2012,5,440.0,2012-05-01
ASCC,Hydro,2012,6,440.0,2012-06-01
ASCC,Hydro,2012,7,440.0,2012-07-01
ASCC,Hydro,2012,8,440.0,2012-08-01
ASCC,Hydro,2012,9,440.0,2012-09-01
ASCC,Hydro,2012,10,440.0,2012-10-01
ASCC,Hydro,2012,11,440.0,2012-11-01
ASCC,Hydro,2012,12,440.0,2012-12-01
ASCC,Hydro,2013,1,440.0,2013-01-01
ASCC,Hydro,2013,2,440.0,2013-02-01
ASCC,Hydro,2013,3,440.0,2013-03-01
ASCC,Hydro,2013,4,440.0,2013-04-01
ASCC,Hydro,2013,5,440.0,2013-05-01
ASCC,Hydro,2013,6,440.0,2013-06-01
ASCC,Hydro,2013,7,440.0,2013-07-01
ASCC,Hydro,2013,8,440.0,2013-08-01
ASCC,Hydro,2013,9,440.0,2013-09-01
ASCC,Hydro,2013,10,440.0,2013-10-01
ASCC,Hydro,2013,11,440.0,2013-11-01
ASCC,Hydro,2013,12,440.0,2013-12-01
ASCC,Hydro,2014,1,440.0,2014-01-01
ASCC,Hydro,2014,2,451.2,2014-02-01
ASCC,Hydro,2014,3,451.2,2014-03-01
ASCC,Hydro,2014,4,451.2,2014-04-01
ASCC,Hydro,2014,5,451.2,2014-05-01
ASCC,Hydro,2014,6,451.2,2014-06-01
ASCC,Hydro,2014,7,451.2,2014-07-01
ASCC,Hydro,2014,8,451.2,2014-08-01
ASCC,Hydro,2014,9,444.2,2014-09-01
ASCC,Hydro,2014,10,460.1,2014-10-01
ASCC,Hydro,2014,11,460.1,2014-11-01
ASCC,Hydro,2014,12,460.1,2014-12-01
ASCC,Hydro,2015,1,464.9,2015-01-01
ASCC,Hydro,2015,2,464.9,2015-02-01
ASCC,Hydro,2015,3,464.9,2015-03-01
ASCC,Hydro,2015,4,464.9,2015-04-01
ASCC,Hydro,2015,5,464.9,2015-05-01
ASCC,Hydro,2015,6,464.9,2015-06-01
ASCC,Hydro,2015,7,464.9,2015-07-01
ASCC,Hydro,2015,8,464.9,2015-08-01
ASCC,Hydro,2015,9,464.9,2015-09-01
ASCC,Hydro,2015,10,464.9,2015-10-01
ASCC,Hydro,2015,11,464.9,2015-11-01
ASCC,Hydro,2015,12,464.9,2015-12-01
ASCC,Hydro,2016,1,464.9,2016-01-01
ASCC,Hydro,2016,2,464.9,2016-02-01
ASCC,Hydro,2016,3,464.9,2016-03-01
ASCC,Hydro,2016,4,464.9,2016-04-01
ASCC,Hydro,2016,5,464.9,2016-05-01
ASCC,Hydro,2016,6,464.9,2016-06-01
ASCC,Hydro,2016,7,464.9,2016-07-01
ASCC,Hydro,2016,8,464.9,2016-08-01
ASCC,Hydro,2016,9,464.9,2016-09-01
ASCC,Hydro,2016,10,464.9,2016-10-01
ASCC,Hydro,2016,11,464.9,2016-11-01
ASCC,Hydro,2016,12,464.9,2016-12-01
ASCC,Hydro,2017,1,464.9,2017-01-01
ASCC,Hydro,2017,2,464.9,2017-02-01
ASCC,Hydro,2017,3,464.9,2017-03-01
ASCC,Hydro,2017,4,464.9,2017-04-01
ASCC,Hydro,2017,5,464.9,2017-05-01
ASCC,Hydro,2017,6,464.9,2017-06-01
ASCC,Hydro,2017,7,464.9,2017-07-01
ASCC,Hydro,2017,8,464.9,2017-08-01
ASCC,Hydro,2017,9,464.9,2017-09-01
ASCC,Hydro,2017,10,464.9,2017-10-01
ASCC,Hydro,2017,11,464.9,2017-11-01
ASCC,Hydro,2017,12,464.9,2017-12-01
ASCC,Natural Gas,2001,1,851.3,2001-01-01
ASCC,Natural Gas,2001,2,851.3,2001-02-01
ASCC,Natural Gas,2001,3,851.3,2001-03-01
ASCC,Natural Gas,2001,4,851.3,2001-04-01
ASCC,Natural Gas,2001,5,851.3,2001-05-01
ASCC,Natural Gas,2001,6,856.3,2001-06-01
ASCC,Natural Gas,2001,7,856.3,2001-07-01
ASCC,Natural Gas,2001,8,856.3,2001-08-01
ASCC,Natural Gas,2001,9,856.3,2001-09-01
ASCC,Natural Gas,2001,10,856.3,2001-10-01
ASCC,Natural Gas,2001,11,856.3,2001-11-01
ASCC,Natural Gas,2001,12,856.3,2001-12-01
ASCC,Natural Gas,2002,1,856.3,2002-01-01
ASCC,Natural Gas,2002,2,856.3,2002-02-01
ASCC,Natural Gas,2002,3,856.3,2002-03-01
ASCC,Natural Gas,2002,4,856.3,2002-04-01
ASCC,Natural Gas,2002,5,856.3,2002-05-01
ASCC,Natural Gas,2002,6,856.3,2002-06-01
ASCC,Natural Gas,2002,7,856.3,2002-07-01
ASCC,Natural Gas,2002,8,856.3,2002-08-01
ASCC,Natural Gas,2002,9,856.3,2002-09-01
ASCC,Natural Gas,2002,10,856.3,2002-10-01
ASCC,Natural Gas,2002,11,856.3,2002-11-01
ASCC,Natural Gas,2002,12,856.3,2002-12-01
ASCC,Natural Gas,2003,1,856.3,2003-01-01
ASCC,Natural Gas,2003,2,856.3,2003-02-01
ASCC,Natural Gas,2003,3,856.3,2003-03-01
ASCC,Natural Gas,2003,4,856.3,2003-04-01
ASCC,Natural Gas,2003,5,856.3,2003-05-01
ASCC,Natural Gas,2003,6,856.3,2003-06-01
ASCC,Natural Gas,2003,7,856.3,2003-07-01
ASCC,Natural Gas,2003,8,856.3,2003-08-01
ASCC,Natural Gas,2003,9,856.3,2003-09-01
ASCC,Natural Gas,2003,10,860.3,2003-10-01
ASCC,Natural Gas,2003,11,860.3,2003-11-01
ASCC,Natural Gas,2003,12,860.3,2003-12-01
ASCC,Natural Gas,2004,1,860.3,2004-01-01
ASCC,Natural Gas,2004,2,860.3,2004-02-01
ASCC,Natural Gas,2004,3,860.3,2004-03-01
ASCC,Natural Gas,2004,4,860.3,2004-04-01
ASCC,Natural Gas,2004,5,860.3,2004-05-01
ASCC,Natural Gas,2004,6,860.3,2004-06-01
ASCC,Natural Gas,2004,7,860.3,2004-07-01
ASCC,Natural Gas,2004,8,860.3,2004-08-01
ASCC,Natural Gas,2004,9,842.6,2004-09-01
ASCC,Natural Gas,2004,10,842.6,2004-10-01
ASCC,Natural Gas,2004,11,842.6,2004-11-01
ASCC,Natural Gas,2004,12,842.6,2004-12-01
ASCC,Natural Gas,2005,1,842.6,2005-01-01
ASCC,Natural Gas,2005,2,842.6,2005-02-01
ASCC,Natural Gas,2005,3,842.6,2005-03-01
ASCC,Natural Gas,2005,4,842.6,2005-04-01
ASCC,Natural Gas,2005,5,842.6,2005-05-01
ASCC,Natural Gas,2005,6,842.6,2005-06-01
ASCC,Natural Gas,2005,7,842.6,2005-07-01
ASCC,Natural Gas,2005,8,842.6,2005-08-01
ASCC,Natural Gas,2005,9,842.6,2005-09-01
ASCC,Natural Gas,2005,10,842.6,2005-10-01
ASCC,Natural Gas,2005,11,842.6,2005-11-01
ASCC,Natural Gas,2005,12,842.6,2005-12-01
ASCC,Natural Gas,2006,1,842.6,2006-01-01
ASCC,Natural Gas,2006,2,842.6,2006-02-01
ASCC,Natural Gas,2006,3,842.6,2006-03-01
ASCC,Natural Gas,2006,4,842.6,2006-04-01
ASCC,Natural Gas,2006,5,842.6,2006-05-01
ASCC,Natural Gas,2006,6,842.6,2006-06-01
ASCC,Natural Gas,2006,7,842.6,2006-07-01
ASCC,Natural Gas,2006,8,842.6,2006-08-01
ASCC,Natural Gas,2006,9,845.8,2006-09-01
ASCC,Natural Gas,2006,10,845.8,2006-10-01
ASCC,Natural Gas,2006,11,845.8,2006-11-01
ASCC,Natural Gas,2006,12,845.8,2006-12-01
ASCC,Natural Gas,2007,1,845.8,2007-01-01
ASCC,Natural Gas,2007,2,845.8,2007-02-01
ASCC,Natural Gas,2007,3,845.8,2007-03-01
ASCC,Natural Gas,2007,4,845.8,2007-04-01
ASCC,Natural Gas,2007,5,845.8,2007-05-01
ASCC,Natural Gas,2007,6,845.8,2007-06-01
ASCC,Natural Gas,2007,7,845.8,2007-07-01
ASCC,Natural Gas,2007,8,875.1,2007-08-01
ASCC,Natural Gas,2007,9,875.1,2007-09-01
ASCC,Natural Gas,2007,10,875.1,2007-10-01
ASCC,Natural Gas,2007,11,875.1,2007-11-01
ASCC,Natural Gas,2007,12,875.1,2007-12-01
ASCC,Natural Gas,2008,1,884.1,2008-01-01
ASCC,Natural Gas,2008,2,884.1,2008-02-01
ASCC,Natural Gas,2008,3,884.1,2008-03-01
ASCC,Natural Gas,2008,4,884.1,2008-04-01
ASCC,Natural Gas,2008,5,884.1,2008-05-01
ASCC,Natural Gas,2008,6,884.1,2008-06-01
ASCC,Natural Gas,2008,7,884.1,2008-07-01
ASCC,Natural Gas,2008,8,884.1,2008-08-01
ASCC,Natural Gas,2008,9,884.1,2008-09-01
ASCC,Natural Gas,2008,10,885.7,2008-10-01
ASCC,Natural Gas,2008,11,885.7,2008-11-01
ASCC,Natural Gas,2008,12,885.7,2008-12-01
ASCC,Natural Gas,2009,1,885.7,2009-01-01
ASCC,Natural Gas,2009,2,885.7,2009-02-01
ASCC,Natural Gas,2009,3,885.7,2009-03-01
ASCC,Natural Gas,2009,4,885.7,2009-04-01
ASCC,Natural Gas,2009,5,885.7,2009-05-01
ASCC,Natural Gas,2009,6,885.7,2009-06-01
ASCC,Natural Gas,2009,7,885.7,2009-07-01
ASCC,Natural Gas,2009,8,885.7,2009-08-01
ASCC,Natural Gas,2009,9,885.7,2009-09-01
ASCC,Natural Gas,2009,10,885.7,2009-10-01
ASCC,Natural Gas,2009,11,885.7,2009-11-01
ASCC,Natural Gas,2009,12,894.7,2009-12-01
ASCC,Natural Gas,2010,1,894.7,2010-01-01
ASCC,Natural Gas,2010,2,894.7,2010-02-01
ASCC,Natural Gas,2010,3,894.7,2010-03-01
ASCC,Natural Gas,2010,4,894.7,2010-04-01
ASCC,Natural Gas,2010,5,894.7,2010-05-01
ASCC,Natural Gas,2010,6,894.7,2010-06-01
ASCC,Natural Gas,2010,7,894.7,2010-07-01
ASCC,Natural Gas,2010,8,894.7,2010-08-01
ASCC,Natural Gas,2010,9,894.7,2010-09-01
ASCC,Natural Gas,2010,10,894.7,2010-10-01
ASCC,Natural Gas,2010,11,894.7,2010-11-01
ASCC,Natural Gas,2010,12,894.7,2010-12-01
ASCC,Natural Gas,2011,1,894.7,2011-01-01
ASCC,Natural Gas,2011,2,894.7,2011-02-01
ASCC,Natural Gas,2011,3,894.7,2011-03-01
ASCC,Natural Gas,2011,4,894.7,2011-04-01
ASCC,Natural Gas,2011,5,894.7,2011-05-01
ASCC,Natural Gas,2011,6,894.7,2011-06-01
ASCC,Natural Gas,2011,7,894.7,2011-07-01
