nerc,year,month,ngcc,turbine,other,total,ngcc fraction,turbine fraction,other fraction,datetime
ASCC,2007,2,273.6,618.3999999999999,59.9,951.8999999999999,0.28742514970059885,0.6496480722764996,0.06292677802290157,2007-02-01
ASCC,2007,3,273.6,618.3999999999999,59.9,951.8999999999999,0.28742514970059885,0.6496480722764996,0.06292677802290157,2007-03-01
ASCC,2007,4,273.6,618.3999999999999,59.9,951.8999999999999,0.28742514970059885,0.6496480722764996,0.06292677802290157,2007-04-01
ASCC,2007,5,273.6,618.3999999999999,59.9,951.8999999999999,0.28742514970059885,0.6496480722764996,0.06292677802290157,2007-05-01
ASCC,2007,6,273.6,618.3999999999999,59.9,951.8999999999999,0.28742514970059885,0.6496480722764996,0.06292677802290157,2007-06-01
ASCC,2007,7,273.6,618.3999999999999,59.9,951.8999999999999,0.28742514970059885,0.6496480722764996,0.06292677802290157,2007-07-01
ASCC,2007,8,273.6,667.3,59.9,1000.8,0.2733812949640288,0.6667665867306155,0.059852118305355716,2007-08-01
ASCC,2007,9,273.6,667.3,59.9,1000.8,0.2733812949640288,0.6667665867306155,0.059852118305355716,2007-09-01
ASCC,2007,10,273.6,667.3,59.9,1000.8,0.2733812949640288,0.6667665867306155,0.059852118305355716,2007-10-01
ASCC,2007,11,273.6,667.3,59.9,1000.8,0.2733812949640288,0.6667665867306155,0.059852118305355716,2007-11-01
ASCC,2007,12,273.6,667.3,59.9,1000.8,0.2733812949640288,0.6667665867306155,0.059852118305355716,2007-12-01
ASCC,2008,1,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-01-01
ASCC,2008,2,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-02-01
ASCC,2008,3,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-03-01
ASCC,2008,4,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-04-01
ASCC,2008,5,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-05-01
ASCC,2008,6,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-06-01
ASCC,2008,7,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-07-01
ASCC,2008,8,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-08-01
ASCC,2008,9,273.6,677.7,59.9,1011.2,0.27056962025316456,0.6701938291139241,0.05923655063291139,2008-09-01
ASCC,2008,10,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2008-10-01
ASCC,2008,11,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2008-11-01
ASCC,2008,12,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2008-12-01
ASCC,2009,1,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-01-01
ASCC,2009,2,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-02-01
ASCC,2009,3,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-03-01
ASCC,2009,4,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-04-01
ASCC,2009,5,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-05-01
ASCC,2009,6,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-06-01
ASCC,2009,7,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-07-01
ASCC,2009,8,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-08-01
ASCC,2009,9,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-09-01
ASCC,2009,10,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-10-01
ASCC,2009,11,273.6,677.7,61.5,1012.8000000000001,0.27014218009478674,0.6691350710900474,0.06072274881516587,2009-11-01
ASCC,2009,12,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2009-12-01
ASCC,2010,1,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-01-01
ASCC,2010,2,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-02-01
ASCC,2010,3,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-03-01
ASCC,2010,4,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-04-01
ASCC,2010,5,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-05-01
ASCC,2010,6,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-06-01
ASCC,2010,7,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2010-07-01
ASCC,2010,8,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2010-08-01
ASCC,2010,9,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2010-09-01
ASCC,2010,10,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2010-10-01
ASCC,2010,11,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2010-11-01
ASCC,2010,12,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2010-12-01
ASCC,2011,1,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-01-01
ASCC,2011,2,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-02-01
ASCC,2011,3,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-03-01
ASCC,2011,4,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-04-01
ASCC,2011,5,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-05-01
ASCC,2011,6,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-06-01
ASCC,2011,7,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-07-01
ASCC,2011,8,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-08-01
ASCC,2011,9,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-09-01
ASCC,2011,10,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-10-01
ASCC,2011,11,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-11-01
ASCC,2011,12,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2011-12-01
ASCC,2012,1,273.6,688.1000000000001,62.7,1024.4,0.26708317063647014,0.6717102694260055,0.0612065599375244,2012-01-01
ASCC,2012,2,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-02-01
ASCC,2012,3,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-03-01
ASCC,2012,4,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-04-01
ASCC,2012,5,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-05-01
ASCC,2012,6,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-06-01
ASCC,2012,7,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-07-01
ASCC,2012,8,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-08-01
ASCC,2012,9,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-09-01
ASCC,2012,10,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-10-01
ASCC,2012,11,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-11-01
ASCC,2012,12,273.6,688.1000000000001,61.5,1023.2000000000002,0.2673964034401876,0.6724980453479281,0.060105551211884274,2012-12-01
ASCC,2013,1,477.5,688.1000000000001,61.5,1227.1000000000001,0.3891288403553092,0.5607529948659441,0.05011816477874663,2013-01-01
ASCC,2013,2,477.5,688.1000000000001,61.5,1227.1000000000001,0.3891288403553092,0.5607529948659441,0.05011816477874663,2013-02-01
ASCC,2013,3,477.5,688.1000000000001,61.5,1227.1000000000001,0.3891288403553092,0.5607529948659441,0.05011816477874663,2013-03-01
ASCC,2013,4,477.5,688.1000000000001,62.099999999999994,1227.7,0.3889386657978333,0.5604789443675166,0.05058238983465015,2013-04-01
ASCC,2013,5,477.5,688.1000000000001,62.099999999999994,1227.7,0.3889386657978333,0.5604789443675166,0.05058238983465015,2013-05-01
ASCC,2013,6,477.5,688.1000000000001,62.099999999999994,1227.7,0.3889386657978333,0.5604789443675166,0.05058238983465015,2013-06-01
ASCC,2013,7,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2013-07-01
ASCC,2013,8,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2013-08-01
ASCC,2013,9,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2013-09-01
ASCC,2013,10,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2013-10-01
ASCC,2013,11,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2013-11-01
ASCC,2013,12,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2013-12-01
ASCC,2014,1,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2014-01-01
ASCC,2014,2,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2014-02-01
ASCC,2014,3,517.5,688.1000000000001,62.099999999999994,1267.7,0.40821961031789855,0.5427940364439537,0.04898635323814782,2014-03-01
ASCC,2014,4,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-04-01
ASCC,2014,5,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-05-01
ASCC,2014,6,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-06-01
ASCC,2014,7,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-07-01
ASCC,2014,8,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-08-01
ASCC,2014,9,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-09-01
ASCC,2014,10,517.5,738.1000000000001,62.099999999999994,1317.7,0.3927297563937163,0.5601426728390378,0.047127570767245955,2014-10-01
ASCC,2014,11,517.5,768.0999999999999,62.099999999999994,1347.6999999999998,0.38398753431772653,0.5699339615641463,0.04607850411812718,2014-11-01
ASCC,2014,12,517.5,768.0999999999999,62.099999999999994,1347.6999999999998,0.38398753431772653,0.5699339615641463,0.04607850411812718,2014-12-01
ASCC,2015,1,517.5,768.0999999999999,62.099999999999994,1347.6999999999998,0.38398753431772653,0.5699339615641463,0.04607850411812718,2015-01-01
ASCC,2015,2,517.5,768.0999999999999,130.5,1416.1,0.36544029376456466,0.5424051973730668,0.09215450886236848,2015-02-01
ASCC,2015,3,517.5,768.0999999999999,130.5,1416.1,0.36544029376456466,0.5424051973730668,0.09215450886236848,2015-03-01
ASCC,2015,4,517.5,768.0999999999999,233.09999999999997,1518.6999999999998,0.3407519589122276,0.505761506551656,0.1534865345361164,2015-04-01
ASCC,2015,5,455.5,768.0999999999999,233.09999999999997,1456.6999999999998,0.3126930733850484,0.5272877050868401,0.1600192215281115,2015-05-01
ASCC,2015,6,455.5,768.0999999999999,233.09999999999997,1456.6999999999998,0.3126930733850484,0.5272877050868401,0.1600192215281115,2015-06-01
ASCC,2015,7,455.5,768.0999999999999,233.09999999999997,1456.6999999999998,0.3126930733850484,0.5272877050868401,0.1600192215281115,2015-07-01
ASCC,2015,8,455.5,768.0999999999999,233.09999999999997,1456.6999999999998,0.3126930733850484,0.5272877050868401,0.1600192215281115,2015-08-01
ASCC,2015,9,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2015-09-01
ASCC,2015,10,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2015-10-01
ASCC,2015,11,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2015-11-01
ASCC,2015,12,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2015-12-01
ASCC,2016,1,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-01-01
ASCC,2016,2,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-02-01
ASCC,2016,3,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-03-01
ASCC,2016,4,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-04-01
ASCC,2016,5,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-05-01
ASCC,2016,6,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-06-01
ASCC,2016,7,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-07-01
ASCC,2016,8,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-08-01
ASCC,2016,9,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-09-01
ASCC,2016,10,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-10-01
ASCC,2016,11,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-11-01
ASCC,2016,12,455.5,751.8,216.79999999999998,1424.1,0.3198511340495752,0.5279123657046556,0.15223650024576926,2016-12-01
ASCC,2017,1,384.40000000000003,726.8,191.79999999999998,1303.0,0.2950115118956255,0.5577897160399079,0.1471987720644666,2017-01-01
ASCC,2017,2,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-02-01
ASCC,2017,3,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-03-01
ASCC,2017,4,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-04-01
ASCC,2017,5,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-05-01
ASCC,2017,6,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-06-01
ASCC,2017,7,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-07-01
ASCC,2017,8,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-08-01
ASCC,2017,9,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-09-01
ASCC,2017,10,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-10-01
ASCC,2017,11,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-11-01
ASCC,2017,12,536.1,726.8,191.79999999999998,1454.7,0.3685295937306661,0.499621915171513,0.13184849109782085,2017-12-01
FRCC,2001,1,8547.2,4051.6,5198.7,17797.5,0.48024722573395145,0.22764995083579154,0.29210282343025706,2001-01-01
FRCC,2001,2,8547.2,4051.6,5198.7,17797.5,0.48024722573395145,0.22764995083579154,0.29210282343025706,2001-02-01
FRCC,2001,3,8547.2,4051.6,5198.7,17797.5,0.48024722573395145,0.22764995083579154,0.29210282343025706,2001-03-01
FRCC,2001,4,8735.4,4051.6,5198.7,17985.7,0.48568585042561585,0.2252678516821697,0.28904629789221437,2001-04-01
