fuel category,year,quarter,total fuel (mmbtu),generation (mwh),elec fuel (mmbtu),elec fuel co2 (kg),elec fuel fossil co2 (kg),adjusted co2 (kg),adjusted index (g/kwh),adjusted index (lb/mwh),year_quarter
Other Renewables,2014,2,0.0,19565131.71,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q2
Other Renewables,2014,3,0.0,20580226.650000002,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q3
Other Renewables,2014,4,0.0,19931877.799999997,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q4
Other Renewables,2015,1,0.0,19521810.44,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q1
Other Renewables,2015,2,0.0,19351594.22,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q2
Other Renewables,2015,3,0.0,20650090.810000002,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q3
Other Renewables,2015,4,0.0,19989978.77,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q4
Other Renewables,2016,1,0.0,19599002.470000003,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q1
Other Renewables,2016,2,0.0,18871160.64,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q2
Other Renewables,2016,3,0.0,20193989.75,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q3
Other Renewables,2016,4,0.0,19869341.279999997,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q4
Other Renewables,2017,1,0.0,19901616.03,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q1
Other Renewables,2017,2,0.0,19341343.45,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q2
Other Renewables,2017,3,0.0,20375956.56,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q3
Other Renewables,2017,4,0.0,20049532.47,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q4
Solar,2001,1,0.0,50566.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q1
Solar,2001,2,0.0,210955.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q2
Solar,2001,3,0.0,242096.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q3
Solar,2001,4,0.0,39138.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q4
Solar,2002,1,0.0,79282.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q1
Solar,2002,2,0.0,199041.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q2
Solar,2002,3,0.0,213070.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q3
Solar,2002,4,0.0,63438.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q4
Solar,2003,1,0.0,81074.37,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q1
Solar,2003,2,0.0,218953.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q2
Solar,2003,3,0.0,180256.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q3
Solar,2003,4,0.0,53718.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q4
Solar,2004,1,0.0,76400.75,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q1
Solar,2004,2,0.0,226553.62,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q2
Solar,2004,3,0.0,215580.22,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q3
Solar,2004,4,0.0,56620.42,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q4
Solar,2005,1,0.0,59906.17,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q1
Solar,2005,2,0.0,227892.21000000002,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q2
Solar,2005,3,0.0,209282.19,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q3
Solar,2005,4,0.0,53213.770000000004,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q4
Solar,2006,1,0.0,65871.98999999999,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q1
Solar,2006,2,0.0,192511.51,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q2
Solar,2006,3,0.0,198639.29,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q3
Solar,2006,4,0.0,50683.22,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q4
Solar,2007,1,0.0,80574.04999999999,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q1
Solar,2007,2,0.0,223114.38,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q2
Solar,2007,3,0.0,229168.60000000003,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q3
Solar,2007,4,0.0,78935.98999999999,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q4
Solar,2008,1,0.0,126730.54000000001,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q1
Solar,2008,2,0.0,321048.59,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q2
Solar,2008,3,0.0,308757.08999999997,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q3
Solar,2008,4,0.0,107778.58,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q4
Solar,2009,1,0.0,115740.81,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q1
Solar,2009,2,0.0,313253.30000000005,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q2
Solar,2009,3,0.0,332472.95999999996,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q3
Solar,2009,4,0.0,129712.45999999999,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q4
Solar,2010,1,0.0,118689.48,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q1
Solar,2010,2,0.0,441504.30000000005,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q2
Solar,2010,3,0.0,455355.4,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q3
Solar,2010,4,0.0,196632.48000000004,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q4
Solar,2011,1,0.0,247379.77000000002,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q1
Solar,2011,2,0.0,577448.48,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q2
Solar,2011,3,0.0,605984.14,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q3
Solar,2011,4,0.0,386883.4,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q4
Solar,2012,1,0.0,461491.72999999986,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q1
Solar,2012,2,0.0,1304299.1400000001,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q2
Solar,2012,3,0.0,1422954.55,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q3
Solar,2012,4,0.0,1120027.6400000001,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q4
Solar,2013,1,0.0,1361865.54,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q1
Solar,2013,2,0.0,2290130.35,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q2
Solar,2013,3,0.0,2721717.6800000006,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q3
Solar,2013,4,0.0,2661906.95,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q4
Solar,2014,1,0.0,5091480.79,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q1
Solar,2014,2,0.0,8332216.209999999,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q2
Solar,2014,3,0.0,8824695.049999999,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q3
Solar,2014,4,0.0,6644781.520000001,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q4
Solar,2015,1,0.0,7377930.24,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q1
Solar,2015,2,0.0,11467357.309999999,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q2
Solar,2015,3,0.0,11779227.32,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q3
Solar,2015,4,0.0,8274850.55,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q4
Solar,2016,1,0.0,9972423.079999998,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q1
Solar,2016,2,0.0,15221929.600000001,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q2
Solar,2016,3,0.0,17163262.54,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q3
Solar,2016,4,0.0,12306929.89,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q4
Solar,2017,1,0.0,13627415.869999997,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q1
Solar,2017,2,0.0,23871870.06,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q2
Solar,2017,3,0.0,23312119.15,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q3
Solar,2017,4,0.0,15954262.49,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q4
Wind,2001,1,0.0,1352612.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q1
Wind,2001,2,0.0,1989359.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q2
Wind,2001,3,0.0,1702427.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q3
Wind,2001,4,0.0,1692934.0,0.0,0.0,0.0,0.0,0.0,0.0,2001 Q4
Wind,2002,1,0.0,2377435.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q1
Wind,2002,2,0.0,3228372.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q2
Wind,2002,3,0.0,2602975.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q3
Wind,2002,4,0.0,2145497.0,0.0,0.0,0.0,0.0,0.0,0.0,2002 Q4
Wind,2003,1,0.0,2413819.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q1
Wind,2003,2,0.0,3146296.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q2
Wind,2003,3,0.0,2663881.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q3
Wind,2003,4,0.0,2963477.0,0.0,0.0,0.0,0.0,0.0,0.0,2003 Q4
Wind,2004,1,0.0,3312238.1799999997,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q1
Wind,2004,2,0.0,4393714.039999999,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q2
Wind,2004,3,0.0,3304704.1500000004,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q3
Wind,2004,4,0.0,3133084.38,0.0,0.0,0.0,0.0,0.0,0.0,2004 Q4
Wind,2005,1,0.0,3658675.93,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q1
Wind,2005,2,0.0,5240857.620000001,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q2
Wind,2005,3,0.0,4027320.33,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q3
Wind,2005,4,0.0,4883695.23,0.0,0.0,0.0,0.0,0.0,0.0,2005 Q4
Wind,2006,1,0.0,6663223.550000001,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q1
Wind,2006,2,0.0,6982210.53,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q2
Wind,2006,3,0.0,5489394.909999999,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q3
Wind,2006,4,0.0,7454308.080000001,0.0,0.0,0.0,0.0,0.0,0.0,2006 Q4
Wind,2007,1,0.0,8019199.950000001,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q1
Wind,2007,2,0.0,8744460.26,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q2
Wind,2007,3,0.0,7724458.700000001,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q3
Wind,2007,4,0.0,9961808.62,0.0,0.0,0.0,0.0,0.0,0.0,2007 Q4
Wind,2008,1,0.0,12906954.09,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q1
Wind,2008,2,0.0,15705942.370000001,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q2
Wind,2008,3,0.0,10384258.629999999,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q3
Wind,2008,4,0.0,16365945.16,0.0,0.0,0.0,0.0,0.0,0.0,2008 Q4
Wind,2009,1,0.0,18902062.61,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q1
Wind,2009,2,0.0,19319079.11,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q2
Wind,2009,3,0.0,15070122.830000002,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q3
Wind,2009,4,0.0,20594867.340000004,0.0,0.0,0.0,0.0,0.0,0.0,2009 Q4
Wind,2010,1,0.0,20875271.389999997,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q1
Wind,2010,2,0.0,26509856.200000003,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q2
Wind,2010,3,0.0,20514117.6,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q3
Wind,2010,4,0.0,26750724.1,0.0,0.0,0.0,0.0,0.0,0.0,2010 Q4
Wind,2011,1,0.0,29546702.749999996,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q1
Wind,2011,2,0.0,35178886.739999995,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q2
Wind,2011,3,0.0,21831252.43,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q3
Wind,2011,4,0.0,33619756.89,0.0,0.0,0.0,0.0,0.0,0.0,2011 Q4
Wind,2012,1,0.0,38708830.91,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q1
Wind,2012,2,0.0,37221516.43000001,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q2
Wind,2012,3,0.0,26082367.5,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q3
Wind,2012,4,0.0,38796698.04000001,0.0,0.0,0.0,0.0,0.0,0.0,2012 Q4
Wind,2013,1,0.0,44569748.31,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q1
Wind,2013,2,0.0,47463082.22,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q2
Wind,2013,3,0.0,32401578.470000006,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q3
Wind,2013,4,0.0,43405336.68000001,0.0,0.0,0.0,0.0,0.0,0.0,2013 Q4
Wind,2014,1,0.0,49655757.69,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q1
Wind,2014,2,0.0,50035733.17,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q2
Wind,2014,3,0.0,33877681.650000006,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q3
Wind,2014,4,0.0,48086109.41,0.0,0.0,0.0,0.0,0.0,0.0,2014 Q4
Wind,2015,1,0.0,45391620.61000001,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q1
Wind,2015,2,0.0,48439756.81,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q2
Wind,2015,3,0.0,40727043.5,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q3
Wind,2015,4,0.0,56160126.97999999,0.0,0.0,0.0,0.0,0.0,0.0,2015 Q4
Wind,2016,1,0.0,60544038.75000001,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q1
Wind,2016,2,0.0,55950643.489999995,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q2
Wind,2016,3,0.0,47611323.49000001,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q3
Wind,2016,4,0.0,62886556.72,0.0,0.0,0.0,0.0,0.0,0.0,2016 Q4
Wind,2017,1,0.0,68963728.97000001,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q1
Wind,2017,2,0.0,68090275.09000002,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q2
Wind,2017,3,0.0,46041120.63,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q3
Wind,2017,4,0.0,70888373.88999999,0.0,0.0,0.0,0.0,0.0,0.0,2017 Q4
