fuel category,year,month,total fuel (mmbtu),generation (mwh),elec fuel (mmbtu),elec fuel fossil co2 (kg),adjusted co2 (kg),adjusted index (g/kwh),adjusted index (lb/mwh),datetime,quarter
Wind,2001,9,0.0,490229.0,0.0,0.0,0.0,0.0,0.0,2001-09-01,3
Wind,2001,10,0.0,606829.0,0.0,0.0,0.0,0.0,0.0,2001-10-01,4
Wind,2001,11,0.0,470448.0,0.0,0.0,0.0,0.0,0.0,2001-11-01,4
Wind,2001,12,0.0,615657.0,0.0,0.0,0.0,0.0,0.0,2001-12-01,4
Wind,2002,1,0.0,811401.0,0.0,0.0,0.0,0.0,0.0,2002-01-01,1
Wind,2002,2,0.0,713932.0,0.0,0.0,0.0,0.0,0.0,2002-02-01,1
Wind,2002,3,0.0,852102.0,0.0,0.0,0.0,0.0,0.0,2002-03-01,1
Wind,2002,4,0.0,1024417.0,0.0,0.0,0.0,0.0,0.0,2002-04-01,2
Wind,2002,5,0.0,1077640.0,0.0,0.0,0.0,0.0,0.0,2002-05-01,2
Wind,2002,6,0.0,1126315.0,0.0,0.0,0.0,0.0,0.0,2002-06-01,2
Wind,2002,7,0.0,890454.0,0.0,0.0,0.0,0.0,0.0,2002-07-01,3
Wind,2002,8,0.0,976692.0,0.0,0.0,0.0,0.0,0.0,2002-08-01,3
Wind,2002,9,0.0,735829.0,0.0,0.0,0.0,0.0,0.0,2002-09-01,3
Wind,2002,10,0.0,734355.0,0.0,0.0,0.0,0.0,0.0,2002-10-01,4
Wind,2002,11,0.0,655947.0,0.0,0.0,0.0,0.0,0.0,2002-11-01,4
Wind,2002,12,0.0,755195.0,0.0,0.0,0.0,0.0,0.0,2002-12-01,4
Wind,2003,1,0.0,632341.0,0.0,0.0,0.0,0.0,0.0,2003-01-01,1
Wind,2003,2,0.0,745374.0,0.0,0.0,0.0,0.0,0.0,2003-02-01,1
Wind,2003,3,0.0,1036104.0,0.0,0.0,0.0,0.0,0.0,2003-03-01,1
Wind,2003,4,0.0,1092768.0,0.0,0.0,0.0,0.0,0.0,2003-04-01,2
Wind,2003,5,0.0,1006383.0,0.0,0.0,0.0,0.0,0.0,2003-05-01,2
Wind,2003,6,0.0,1047145.0,0.0,0.0,0.0,0.0,0.0,2003-06-01,2
Wind,2003,7,0.0,953396.0,0.0,0.0,0.0,0.0,0.0,2003-07-01,3
Wind,2003,8,0.0,815429.0,0.0,0.0,0.0,0.0,0.0,2003-08-01,3
Wind,2003,9,0.0,895056.0,0.0,0.0,0.0,0.0,0.0,2003-09-01,3
Wind,2003,10,0.0,897163.0,0.0,0.0,0.0,0.0,0.0,2003-10-01,4
Wind,2003,11,0.0,961431.0,0.0,0.0,0.0,0.0,0.0,2003-11-01,4
Wind,2003,12,0.0,1104883.0,0.0,0.0,0.0,0.0,0.0,2003-12-01,4
Wind,2004,1,0.0,999445.2199999999,0.0,0.0,0.0,0.0,0.0,2004-01-01,1
Wind,2004,2,0.0,1021568.9700000001,0.0,0.0,0.0,0.0,0.0,2004-02-01,1
Wind,2004,3,0.0,1291223.99,0.0,0.0,0.0,0.0,0.0,2004-03-01,1
Wind,2004,4,0.0,1294856.7999999998,0.0,0.0,0.0,0.0,0.0,2004-04-01,2
Wind,2004,5,0.0,1701651.4899999998,0.0,0.0,0.0,0.0,0.0,2004-05-01,2
Wind,2004,6,0.0,1397205.7499999998,0.0,0.0,0.0,0.0,0.0,2004-06-01,2
Wind,2004,7,0.0,1164370.0899999999,0.0,0.0,0.0,0.0,0.0,2004-07-01,3
Wind,2004,8,0.0,1050718.8299999998,0.0,0.0,0.0,0.0,0.0,2004-08-01,3
Wind,2004,9,0.0,1089615.2300000002,0.0,0.0,0.0,0.0,0.0,2004-09-01,3
Wind,2004,10,0.0,1028872.7,0.0,0.0,0.0,0.0,0.0,2004-10-01,4
Wind,2004,11,0.0,932203.0000000001,0.0,0.0,0.0,0.0,0.0,2004-11-01,4
Wind,2004,12,0.0,1172008.68,0.0,0.0,0.0,0.0,0.0,2004-12-01,4
Wind,2005,1,0.0,1131568.52,0.0,0.0,0.0,0.0,0.0,2005-01-01,1
Wind,2005,2,0.0,966481.7699999999,0.0,0.0,0.0,0.0,0.0,2005-02-01,1
Wind,2005,3,0.0,1560625.6400000001,0.0,0.0,0.0,0.0,0.0,2005-03-01,1
Wind,2005,4,0.0,1697503.7100000004,0.0,0.0,0.0,0.0,0.0,2005-04-01,2
Wind,2005,5,0.0,1746429.5600000005,0.0,0.0,0.0,0.0,0.0,2005-05-01,2
Wind,2005,6,0.0,1796924.3499999999,0.0,0.0,0.0,0.0,0.0,2005-06-01,2
Wind,2005,7,0.0,1420941.82,0.0,0.0,0.0,0.0,0.0,2005-07-01,3
Wind,2005,8,0.0,1138031.54,0.0,0.0,0.0,0.0,0.0,2005-08-01,3
Wind,2005,9,0.0,1468346.97,0.0,0.0,0.0,0.0,0.0,2005-09-01,3
Wind,2005,10,0.0,1446189.84,0.0,0.0,0.0,0.0,0.0,2005-10-01,4
Wind,2005,11,0.0,1609691.5000000002,0.0,0.0,0.0,0.0,0.0,2005-11-01,4
Wind,2005,12,0.0,1827813.8900000001,0.0,0.0,0.0,0.0,0.0,2005-12-01,4
Wind,2006,1,0.0,2382633.3600000003,0.0,0.0,0.0,0.0,0.0,2006-01-01,1
Wind,2006,2,0.0,1921958.45,0.0,0.0,0.0,0.0,0.0,2006-02-01,1
Wind,2006,3,0.0,2358631.7399999998,0.0,0.0,0.0,0.0,0.0,2006-03-01,1
Wind,2006,4,0.0,2471762.2700000005,0.0,0.0,0.0,0.0,0.0,2006-04-01,2
Wind,2006,5,0.0,2458682.6199999996,0.0,0.0,0.0,0.0,0.0,2006-05-01,2
Wind,2006,6,0.0,2051765.6399999997,0.0,0.0,0.0,0.0,0.0,2006-06-01,2
Wind,2006,7,0.0,1955064.2399999998,0.0,0.0,0.0,0.0,0.0,2006-07-01,3
Wind,2006,8,0.0,1655186.88,0.0,0.0,0.0,0.0,0.0,2006-08-01,3
Wind,2006,9,0.0,1879143.7899999998,0.0,0.0,0.0,0.0,0.0,2006-09-01,3
Wind,2006,10,0.0,2442129.87,0.0,0.0,0.0,0.0,0.0,2006-10-01,4
Wind,2006,11,0.0,2540488.630000001,0.0,0.0,0.0,0.0,0.0,2006-11-01,4
Wind,2006,12,0.0,2471689.58,0.0,0.0,0.0,0.0,0.0,2006-12-01,4
Wind,2007,1,0.0,2452314.65,0.0,0.0,0.0,0.0,0.0,2007-01-01,1
Wind,2007,2,0.0,2519792.84,0.0,0.0,0.0,0.0,0.0,2007-02-01,1
Wind,2007,3,0.0,3047092.4600000004,0.0,0.0,0.0,0.0,0.0,2007-03-01,1
Wind,2007,4,0.0,3171703.1599999997,0.0,0.0,0.0,0.0,0.0,2007-04-01,2
Wind,2007,5,0.0,2952340.64,0.0,0.0,0.0,0.0,0.0,2007-05-01,2
Wind,2007,6,0.0,2620416.46,0.0,0.0,0.0,0.0,0.0,2007-06-01,2
Wind,2007,7,0.0,2158372.4400000004,0.0,0.0,0.0,0.0,0.0,2007-07-01,3
Wind,2007,8,0.0,2699364.69,0.0,0.0,0.0,0.0,0.0,2007-08-01,3
Wind,2007,9,0.0,2866721.57,0.0,0.0,0.0,0.0,0.0,2007-09-01,3
Wind,2007,10,0.0,3376540.2999999993,0.0,0.0,0.0,0.0,0.0,2007-10-01,4
Wind,2007,11,0.0,3095036.4199999995,0.0,0.0,0.0,0.0,0.0,2007-11-01,4
Wind,2007,12,0.0,3490231.9,0.0,0.0,0.0,0.0,0.0,2007-12-01,4
Wind,2008,1,0.0,4273185.390000001,0.0,0.0,0.0,0.0,0.0,2008-01-01,1
Wind,2008,2,0.0,3851748.7099999995,0.0,0.0,0.0,0.0,0.0,2008-02-01,1
Wind,2008,3,0.0,4782019.99,0.0,0.0,0.0,0.0,0.0,2008-03-01,1
Wind,2008,4,0.0,5225282.05,0.0,0.0,0.0,0.0,0.0,2008-04-01,2
Wind,2008,5,0.0,5340283.91,0.0,0.0,0.0,0.0,0.0,2008-05-01,2
Wind,2008,6,0.0,5140376.410000001,0.0,0.0,0.0,0.0,0.0,2008-06-01,2
Wind,2008,7,0.0,4008400.6200000006,0.0,0.0,0.0,0.0,0.0,2008-07-01,3
Wind,2008,8,0.0,3264406.1599999997,0.0,0.0,0.0,0.0,0.0,2008-08-01,3
Wind,2008,9,0.0,3111451.8499999996,0.0,0.0,0.0,0.0,0.0,2008-09-01,3
Wind,2008,10,0.0,4756400.94,0.0,0.0,0.0,0.0,0.0,2008-10-01,4
Wind,2008,11,0.0,4993645.67,0.0,0.0,0.0,0.0,0.0,2008-11-01,4
Wind,2008,12,0.0,6615898.550000001,0.0,0.0,0.0,0.0,0.0,2008-12-01,4
Wind,2009,1,0.0,5950824.67,0.0,0.0,0.0,0.0,0.0,2009-01-01,1
Wind,2009,2,0.0,5852175.029999999,0.0,0.0,0.0,0.0,0.0,2009-02-01,1
Wind,2009,3,0.0,7099062.91,0.0,0.0,0.0,0.0,0.0,2009-03-01,1
Wind,2009,4,0.0,7457696.030000001,0.0,0.0,0.0,0.0,0.0,2009-04-01,2
Wind,2009,5,0.0,6261961.140000001,0.0,0.0,0.0,0.0,0.0,2009-05-01,2
Wind,2009,6,0.0,5599421.9399999995,0.0,0.0,0.0,0.0,0.0,2009-06-01,2
Wind,2009,7,0.0,4954941.340000001,0.0,0.0,0.0,0.0,0.0,2009-07-01,3
Wind,2009,8,0.0,5464473.6,0.0,0.0,0.0,0.0,0.0,2009-08-01,3
Wind,2009,9,0.0,4650707.890000001,0.0,0.0,0.0,0.0,0.0,2009-09-01,3
Wind,2009,10,0.0,6813625.930000002,0.0,0.0,0.0,0.0,0.0,2009-10-01,4
Wind,2009,11,0.0,6875183.04,0.0,0.0,0.0,0.0,0.0,2009-11-01,4
Wind,2009,12,0.0,6906058.369999999,0.0,0.0,0.0,0.0,0.0,2009-12-01,4
Wind,2010,1,0.0,6854336.6099999985,0.0,0.0,0.0,0.0,0.0,2010-01-01,1
Wind,2010,2,0.0,5431857.9399999995,0.0,0.0,0.0,0.0,0.0,2010-02-01,1
Wind,2010,3,0.0,8589076.84,0.0,0.0,0.0,0.0,0.0,2010-03-01,1
Wind,2010,4,0.0,9764455.979999999,0.0,0.0,0.0,0.0,0.0,2010-04-01,2
Wind,2010,5,0.0,8697524.870000001,0.0,0.0,0.0,0.0,0.0,2010-05-01,2
Wind,2010,6,0.0,8047875.35,0.0,0.0,0.0,0.0,0.0,2010-06-01,2
Wind,2010,7,0.0,6723891.200000001,0.0,0.0,0.0,0.0,0.0,2010-07-01,3
Wind,2010,8,0.0,6684724.2,0.0,0.0,0.0,0.0,0.0,2010-08-01,3
Wind,2010,9,0.0,7105502.199999999,0.0,0.0,0.0,0.0,0.0,2010-09-01,3
Wind,2010,10,0.0,7943807.6,0.0,0.0,0.0,0.0,0.0,2010-10-01,4
Wind,2010,11,0.0,9747619.13,0.0,0.0,0.0,0.0,0.0,2010-11-01,4
Wind,2010,12,0.0,9059297.37,0.0,0.0,0.0,0.0,0.0,2010-12-01,4
Wind,2011,1,0.0,8550494.809999999,0.0,0.0,0.0,0.0,0.0,2011-01-01,1
Wind,2011,2,0.0,10451561.889999999,0.0,0.0,0.0,0.0,0.0,2011-02-01,1
Wind,2011,3,0.0,10544646.05,0.0,0.0,0.0,0.0,0.0,2011-03-01,1
Wind,2011,4,0.0,12421656.84,0.0,0.0,0.0,0.0,0.0,2011-04-01,2
Wind,2011,5,0.0,11772160.769999994,0.0,0.0,0.0,0.0,0.0,2011-05-01,2
Wind,2011,6,0.0,10985069.129999999,0.0,0.0,0.0,0.0,0.0,2011-06-01,2
Wind,2011,7,0.0,7488629.07,0.0,0.0,0.0,0.0,0.0,2011-07-01,3
Wind,2011,8,0.0,7473594.029999999,0.0,0.0,0.0,0.0,0.0,2011-08-01,3
Wind,2011,9,0.0,6869029.33,0.0,0.0,0.0,0.0,0.0,2011-09-01,3
Wind,2011,10,0.0,10525428.96,0.0,0.0,0.0,0.0,0.0,2011-10-01,4
Wind,2011,11,0.0,12438553.17,0.0,0.0,0.0,0.0,0.0,2011-11-01,4
Wind,2011,12,0.0,10655774.759999998,0.0,0.0,0.0,0.0,0.0,2011-12-01,4
Wind,2012,1,0.0,13629771.739999998,0.0,0.0,0.0,0.0,0.0,2012-01-01,1
Wind,2012,2,0.0,11051714.19,0.0,0.0,0.0,0.0,0.0,2012-02-01,1
Wind,2012,3,0.0,14027344.98,0.0,0.0,0.0,0.0,0.0,2012-03-01,1
Wind,2012,4,0.0,12709032.650000002,0.0,0.0,0.0,0.0,0.0,2012-04-01,2
Wind,2012,5,0.0,12540324.280000001,0.0,0.0,0.0,0.0,0.0,2012-05-01,2
Wind,2012,6,0.0,11972159.5,0.0,0.0,0.0,0.0,0.0,2012-06-01,2
Wind,2012,7,0.0,8823083.019999998,0.0,0.0,0.0,0.0,0.0,2012-07-01,3
Wind,2012,8,0.0,8469419.01,0.0,0.0,0.0,0.0,0.0,2012-08-01,3
Wind,2012,9,0.0,8789865.47,0.0,0.0,0.0,0.0,0.0,2012-09-01,3
Wind,2012,10,0.0,12630465.259999998,0.0,0.0,0.0,0.0,0.0,2012-10-01,4
Wind,2012,11,0.0,11642715.190000003,0.0,0.0,0.0,0.0,0.0,2012-11-01,4
Wind,2012,12,0.0,14523517.59,0.0,0.0,0.0,0.0,0.0,2012-12-01,4
Wind,2013,1,0.0,14738504.25,0.0,0.0,0.0,0.0,0.0,2013-01-01,1
Wind,2013,2,0.0,14075590.68,0.0,0.0,0.0,0.0,0.0,2013-02-01,1
Wind,2013,3,0.0,15755653.379999999,0.0,0.0,0.0,0.0,0.0,2013-03-01,1
Wind,2013,4,0.0,17476274.29,0.0,0.0,0.0,0.0,0.0,2013-04-01,2
Wind,2013,5,0.0,16238702.16,0.0,0.0,0.0,0.0,0.0,2013-05-01,2
Wind,2013,6,0.0,13748105.769999996,0.0,0.0,0.0,0.0,0.0,2013-06-01,2
Wind,2013,7,0.0,11093613.569999998,0.0,0.0,0.0,0.0,0.0,2013-07-01,3
Wind,2013,8,0.0,9633883.71,0.0,0.0,0.0,0.0,0.0,2013-08-01,3
Wind,2013,9,0.0,11674081.190000003,0.0,0.0,0.0,0.0,0.0,2013-09-01,3
Wind,2013,10,0.0,13635018.110000001,0.0,0.0,0.0,0.0,0.0,2013-10-01,4
Wind,2013,11,0.0,15803259.72,0.0,0.0,0.0,0.0,0.0,2013-11-01,4
Wind,2013,12,0.0,13967058.850000001,0.0,0.0,0.0,0.0,0.0,2013-12-01,4
Wind,2014,1,0.0,17911214.330000002,0.0,0.0,0.0,0.0,0.0,2014-01-01,1
Wind,2014,2,0.0,14008660.449999997,0.0,0.0,0.0,0.0,0.0,2014-02-01,1
Wind,2014,3,0.0,17735882.909999996,0.0,0.0,0.0,0.0,0.0,2014-03-01,1
Wind,2014,4,0.0,18635549.16,0.0,0.0,0.0,0.0,0.0,2014-04-01,2
Wind,2014,5,0.0,15601366.870000003,0.0,0.0,0.0,0.0,0.0,2014-05-01,2
Wind,2014,6,0.0,15798817.139999999,0.0,0.0,0.0,0.0,0.0,2014-06-01,2
Wind,2014,7,0.0,12187392.419999998,0.0,0.0,0.0,0.0,0.0,2014-07-01,3
Wind,2014,8,0.0,10170520.790000001,0.0,0.0,0.0,0.0,0.0,2014-08-01,3
Wind,2014,9,0.0,11519768.440000003,0.0,0.0,0.0,0.0,0.0,2014-09-01,3
Wind,2014,10,0.0,14507931.129999999,0.0,0.0,0.0,0.0,0.0,2014-10-01,4
Wind,2014,11,0.0,18866928.82,0.0,0.0,0.0,0.0,0.0,2014-11-01,4
Wind,2014,12,0.0,14711249.459999997,0.0,0.0,0.0,0.0,0.0,2014-12-01,4
Wind,2015,1,0.0,15162146.320000002,0.0,0.0,0.0,0.0,0.0,2015-01-01,1
Wind,2015,2,0.0,14921545.350000001,0.0,0.0,0.0,0.0,0.0,2015-02-01,1
Wind,2015,3,0.0,15307928.940000005,0.0,0.0,0.0,0.0,0.0,2015-03-01,1
Wind,2015,4,0.0,17867149.23,0.0,0.0,0.0,0.0,0.0,2015-04-01,2
Wind,2015,5,0.0,17151341.330000002,0.0,0.0,0.0,0.0,0.0,2015-05-01,2
Wind,2015,6,0.0,13421266.25,0.0,0.0,0.0,0.0,0.0,2015-06-01,2
Wind,2015,7,0.0,13675449.39,0.0,0.0,0.0,0.0,0.0,2015-07-01,3
Wind,2015,8,0.0,13080027.57,0.0,0.0,0.0,0.0,0.0,2015-08-01,3
Wind,2015,9,0.0,13971566.540000003,0.0,0.0,0.0,0.0,0.0,2015-09-01,3
Wind,2015,10,0.0,16380038.529999997,0.0,0.0,0.0,0.0,0.0,2015-10-01,4
Wind,2015,11,0.0,19681715.65,0.0,0.0,0.0,0.0,0.0,2015-11-01,4
Wind,2015,12,0.0,20098372.799999997,0.0,0.0,0.0,0.0,0.0,2015-12-01,4
Wind,2016,1,0.0,18466401.540000007,0.0,0.0,0.0,0.0,0.0,2016-01-01,1
Wind,2016,2,0.0,20138227.85,0.0,0.0,0.0,0.0,0.0,2016-02-01,1
Wind,2016,3,0.0,21939409.36,0.0,0.0,0.0,0.0,0.0,2016-03-01,1
Wind,2016,4,0.0,20799303.44,0.0,0.0,0.0,0.0,0.0,2016-04-01,2
Wind,2016,5,0.0,18847898.72,0.0,0.0,0.0,0.0,0.0,2016-05-01,2
Wind,2016,6,0.0,16303441.329999998,0.0,0.0,0.0,0.0,0.0,2016-06-01,2
Wind,2016,7,0.0,17618357.140000004,0.0,0.0,0.0,0.0,0.0,2016-07-01,3
Wind,2016,8,0.0,13589326.160000004,0.0,0.0,0.0,0.0,0.0,2016-08-01,3
Wind,2016,9,0.0,16403640.190000001,0.0,0.0,0.0,0.0,0.0,2016-09-01,3
Wind,2016,10,0.0,20335389.799999997,0.0,0.0,0.0,0.0,0.0,2016-10-01,4
Wind,2016,11,0.0,19405642.129999995,0.0,0.0,0.0,0.0,0.0,2016-11-01,4
Wind,2016,12,0.0,23145524.790000003,0.0,0.0,0.0,0.0,0.0,2016-12-01,4
Wind,2017,1,0.0,20668832.270000003,0.0,0.0,0.0,0.0,0.0,2017-01-01,1
Wind,2017,2,0.0,22167558.47,0.0,0.0,0.0,0.0,0.0,2017-02-01,1
Wind,2017,3,0.0,26127338.230000008,0.0,0.0,0.0,0.0,0.0,2017-03-01,1
Wind,2017,4,0.0,25749517.98000001,0.0,0.0,0.0,0.0,0.0,2017-04-01,2
Wind,2017,5,0.0,22636848.66,0.0,0.0,0.0,0.0,0.0,2017-05-01,2
Wind,2017,6,0.0,19703908.450000007,0.0,0.0,0.0,0.0,0.0,2017-06-01,2
Wind,2017,7,0.0,15711522.580000002,0.0,0.0,0.0,0.0,0.0,2017-07-01,3
Wind,2017,8,0.0,13064719.5,0.0,0.0,0.0,0.0,0.0,2017-08-01,3
Wind,2017,9,0.0,17264878.55,0.0,0.0,0.0,0.0,0.0,2017-09-01,3
Wind,2017,10,0.0,24814868.009999994,0.0,0.0,0.0,0.0,0.0,2017-10-01,4
Wind,2017,11,0.0,23315592.470000003,0.0,0.0,0.0,0.0,0.0,2017-11-01,4
Wind,2017,12,0.0,22757913.409999996,0.0,0.0,0.0,0.0,0.0,2017-12-01,4
