fuel category,year,month,total fuel (mmbtu),generation (mwh),elec fuel (mmbtu),elec fuel fossil co2 (kg),adjusted co2 (kg),adjusted index (g/kwh),adjusted index (lb/mwh),datetime,quarter
Coal,2001,1,1865791000.0,177287111.0,1823460000.0,174937633614.0,177518426151.69345,1001.3047488358782,2207.476449283577,2001-01-01,1
Coal,2001,2,1583642000.0,149735483.0,1547593000.0,148510894017.75,151411474026.84872,1011.1930117916588,2229.276113795891,2001-02-01,1
Coal,2001,3,1644567000.0,155269010.0,1605915000.0,154369690180.5,156231311781.26294,1006.197642280729,2218.2633221720953,2001-03-01,1
Coal,2001,4,1485098000.0,140670652.0,1449735000.0,139075383012.0,141337267506.86414,1004.7388385380067,2215.04724344089,2001-04-01,2
Coal,2001,5,1609283000.0,151592915.0,1574620000.0,151022919600.75,153359337469.57007,1011.6524078290207,2230.2888982998593,2001-05-01,2
Coal,2001,6,1728386000.0,162615804.0,1692623000.0,162146137734.0,164670783255.57602,1012.6370205418411,2232.459575486543,2001-06-01,2
Coal,2001,7,1911471000.0,179060410.0,1872831000.0,179256708288.0,181967233684.98706,1016.2337597964121,2240.3889468471702,2001-07-01,3
Coal,2001,8,1958284000.0,183116073.0,1918077000.0,183786667890.75,185697743057.51944,1014.0985442469566,2235.681650646841,2001-08-01,3
Coal,2001,9,1651888000.0,154158318.0,1616717000.0,155064651897.0,156445664485.4204,1014.8376455782321,2237.3110734417705,2001-09-01,3
Coal,2001,10,1585204000.0,148930815.0,1550409000.0,148453269672.75,149085289074.1631,1001.0372203641207,2206.8866560147408,2001-10-01,4
Coal,2001,11,1530121000.0,144116999.0,1495477000.0,143353254536.25,144710770006.65704,1004.1200622464879,2213.6830892286075,2001-11-01,4
Coal,2001,12,1678556000.0,157402349.0,1641991000.0,157197624771.0,158127511644.1779,1004.6070636733501,2214.756732574268,2001-12-01,4
Coal,2002,1,1726580000.0,164358019.0,1687550000.0,161170186422.0,164687801129.032,1002.0064863949962,2209.0234999064087,2002-01-01,1
Coal,2002,2,1504686000.0,143048821.0,1471568000.0,140560587782.25,143829257776.35278,1005.4557372154279,2216.6277182651324,2002-02-01,1
Coal,2002,3,1595720000.0,151485651.0,1558548000.0,148930918514.25,152229440351.52402,1004.9099657070756,2215.4245103978187,2002-03-01,1
Coal,2002,4,1500217000.0,142304593.0,1466854000.0,140173589889.75,143433069268.94885,1007.9300059482188,2222.082491113443,2002-04-01,2
Coal,2002,5,1598181000.0,151406399.0,1564111000.0,149431457550.0,153410187353.0915,1013.2345024142044,2233.776784022355,2002-05-01,2
Coal,2002,6,1750687000.0,164667695.0,1717937000.0,164298486077.25,167880220009.13516,1019.5091393556894,2247.609848623553,2002-06-01,2
Coal,2002,7,1948389000.0,183194702.0,1910472000.0,182758322601.75,186205811839.732,1016.4366644169218,2240.8362703735456,2002-07-01,3
Coal,2002,8,1919954000.0,179955446.0,1885718000.0,180299920863.75,184166174050.31613,1023.3987253173551,2256.1848298346413,2002-08-01,3
Coal,2002,9,1745446000.0,165366307.0,1709955000.0,163395843642.0,167760420116.7278,1014.4776355000043,2236.51739522331,2002-09-01,3
Coal,2002,10,1677224000.0,159099296.0,1642635000.0,156966716958.75,160723782920.73132,1010.2105223691959,2227.1101176151296,2002-10-01,4
Coal,2002,11,1644201000.0,156053653.0,1609906000.0,153911617119.0,156934786599.20197,1005.6463503561943,2217.047943995266,2002-11-01,4
Coal,2002,12,1806687000.0,172189764.0,1771645000.0,169326624230.25,172973721712.09348,1004.5528705881349,2214.637258498602,2002-12-01,4
Coal,2003,1,1888824000.0,181313152.0,1849894000.0,176843406472.5,180586687863.4107,995.9933180324983,2195.766868934446,2003-01-01,1
Coal,2003,2,1642023000.0,156982484.0,1607192000.0,153841644849.75,156978533153.71075,999.9748325661018,2204.544515875228,2003-02-01,1
Coal,2003,3,1634613000.0,155001775.0,1597940000.0,152538266900.25,155405127737.21814,1002.602245924075,2210.3369113642157,2003-03-01,1
Coal,2003,4,1493383000.0,141959980.0,1461511000.0,139675445820.0,140885565192.03766,992.431565516124,2187.914629336847,2003-04-01,2
Coal,2003,5,1585448000.0,150262975.0,1552801000.0,148317287629.5,151434409441.377,1007.7958954384939,2221.786831083704,2003-05-01,2
Coal,2003,6,1716922000.0,162284629.0,1684206000.0,160873674981.75,163508638953.23547,1007.5423652922512,2221.2278985232974,2003-06-01,2
Coal,2003,7,1924296000.0,181852319.0,1888112000.0,180301315038.0,184047429282.2273,1012.0708401976842,2231.211374299815,2003-07-01,3
Coal,2003,8,1962966000.0,185331825.0,1926003000.0,183941658881.25,186365835790.10327,1005.5792403172163,2216.8999932033353,2003-08-01,3
Coal,2003,9,1744400000.0,164910000.0,1711531000.0,163506986961.75,165387458962.07382,1002.895269917372,2210.9829120598383,2003-09-01,3
Coal,2003,10,1669179000.0,159322941.0,1636202000.0,156485424900.0,159925743410.25577,1003.783525501552,2212.941160320722,2003-10-01,4
Coal,2003,11,1669549000.0,158223194.0,1636846000.0,156460257659.25,158210749589.99686,999.9213490153463,2204.4266060392324,2003-11-01,4
Coal,2003,12,1851975000.0,176291472.0,1814646000.0,173421222276.75,175759881980.35248,996.9845959443375,2197.9522402188863,2003-12-01,4
Coal,2004,1,1902984900.0,180657420.51999998,1849943860.0,176656044299.9175,180150733746.5009,997.1953171254153,2198.4167961346907,2004-01-01,1
Coal,2004,2,1703415840.0,161503092.18000004,1654943360.0,158029000226.6101,161015227420.4741,996.9792234133685,2197.940395937112,2004-02-01,1
Coal,2004,3,1625858840.0,154288419.20000002,1579424850.0,150816210111.9601,153235880480.09058,993.1781093787405,2189.5604599363714,2004-03-01,1
Coal,2004,4,1498025540.0,141470956.19999996,1454252720.0,138879281760.50238,140189502911.24506,990.9419337850287,2184.6305872224743,2004-04-01,2
Coal,2004,5,1667555100.0,157016377.21999997,1622784360.0,154971629049.64484,157066522195.74216,1000.31936143624,2205.304064222335,2004-05-01,2
Coal,2004,6,1774814970.0,167641906.26,1728554020.0,165058991471.4001,167062614808.0772,996.5444711000581,2196.9819409871884,2004-06-01,2
Coal,2004,7,1927736700.0,181491820.62999997,1878305250.0,179346535492.14005,181076361289.9619,997.7108646626834,2199.553372235352,2004-07-01,3
Coal,2004,8,1886825650.0,178181342.58000004,1839178600.0,175617376610.30246,177761070812.01584,997.6413256186152,2199.4000664587993,2004-08-01,3
Coal,2004,9,1747579910.0,164252923.35,1703066620.0,162622700829.32245,163770895148.79843,997.0653295456153,2198.1302255162636,2004-09-01,3
Coal,2004,10,1667813330.0,157605095.42000002,1623281420.0,155007733738.3574,156710384794.7102,994.3230856660725,2192.0846746594234,2004-10-01,4
Coal,2004,11,1670838430.0,157435994.20000002,1625621540.0,155227173014.3625,156349843894.34784,993.1010039275238,2189.3904732586193,2004-11-01,4
Coal,2004,12,1866798510.0,176755201.45,1816394300.0,173451742646.55743,175656055061.61066,993.7815329938097,2190.890767638153,2004-12-01,4
Coal,2005,1,1871715960.0,177013906.60999998,1822066900.0,173634701144.93997,176139376093.39682,995.0595377880115,2193.7082570074504,2005-01-01,1
Coal,2005,2,1647111510.0,155818014.16000003,1601621020.0,152628967533.5549,154429571007.3844,991.0893284059575,2184.955533403774,2005-02-01,1
Coal,2005,3,1727049830.0,163612700.48999998,1679490720.0,160033639207.5451,161737663811.6566,988.5397852811677,2179.3348106308626,2005-03-01,1
Coal,2005,4,1519034480.0,143083239.02,1477122430.0,140985001560.67508,140860880066.97617,984.4680692983669,2170.3583055751797,2005-04-01,2
Coal,2005,5,1625767870.0,153957961.52999997,1583004610.0,150832132123.8676,152330216008.24988,989.4273377903038,2181.2915088925038,2005-05-01,2
Coal,2005,6,1844925740.0,174866997.25000003,1800071470.0,171594564144.45004,173751102380.04898,993.6186079277401,2190.5315830374957,2005-06-01,2
Coal,2005,7,1986778980.0,186090757.21000004,1939325900.0,184786299671.0099,186433300066.0561,1001.8407300888647,2208.658073553911,2005-07-01,3
Coal,2005,8,2008100800.0,187573754.43999997,1960908990.0,186851663586.37512,188154886212.1259,1003.0981507720037,2211.4301831919593,2005-08-01,3
Coal,2005,9,1826883780.0,171656215.50000003,1782656520.0,169859883230.72256,171297916441.89047,997.9126939443124,2199.9983250696314,2005-09-01,3
Coal,2005,10,1728989920.0,162436793.02999994,1684618970.0,160520154934.41003,161345625154.89432,993.2825078927525,2189.7906169003622,2005-10-01,4
Coal,2005,11,1677351800.0,158797527.00000003,1633283230.0,155627943536.79727,157121388442.51028,989.4448069239155,2181.330021344464,2005-11-01,4
Coal,2005,12,1886671250.0,177965179.62,1837545370.0,175042028803.67252,176071864288.9773,989.3613158761427,2181.1459569805443,2005-12-01,4
Coal,2006,1,1784605320.0,169236080.58999997,1736672730.0,165420059293.52252,168023975796.34598,992.8377873711783,2188.8101860384995,2006-01-01,1
Coal,2006,2,1670368430.0,158616188.92000005,1626256730.0,154902842480.01733,156693913842.1277,987.8809654237634,2177.882376373229,2006-02-01,1
Coal,2006,3,1706903430.0,161325115.25000003,1661775920.0,158286085781.14496,159862044524.5726,990.930917835328,2184.6063014597644,2006-03-01,1
Coal,2006,4,1497593900.0,141426233.64000002,1456021930.0,138687727773.5324,139385674697.36337,985.5715669567297,2172.7910765128063,2006-04-01,2
Coal,2006,5,1658060610.0,157009755.11000007,1615586030.0,153886322778.55493,155197528738.3323,988.4578740321062,2179.1542290911816,2006-05-01,2
Coal,2006,6,1800207930.0,169693478.2,1756456010.0,167304333826.0201,168691448823.89554,994.0950625402146,2191.5819748761573,2006-06-01,2
Coal,2006,7,1994425770.0,187820871.54999998,1948332820.0,185580863023.77725,187983288247.9733,1000.8647425423648,2206.5064114088973,2006-07-01,3
Coal,2006,8,2019286650.0,189454929.69000006,1973503640.0,187978396859.00275,189394648761.43893,999.6818191605795,2203.8985385214137,2006-08-01,3
Coal,2006,9,1714257370.0,161590354.15,1671744320.0,159235456492.88992,161042378931.00278,996.608861822974,2197.1238967749287,2006-09-01,3
Coal,2006,10,1702863350.0,161389659.13999996,1660464520.0,158161115442.75754,159442958483.1235,987.9378848232913,2178.007860881428,2006-10-01,4
Coal,2006,11,1681520010.0,159439517.26999995,1637722130.0,155994885226.39508,157852472018.89023,990.0460984937494,2182.65562873932,2006-11-01,4
Coal,2006,12,1829879100.0,173508951.11,1782873740.0,169820724763.19257,170787025331.67975,984.3124763252437,2170.0152853066324,2006-12-01,4
Coal,2007,1,1857654320.0,175739437.70999998,1809688910.0,172372867534.5,173548846740.86456,987.5350063839952,2177.119675074156,2007-01-01,1
Coal,2007,2,1728307160.0,163602812.59000003,1682216290.0,160231101432.0,160983067401.18994,983.9871628895809,2169.29809930637,2007-02-01,1
Coal,2007,3,1686347290.0,159811073.90999994,1640703540.0,156277015233.0,158046633584.05707,988.9592111311601,2180.259476859756,2007-03-01,1
Coal,2007,4,1549236310.0,146249541.24,1507730140.0,143611297740.0,144945377568.1519,991.0826135877722,2184.940729915603,2007-04-01,2
Coal,2007,5,1667702840.0,157513281.19,1625818200.0,154859188026.75,157361981391.8113,999.0394473593234,2202.4823656483645,2007-05-01,2
Coal,2007,6,1835355630.0,173512884.08999997,1793035170.0,170786601085.5,173042439518.51666,997.2887052511945,2198.6226795967837,2007-06-01,2
Coal,2007,7,1966530770.0,185053787.62,1924460490.0,183304862910.75,185172037159.2794,1000.6390009131951,2206.00874141323,2007-07-01,3
Coal,2007,8,2026751930.0,190134816.42,1983041200.0,188884676205.0,190445874515.20175,1001.6359870383478,2208.2066970247415,2007-08-01,3
Coal,2007,9,1801212980.0,169391272.86999995,1761093400.0,167744150541.0,169458219329.64203,1000.3952178793382,2205.471297336789,2007-09-01,3
Coal,2007,10,1709270560.0,162234356.15,1668534610.0,158927924745.75,161089326452.18353,992.9421256693755,2189.0402102507055,2007-10-01,4
Coal,2007,11,1681864190.0,159382454.57999995,1638347910.0,156052641951.75,157327291054.67966,987.1054594388322,2176.1726958788495,2007-11-01,4
Coal,2007,12,1853354340.0,173829865.57000002,1807201270.0,172135922015.25,172729710131.2342,993.6710792753688,2190.647261370478,2007-12-01,4
Coal,2008,1,1923493560.0,182875504.30000004,1876616950.0,178747764487.5,180090547700.62643,984.7712977742224,2171.026803073051,2008-01-01,1
Coal,2008,2,1762415570.0,166666354.83,1718092350.0,163648298909.25,164435306784.37262,986.6136866801756,2175.0885336551155,2008-02-01,1
Coal,2008,3,1704006200.0,160743243.04,1660730470.0,158184576124.5,159049933062.5806,989.4657470796578,2181.376186011814,2008-03-01,1
Coal,2008,4,1559551840.0,146983023.93,1519311720.0,144714442854.0,145685471195.83588,991.1720911744061,2185.1379922030956,2008-04-01,2
Coal,2008,5,1644810440.0,154915901.39,1603483000.0,152731753845.0,155170527317.28757,1001.6436397103391,2208.223568105414,2008-05-01,2
Coal,2008,6,1816389660.0,171043279.05,1776063360.0,169170037040.25,171137060191.67203,1000.5482889605069,2205.8087578423333,2008-06-01,2
Coal,2008,7,1984277740.0,186733456.34000003,1941696200.0,184946563431.0,187325425234.3866,1003.170127656764,2211.588863432102,2008-07-01,3
Coal,2008,8,1926093890.0,180576493.01000002,1884164250.0,179466646527.0,182015270211.0554,1007.9676882470837,2222.165565509521,2008-08-01,3
Coal,2008,9,1718349700.0,161356347.29999998,1678324610.0,159860421960.0,161828961863.79678,1002.929011295218,2211.0572983014376,2008-09-01,3
Coal,2008,10,1608224660.0,151840715.25000003,1568783210.0,149426602752.75,151476463686.91476,997.601094261934,2199.31137240986,2008-10-01,4
Coal,2008,11,1622417790.0,154281198.01000002,1582268970.0,150711120821.25,151591922713.3382,982.5690017231555,2166.1716211988687,2008-11-01,4
Coal,2008,12,1781675430.0,167785730.49000004,1739075140.0,165646912609.5,166268200268.50427,990.9555465946718,2184.6605980226136,2008-12-01,4
Coal,2009,1,1822802720.0,171925150.36999995,1777739390.0,169329680040.75,169599022263.45145,986.4701115482962,2174.772007919374,2009-01-01,1
Coal,2009,2,1490934450.0,140915784.76999998,1450761730.0,138185054973.0,139439090809.03165,989.5207342216589,2181.4974106650693,2009-02-01,1
Coal,2009,3,1444522050.0,135530327.82,1403493080.0,133682715584.25,135583752453.59486,1000.3941895106003,2205.4690301950695,2009-03-01,1
Coal,2009,4,1344111570.0,125934973.10999998,1309454800.0,124725572271.75,125958357192.17819,1000.1856837826756,2205.009358467287,2009-04-01,2
Coal,2009,5,1406569610.0,131673057.54,1370993810.0,130587159354.75,131796781650.7286,1000.9396311822638,2206.671510904419,2009-05-01,2
Coal,2009,6,1584611360.0,148086771.13999996,1548141680.0,147460495115.25,148951271067.66055,1005.8377930790543,2217.4699986220835,2009-06-01,2
Coal,2009,7,1687408290.0,158233869.09,1649434840.0,157108669843.5,159121299896.11923,1005.608349282128,2216.9641668273794,2009-07-01,3
Coal,2009,8,1741766070.0,163260483.08,1703828470.0,162289665577.5,164173993164.09818,1005.5954145599982,2216.9356509389722,2009-08-01,3
Coal,2009,9,1464597460.0,137144647.98999998,1428231520.0,136039056661.5,138155437400.24063,1007.3702432071162,2220.848438174409,2009-09-01,3
Coal,2009,10,1483871760.0,139955577.39,1447245930.0,137850177118.5,139836747785.7362,999.1509477044087,2202.7281793091397,2009-10-01,4
Coal,2009,11,1457228150.0,136809575.28,1419153470.0,135174371446.5,136522895113.42152,997.9045314190053,2199.980329966339,2009-11-01,4
Coal,2009,12,1774860720.0,166434035.57999998,1732132070.0,164985584144.25,165296144524.00476,993.1631108262812,2189.5273941276196,2009-12-01,4
Coal,2010,1,1836969090.0,173320160.91000003,1792454860.0,170731328177.25,171220004773.26736,987.8827937517136,2177.886407105028,2010-01-01,1
Coal,2010,2,1625406710.0,153044159.13000003,1584519260.0,150925459705.5,151210836879.91885,988.0209590453962,2178.1910063114806,2010-02-01,1
Coal,2010,3,1535456020.0,144405633.22,1493926540.0,142296506364.0,144259759699.24167,998.9898349703844,2202.3729901757097,2010-03-01,1
Coal,2010,4,1366458350.0,126951885.35999997,1316582500.0,125404486077.75,126258901220.1033,994.5413639353874,2192.565890931955,2010-04-01,2
Coal,2010,5,1527483690.0,143272493.64999998,1489806070.0,141904029120.0,144393719803.00632,1007.8258298187046,2221.8528244183162,2010-05-01,2
Coal,2010,6,1760264230.0,165491488.90999997,1722718050.0,164088894738.75,166963073865.80356,1008.8922092942429,2224.203764610088,2010-06-01,2
Coal,2010,7,1917007210.0,179600499.12000003,1876585860.0,178744804403.25,181185780657.21378,1008.8267100870056,2224.0593650578126,2010-07-01,3
Coal,2010,8,1905714330.0,177745320.09,1865191770.0,177659511901.5,179809804835.07843,1011.6148472659257,2230.20609228246,2010-08-01,3
Coal,2010,9,1588834340.0,148745671.71,1550912120.0,147724378668.0,150330958448.88837,1010.6576999563327,2228.0959653237314,2010-09-01,3
Coal,2010,10,1408993200.0,132269835.05999999,1371704580.0,130654864769.25,133596690096.93301,1010.0314258071853,2226.715281334521,2010-10-01,4
Coal,2010,11,1440057940.0,135185045.44,1401176930.0,133462102773.0,136101720467.99904,1006.7808907783805,2219.5491518100175,2010-11-01,4
Coal,2010,12,1774601240.0,167258086.17,1730736560.0,164852661245.25,166904187081.29837,997.8841137262451,2199.93531712088,2010-12-01,4
Coal,2011,1,1809863350.0,170802679.38000003,1763170500.0,167996091458.25,170104079735.36444,995.9099023084916,2195.5829706293007,2011-01-01,1
Coal,2011,2,1473056080.0,138311157.23999998,1432156540.0,136448236755.0,138744943254.7319,1003.1363052944399,2211.5142986521223,2011-02-01,1
Coal,2011,3,1442520440.0,134845231.41,1400483540.0,133438665843.75,136079735510.02505,1009.1549703843181,2224.7830477092675,2011-03-01,1
Coal,2011,4,1334000010.0,124488257.52999999,1295985840.0,123484171878.0,124604047384.97365,1000.9301267225607,2206.650557372557,2011-04-01,2
Coal,2011,5,1471658180.0,137101565.00999996,1432180290.0,136453356537.75,138459494163.57355,1009.9045488902665,2226.435568483482,2011-05-01,2
Coal,2011,6,1684806400.0,158055212.6,1646308410.0,157067796068.25,159991776372.43918,1012.2524511566737,2231.611753820003,2011-06-01,2
Coal,2011,7,1888068920.0,176585819.63999996,1847192460.0,176002291060.5,179146236821.31903,1014.4995627992039,2236.565736147125,2011-07-01,3
Coal,2011,8,1838295240.0,171280533.94000003,1797976320.0,171303932410.5,174174377803.82364,1016.8953458823133,2241.847479532148,2011-08-01,3
Coal,2011,9,1508800040.0,140941149.13,1471082710.0,140195866293.0,142912063976.16476,1013.9839561287162,2235.429029681368,2011-09-01,3
Coal,2011,10,1359328230.0,126626972.86000001,1321304460.0,125874969261.75,128041581433.71622,1011.1714632496206,2229.228607880114,2011-10-01,4
Coal,2011,11,1308974360.0,121462710.78000002,1271794540.0,121152015918.75,123128958626.38736,1013.7181842533166,2234.843109004862,2011-11-01,4
Coal,2011,12,1434748590.0,132928716.17000003,1394662050.0,132864983571.0,135024336907.57843,1015.7649964428931,2239.355511158002,2011-12-01,4
Coal,2012,1,1391633520.0,129090989.88000001,1348607550.0,128499867523.5,130610434886.45914,1011.7703412753405,2230.548894375616,2012-01-01,1
Coal,2012,2,1232563420.0,113872046.94000001,1194392190.0,113807977933.5,115705863353.6868,1016.1041841519985,2240.103284381496,2012-02-01,1
Coal,2012,3,1140974230.0,105525546.79999997,1105491620.0,105337571550.75,107745541562.08641,1021.0375101518682,2250.979294880809,2012-03-01,1
Coal,2012,4,1037995570.0,96285440.68,1007851300.0,96032032884.75,97490413286.97836,1012.5145878594774,2232.189660395004,2012-04-01,2
Coal,2012,5,1249867760.0,115982646.59000002,1216206310.0,115889174622.0,118456111917.33104,1021.3261673194504,2251.6156684724606,2012-05-01,2
Coal,2012,6,1416152370.0,131261036.11999997,1383255730.0,131802642318.75,134889179434.59514,1027.6406725243146,2265.536626647104,2012-06-01,2
Coal,2012,7,1723782650.0,160450262.53,1688679310.0,160903112946.75,163679094868.9782,1020.1235715546087,2248.9644258492904,2012-07-01,3
Coal,2012,8,1637120750.0,152181055.15999997,1601665060.0,152613241604.25,155406730368.60736,1021.1962994028132,2251.3293616634423,2012-08-01,3
Coal,2012,9,1354391140.0,125588608.07000004,1322240560.0,125995868753.25,128581463868.59013,1023.8306311741425,2257.1370094865147,2012-09-01,3
Coal,2012,10,1296510330.0,120999338.78000002,1262892150.0,120337150835.25,122611320558.56264,1013.3222362602618,2233.970202059373,2012-10-01,4
Coal,2012,11,1372937070.0,128727065.76000005,1338309880.0,127524784034.25,129249393957.96494,1004.0576408300856,2213.545474974007,2012-11-01,4
Coal,2012,12,1434134890.0,134078907.63000003,1397549320.0,133170743595.75,134467739019.89542,1002.9000190765903,2210.993382056251,2012-12-01,4
Coal,2013,1,1474343940.0,138104821.07999998,1437357150.0,136908271680.75,138991670493.9054,1006.4215673788223,2218.7569874433516,2013-01-01,1
Coal,2013,2,1318570310.0,123546804.86999997,1285304570.0,122425266102.75,124101832261.95432,1004.4924463448356,2214.5040472118244,2013-02-01,1
Coal,2013,3,1393705750.0,130633560.37999998,1357797570.0,129330221781.0,131256797814.68118,1004.7708830171073,2215.117888699515,2013-03-01,1
Coal,2013,4,1200324830.0,111834682.52000001,1168918420.0,111339482267.25,112530851296.56345,1006.2249810244593,2218.323593166523,2013-04-01,2
Coal,2013,5,1280486760.0,119512500.02000001,1248078950.0,118879523226.0,121316141563.68166,1015.0916560475248,2237.871064922373,2013-05-01,2
Coal,2013,6,1479322440.0,138283216.05,1447978040.0,137919912310.5,140833125190.43192,1018.4397587304443,2245.252292097138,2013-06-01,2
Coal,2013,7,1633462160.0,152866852.7,1599995020.0,152399524607.25,155521182135.2543,1017.3636690255108,2242.8799447336414,2013-07-01,3
Coal,2013,8,1601869760.0,149426052.92999998,1569213010.0,149467541107.5,152386333116.9736,1019.8110043658879,2248.2753402250364,2013-08-01,3
Coal,2013,9,1424061170.0,133110437.33000001,1393264660.0,132708461532.0,135687145441.94975,1019.3576714466177,2247.2759224712136,2013-09-01,3
Coal,2013,10,1295294020.0,120996392.98,1263088020.0,120325730169.75,123048562289.41756,1016.9605825337022,2241.9913002538,2013-10-01,4
Coal,2013,11,1298109240.0,120939729.78999999,1263059530.0,120306424137.75,122080658103.40749,1009.4338586284971,2225.3978847323847,2013-11-01,4
Coal,2013,12,1511026270.0,141859665.41999996,1475413370.0,140533126159.5,142494489347.2319,1004.4750135660651,2214.4656149077473,2013-12-01,4
Coal,2014,1,1667610530.0,157097368.63,1629048970.0,155167331778.0,156137220664.1295,993.8881982922841,2191.1259219551694,2014-01-01,1
Coal,2014,2,1520096240.0,143294487.51,1484641130.0,141412987938.0,142465449408.52267,994.2144452596652,2191.8451660194582,2014-02-01,1
Coal,2014,3,1451554700.0,136442601.34000003,1413884440.0,134676039162.75,136130968389.65793,997.7160142999213,2199.564725125607,2014-03-01,1
Coal,2014,4,1157717760.0,109280591.64999998,1127191750.0,107367675091.5,109765001307.45229,1004.4327144476282,2214.3723622712414,2014-04-01,2
Coal,2014,5,1271054150.0,118785800.63000003,1239708880.0,118087614249.75,120111109897.81398,1011.1571354554582,2229.197020825103,2014-05-01,2
Coal,2014,6,1470447450.0,137576921.54,1439870230.0,137152458390.75,139405944248.21152,1013.2945459728123,2233.909156051662,2014-06-01,2
Coal,2014,7,1598676120.0,149627057.61,1566787920.0,149237304141.0,152379017655.9819,1018.3921283352028,2245.147286127788,2014-07-01,3
Coal,2014,8,1584106010.0,148451623.34000003,1552662580.0,147891798450.0,151323087018.67703,1019.3427570145222,2247.2430421142158,2014-08-01,3
Coal,2014,9,1348154730.0,126110384.66000004,1318825550.0,125618764478.25,128476480827.15063,1018.7621041164033,2245.962934735023,2014-09-01,3
Coal,2014,10,1190882000.0,111295957.54999998,1161615350.0,110643995151.75,112846003407.72337,1013.9272431078822,2235.3040001556374,2014-10-01,4
Coal,2014,11,1272924100.0,119127439.38,1241103670.0,118215427843.5,119817034974.6234,1005.7887217102324,2217.3618158823783,2014-11-01,4
Coal,2014,12,1330330610.0,124620116.14999999,1296664090.0,124181332536.0,125966169003.68394,1010.801248588661,2228.412432638562,2014-12-01,4
Coal,2015,1,1414308140.0,132450520.74,1379067680.0,132669059369.25,132058312129.7115,997.0388292314955,2198.071802923755,2015-01-01,1
Coal,2015,2,1348572850.0,126976831.98999998,1315659390.0,127747913064.75,126892768862.70518,999.3379648399055,2203.1404772860556,2015-02-01,1
Coal,2015,3,1161958450.0,108487538.6,1129764870.0,107706012902.25,109371485749.32385,1008.1479141358624,2222.5628915039224,2015-03-01,1
Coal,2015,4,957233460.0,88989142.5,929277910.0,88527433403.25,90002380901.97835,1011.3860901848599,2229.7017744215423,2015-04-01,2
Coal,2015,5,1126048670.0,104584526.71,1097338130.0,104539269299.25,107373427869.91458,1026.666479714039,2263.3889211775704,2015-05-01,2
Coal,2015,6,1346668840.0,125673113.69000001,1318343540.0,125591635563.75,128814472866.05272,1024.9962707520842,2259.706778500045,2015-06-01,2
Coal,2015,7,1494640420.0,139099868.55,1463992870.0,140126102430.75,143029295334.3726,1028.2489611624624,2266.8776597787646,2015-07-01,3
Coal,2015,8,1442999690.0,134670308.95,1414355310.0,134737587998.25,138876013629.70877,1031.2296356375796,2273.4488547266083,2015-08-01,3
Coal,2015,9,1265621120.0,117985632.23999995,1237781320.0,117917489939.25,121347652322.39346,1028.4951652041384,2267.4204412090435,2015-09-01,3
Coal,2015,10,1039523290.0,96758504.21000001,1012893660.0,96496492077.75,99480073143.06131,1028.1274390843676,2266.609752205397,2015-10-01,4
Coal,2015,11,950469530.0,87227136.04999998,922146740.0,88576878630.75,90370269896.44328,1036.033899412238,2284.04033464422,2015-11-01,4
Coal,2015,12,975661040.0,89495072.82000001,946590320.0,90181882183.5,92388530680.71677,1032.330917999657,2275.876741822044,2015-12-01,4
Coal,2016,1,1221308080.0,113459379.73000002,1187475480.0,113107042994.25,115139598078.6828,1014.8089858474567,2237.247890199303,2016-01-01,1
Coal,2016,2,1004564640.0,92704808.02000001,973346110.0,92711220882.75,94608114689.70447,1020.5308301732725,2249.862268199997,2016-02-01,1
Coal,2016,3,794286390.0,72172526.82999998,764233500.0,72793241160.75,74792615844.42068,1036.3031354104066,2284.6338923257827,2016-03-01,1
Coal,2016,4,784387450.0,72112861.92,758788680.0,72274623294.0,73963877829.8447,1025.668318529615,2261.188375030389,2016-04-01,2
Coal,2016,5,890065550.0,81694510.27999999,863759340.0,82273077801.75,84515393693.39842,1034.5296569344762,2280.724081677746,2016-05-01,2
Coal,2016,6,1242075160.0,116034384.14999999,1214088120.0,115641893239.5,118610216263.151,1022.1988691715826,2253.539626975671,2016-06-01,2
Coal,2016,7,1457389680.0,136316434.0,1427172140.0,135938148621.0,138989299621.74197,1019.6078018131107,2247.827359877184,2016-07-01,3
Coal,2016,8,1451237280.0,135634733.35,1421998810.0,135445387128.75,138605320156.85394,1021.901372410181,2252.883765615485,2016-08-01,3
Coal,2016,9,1217558190.0,114137768.27000003,1191721270.0,113511458206.5,116653569907.1222,1022.041798041564,2253.193347962432,2016-09-01,3
Coal,2016,10,1058359920.0,99193943.71999998,1032754340.0,98369852123.25,100597836888.22647,1014.153012931811,2235.8017323094705,2016-10-01,4
Coal,2016,11,936341360.0,86940462.43,910707400.0,86744884612.5,88660860564.93224,1019.7882330832713,2248.22513865538,2016-11-01,4
Coal,2016,12,1264707440.0,118746841.91999999,1233866040.0,117525742405.5,119783527521.94998,1008.7302161909149,2223.846634614491,2016-12-01,4
Coal,2017,1,1231697500.0,115499025.87000002,1201579440.0,115991760491.25,112354658255.57498,972.7758083608065,2144.581547112234,2017-01-01,1
Coal,2017,2,931676370.0,86827335.99,907323920.0,87605491032.0,84908359463.33968,977.8989358042572,2155.8759938740654,2017-02-01,1
Coal,2017,3,960135330.0,89381883.29000002,933830410.0,90051951563.25,86203785666.37793,964.4436041550978,2126.2123697203288,2017-03-01,1
