fuel category,year,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,528412.0,9778000.0,4748000.0,931354500.0,452247000.0,470321447.692,890.06579656,1962.2390551
Coal,2002,603939.0,14839000.0,6241000.0,1413414750.0,594455250.0,588354101.562,974.19458184,2147.70937512
Coal,2003,376532.0,6868000.0,3780000.0,654177000.0,360045000.0,380440183.65,1010.37941968,2227.48246862
Coal,2004,359410.03,7024590.0,3657380.0,669092197.5,348365445.0,353739066.389,984.221465353,2169.81464252
Coal,2005,320271.5,6590130.0,1561100.0,627709882.5,148694775.0,157136494.946,490.635273341,1081.65452361
Coal,2006,321261.9,6554710.0,1570660.0,624336127.5,149605365.0,155667513.425,484.550186078,1068.23934023
Coal,2007,375577.0,6978350.0,1864470.0,664687837.5,177590767.5,184304923.577,490.724734413,1081.85174949
Coal,2008,351799.31,5966790.0,1960840.0,568336747.5,186770010.0,192430615.858,546.989747813,1205.89359803
Coal,2009,72146.12,1678800.0,417970.0,159905700.0,39811642.5,42635982.8941,590.967094199,1302.84605587
Coal,2010,87193.19,2287370.0,522850.0,217871992.5,49801462.5,51640659.8397,592.255654825,1305.68681663
Coal,2011,55166.35,1540360.0,343860.0,146719290.0,32752665.0,35074560.9332,635.7962949,1401.67651174
Coal,2012,45257.76,1301110.0,284560.0,123930727.5,27104340.0,28865183.2313,637.795225202,1406.08335348
Coal,2013,62751.77,1657160.0,375440.0,157844490.0,35760660.0,36197996.9907,576.844238668,1271.71080857
Coal,2014,79103.93,2142170.0,473330.0,204041692.5,45084682.5,48742180.7536,616.179003415,1358.42823093
Coal,2015,91901.26,2587750.0,539640.0,246483187.5,51400710.0,60189626.389,654.937988761,1443.87629002
Coal,2016,69823.11,2193590.0,408240.0,208939447.5,38884860.0,40693277.1773,582.805280047,1284.85252039
Coal,2017,22546.3,834380.0,171160.0,79474695.0,16302990.0,50750969.9593,2250.96667566,4962.48113315
Hydro,2001,2645123.0,,,0.0,0.0,0.0,0.0,0.0
Hydro,2002,2767847.0,,,0.0,0.0,0.0,0.0,0.0
Hydro,2003,3172621.0,,,0.0,0.0,0.0,0.0,0.0
Hydro,2004,3430249.21,,,0.0,0.0,0.0,0.0,0.0
Hydro,2005,4090925.98,,,0.0,0.0,0.0,0.0,0.0
Hydro,2006,4278132.25,,,0.0,0.0,0.0,0.0,0.0
Hydro,2007,3738167.58,,,0.0,0.0,0.0,0.0,0.0
Hydro,2008,4457405.38,,,0.0,0.0,0.0,0.0,0.0
Hydro,2009,4211678.58,,,0.0,0.0,0.0,0.0,0.0
Hydro,2010,3810381.24,,,0.0,0.0,0.0,0.0,0.0
Hydro,2011,3978977.89,,,0.0,0.0,0.0,0.0,0.0
