year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,33875966.0,22822006217.9,673.693149235,0.0249711252594,1485.2239168
2002,32088938.0,22822878771.9,711.238208378,0.0820929789711,1567.99575419
2003,33194888.0,22412178490.2,675.169577021,0.0272173939813,1488.4788495
2004,37667435.04,25451514367.9,675.69013767,0.028009386055,1489.62647751
2005,40213751.84,26431699832.3,657.280124906,0.0,1449.03976337
2006,31860021.8,17965505883.1,563.888687706,-0.142087724337,1243.14900092
2007,32669735.98,17619777638.7,539.330273421,-0.179451419593,1189.00752078
2008,35089973.58,17944939848.4,511.397929882,-0.221948282774,1127.42787622
2009,37705132.82,18160235899.8,481.638295416,-0.267225225341,1061.81978607
2010,35146247.77,16886858437.4,480.474005302,-0.268996601151,1059.25299209
2011,31935917.97,14791469860.6,463.160942314,-0.295337064421,1021.08461342
2012,35154302.26,14783574855.7,420.533872252,-0.360190797931,927.108974767
2013,36406224.16,15745112045.7,432.484071308,-0.342009510222,953.454383606
2014,36079493.81,16108578804.8,446.474634306,-0.320723969296,984.297978792
2015,39207325.96,14565656453.1,371.503439637,-0.434786743795,819.016483023
2016,39894661.57,13871016177.3,347.691035128,-0.471015443868,766.519656042
2017,8460296.32,2959876585.52,349.85495467,-0.467723210527,771.290233064
