year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,79544872.01,70340732865.1,884.289974798,0.0684294237136,1949.50567844
2002,81162196.0,69584409686.7,857.350011657,0.0358796378804,1890.1138357
2003,87223437.0,73429525033.2,841.855441138,0.0171585672797,1855.95450553
2004,87630510.33,73397304876.5,837.577056212,0.0119892761287,1846.52237812
2005,90825847.46,75172383480.7,827.654082873,0.0,1824.6461911
2006,91686342.91,75136408383.8,819.494005313,-0.00985928509159,1806.65648411
2007,91153081.2,73731148872.6,808.87171231,-0.0226935031815,1783.23857696
2008,91028795.48,72205837392.5,793.219739005,-0.041604753219,1748.73223661
2009,88354271.69,71809386965.9,812.743805051,-0.0180151081596,1791.77499262
2010,92312989.5,75970100926.0,822.962199983,-0.00566889354738,1814.30246608
2011,94934620.451,78831341266.0,830.375061189,0.00328757916194,1830.6448599
2012,91853399.63,71667485829.5,780.237706151,-0.0572900897895,1720.11204698
2013,91689714.694,72615399783.0,791.968870504,-0.0431160953689,1745.97457191
2014,88027438.127,69507095499.3,789.607160884,-0.0459695937915,1740.76794688
2015,83882464.195,63689228118.4,759.267490883,-0.0826270218501,1673.8811104
2016,79075235.93,60696438321.8,767.578339893,-0.0725855695312,1692.20320813
2017,21044292.2,16038791382.4,762.14449172,-0.079150930937,1680.22374645
