year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,179249282.01,95740657956.6,534.120175451,0.0532484616712,1177.5213388
2002,188054454.01,94286094408.6,501.376555556,-0.0113197176798,1105.33475438
2003,189055259.01,95526658051.9,505.284320321,-0.00361387278633,1113.94981258
2004,191964111.49,99447320894.4,518.051630185,0.021562389209,1142.09662391
2005,194124107.86,98443630655.7,507.116976562,0.0,1117.99008653
2006,192433278.08,97493251610.3,506.634053023,-0.000952292193757,1116.9254333
2007,200269837.995,1.01221811082e+11,505.427138184,-0.00333224572521,1114.26466884
2008,199475177.6,1.02200019185e+11,512.344545397,0.0103084082702,1129.51478478
2009,193864357.33,95062544485.8,490.355967415,-0.0330515638829,1081.03876576
2010,201351871.69,99124448780.9,492.294647916,-0.0292286185053,1085.3127808
2011,199499728.13,97472696262.8,488.585609497,-0.0365425886362,1077.1358347
2012,197565361.7,90255366058.7,456.838006835,-0.0991466901131,1007.14506987
2013,203004919.52,92861211866.6,457.433307952,-0.097972797019,1008.45747071
2014,202164892.56,91475888672.0,452.481573401,-0.107737278943,997.54087672
2015,193978845.63,80630873880.6,415.668387028,-0.180330365103,916.382526042
2016,186767223.372,69548394927.7,372.380087212,-0.26569193219,820.949140269
2017,44290506.96,15990044847.0,361.026457914,-0.288080512781,795.918929117
