year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,30267338.0,33711425927.1,1113.78892743,0.0586718765904,2455.45906941
2002,31306305.048,33872506425.5,1081.97075233,0.0284282583334,2385.31272059
2003,31321525.0,34167170761.5,1090.85272066,0.0368706928456,2404.89390797
2004,29936106.076,32315620117.5,1079.4864247,0.0260668703481,2379.8357719
2005,31932615.421,33595105590.5,1052.06244924,0.0,2319.3768756
2006,30881136.821,32848155074.6,1063.69643271,0.0110582632043,2345.02515556
2007,31224105.079,31647533257.3,1013.56093881,-0.036596221508,2234.4964457
2008,32734579.2,32001063468.6,977.592021974,-0.0707851775542,2155.19937164
2009,34196466.75,31777616534.6,929.266077894,-0.116719659975,2048.65999532
2010,34739541.68,30662641636.6,882.64381606,-0.161034768709,1945.87655689
2011,35079900.13,29706030516.2,846.810578312,-0.195094759895,1866.87860095
2012,36125158.92,30272162623.2,837.980054017,-0.203488296136,1847.41082709
2013,35021672.79,29731843562.0,848.955552187,-0.193055932374,1871.60741035
2014,36462834.97,29952534991.6,821.453817736,-0.219196713723,1810.97708658
2015,37156890.76,30729560249.8,827.021842281,-0.213904228901,1823.25235349
2016,37466626.556,29472639052.3,786.637115787,-0.252290473484,1734.22018546
2017,10185907.41,7407470170.1,727.227322215,-0.308760309106,1603.24535455
