year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,44776938.0,47856578477.7,1068.77737995,0.0473038834462,2356.22661183
2002,43783839.0,45395577691.5,1036.81126937,0.0159800246392,2285.75412445
2003,43626603.0,44912296359.7,1029.47039813,0.00878664358778,2269.57043973
2004,44807604.48,46254681960.8,1032.29535472,0.0115548421453,2275.79833901
2005,45567306.96,46501600646.9,1020.50359675,0.0,2249.80222939
2006,45400369.83,45906199095.4,1011.14152302,-0.00917397426591,2229.16260164
2007,45633486.44,46317101638.0,1014.98056036,-0.00541206950081,2237.62614337
2008,46500448.36,46891619005.8,1008.41219084,-0.0118484696652,2223.14551593
2009,46029212.47,44146845036.5,959.104939396,-0.060165057281,2114.44274939
2010,48119253.81,45553877409.3,946.687111758,-0.0723333903249,2087.06640658
2011,47638470.86,43901860851.9,921.56318327,-0.0969525377421,2031.67819384
2012,49588606.28,46201238004.2,931.690593265,-0.0870286040811,2054.00508191
2013,52483065.48,48962550763.1,932.920939646,-0.0858229773839,2056.71750354
2014,49698557.94,45180189542.7,909.084517044,-0.109180487027,2004.16772627
2015,48968928.92,45804532516.1,935.37950546,-0.0834138082036,2062.13765774
2016,46295682.11,42568167790.9,919.484622556,-0.0989893367501,2027.09579889
2017,11574075.04,10800005030.2,933.120356737,-0.0856275669104,2057.15713846
