State,datetime,Coal,Natural Gas,Nuclear,Other,Renewables,monthly index (g/kWh),rolling std,normalized rolling std,Year,Total gen,percent Coal,change in Coal,percent Natural Gas,change in Natural Gas,percent Renewables,change in Renewables,percent Nuclear,change in Nuclear,percent Other,change in Other
AK,2003-02-01,48861.0,298754.0,0.0,66090.0,126172.0,548.383209574,25.1245694597,0.0444240542642,2003,539877.0,0.0905039481215,0.0810219896592,0.553374194492,-0.0420328747706,0.233705084677,0.170380846842,0.0,,0.122416772709,-0.118933959138
AK,2003-03-01,52134.0,297698.0,0.0,59334.0,148520.0,521.354831204,27.7174227372,0.0494263528573,2003,557686.0,0.0934827124941,0.116601761102,0.533809347913,-0.0759023251718,0.266314736249,0.333687998142,0.0,,0.106393203344,-0.234259845525
AK,2003-04-01,43262.0,266724.0,0.0,60237.0,119502.0,533.806284905,28.4055662227,0.0507273730918,2003,489725.0,0.0883393741385,0.0551672935669,0.544640359385,-0.0571523490667,0.244018581857,0.22203021331,0.0,,0.123001684619,-0.114724192707
AK,2003-05-01,46952.0,256808.0,0.0,59373.0,116628.0,550.745061374,28.52681043,0.0510201476276,2003,479761.0,0.0978653954782,0.168950600879,0.53528319309,-0.0733508957022,0.243096041571,0.217410187677,0.0,,0.123755369861,-0.109299719754
AK,2003-06-01,35864.0,259973.0,0.0,57786.0,104039.0,566.626093154,27.335346564,0.0490352435315,2003,457662.0,0.0783635084407,-0.0639891676601,0.568045850431,-0.0166342128854,0.227327154101,0.138440558512,0.0,,0.126263487028,-0.09124813407
AK,2003-07-01,29524.0,273469.0,0.0,70637.0,118480.0,536.147579677,25.6632740463,0.0464212954522,2003,492110.0,0.0599947166284,-0.283394710565,0.555707057365,-0.0379943670808,0.240759179858,0.205707326382,0.0,,0.143539046148,0.0330886552544
AK,2003-08-01,31179.0,243302.0,0.0,65888.0,131903.0,535.849210603,20.1450015917,0.0368208790046,2003,472272.0,0.0660191584511,-0.211435926214,0.515173459362,-0.108163620979,0.279294559068,0.398690161201,0.0,,0.139512823119,0.00411085829424
AK,2003-09-01,47207.0,242622.0,0.0,70771.0,141455.0,557.9211678,17.1820715488,0.0315252294648,2003,502055.0,0.0940275467827,0.123109519701,0.483257810399,-0.163414015362,0.281751999283,0.410996872303,0.0,,0.140962643535,0.014545601065
AK,2003-10-01,51834.0,253137.0,0.0,79164.0,156281.0,563.883819493,14.5329253811,0.0267324704605,2003,540416.0,0.0959149988157,0.145654140068,0.46841137198,-0.18911524985,0.289186478565,0.448228292277,0.0,,0.14648715064,0.0543069466265
AK,2003-11-01,51891.0,288051.0,0.0,77913.0,148254.0,544.705110924,13.1799435607,0.0241677325018,2003,566109.0,0.0916625596837,0.0948609945007,0.508826038802,-0.119151882245,0.261882429002,0.311491273083,0.0,,0.137628972512,-0.00944771508363
AK,2003-12-01,56909.0,330089.0,0.0,103295.0,141364.0,570.688745363,14.887024978,0.0271685953299,2003,631657.0,0.0900947824531,0.076134721268,0.522576334941,-0.0953482213681,0.223798675547,0.120770152567,0.0,,0.163530207059,0.176970352229
AK,2004-01-01,54790.82,358271.98,0.0,92401.53,124669.78,552.765965351,14.9219047941,0.0272013065669,2004,630134.11,0.0869510460242,0.038584445507,0.568564650468,-0.0157360984003,0.197846423518,-0.00919714681615,0.0,,0.14663787999,0.0553917858152
AK,2004-02-01,54522.59,317002.16,0.0,79324.43,115874.34,550.301320837,14.9299570756,0.0272080573076,2004,566723.52,0.0962066829342,0.149138153226,0.559359456265,-0.0316715603627,0.204463615697,0.0239413490698,0.0,,0.139970245103,0.00740304585627
AK,2004-03-01,56212.2,291329.96,0.0,71816.67,129343.77,511.085775523,16.8169287221,0.0306947056747,2004,548702.6,0.102445659999,0.223659448039,0.530943283301,-0.0808638786805,0.235726548407,0.18050421423,0.0,,0.130884508293,-0.0579894161603
AK,2004-04-01,53536.61,266157.21,0.0,53952.09,111200.39,523.747752237,17.8037482986,0.0325456674517,2004,484846.3,0.110419755704,0.318905821087,0.548951719339,-0.0496887897945,0.229351837892,0.148580051768,0.0,,0.111276687066,-0.199112115577
AK,2004-05-01,51931.49,294931.85,0.0,49762.25,97262.29,559.567029177,18.1494793417,0.0331331443377,2004,493887.88,0.105148338526,0.255941519478,0.597163570809,0.0337725808558,0.196931923092,-0.0137769093176,0.0,,0.100756167574,-0.274831089793
AK,2004-06-01,51460.38,298881.87,0.0,47234.49,102850.32,580.187535516,19.7791117176,0.0360338104141,2004,500427.06,0.102832928339,0.228285164383,0.597253613743,0.0339284576062,0.205525096904,0.0292571823791,0.0,,0.0943883610131,-0.320661885617
AK,2004-07-01,46939.14,304597.98,0.0,67022.92,138215.74,537.113414955,19.7243718152,0.0359288163668,2004,556775.78,0.084305283538,0.00698220619815,0.547074766794,-0.0529380537671,0.248243089884,0.243186292517,0.0,,0.120376859784,-0.133615754495
AK,2004-08-01,55096.55,267587.26,0.0,66204.01,160570.49,523.587011104,20.7573241951,0.0378808942614,2004,549458.31,0.100274304706,0.19772375277,0.487001934687,-0.156932419334,0.292234164226,0.463490916667,0.0,,0.120489596381,-0.132804359249
AK,2004-09-01,53263.75,266196.47,0.0,58261.15,146349.22,534.019645831,20.861385215,0.0382096881129,2004,524070.59,0.101634686274,0.213972794056,0.507940104023,-0.120685557652,0.279254785124,0.398490975708,0.0,,0.11117042458,-0.199876914924
AK,2004-10-01,56710.56,283658.94,0.0,55581.11,125347.33,513.630184737,21.9540587882,0.0405218454581,2004,521297.94,0.108787232115,0.29940618671,0.54413976775,-0.0580189422959,0.240452379305,0.204170887877,0.0,,0.10662062083,-0.232623061452
AK,2004-11-01,57124.88,305038.83,0.0,48908.98,131959.68,503.903751548,24.4751839078,0.0454605287133,2004,543032.37,0.105196086193,0.256511840211,0.561732314411,-0.0275638153348,0.243005182177,0.216955169362,0.0,,0.0900664172193,-0.351768063496
AK,2004-12-01,57390.74,369778.08,0.0,56598.43,123593.21,531.505092395,22.2896076468,0.0416536407402,2004,607360.46,0.0944920583075,0.128657865195,0.608828042576,0.0539653917919,0.203492354441,0.0190773317851,0.0,,0.0931875446749,-0.329304479875
AK,2005-01-01,57267.17,338814.94,0.0,103227.54,127943.3,533.252451965,21.5857400493,0.0404612445545,2005,627252.95,0.0912983669507,0.0905109041337,0.540156790016,-0.0649140266122,0.203974010804,0.0214894375468,0.0,,0.16457083223,0.184460008092
AK,2005-02-01,51496.26,297983.62,0.0,57838.15,118034.43,512.858964269,21.641098033,0.040803655478,2005,525352.46,0.0980223067767,0.170824823691,0.567207051814,-0.0180862890891,0.224676648511,0.125166987762,0.0,,0.110093992898,-0.20762427976
AK,2005-03-01,54169.18,304060.83,0.0,50792.28,127058.44,515.991934639,21.2870740369,0.0401052377642,2005,536080.73,0.101046683771,0.206949413874,0.56719223987,-0.0181119306091,0.237013630391,0.186949842507,0.0,,0.0947474459677,-0.318077455785
AK,2005-04-01,48381.78,280792.45,0.0,48070.31,114866.33,511.453621557,21.942083738,0.0414192353464,2005,492110.87,0.0983147964198,0.174318458416,0.570587782383,-0.0122337777568,0.233415551256,0.168930881083,0.0,,0.0976818699412,-0.296957626735
AK,2005-05-01,45787.12,280640.43,0.0,54848.75,116160.22,512.680428844,20.261195206,0.0385304677379,2005,497436.52,0.0920461569649,0.0994428619743,0.56417335422,-0.0233380384335,0.233517675783,0.169442314503,0.0,,0.110262813032,-0.206409236396
AK,2005-06-01,45261.46,262751.85,0.0,61874.17,127001.92,548.62591242,13.4798012462,0.0257632334423,2005,496889.4,0.091089606661,0.0880173724321,0.528793429685,-0.0845855720831,0.255593941026,0.279998907852,0.0,,0.124523022628,-0.103774718814
AK,2005-07-01,54881.55,318597.39,0.0,56659.39,132306.05,555.638506134,16.0344630684,0.0305556693177,2005,562444.38,0.0975768483988,0.165504058001,0.566451370712,-0.0193944774015,0.235234015495,0.178037639369,0.0,,0.100737765395,-0.274963535166
AK,2005-08-01,54179.94,321079.11,0.0,62292.52,130481.71,583.128894576,23.2339616972,0.0438604945608,2005,568033.28,0.0953816297524,0.139283327545,0.565247004542,-0.021479401507,0.229707861483,0.150362996255,0.0,,0.109663504223,-0.210722621139
AK,2005-09-01,48908.97,277861.88,0.0,50934.91,121237.16,558.087526132,24.6350568806,0.0463300310754,2005,498942.92,0.0980251809165,0.170859153777,0.55690113811,-0.0359272484658,0.242988035585,0.216869300273,0.0,,0.102085645388,-0.265262484705
AK,2005-10-01,52624.22,321321.72,0.0,62638.2,121941.46,547.090438012,24.291416795,0.0454454499739,2005,558525.6,0.0942198889362,0.125406945413,0.575303477585,-0.0040702583509,0.218327432082,0.0933704981314,0.0,,0.112149201397,-0.192832398093
AK,2005-11-01,54163.06,341739.04,0.0,65885.75,114561.97,528.14656883,22.4523390598,0.0418466612356,2005,576349.82,0.0939760161632,0.122494013594,0.592936838256,0.0264555232962,0.198771589796,-0.00456397037627,0.0,,0.114315555785,-0.177240569936
AK,2005-12-01,57197.06,377982.37,0.0,83866.57,118193.61,532.593454595,22.4323479967,0.0418023356012,2005,637239.61,0.0897575403387,0.0721065418449,0.593155798962,0.0268345745075,0.185477500371,-0.071139961485,0.0,,0.131609160328,-0.0527739029123
AK,2006-01-01,56791.61,377472.78,0.0,88569.91,107208.7,551.58179057,22.8025083815,0.0423715187649,2006,630043.0,0.0901392603362,0.0766659861536,0.599122250386,0.0371633256042,0.170160925524,-0.147844436548,0.0,,0.140577563754,0.0117740795572
AK,2006-02-01,52335.36,330222.93,0.0,61554.35,94409.47,551.310025269,21.5940667747,0.0398884966024,2006,538522.11,0.0971833078497,0.16080342343,0.613202176601,0.0615376216487,0.175312151993,-0.122047407761,0.0,,0.114302363556,-0.177335517917
AK,2006-03-01,53367.17,346697.55,0.0,66679.66,104383.44,542.454772923,20.0649032039,0.0369134629261,2006,571127.82,0.0934417272827,0.116112214339,0.607040206866,0.0508704013636,0.182767213126,-0.0847129151299,0.0,,0.116750852725,-0.159713090771
AK,2006-04-01,50789.21,312890.35,0.0,62803.02,102352.02,540.326400194,17.4210541759,0.0319083254551,2006,528834.6,0.0960398771185,0.147145745618,0.591660133433,0.0242453709962,0.193542593469,-0.030750465882,0.0,,0.11875739598,-0.145271465803
AK,2006-05-01,47852.47,317473.79,0.0,55915.35,101952.88,550.675760861,13.9215749814,0.025351671937,2006,523194.49,0.0914621061854,0.092466683047,0.606798802487,0.050452497057,0.194866119481,-0.0241223281294,0.0,,0.106872971846,-0.230806824131
AK,2006-06-01,41751.37,313620.79,0.0,56633.28,104805.51,574.938008593,15.7814025454,0.0286241880022,2006,516810.95,0.0807865429322,-0.0350472969314,0.606838516096,0.0505212467955,0.202792742685,0.0155737186679,0.0,,0.109582198287,-0.21130780156
AK,2006-07-01,52700.56,344812.25,0.0,67281.57,98482.61,587.339377934,18.9109919628,0.0341370435824,2006,563276.99,0.0935606476664,0.117532655685,0.612153977744,0.0597230447197,0.174838688156,-0.124418485855,0.0,,0.119446686434,-0.140310459251
AK,2006-08-01,51804.4,331793.17,0.0,73726.81,101471.81,592.717091914,20.3988945648,0.0367698858196,2006,558796.19,0.0927071460527,0.107338028468,0.593764195135,0.0278877922733,0.181590017641,-0.0906082385025,0.0,,0.131938641171,-0.0504025417415
AK,2006-09-01,49257.47,273866.69,0.0,49822.28,95759.74,596.117038243,23.6550603826,0.0423970722297,2006,468706.18,0.105092426987,0.255273685597,0.584303560922,0.0115101283876,0.204306544454,0.0231547458374,0.0,,0.106297467637,-0.234948880843
AK,2006-10-01,51246.77,340645.14,0.0,54535.37,109521.07,550.246611708,23.5407193917,0.0421722582635,2006,555948.35,0.0921790126727,0.101029753425,0.612728034897,0.0607168169028,0.19699864205,-0.0134427848318,0.0,,0.0980943103797,-0.293989183308
AK,2006-11-01,52852.87,382117.34,0.0,68796.12,106447.68,543.819064277,22.1129976471,0.0395220811654,2006,610214.01,0.0866136619839,0.034554570855,0.626202174545,0.0840424127687,0.174443192479,-0.126399104144,0.0,,0.112740970991,-0.188573275084
AK,2006-12-01,56669.78,386117.55,0.0,61670.2,104264.59,549.122595323,20.7571740653,0.037007739653,2006,608722.12,0.0930963047638,0.111986324294,0.634308393459,0.0980753967898,0.171284378494,-0.142218252417,0.0,,0.101310923283,-0.270838365549
AK,2007-01-01,58142.36,366189.41,0.0,70425.0,122863.44,543.129878789,21.2394250676,0.0379151511017,2007,617620.21,0.0941393417162,0.124444851296,0.59290386563,0.0263984431287,0.19893040741,-0.00376862142613,0.0,,0.114026385244,-0.179321807157
AK,2007-02-01,54128.98,316270.26,0.0,54135.0,127727.76,515.645700908,24.7920343956,0.0444930794207,2007,552262.0,0.0980132256067,0.170716353899,0.572681553321,-0.00860917121422,0.231281094843,0.158241653214,0.0,,0.0980241262299,-0.294494317283
AK,2007-03-01,59157.73,340900.77,0.0,107655.95,132447.0,539.431639526,24.9703326264,0.0448333329053,2007,640161.45,0.0924106410969,0.103796432948,0.532523115848,-0.0781289704423,0.20689624469,0.0361238070754,0.0,,0.168169998365,0.210364163113
AK,2007-04-01,56806.09,291084.01,0.0,65320.73,125796.13,533.444740435,25.4612442672,0.045761865675,2007,539006.96,0.105390271769,0.258831284641,0.540037572057,-0.0651204093581,0.233384982635,0.168777795292,0.0,,0.121187173539,-0.127783711091
AK,2007-05-01,54960.39,298247.37,0.0,60239.48,118764.82,522.147355304,27.3077722305,0.0492912728422,2007,532212.06,0.103267840267,0.233479958276,0.560391979844,-0.0298841195067,0.223153191981,0.117537610138,0.0,,0.113186987909,-0.185363172819
AK,2007-06-01,37411.68,297901.42,0.0,58800.55,116806.65,518.073756768,28.262777839,0.051455204029,2007,510920.3,0.0732241016847,-0.125376674309,0.583068278947,0.00937168475564,0.228620099847,0.144915552156,0.0,,0.115087519521,-0.171684541808
AK,2007-07-01,48486.51,296240.01,0.0,86774.03,117954.24,528.690253842,26.0666723755,0.0478830407402,2007,549454.79,0.0882447671445,0.0540372628553,0.539152657128,-0.0666523192646,0.214675059981,0.0750796408377,0.0,,0.157927515747,0.136646294154
AK,2007-08-01,49822.45,279395.54,0.0,109696.07,103693.43,565.617564485,22.416841652,0.0413500377327,2007,542607.49,0.0918204243734,0.0967466050679,0.514912796357,-0.108614864627,0.191102098498,-0.0429723162279,0.0,,0.202164680771,0.455032925204
AK,2007-09-01,54714.25,291852.75,0.0,90889.04,77619.03,618.521136055,27.6456720175,0.0508201040604,2007,515075.07,0.106225777924,0.268810965576,0.566621774181,-0.0190994854706,0.150694596809,-0.245330626538,0.0,,0.176457851086,0.270014041329
AK,2007-10-01,49736.41,338735.91,0.0,110006.34,80174.19,599.719855921,32.0081451466,0.0583969153185,2007,578652.85,0.0859520695353,0.0266521975331,0.585387093488,0.0133858728439,0.138553175708,-0.3061341248,0.0,,0.190107661269,0.368255352142
AK,2007-11-01,57365.91,361905.26,0.0,80317.68,83791.87,587.626604484,33.9151908264,0.0614668137835,2007,583380.72,0.0983335719425,0.174542722146,0.620358622753,0.0739264179011,0.143631537909,-0.280701995836,0.0,,0.137676267395,-0.00910732124405
AK,2007-12-01,60676.58,388816.79,0.0,115730.36,94814.07,510.360352619,35.973143361,0.0655805087289,2007,660037.8,0.0919289470997,0.0980428518716,0.589082610117,0.0197833223036,0.143649454622,-0.280612270026,0.0,,0.175338988161,0.261961287564
AK,2008-01-01,55024.71,387569.78,0.0,124901.47,104385.17,539.248663361,36.0435287974,0.0657475913014,2008,671881.13,0.0818964955899,-0.021789497074,0.576842781699,-0.00140551042506,0.155362556469,-0.221953768532,0.0,,0.185898166243,0.337958497923
AK,2008-02-01,52077.17,346923.47,0.0,114194.29,113454.0,529.554654262,35.1127336966,0.063914578386,2008,626648.93,0.0831042191359,-0.00736387545495,0.553616951041,-0.0416126296712,0.181048741278,-0.0933189175997,0.0,,0.182230088544,0.311558368073
AK,2008-03-01,53347.16,352964.94,0.0,76175.35,109719.82,526.325351469,35.6496940171,0.0650212573945,2008,592207.27,0.090081906627,0.0759809263074,0.596015884776,0.0317857778928,0.185272666443,-0.0721657573326,0.0,,0.128629542153,-0.0742190066388
AK,2008-04-01,49515.42,305753.94,0.0,77025.26,105212.25,524.890579557,36.056454997,0.0658487599527,2008,537506.87,0.0921205341989,0.100331258858,0.568837269001,-0.015264158084,0.195741219084,-0.0197398825504,0.0,,0.143300977716,0.031375213489
AK,2008-05-01,52608.42,296329.45,0.0,80573.81,77930.62,571.208589154,35.692064308,0.0647001955298,2008,507442.3,0.103673698468,0.238327720714,0.583966787948,0.0109271278781,0.153575332604,-0.230904076922,0.0,,0.15878418098,0.142811941461
AK,2008-06-01,50369.04,279531.19,0.0,54308.25,99560.14,534.649411851,34.5777314612,0.0625236519288,2008,483768.62,0.104118038909,0.243635133237,0.577820012385,0.000286210802454,0.205801153452,0.0306396567779,0.0,,0.112260795254,-0.192029227457
AK,2008-07-01,50313.15,324138.7,0.0,55591.18,72039.01,590.428150258,35.2134231396,0.063086228294,2008,502082.04,0.100209021617,0.196943980665,0.645589115277,0.117603883586,0.143480555489,-0.281458106612,0.0,,0.110721307617,-0.203109329037
AK,2008-08-01,47291.5,314303.5,0.0,55273.99,86871.51,588.518115101,36.2582310027,0.0647367118608,2008,503740.5,0.0938806786431,0.121355257132,0.623939310022,0.0801250818848,0.172452899856,-0.136366368523,0.0,,0.109727111479,-0.210264822815
AK,2008-09-01,49227.47,311358.19,0.0,57705.36,94584.1,579.858827223,32.0696868359,0.0575896184867,2008,512875.12,0.0959833458094,0.146470508908,0.607083825786,0.0509459117348,0.184419357289,-0.0764390776662,0.0,,0.112513471116,-0.19021065214
AK,2008-10-01,53305.84,363705.75,0.0,65847.57,100385.26,528.77794812,29.9183264253,0.054302772701,2008,583244.42,0.0913953707435,0.091669563345,0.623590620893,0.0795214528652,0.172115251441,-0.138057291244,0.0,,0.112898756923,-0.187437647812
AK,2008-11-01,51231.33,363679.72,0.0,80240.58,83455.45,557.862111971,27.7573578953,0.0506083789125,2008,578607.08,0.0885425218094,0.0575937854929,0.628543501403,0.0880955727856,0.144235099923,-0.277679393986,0.0,,0.138678876864,-0.0018912744916
AK,2008-12-01,53585.61,356213.54,0.0,136077.59,128953.36,540.037543302,25.2628636565,0.0458535560567,2008,674830.1,0.0794060756922,-0.0515362509866,0.527856626431,-0.0862073078434,0.191090112904,-0.0430323393561,0.0,,0.201647184973,0.451308370437
AK,2009-01-01,53483.31,352707.76,0.0,160448.58,89953.62,570.579036463,25.5611969261,0.0461762250527,2009,656593.27,0.0814557694141,-0.0270537391024,0.537178457525,-0.0700699313192,0.137000520886,-0.313909725697,0.0,,0.244365252175,0.758761650818
AK,2009-02-01,50712.88,294102.92,0.0,117563.3,97385.75,543.287748043,24.6811239149,0.0444943881457,2009,559764.85,0.0905967568346,0.0821305408522,0.525404408655,-0.090452435348,0.173976179462,-0.128737876925,0.0,,0.210022655049,0.511588854041
AK,2009-03-01,52336.28,301148.1,0.0,122073.17,103090.33,559.628504696,23.016498393,0.0412868863924,2009,578647.88,0.0904458165474,0.0803276386252,0.520434119624,-0.0990566918203,0.178157275889,-0.107799200368,0.0,,0.210962787939,0.518355240259
AK,2009-04-01,41194.7,269270.21,0.0,125375.09,105661.07,544.930395124,21.082993845,0.0377056236779,2009,541501.07,0.0760750112645,-0.0913240610222,0.497266256556,-0.139163461167,0.195126244164,-0.0228196395389,0.0,,0.231532488015,0.666400837333
AK,2009-05-01,51002.61,281248.78,0.0,74825.77,79833.15,565.160894262,20.8393387419,0.0373034843198,2009,486910.31,0.104747443117,0.251153034986,0.577619274482,-6.1294220432e-05,0.163958635421,-0.178905128074,0.0,,0.15367464698,0.106037267594
AK,2009-06-01,45475.99,259849.37,0.0,73453.57,105723.22,559.370134797,19.4257505694,0.0346453304623,2009,484502.15,0.093861275951,0.121123502195,0.536322429116,-0.0715518346719,0.218210012071,0.0927824658607,0.0,,0.151606282862,0.0911507014473
AK,2009-07-01,53797.28,263246.1,0.0,83036.93,105225.85,569.074312947,17.3191046101,0.0309865221024,2009,505306.16,0.106464722298,0.271665030269,0.520963567909,-0.0981401437471,0.208241771682,0.0428621243977,0.0,,0.164329938111,0.182726229113
AK,2009-08-01,53648.04,239745.0,0.0,82544.2,115171.24,548.652217469,14.7608393114,0.0265673069716,2009,491108.48,0.10923867574,0.304798443024,0.488171167397,-0.154908316099,0.234512831055,0.174425991567,0.0,,0.168077325808,0.209697174094
AK,2009-09-01,53980.79,285029.31,0.0,54678.54,92982.7,534.880505702,13.7148656281,0.024852369276,2009,486671.34,0.110918366387,0.324861463061,0.585671040337,0.0138774240391,0.191058507781,-0.0431906158911,0.0,,0.112352085496,-0.191372187328
AK,2009-10-01,58596.19,312153.29,0.0,54028.74,146485.9,483.020156788,23.5490489103,0.0429695572532,2009,571264.12,0.102572851941,0.225178688796,0.546425513298,-0.0540620011986,0.256424121298,0.28415640015,0.0,,0.0945775134626,-0.319300505178
AK,2009-11-01,57728.27,338283.72,0.0,103680.27,137029.5,513.387121456,25.2976352826,0.0464744680123,2009,636721.76,0.0906648297994,0.0829436365616,0.531289711223,-0.0802641641225,0.21521095808,0.0777633859177,0.0,,0.162834500897,0.171963170127
