year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,142636706.74,59062468700.3,414.076222385,0.071285618175,912.872439869
2002,138553847.793,55338559191.2,399.401099808,0.0333185799561,880.519664638
2003,136616927.479,55580183603.2,406.832334974,0.052544449319,896.902565683
2004,138226120.75,55631994200.4,402.470921549,0.0412607309494,887.287393647
2005,147150954.639,56877186049.6,386.522711926,0.0,852.127970713
2006,142602204.23,48670396011.3,341.301849253,-0.116994063422,752.434056864
2007,146253554.491,50389849514.8,344.537605873,-0.108622610671,759.567605908
2008,140785953.21,43451056364.7,308.632042999,-0.201516409061,680.410201995
2009,133739505.67,35350925514.8,264.326724835,-0.31614180311,582.734697571
2010,137607966.7,39441923198.2,286.625288812,-0.258451625304,631.894111715
2011,138148070.06,35639776035.4,257.982438842,-0.332555550083,568.748084671
2012,136481426.64,34702537025.1,254.265638039,-0.342171545956,560.554025622
2013,136877358.04,33099226414.6,241.81666631,-0.374379153284,533.109022548
2014,137691779.662,33340343389.2,242.137500663,-0.373549100242,533.816333962
2015,139216237.11,32304090361.4,232.042547852,-0.39966646023,511.561000995
2016,135128552.615,30092887555.9,222.698215688,-0.42384183693,490.960486306
2017,30670110.168,6052664209.42,197.347325336,-0.489428902243,435.071913436
