year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,38616312.001,23726742887.2,614.422808852,0.116789487614,1354.5565244
2002,42177719.998,23962736475.4,568.137312224,0.0326598698352,1252.51551853
2003,48520388.002,26815247200.5,552.659372786,0.0045267995699,1218.39285324
2004,47623750.538,25707945404.4,539.813540807,-0.0188220896767,1190.07293206
2005,47648638.289,26214797417.3,550.168868589,0.0,1212.90228769
2006,45729810.4,22876133883.4,500.245544063,-0.0907418201504,1102.84132644
2007,47218374.377,24546768726.3,519.856285825,-0.0550968702423,1146.07516773
2008,42649279.59,20984599910.8,492.027066167,-0.105679920732,1084.72287007
2009,39102217.657,18482285340.2,472.665911236,-0.14087121569,1042.03926791
2010,42948127.577,19467626732.9,453.282315928,-0.17610329881,999.306193694
2011,38195952.003,15879932756.4,415.749102291,-0.244324559189,916.560470912
2012,35720612.467,13698931482.0,383.502144447,-0.302937395512,845.468827648
2013,33034375.74,14150697989.7,428.362809125,-0.22139758612,944.368648996
2014,31903238.79,12396462682.6,388.564395113,-0.293736128491,856.629065466
2015,33091688.69,12881329569.6,389.261777793,-0.292468549172,858.166515322
2016,33362994.084,11879786062.5,356.076736776,-0.352786467746,785.006773895
2017,8882181.488,3712663786.86,417.990084067,-0.240251297499,921.500939333
