year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,48701265.54,31809185273.7,653.149049023,0.0430603642791,1439.93239348
2002,47940360.17,33693095931.7,702.812740919,0.122371860847,1549.42096863
2003,51873427.08,33298035716.1,641.909308685,0.0251108201917,1415.15326193
2004,51655946.26,31903595502.0,617.617095648,-0.0136831497573,1361.59864907
2005,52244220.05,32714561698.6,626.185282646,0.0,1380.48807412
2006,48956879.7,29845511689.5,609.628552155,-0.0264406254032,1343.98710608
2007,50197923.92,30845407882.9,614.475768601,-0.0186997592717,1354.67327946
2008,47360952.92,28148954713.7,594.349416095,-0.0508409690122,1310.30272272
2009,43774832.05,24846573738.7,567.599521806,-0.0935597856803,1251.32990577
2010,43607263.95,26835323559.1,615.386546377,-0.0172452731942,1356.68118014
2011,41818068.25,23572679143.2,563.696032114,-0.0997935471558,1242.7242724
2012,37862303.622,19908627787.5,525.81660076,-0.160285916433,1159.21527804
2013,35942512.315,17944717090.6,499.2616246,-0.202693454419,1100.67217759
2014,38170800.315,20056387465.6,525.437960432,-0.160890594215,1158.38052757
2015,36772617.696,17385510242.4,472.784134819,-0.244977248873,1042.29990362
2016,37931165.26,17539926194.3,462.414641736,-0.261537032966,1019.43931917
2017,7490740.48,2406659447.69,321.284585164,-0.486917699811,708.303996453
