year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,9346942.0,385319139.36,41.2240858411,-0.311987711162,90.8826196454
2002,9786932.0,427334591.508,43.6637948959,-0.271270014781,96.2612022276
2003,10422935.0,642660374.127,61.6582924222,0.0290504211223,135.931871474
2004,10863038.7,678585144.669,62.4673411749,0.0425530973559,137.715500354
2005,10824983.9,648607696.058,59.9176591901,0.0,132.09447145
2006,13386085.27,550907348.661,41.1552248136,-0.313136972139,90.7308086241
2007,11484090.62,715859950.389,62.3349269939,0.04034316154,137.423580051
2008,11970552.95,747079584.375,62.4097806923,0.0415924376212,137.588602514
2009,13100151.86,724109528.575,55.2748957656,-0.0774857277008,121.859035205
2010,12024564.19,719900926.201,59.8691906689,-0.000808918803337,131.987617749
2011,16592482.98,498355964.27,30.0350444759,-0.498728006369,66.2152590516
2012,15530573.35,807208315.138,51.9754356099,-0.132552300732,114.585045346
2013,15217421.31,1385743771.33,91.062982558,0.519802071525,200.757451347
2014,15220475.16,1038929884.77,68.2587024288,0.13920842956,150.483135375
2015,15715576.69,1563051775.93,99.4587603597,0.659923997435,219.266783089
2016,15946293.65,1346796336.4,84.458267605,0.409572215381,186.196696762
2017,4261731.92,332070281.515,77.9190919909,0.300436182658,171.780430203
