year,month,generation (MWh),final CO2 (kg),datetime,quarter,index (g/kWh),change since 2005,index (lb/MWh)
2001,1,7119915.0,6566192770.48,2001-01-01,1,922.2290955,0.114268768298,2033.14626394
2001,2,6215930.0,5713065623.44,2001-02-01,1,919.100701494,0.110488935551,2026.24940651
2001,3,5891090.0,5402675678.65,2001-03-01,1,917.092707572,0.108062808545,2021.82258311
2001,4,5096669.0,4947785205.36,2001-04-01,2,970.788019658,0.172939323018,2140.19926814
2001,5,5471746.0,5327580119.17,2001-05-01,2,973.652673054,0.17640049533,2146.51468302
2001,6,6801956.0,5706776766.8,2001-06-01,2,838.990544308,0.0136971008415,1849.63855398
2001,7,8057211.0,6474983779.46,2001-07-01,3,803.625941962,-0.0290316225206,1771.67375165
2001,8,8225010.0,7067870951.66,2001-08-01,3,859.314572464,0.0382532875101,1894.44490645
2001,9,6662236.0,5744452624.45,2001-09-01,3,862.240938995,0.041789023745,1900.89637411
2001,10,6559906.01,5608016884.51,2001-10-01,4,854.892871325,0.0329108368043,1884.69682412
2001,11,6502267.0,5574159585.18,2001-11-01,4,857.26402579,0.0357757468123,1889.92427126
2001,12,6940936.0,6207172875.89,2001-12-01,4,894.284701068,0.0805053941902,1971.54005197
2002,1,6872057.0,5838492009.83,2002-01-01,1,849.598891545,0.0265144691792,1873.0257163
2002,2,5140192.0,4551129359.21,2002-02-01,1,885.400654141,0.0697713845227,1951.95428212
2002,3,6217260.0,5096616954.54,2002-03-01,1,819.752906352,-0.00954647199253,1807.22725734
2002,4,5911037.0,4781798886.54,2002-04-01,2,808.961081878,-0.0225855238101,1783.43560111
2002,5,6067638.0,4899391966.76,2002-05-01,2,807.462799652,-0.0243957996928,1780.13248811
2002,6,7501687.0,6172047135.76,2002-06-01,2,822.754553177,-0.00591977952792,1813.84468793
2002,7,8194945.0,6916477985.15,2002-07-01,3,843.993215958,0.019741500009,1860.6674439
2002,8,8147403.0,7067766327.0,2002-08-01,3,867.487017274,0.0481275151357,1912.46187828
2002,9,7065164.0,6010838181.42,2002-09-01,3,850.771217967,0.0279309141006,1875.61022713
2002,10,6350757.0,5691438966.82,2002-10-01,4,896.182764799,0.082798699775,1975.72452327
2002,11,6146642.0,5956668878.05,2002-11-01,4,969.093185849,0.170891566782,2136.46283752
2002,12,7547414.0,6601743035.62,2002-12-01,4,874.702651216,0.056845691112,1928.36946487
2003,1,7838803.0,6644915879.74,2003-01-01,1,847.695225884,0.0242143951502,1868.82889498
2003,2,7077156.0,6027662957.48,2003-02-01,1,851.706950854,0.0290614986127,1877.67314385
2003,3,6779271.0,5893305082.12,2003-03-01,1,869.312508988,0.0503331367259,1916.48635732
2003,4,5700721.0,4536839618.96,2003-04-01,2,795.836108969,-0.038443565449,1754.50028583
2003,5,6603214.0,5426945229.21,2003-05-01,2,821.864205706,-0.00699552782662,1811.8818279
2003,6,7443021.0,6316638412.43,2003-06-01,2,848.665939869,0.025387245023,1870.96893104
2003,7,8724107.0,7339608188.41,2003-07-01,3,841.301945106,0.0164898144226,1854.73426818
2003,8,8894538.0,7457487320.69,2003-08-01,3,838.434477506,0.0130252418924,1848.41264911
2003,9,6734589.0,5687861004.83,2003-09-01,3,844.57433183,0.0204436241023,1861.94857195
2003,10,6622219.0,5657942656.22,2003-10-01,4,854.387729584,0.0323005072573,1883.58318864
