year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,142233921.0,1.18703019661e+11,834.561958402,0.0295146135471,1839.87529349
2002,146801795.0,1.24413248635e+11,847.491330979,0.0454642717812,1868.37938828
2003,146611964.0,1.2691651172e+11,865.662721221,0.067880476611,1908.4400352
2004,148345905.33,1.19907487596e+11,808.296577716,-0.00288632801778,1781.97063523
2005,156976322.82,1.27250711813e+11,810.636340097,0.0,1787.12887538
2006,155434075.21,1.24878446995e+11,803.417441295,-0.00890522475274,1771.21409108
2007,155155545.43,1.27602537019e+11,822.416863446,0.0145324392287,1813.10021715
2008,153412251.14,1.2574714181e+11,819.668187358,0.0111416757609,1807.04048585
2009,136090225.29,1.10418657894e+11,811.363620412,0.000897172108818,1788.73223756
2010,143598336.85,1.15393112745e+11,803.582515481,-0.0087015894387,1771.57801363
2011,135585804.51,1.08359831313e+11,799.197465434,-0.0141109818263,1761.9107323
2012,129745730.67,94495541424.0,728.313301224,-0.101553600302,1605.63950388
2013,137284188.72,99418052913.4,724.177007129,-0.10665612765,1596.52062992
2014,134559118.48,97524888063.5,724.773535715,-0.105920250715,1597.83573684
2015,121988463.49,82370069363.8,675.228353627,-0.167039126884,1488.60842841
2016,119293903.778,79107117999.0,663.127917636,-0.181966209957,1461.93180722
2017,29841708.57,20058469998.6,672.16225075,-0.170821467652,1481.848898
