fuel category,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,32925167.0,350195000.0,349301000.0,33356073750.0,33270920250.0,2001 Q1,33772531450.7,1025.73607146,2261.33774314
Coal,2001,2,33529294.0,358046000.0,357214000.0,34103881500.0,34024633500.0,2001 Q2,34452011014.6,1027.51972692,2265.26998996
Coal,2001,3,37577582.0,408575000.0,407638000.0,38916768750.0,38827519500.0,2001 Q3,39282951851.0,1045.38263934,2304.65056668
Coal,2001,4,31067878.0,336663000.0,335865000.0,32067150750.0,31991141250.0,2001 Q4,32667800912.1,1051.49765659,2318.13173371
Coal,2002,1,33171888.0,349070000.0,349070000.0,33248917500.0,33248917500.0,2002 Q1,34753630882.8,1047.68323355,2309.72245668
Coal,2002,2,35389584.0,375856000.0,375856000.0,35800284000.0,35800284000.0,2002 Q2,36819646189.8,1040.40912687,2293.6859611
Coal,2002,3,38621282.0,413839000.0,413839000.0,39418164750.0,39418164750.0,2002 Q3,40597087877.9,1051.1584747,2317.38397331
Coal,2002,4,34664487.0,368358000.0,368358000.0,35086099500.0,35086099500.0,2002 Q4,36337409818.7,1048.26042337,2310.99492937
Coal,2003,1,34369658.0,364494000.0,364494000.0,34718053500.0,34718053500.0,2003 Q1,36465618008.8,1060.98285903,2339.04281102
Coal,2003,2,36491836.0,386641000.0,386641000.0,36827555250.0,36827555250.0,2003 Q2,38502613093.5,1055.10210814,2326.0781076
Coal,2003,3,39306669.0,419650000.0,419650000.0,39971662500.0,39971662500.0,2003 Q3,40723541279.7,1036.04661285,2284.06836268
Coal,2003,4,36821348.0,389040000.0,389040000.0,37056060000.0,37056060000.0,2003 Q4,37780156737.1,1026.03947952,2262.00663655
Coal,2004,1,35304004.0,374323480.0,374323480.0,35654311470.0,35654311470.0,2004 Q1,36413421822.1,1031.42470248,2273.87889909
Coal,2004,2,36577420.0,391270070.0,391270070.0,37268474167.5,37268474167.5,2004 Q2,37620620554.6,1028.52034273,2267.47594758
Coal,2004,3,40413364.0,432687580.0,432687580.0,41213491995.0,41213491995.0,2004 Q3,41689984692.4,1031.58907267,2274.24126962
