year,quarter,generation (MWh),final CO2 (kg),index (g/kWh),year_quarter,change since 2005,index (lb/MWh)
2001,1,46847912.0,16604042659.6,354.42439056,2001 Q1,0.578939811529,781.364011428
2001,2,50787299.0,15924599146.2,313.554756006,2001 Q2,0.396867993681,691.262815091
2001,3,56954628.0,18134052912.9,318.394721373,2001 Q3,0.418429754685,701.933002738
2001,4,44006233.0,13155781011.6,298.952673626,2001 Q4,0.331816575619,659.071064276
2002,1,43035231.0,11191147813.2,260.046188975,2002 Q1,0.158490475105,573.297828213
2002,2,44273665.0,10558610664.3,238.485127995,2002 Q2,0.0624372167347,525.764313178
2002,3,55386423.0,15861130094.8,286.37216913,2002 Q3,0.275771168115,631.336084063
2002,4,41514717.0,11346780258.3,273.319465438,2002 Q4,0.217622140972,602.560093505
2003,1,41796291.37,10969041525.2,262.440545934,2003 Q1,0.169157194517,578.576427567
2003,2,45727937.0,9304494191.31,203.475048335,2003 Q2,-0.0935306287445,448.581091558
2003,3,58747740.0,16145097654.4,274.820744669,2003 Q3,0.224310251637,605.869813698
2003,4,46516570.0,11691758510.7,251.3461012,2003 Q4,0.11973209584,554.117614707
2004,1,45621499.53,10858450167.5,238.011689211,2004 Q1,0.0603280747999,524.720570034
2004,2,47433717.86,10842022924.2,228.572066735,2004 Q2,0.0182751119396,503.909978324
2004,3,57780812.64,15424268057.6,266.944463965,2004 Q3,0.189221884407,588.505765256
2004,4,43944325.0,12162558991.5,276.772006203,2004 Q4,0.23300300699,610.171564875
2005,1,43263162.66,9794550402.9,226.394692405,2005 Q1,0.00857503738215,499.109738877
2005,2,50161130.25,9085839534.46,181.133070351,2005 Q2,-0.193062826432,399.325966896
2005,3,60145404.44,14702326593.3,244.446383396,2005 Q3,0.0889942588864,538.906496836
2005,4,46723120.71,11376983298.4,243.497932618,2005 Q4,0.0847689664621,536.815542251
2006,1,48309875.66,10140310876.7,209.901407075,2006 Q1,-0.0649015785747,462.748642038
2006,2,53695231.08,10700509947.1,199.282314869,2006 Q2,-0.112209009702,439.337791361
2006,3,65007732.93,16506569978.8,253.917022403,2006 Q3,0.131185398568,559.78546759
2006,4,49785848.55,12408179245.1,249.231048712,2006 Q4,0.110309661417,549.45476999
2007,1,46466161.12,10911924906.2,234.835946056,2007 Q1,0.0461803258543,517.719326676
2007,2,49580152.74,11762245721.9,237.236980362,2007 Q2,0.0568767924483,523.012646906
2007,3,63977390.69,18109028870.4,283.053570568,2007 Q3,0.260987006735,624.019901675
2007,4,50823876.39,14602850326.7,287.322639749,2007 Q4,0.280005458816,633.431491591
2008,1,47451806.0,12694755965.5,267.529458531,2008 Q1,0.19182800079,589.795444278
2008,2,51089363.72,11964445315.7,234.186618203,2008 Q2,0.0432876084643,516.287818491
2008,3,61289714.24,16385845631.6,267.350661278,2008 Q3,0.191031469546,589.401267854
2008,4,48153378.95,13984126511.9,290.408000785,2008 Q4,0.293750560739,640.233478531
2009,1,44697074.49,11536742377.5,258.109563301,2009 Q1,0.149862921649,569.028343254
2009,2,48768192.02,9658714235.37,198.053563917,2009 Q2,-0.117683022913,436.628887012
2009,3,63778468.37,16906179772.4,265.076603507,2009 Q3,0.18090067594,584.387880091
2009,4,47532397.45,12967864955.7,272.821604871,2009 Q4,0.215404201433,601.462510099
2010,1,46860462.29,12129890882.2,258.851285058,2010 Q1,0.153167248447,570.66354304
2010,2,48110503.86,8946130965.42,185.949641921,2010 Q2,-0.171605283413,409.94458058
2010,3,59112020.77,13306401225.9,225.104827285,2010 Q3,0.00282876414646,496.266102233
2010,4,50042608.63,12682573603.2,253.435501274,2010 Q4,0.129040250264,558.72390611
2011,1,45888576.52,9379050015.2,204.387469093,2011 Q1,-0.0894658479378,450.592614362
2011,2,47175172.76,7075240197.33,149.978045302,2011 Q2,-0.331856630384,330.641598673
2011,3,58460071.19,12348880403.5,211.236150626,2011 Q3,-0.0589553745688,465.691217671
2011,4,49281022.13,11012912157.3,223.471666805,2011 Q4,-0.00444686972495,492.665636639
2012,1,45489605.79,11777779176.5,258.911436403,2012 Q1,0.153435219151,570.796152695
2012,2,46827900.734,11017740832.8,235.281544979,2012 Q2,0.048165442844,518.701694061
2012,3,59070436.58,15868864915.4,268.643095161,2012 Q3,0.196789186468,592.250567592
2012,4,48092023.444,12886278404.8,267.950430903,2012 Q4,0.193703407945,590.72351997
2013,1,43689649.04,11149554027.7,255.198983574,2013 Q1,0.136896460174,562.611679187
2013,2,48235228.74,10633492540.1,220.450753896,2013 Q2,-0.0179048590342,486.00573204
2013,3,59075396.83,15255602797.4,258.239531446,2013 Q3,0.150441922089,569.314871026
2013,4,49076840.03,13364320267.1,272.314196655,2013 Q4,0.213143727677,600.343877945
2014,1,45000977.48,11923399204.7,264.958671397,2014 Q1,0.180375295327,584.127886961
2014,2,49719277.67,10568342801.5,212.560264284,2014 Q2,-0.0530565261126,468.61035864
2014,3,60314137.47,15445391429.0,256.082438992,2014 Q3,0.140832202096,564.559345003
2014,4,48447309.74,13018676366.8,268.718251574,2014 Q4,0.197124003865,592.41625742
2015,1,42000073.41,10002974518.8,238.165643692,2015 Q1,0.0610139329559,525.059978083
2015,2,50445972.05,10921690725.9,216.50273118,2015 Q2,-0.0354930679987,477.30192116
2015,3,62097425.08,15970736871.8,257.188391487,2015 Q3,0.145759155403,566.997527872
2015,4,48174661.34,12781080431.4,265.307115316,2015 Q4,0.181927592491,584.896066425
2016,1,44271771.11,8826665518.19,199.374574292,2016 Q1,-0.111797999403,439.541186483
2016,2,51727132.59,8855510407.5,171.196622819,2016 Q2,-0.237329115694,377.420074666
2016,3,63093698.48,12963579495.3,205.465518864,2016 Q3,-0.0846631996212,452.969282888
2016,4,48347050.94,9912823488.55,205.034708339,2016 Q4,-0.0865824351672,452.019518005
2017,1,50297346.515,7599237175.07,151.086244138,2017 Q1,-0.326919669757,333.084733827
