State,Year,datetime,Coal,Hydro,Natural Gas,Nuclear,Other,Other Renewables,Solar,Wind,index (g/kWh),final CO2 (kg)
AK,2001,2001-01-01,46903.0,104549.0,367521.0,0.0,71085.0,0.0,0.0,87.0,600.293442993,354260173.915
AK,2001,2001-02-01,54056.0,90111.0,334016.0,0.0,67910.0,0.0,0.0,74.0,661.971216661,361546833.49
AK,2001,2001-03-01,51920.0,99843.0,343858.0,0.0,91413.0,0.0,0.0,81.0,664.696930261,390253538.21
AK,2001,2001-04-01,37590.0,84615.0,290050.0,0.0,76372.0,0.0,0.0,71.0,620.075841225,303029823.455
AK,2001,2001-05-01,40986.0,85130.0,283468.0,0.0,75034.0,0.0,0.0,69.0,619.840220637,300428497.02
AK,2001,2001-06-01,39411.0,118354.0,272074.0,0.0,58095.0,0.0,0.0,70.0,601.734451982,293648819.505
AK,2001,2001-07-01,55082.0,120671.0,314583.0,0.0,63515.0,0.0,0.0,74.0,631.801808467,349970816.755
AK,2001,2001-08-01,65143.0,123284.0,331115.0,0.0,67181.0,0.0,0.0,73.0,679.520066275,398739656.81
AK,2001,2001-09-01,58910.0,154816.0,355210.0,0.0,71144.0,0.0,0.0,86.0,578.3080829190001,370213172.21
AK,2001,2001-10-01,38751.0,134918.0,314444.0,0.0,91507.0,0.0,0.0,83.0,614.414220083,356177766.625
AK,2001,2001-11-01,37497.0,102481.0,325654.0,0.0,98718.0,0.0,0.0,86.0,612.652128328,345802916.705
AK,2001,2001-12-01,38344.0,126892.0,363575.0,0.0,105016.0,0.0,0.0,97.0,580.404881468,367932584.08
AK,2002,2002-01-01,51623.0,118944.0,366390.0,0.0,108569.0,1092.0,0.0,0.0,550.484758389,355953353.5
AK,2002,2002-02-01,44698.0,111686.0,296649.0,0.0,96178.0,921.0,0.0,0.0,559.804127255,307966164.135
AK,2002,2002-03-01,48946.0,114826.0,322785.0,0.0,98049.0,1002.0,0.0,0.0,578.7148696309999,338900057.375
AK,2002,2002-04-01,43484.0,111309.0,313978.0,0.0,69661.0,952.0,0.0,0.0,543.610602168,293214861.04
AK,2002,2002-05-01,48711.0,108504.0,301216.0,0.0,71159.0,1003.0,0.0,0.0,560.788001962,297550188.325
AK,2002,2002-06-01,35819.0,116831.0,271101.0,0.0,99827.0,747.0,0.0,0.0,586.607085243,307572759.97
AK,2002,2002-07-01,44648.0,119156.0,300814.0,0.0,65804.0,892.0,0.0,0.0,591.6977333269999,314377289.485
AK,2002,2002-08-01,46430.0,116574.0,277915.0,0.0,65450.0,933.0,0.0,0.0,604.560797139,306694901.51
AK,2002,2002-09-01,52500.0,108927.0,307926.0,0.0,69469.0,1136.0,0.0,0.0,582.905812619,314744656.77
AK,2002,2002-10-01,54482.0,121399.0,326514.0,0.0,74921.0,1190.0,0.0,0.0,580.478299119,335810178.91
AK,2002,2002-11-01,49368.0,148866.0,317644.0,0.0,67540.0,1085.0,0.0,0.0,524.188254329,306389607.22
AK,2002,2002-12-01,54577.0,142329.0,375229.0,0.0,75742.0,1202.0,0.0,0.0,539.526838698,350195540.935
AK,2003,2003-01-01,54048.0,135163.0,343856.0,0.0,75785.0,556.0,0.0,0.0,545.2858678590001,332301570.16
AK,2003,2003-02-01,48861.0,125679.0,298754.0,0.0,66090.0,493.0,0.0,0.0,548.383209574,296059482.035
AK,2003,2003-03-01,52134.0,148011.0,297698.0,0.0,59334.0,509.0,0.0,0.0,521.354831204,290752290.395
AK,2003,2003-04-01,43262.0,119055.0,266724.0,0.0,60237.0,447.0,0.0,0.0,533.806284905,261418282.875
AK,2003,2003-05-01,46952.0,116189.0,256808.0,0.0,59373.0,439.0,0.0,0.0,550.745061374,264226001.39
AK,2003,2003-06-01,35864.0,103622.0,259973.0,0.0,57786.0,417.0,0.0,0.0,566.626093154,259323231.045
AK,2003,2003-07-01,29524.0,118033.0,273469.0,0.0,70637.0,447.0,0.0,0.0,536.147579677,263843585.435
AK,2003,2003-08-01,31179.0,131476.0,243302.0,0.0,65888.0,427.0,0.0,0.0,535.8492106030001,253066578.39
AK,2003,2003-09-01,47207.0,140998.0,242622.0,0.0,70771.0,457.0,0.0,0.0,557.9211677999999,280107111.9
AK,2003,2003-10-01,51834.0,155788.0,253137.0,0.0,79164.0,493.0,0.0,0.0,563.883819493,304731838.195
AK,2003,2003-11-01,51891.0,147737.0,288051.0,0.0,77913.0,517.0,0.0,0.0,544.705110924,308362465.64
AK,2003,2003-12-01,56909.0,140786.0,330089.0,0.0,103295.0,578.0,0.0,0.0,570.6887453630001,360479540.83
AK,2004,2004-01-01,54790.82,123882.8,358271.98,0.0,92401.53,786.98,0.0,0.0,552.765965351,348316689.615
AK,2004,2004-02-01,54522.59,115075.74,317002.16,0.0,79324.43,798.6,0.0,0.0,550.3013208369999,311868701.605
AK,2004,2004-03-01,56212.2,128544.36,291329.96,0.0,71816.67,799.41,0.0,0.0,511.08577552300005,280434093.853
AK,2004,2004-04-01,53536.61,110415.88,266157.21,0.0,53952.09,784.51,0.0,0.0,523.747752237,253937159.805
AK,2004,2004-05-01,51931.49,96478.72,294931.85,0.0,49762.25,783.57,0.0,0.0,559.567029177,276363373.758
AK,2004,2004-06-01,51460.38,102087.53,298881.87,0.0,47234.49,762.79,0.0,0.0,580.187535516,290341542.647
AK,2004,2004-07-01,46939.14,137438.0,304597.98,0.0,67022.92,777.74,0.0,0.0,537.113414955,299051740.56
AK,2004,2004-08-01,55096.55,159830.81,267587.26,0.0,66204.01,739.68,0.0,0.0,523.587011104,287689234.259
AK,2004,2004-09-01,53263.75,145613.55,266196.47,0.0,58261.15,735.67,0.0,0.0,534.0196458309999,279863990.862
AK,2004,2004-10-01,56710.56,124592.39,283658.94,0.0,55581.11,754.94,0.0,0.0,513.6301847369999,267754357.225
AK,2004,2004-11-01,57124.88,131212.96,305038.83,0.0,48908.98,746.72,0.0,0.0,503.903751548,273636048.455
AK,2004,2004-12-01,57390.74,122847.27,369778.08,0.0,56598.43,745.94,0.0,0.0,531.505092395,322815177.40900004
AK,2005,2005-01-01,57267.17,127525.92,338814.94,0.0,103227.54,394.3,0.0,23.08,533.252451965,334484173.59
AK,2005,2005-02-01,51496.26,117653.68,297983.62,0.0,57838.15,350.35,0.0,30.4,512.858964269,269431718.512
AK,2005,2005-03-01,54169.18,126608.94,304060.83,0.0,50792.28,404.32,0.0,45.18,515.991934639,276613332.996
AK,2005,2005-04-01,48381.78,114420.44,280792.45,0.0,48070.31,400.16,0.0,45.73,511.45362155699996,251691886.66900003
AK,2005,2005-05-01,45787.12,115667.95,280640.43,0.0,54848.75,443.69,0.0,48.58,512.6804288440001,255025968.396
AK,2005,2005-06-01,45261.46,126522.23,262751.85,0.0,61874.17,438.47,0.0,41.22,548.62591242,272606400.447
AK,2005,2005-07-01,54881.55,131827.23,318597.39,0.0,56659.39,450.64,0.0,28.18,555.6385061340001,312515755.087
AK,2005,2005-08-01,54179.94,129962.37,321079.11,0.0,62292.52,493.98,0.0,25.36,583.128894576,331236618.649
AK,2005,2005-09-01,48908.97,120723.74,277861.88,0.0,50934.91,459.92,0.0,53.5,558.087526132,278453819.90400004
AK,2005,2005-10-01,52624.22,121409.01,321321.72,0.0,62638.2,461.53,0.0,70.92,547.0904380119999,305564015.145
AK,2005,2005-11-01,54163.06,113986.82,341739.04,0.0,65885.75,477.66,0.0,97.49,528.14656883,304397179.879
AK,2005,2005-12-01,57197.06,117633.68,377982.37,0.0,83866.57,480.56,0.0,79.37,532.593454595,339389645.295
AK,2006,2006-01-01,56791.61,106453.06,377472.78,0.0,88569.91,668.61,0.0,87.03,551.58179057,347520246.076
AK,2006,2006-02-01,52335.36,93719.57,330222.93,0.0,61554.35,619.15,0.0,70.75,551.310025269,296892638.072
AK,2006,2006-03-01,53367.17,103762.71,346697.55,0.0,66679.66,548.48,0.0,72.25,542.4547729230001,309811011.908
AK,2006,2006-04-01,50789.21,101777.14,312890.35,0.0,62803.02,502.27,0.0,72.61,540.326400194,285743295.71599996
AK,2006,2006-05-01,47852.47,101300.7,317473.79,0.0,55915.35,583.84,0.0,68.34,550.675760861,288110523.859
AK,2006,2006-06-01,41751.37,104351.54,313620.79,0.0,56633.28,408.12,0.0,45.85,574.9380085930001,297134258.412
AK,2006,2006-07-01,52700.56,97904.96,344812.25,0.0,67281.57,530.89,0.0,46.76,587.339377934,330834756.911
AK,2006,2006-08-01,51804.4,100882.08,331793.17,0.0,73726.81,549.26,0.0,40.47,592.717091914,331208052.71
AK,2006,2006-09-01,49257.47,95236.56,273866.69,0.0,49822.28,473.76,0.0,49.42,596.117038243,279403739.828
AK,2006,2006-10-01,51246.77,108899.76,340645.14,0.0,54535.37,551.17,0.0,70.14,550.246611708,305908695.872
AK,2006,2006-11-01,52852.87,105763.2,382117.34,0.0,68796.12,605.27,0.0,79.21,543.8190642769999,331846011.927
AK,2006,2006-12-01,56669.78,103555.73,386117.55,0.0,61670.2,623.7,0.0,85.16,549.122595323,334263070.365
AK,2007,2007-01-01,58142.36,121692.02,366189.41,0.0,70425.0,1115.03,0.0,56.39,543.129878789,335447989.795
AK,2007,2007-02-01,54128.98,126979.88,316270.26,0.0,54135.0,692.52,0.0,55.36,515.645700908,284771526.075
AK,2007,2007-03-01,59157.73,131639.86,340900.77,0.0,107655.95,758.2,0.0,48.94,539.431639526,345323340.535
AK,2007,2007-04-01,56806.09,124739.43,291084.01,0.0,65320.73,972.37,0.0,84.33,533.444740435,287530427.87
AK,2007,2007-05-01,54960.39,117725.16,298247.37,0.0,60239.48,974.6,0.0,65.06,522.147355304,277893119.59
AK,2007,2007-06-01,37411.68,115806.47,297901.42,0.0,58800.55,912.81,0.0,87.37,518.0737567680001,264694399.23
AK,2007,2007-07-01,48486.51,116992.56,296240.01,0.0,86774.03,834.43,0.0,127.25,528.690253842,290491392.4
AK,2007,2007-08-01,49822.45,103061.59,279395.54,0.0,109696.07,536.34,0.0,95.5,565.617564485,306908326.965
AK,2007,2007-09-01,54714.25,77071.35,291852.75,0.0,90889.04,447.39,0.0,100.29,618.521136055,318584817.45
AK,2007,2007-10-01,49736.41,79115.01,338735.91,0.0,110006.34,932.89,0.0,126.29,599.719855921,347029603.83
AK,2007,2007-11-01,57365.91,82704.97,361905.26,0.0,80317.68,1034.82,0.0,52.08,587.626604484,342810031.615
AK,2007,2007-12-01,60676.58,93694.71,388816.79,0.0,115730.36,1006.19,0.0,113.17,510.360352619,336857124.35
AK,2008,2008-01-01,55024.71,104104.76,387569.78,0.0,124901.47,271.77,0.0,8.64,539.248663361,362311001.29
AK,2008,2008-02-01,52077.17,113193.02,346923.47,0.0,114194.29,257.64,0.0,3.34,529.554654262,331844857.47
AK,2008,2008-03-01,53347.16,109311.22,352964.94,0.0,76175.35,403.89,0.0,4.71,526.325351469,311693699.525
AK,2008,2008-04-01,49515.42,104792.03,305753.94,0.0,77025.26,414.86,0.0,5.36,524.890579557,282132292.51
AK,2008,2008-05-01,52608.42,77437.02,296329.45,0.0,80573.81,487.69,0.0,5.91,571.208589154,289855400.26
AK,2008,2008-06-01,50369.04,99054.75,279531.19,0.0,54308.25,499.15,0.0,6.24,534.649411851,258646608.155
AK,2008,2008-07-01,50313.15,71578.8,324138.7,0.0,55591.18,453.04,0.0,7.17,590.4281502580001,296443370.155
AK,2008,2008-08-01,47291.5,86413.74,314303.5,0.0,55273.99,449.38,0.0,8.39,588.518115101,296460409.56
AK,2008,2008-09-01,49227.47,94170.85,311358.19,0.0,57705.36,408.32,0.0,4.93,579.858827223,297395165.595
AK,2008,2008-10-01,53305.84,100042.56,363705.75,0.0,65847.57,337.34,0.0,5.36,528.77794812,308406787.66
AK,2008,2008-11-01,51231.33,83022.82,363679.72,0.0,80240.58,427.96,0.0,4.67,557.862111971,322782967.65
AK,2008,2008-12-01,53585.61,128679.43,356213.54,0.0,136077.59,270.66,0.0,3.27,540.037543302,364433589.35
AK,2009,2009-01-01,53483.31,89470.08,352707.76,0.0,160448.58,435.28,0.0,48.26,570.5790364630001,374638355.345
AK,2009,2009-02-01,50712.88,96920.14,294102.92,0.0,117563.3,376.86,0.0,88.75,543.2877480430001,304113384.79
AK,2009,2009-03-01,52336.28,102476.83,301148.1,0.0,122073.17,529.88,0.0,83.62,559.6285046959999,323827847.83
AK,2009,2009-04-01,41194.7,105039.31,269270.21,0.0,125375.09,552.76,0.0,69.0,544.930395124,295080392.035
AK,2009,2009-05-01,51002.61,79226.86,281248.78,0.0,74825.77,603.46,0.0,2.83,565.1608942619999,275182666.225
AK,2009,2009-06-01,45475.99,104157.74,259849.37,0.0,73453.57,690.1,0.0,875.38,559.370134797,271016032.955
AK,2009,2009-07-01,53797.28,103323.67,263246.1,0.0,83036.93,577.07,0.0,1325.11,569.074312947,287556755.83
AK,2009,2009-08-01,53648.04,113249.35,239745.0,0.0,82544.2,639.13,0.0,1282.76,548.652217469,269447756.57
AK,2009,2009-09-01,53980.79,91092.1,285029.31,0.0,54678.54,677.76,0.0,1212.84,534.8805057019999,260311012.45
AK,2009,2009-10-01,58596.19,145421.86,312153.29,0.0,54028.74,557.34,0.0,506.7,483.020156788,275932084.81
AK,2009,2009-11-01,57728.27,135404.02,338283.72,0.0,103680.27,403.24,0.0,1222.24,513.3871214559999,326884751.535
AK,2009,2009-12-01,58635.3,157962.46,380618.62,0.0,105173.59,468.54,0.0,309.53,511.655306625,359779659.115
AK,2010,2010-01-01,58574.5,133765.37,360404.75,0.0,123597.73,386.35,0.0,415.88,527.1489852880001,356956078.24
AK,2010,2010-02-01,52677.04,95679.63,310372.4,0.0,97962.45,270.41,0.0,685.05,550.652017151,307069434.395
AK,2010,2010-03-01,57552.23,119576.56,336401.37,0.0,86480.4,378.22,0.0,1367.58,526.3817972109999,316753594.26
AK,2010,2010-04-01,41043.73,132904.03,308903.77,0.0,76519.67,551.95,0.0,1362.03,521.3884336919999,292647600.855
AK,2010,2010-05-01,35894.92,108628.78,319398.43,0.0,63766.46,726.26,0.0,999.63,506.82918186300003,268322707.765
AK,2010,2010-06-01,49606.94,127852.32,278672.27,0.0,49547.08,651.04,0.0,1250.46,478.269480467,242760075.505
AK,2010,2010-07-01,52568.42,138201.23,264281.53,0.0,56964.45,469.2,0.0,1372.93,508.81962348900004,261460911.97
AK,2010,2010-08-01,47708.3,127361.24,282068.33,0.0,58136.45,753.63,0.0,1763.85,528.706441151,273759859.835
AK,2010,2010-09-01,51941.45,108666.7,279054.04,0.0,53179.44,594.7,0.0,1177.05,530.125962919,262207394.345
AK,2010,2010-10-01,55602.9,108313.53,325115.73,0.0,64099.23,692.1,0.0,1132.17,540.083378652,299722327.855
AK,2010,2010-11-01,57370.58,108558.85,334365.71,0.0,73036.67,386.6,0.0,719.44,490.08407147099996,281522840.335
AK,2010,2010-12-01,59902.32,123633.17,350985.38,0.0,133765.89,443.93,0.0,360.93,538.1117261640001,360046046.6
AK,2011,2011-01-01,53070.42,134652.67,377305.75,0.0,113752.28,191.82,0.0,418.13,525.480674893,357006877.98
AK,2011,2011-02-01,55782.25,129517.78,323711.93,0.0,101782.75,290.71,0.0,59.16,518.18671918,316687004.855
AK,2011,2011-03-01,53482.36,149562.79,344837.26,0.0,88869.66,225.63,0.0,1564.18,490.73338296199995,313353816.935
AK,2011,2011-04-01,51014.62,101213.15,320640.68,0.0,57442.38,272.31,0.0,438.14,560.2273924880001,297492667.05
AK,2011,2011-05-01,45505.56,100662.58,313675.48,0.0,60108.49,328.36,0.0,936.13,515.255714285,268559831.53
AK,2011,2011-06-01,48901.67,92962.74,296086.76,0.0,55953.29,324.54,0.0,1090.03,533.777622435,264390214.18
AK,2011,2011-07-01,62334.01,87345.46,301492.37,0.0,59176.27,307.11,0.0,1299.88,553.270864711,283249840.87
AK,2011,2011-08-01,61401.89,86986.6,290310.83,0.0,53457.11,342.75,0.0,1429.33,594.841078287,293808967.485
AK,2011,2011-09-01,54298.14,91685.4,304052.24,0.0,59126.66,308.11,0.0,753.4,569.475442725,290560009.815
AK,2011,2011-10-01,46024.2,88118.01,319415.28,0.0,104942.48,305.73,0.0,1154.38,548.681858982,307239937.65
AK,2011,2011-11-01,60702.31,133008.78,350107.31,0.0,97150.98,218.02,0.0,1682.08,516.984472711,332353539.14
AK,2011,2011-12-01,63867.86,149029.79,364796.75,0.0,95974.26,171.47,0.0,1621.15,505.653517342,341549372.06
AK,2012,2012-01-01,59799.16,162651.88,385256.38,0.0,115805.79,109.47,0.0,0.0,483.569544155,350298281.665
AK,2012,2012-02-01,57882.51,141696.77,333688.73,0.0,67766.78,138.43,0.0,1448.79,493.573737698,297438397.895
AK,2012,2012-03-01,59662.97,134242.55,339077.0,0.0,103135.82,166.41,0.0,2040.53,515.577024938,329105848.805
AK,2012,2012-04-01,56041.8,107338.68,302905.12,0.0,64514.64,176.46,0.0,2008.54,533.771667983,284492420.565
AK,2012,2012-05-01,52539.97,107248.05,285680.69,0.0,81418.99,278.84,0.0,2168.85,540.721093955,286222811.15
AK,2012,2012-06-01,56547.06,110930.24,262543.87,0.0,66363.8,228.18,0.0,1675.62,536.03321894,267099333.345
AK,2012,2012-07-01,54609.99,73657.32,252578.09,0.0,104224.57,246.65,0.0,2795.67,629.748700263,307388080.21
AK,2012,2012-08-01,56616.36,118219.42,259773.6,0.0,97054.82,278.94,0.0,1906.99,582.378083742,310902615.715
AK,2012,2012-09-01,55501.7,123764.14,256593.4,0.0,90564.04,284.14,0.0,4485.28,535.7229884369999,284572140.68
AK,2012,2012-10-01,54038.67,194176.99,307370.49,0.0,66854.32,255.3,0.0,0.0,455.09823783900003,283741044.95
AK,2012,2012-11-01,60265.6,153823.64,334843.74,0.0,71751.25,224.01,0.0,0.0,495.75663981199995,308697909.565
AK,2012,2012-12-01,61453.38,147295.33,285725.83,0.0,110965.24,178.54,0.0,6559.97,508.075203255,311032609.12
AK,2013,2013-01-01,59028.96,129986.59,345356.91,0.0,95133.38,2617.78,0.0,8076.64,571.19972742,366999839.83
AK,2013,2013-02-01,53868.71,121528.62,281411.45,0.0,65400.22,2730.42,0.0,16505.47,540.436277985,293918980.07
AK,2013,2013-03-01,56432.59,111690.29,305910.09,0.0,66101.16,3454.18,0.0,7462.05,552.243661129,305995038.335
AK,2013,2013-04-01,39842.25,111995.35,270460.33,0.0,76350.54,4766.81,0.0,7160.01,528.313856731,271958796.905
AK,2013,2013-05-01,37158.62,101815.4,276192.14,0.0,76812.96,4829.77,0.0,9864.22,522.31910191,266862640.93
AK,2013,2013-06-01,52757.73,90341.7,242520.67,0.0,54979.48,3926.46,0.0,18678.37,557.032914364,259941511.73
AK,2013,2013-07-01,53099.42,93930.71,277699.48,0.0,52006.86,5180.06,0.0,15401.62,530.307215544,266150917.84
AK,2013,2013-08-01,54294.55,107442.5,264222.1,0.0,51157.8,4875.2,0.0,17447.17,517.0485012930001,260453699.34
AK,2013,2013-09-01,54191.69,91289.26,277773.43,0.0,60370.55,5246.55,0.0,15061.17,523.3256261930001,266136831.68
AK,2013,2013-10-01,54734.91,200699.68,240551.81,0.0,57964.72,5163.66,0.0,9659.63,458.8659187,263076813.95
AK,2013,2013-11-01,55345.85,131215.85,287619.11,0.0,75980.94,4437.17,0.0,10106.42,537.456996066,305604490.46
AK,2013,2013-12-01,53865.46,143543.48,351287.93,0.0,86136.49,4803.92,0.0,9866.24,510.479147049,333715798.76
AK,2014,2014-01-01,58255.94,141380.33,317447.18,0.0,46053.56,4025.67,0.0,7240.0,484.674085589,280248828.955
AK,2014,2014-02-01,54272.95,127521.43,296104.78,0.0,43760.68,2872.72,0.0,4238.99,489.91906809,260395616.46
AK,2014,2014-03-01,57654.68,115302.98,290754.94,0.0,42618.91,3452.11,0.0,11350.78,501.242852116,262866016.52
AK,2014,2014-04-01,51701.01,123726.28,261504.91,0.0,39953.89,4730.74,0.0,19030.14,481.072230286,242984613.56
AK,2014,2014-05-01,51040.65,108119.89,264378.1,0.0,33478.04,5687.36,0.0,9113.45,506.512895955,241665510.195
AK,2014,2014-06-01,52363.22,100499.9,261713.46,0.0,20048.08,5931.17,0.0,18706.47,515.353014162,239517252.56
AK,2014,2014-07-01,43925.16,94997.11,269964.67,0.0,35470.78,6560.74,0.0,19354.14,502.683805568,239469375.41
AK,2014,2014-08-01,34164.18,118145.95,267556.49,0.0,28686.63,6504.56,0.0,15707.77,467.69721236,223012916.72
AK,2014,2014-09-01,33669.5,182832.21,195169.16,0.0,33641.04,5206.55,0.0,9068.3,417.16392238699996,193754123.625
AK,2014,2014-10-01,36915.08,132989.52,252057.55,0.0,44618.2,6111.25,0.0,13707.42,486.110147886,239205612.89
AK,2014,2014-11-01,40443.21,136924.52,297840.08,0.0,32669.03,5673.46,0.0,12902.54,479.157511791,254788347.09
AK,2014,2014-12-01,43886.59,156297.88,313531.01,0.0,42309.63,5755.35,0.0,11537.0,469.547357765,271722075.45
AK,2015,2015-01-01,43856.33,151914.98,324150.66,0.0,77090.67,3658.89,0.0,4937.35,485.485347611,295731046.835
AK,2015,2015-02-01,49886.19,127648.31,319178.15,0.0,67903.89,3469.25,0.0,9884.83,478.332579365,278076693.895
AK,2015,2015-03-01,50916.95,105467.17,313204.82,0.0,68318.9,3518.72,0.0,11075.35,494.259202466,274753393.675
AK,2015,2015-04-01,33324.64,127863.83,254706.36,0.0,70670.33,4239.57,0.0,19187.77,439.687014186,226021963.075
AK,2015,2015-05-01,53481.84,124174.44,245057.42,0.0,56490.33,4897.9,0.0,17081.83,461.76133729300005,233589762.845
AK,2015,2015-06-01,52362.06,107557.19,240558.75,0.0,56122.21,4552.99,0.0,13090.57,500.461434128,239522557.455
AK,2015,2015-07-01,55779.94,94709.66,239118.23,0.0,58473.54,5827.84,0.0,13320.97,505.94177445800005,239195653.035
AK,2015,2015-08-01,52551.8,110755.21,233205.05,0.0,66620.02,6783.75,0.0,11643.2,487.674163031,237970489.105
AK,2015,2015-09-01,60784.01,135230.18,195405.37,0.0,59658.49,5245.37,0.0,14324.82,470.30425682199996,223704876.24
AK,2015,2015-10-01,66956.55,136128.82,203707.42,0.0,68481.0,4377.72,0.0,10480.74,512.285800968,253229654.595
AK,2015,2015-11-01,66294.84,170315.07,247309.39,0.0,48103.76,4439.99,0.0,18436.51,463.095560446,258942840.415
AK,2015,2015-12-01,81354.16,177164.14,274111.16,0.0,46226.91,3880.16,0.0,16230.06,470.292935853,283445698.7
AK,2016,2016-01-01,66898.32,136905.96,222678.14,0.0,72380.53,4961.98,0.0,15107.39,477.880653839,247987716.38
AK,2016,2016-02-01,73912.77,123258.63,197708.51,0.0,63860.37,4530.23,0.0,15664.24,503.24981703699996,241023825.31
AK,2016,2016-03-01,53824.76,154722.46,196132.96,0.0,59748.72,5385.21,0.0,15756.72,422.76532721300003,205282510.83
AK,2016,2016-04-01,27460.96,127516.12,181540.82,0.0,54430.61,5061.53,0.0,15918.16,390.64428767,160917398.26
AK,2016,2016-05-01,39962.68,108063.82,193791.71,0.0,55990.02,4251.75,0.0,12698.3,443.094963119,183777304.78
AK,2016,2016-06-01,35745.96,105730.89,190468.77,0.0,52544.65,3515.99,0.0,11863.83,451.828770539,180672811.14
AK,2016,2016-07-01,41021.87,108191.1,220568.41,0.0,53402.95,4404.58,0.0,0.0,483.55608961,206763221.28
AK,2016,2016-08-01,44605.72,122575.86,217386.87,0.0,59278.39,4092.34,0.0,8404.57,487.38143558400003,222413471.995
AK,2016,2016-09-01,38246.02,136398.27,184473.04,0.0,55464.98,0.0,0.0,11697.27,457.886007828,195187455.105
AK,2016,2016-10-01,35892.83,138049.52,162406.71,0.0,67377.25,0.0,0.0,13838.75,456.338685066,190551090.41
AK,2016,2016-11-01,38838.41,135249.71,177040.42,0.0,82839.56,0.0,0.0,14915.59,459.70202570699996,206352741.6
AK,2016,2016-12-01,44974.98,152775.99,179115.06,0.0,109991.17,4098.62,0.0,17793.2,453.133355068,230531150.32
AK,2017,2017-01-01,49460.91,166207.26,179919.56,0.0,106316.89,3539.99,0.11,0.0,488.823089036,248571381.59
AK,2017,2017-02-01,41529.6,147069.26,92304.05,0.0,77945.18,1540.29,39.63,0.0,450.92534969800005,163007211.04
AK,2017,2017-03-01,0.0,192578.24,116791.11,0.0,89896.42,4282.35,179.22,15838.15,417.710884687,183750802.635
AL,2001,2001-01-01,6557913.0,727118.0,566478.0,2940300.0,133665.41,401167.59,0.0,0.0,625.352819192,7083147506.68
AL,2001,2001-02-01,5479455.0,922210.0,276610.0,2515933.0,50060.64,331770.37,0.0,0.0,603.051822789,5774847780.08
AL,2001,2001-03-01,5392921.0,1299668.0,389456.0,1873313.0,53606.31,355480.69,0.0,0.0,615.549207883,5764276702.02
AL,2001,2001-04-01,4619950.0,696398.0,491732.0,1459636.0,100023.31,346608.69,0.0,0.0,663.87110597,5121332738.6
AL,2001,2001-05-01,5985862.0,394587.0,640437.0,2677375.0,43950.34,306456.67,0.0,0.0,636.869321214,6399688374.63
AL,2001,2001-06-01,6437715.0,696015.0,921835.0,2725271.0,37095.41,352367.59,0.0,0.0,621.730656974,6944917335.86
AL,2001,2001-07-01,7190954.0,502258.0,1151447.0,2830454.0,36715.34,371481.66,0.0,0.0,646.98973359,7817777517.79
AL,2001,2001-08-01,7316237.0,667117.0,1233284.0,2893037.0,39240.69,372001.32,0.0,0.0,638.729056954,7997473514.0
AL,2001,2001-09-01,6301430.0,556309.0,989861.0,2819890.0,32137.73,314882.27,0.0,0.0,620.251275061,6831763871.67
AL,2001,2001-10-01,6027634.0,489041.0,1019941.0,2409155.0,34100.84,341975.17,0.0,0.0,637.577894666,6580981485.7
AL,2001,2001-11-01,5521952.0,478542.0,1034307.0,2488569.0,30459.75,333044.25,0.0,0.0,603.718945866,5968893149.19
AL,2001,2001-12-01,5366091.0,927119.0,897294.0,2724130.0,40452.73,362127.27,0.0,0.0,574.0571466709999,5922670430.44
AL,2002,2002-01-01,5560828.0,947959.0,1295627.0,2949643.0,72097.0,394143.0,0.0,0.0,561.6591354459999,6301982312.47
AL,2002,2002-02-01,4697078.0,785904.0,1168864.0,2665286.0,38362.0,342482.0,0.0,0.0,550.9315005980001,5342920470.44
AL,2002,2002-03-01,4546501.0,775442.0,1070388.0,2686971.0,39714.0,310376.0,0.0,0.0,549.946717806,5185663181.3
AL,2002,2002-04-01,4874607.0,664171.0,979746.0,2309008.0,30284.0,304117.0,0.0,0.0,590.522904974,5410331290.33
AL,2002,2002-05-01,5471845.0,728787.0,1032098.0,2853342.0,57398.0,300744.0,0.0,0.0,594.781623353,6212026557.56
AL,2002,2002-06-01,6658365.0,305166.0,1741159.0,2805207.0,52753.0,319831.0,0.0,0.0,639.010902582,7593034908.73
AL,2002,2002-07-01,7388052.0,355672.0,2123294.0,2783034.0,60127.0,357357.0,0.0,0.0,645.622872413,8436700127.69
AL,2002,2002-08-01,7080368.0,372825.0,2219860.0,2849954.0,65230.0,337713.0,0.0,0.0,640.312571548,8276648284.2
AL,2002,2002-09-01,6728943.0,478577.0,1670589.0,2345774.0,34729.0,308917.0,0.0,0.0,653.1564962880001,7555406712.35
AL,2002,2002-10-01,6578037.0,584882.0,988789.0,1918094.0,33902.0,240015.0,0.0,0.0,697.9722564580001,7219628890.6
AL,2002,2002-11-01,6222190.0,1227794.0,795527.0,2832590.0,31406.0,239940.0,0.0,0.0,596.46998984,6769604536.78
AL,2002,2002-12-01,6234852.0,1597608.0,818124.0,2858023.0,31334.0,290260.0,0.0,0.0,566.319692643,6699675794.23
AL,2003,2003-01-01,6493028.0,969089.0,1326098.0,2811577.0,77208.0,321911.0,0.0,0.0,608.173448436,7297419080.35
AL,2003,2003-02-01,5850567.0,1189327.0,716076.0,2279104.0,27489.0,284528.0,0.0,0.0,598.62832275,6194061730.67
