fuel category 1,year,month,generation (MWh),quarter,total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),datetime,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2003,2,57251320.0,1,585086000.0,574995000.0,55729441500.0,54768273750.0,2003-02-01,55171306068.1,963.668716601,2124.50405262
Coal,2003,3,55885244.0,1,576797000.0,566859000.0,54939914250.0,53993319750.0,2003-03-01,54112965738.8,968.287187558,2134.68593369
Coal,2003,4,51972525.0,2,532704000.0,525102000.0,50740056000.0,50015965500.0,2003-04-01,49025145497.1,943.289661163,2079.576387
Coal,2003,5,52253989.0,2,540785000.0,531736000.0,51509771250.0,50647854000.0,2003-05-01,50627652742.8,968.876323351,2135.98474246
Coal,2003,6,55573091.0,2,577102000.0,569003000.0,54968965500.0,54197535750.0,2003-06-01,54587407722.1,982.263299375,2165.4976698
Coal,2003,7,62766488.0,3,651593000.0,641531000.0,62064233250.0,61105827750.0,2003-07-01,62397653594.2,994.123704901,2191.64511982
Coal,2003,8,64187835.0,3,670937000.0,660793000.0,63906749250.0,62940533250.0,2003-08-01,62913093661.5,980.140452805,2160.81764225
Coal,2003,9,56355541.0,3,587263000.0,578452000.0,55936800750.0,55097553000.0,2003-09-01,55113210250.0,977.955481786,2156.00065515
Coal,2003,10,54963979.0,4,564029000.0,554968000.0,53723762250.0,52860702000.0,2003-10-01,53257383082.8,968.950648256,2136.14859914
Coal,2003,11,55251930.0,4,571990000.0,562752000.0,54482047500.0,53602128000.0,2003-11-01,53331957052.0,965.250572278,2127.99141164
Coal,2003,12,61610676.0,4,633556000.0,623479000.0,60346209000.0,59386374750.0,2003-12-01,59547244748.0,966.508543876,2130.76473583
Coal,2004,1,64108945.72,1,661889950.0,646288250.0,63045017737.5,61558955812.5,2004-01-01,61920285806.0,965.860304059,2129.33562633
Coal,2004,2,56583417.49,1,583687330.0,569302390.0,55596218182.5,54226052647.5,2004-02-01,54696768698.0,966.657213797,2131.09249354
Coal,2004,3,56306265.53,1,578322990.0,564815790.0,55085264797.5,53798703997.5,2004-03-01,54185668912.9,962.338176806,2121.57074459
Coal,2004,4,49715707.49,2,516420880.0,503780330.0,49189088820.0,47985076432.5,2004-04-01,47091956435.8,947.224907646,2088.2520314
Coal,2004,5,52767913.57,2,551044830.0,538415220.0,52487020057.5,51284049705.0,2004-05-01,51663650404.7,979.073207739,2158.46479378
Coal,2004,6,57723682.37,2,601442820.0,587685250.0,57287428605.0,55977020062.5,2004-06-01,56037785998.5,970.793679435,2140.21174568
Coal,2004,7,62440554.65,3,650667530.0,636045660.0,61976082232.5,60583349115.0,2004-07-01,60281411270.4,965.420816781,2128.36673267
Coal,2004,8,60590889.89,3,631453650.0,617065650.0,60145960162.5,58775503162.5,2004-08-01,58726321752.1,969.226922707,2136.7576738
Coal,2004,9,56700977.92,3,593514430.0,580149280.0,56532249457.5,55259218920.0,2004-09-01,54923493374.3,968.651606887,2135.48933254
Coal,2004,10,53737107.12,4,558855020.0,545804190.0,53230940655.0,51987849097.5,2004-10-01,51604985137.6,960.32309708,2117.12829982
Coal,2004,11,54879440.99,4,569555690.0,555745480.0,54250179472.5,52934756970.0,2004-11-01,52348664605.9,953.884800237,2102.9344306
Coal,2004,12,62677505.63,4,647995480.0,632680810.0,61721569470.0,60262847152.5,2004-12-01,59865197705.0,955.130506602,2105.68071486
Coal,2005,1,62267387.48,1,642352170.0,628147650.0,61184044192.5,59831063662.5,2005-01-01,59482406130.5,955.273836559,2105.99670008
Coal,2005,2,56053735.48,1,578320070.0,565513010.0,55084986667.5,53865114202.5,2005-02-01,53305264217.3,950.967206036,2096.50230243
Coal,2005,3,60634624.61,1,624861140.0,611126480.0,59518023585.0,58209797220.0,2005-03-01,57718394088.1,951.904863917,2098.56946299
Coal,2005,4,50542318.34,2,524096010.0,512164810.0,49920144952.5,48783698152.5,2005-04-01,47349382676.0,936.826489784,2065.32767938
Coal,2005,5,51367070.71,2,530490620.0,518342350.0,50529231555.0,49372108837.5,2005-05-01,48829148500.0,950.592428673,2095.67606825
Coal,2005,6,61539540.31,2,638330920.0,626174110.0,60801020130.0,59643083977.5,2005-06-01,58989897342.7,958.569028068,2113.26127928
Coal,2005,7,66581937.97,3,696064820.0,682812300.0,66300174105.0,65037871575.0,2005-07-01,64147368690.3,963.434989218,2123.98877723
Coal,2005,8,67310520.51,3,710186060.0,696835240.0,67645222215.0,66373556610.0,2005-08-01,65014070865.3,965.882753138,2129.38511757
Coal,2005,9,60301845.11,3,631452290.0,619451510.0,60145830622.5,59002756327.5,2005-09-01,58114860842.4,963.732713922,2124.64514111
Coal,2005,10,56499718.88,4,584439440.0,572065870.0,55667856660.0,54489274117.5,2005-10-01,53934535075.3,954.598290832,2104.50739197
Coal,2005,11,56190287.36,4,578162960.0,565680610.0,55070021940.0,53881078102.5,2005-11-01,53300971699.5,948.579802733,2091.23903311
Coal,2005,12,63312366.38,4,654540400.0,640734950.0,62344973100.0,61030003987.5,2005-12-01,60157487455.3,950.16962554,2094.74395647
Coal,2006,1,60973867.91,1,629704860.0,616487920.0,59979387915.0,58720474380.0,2006-01-01,58266563021.0,955.598931448,2106.71340427
Coal,2006,2,58674663.23,1,602260760.0,590299450.0,57365337390.0,56226022612.5,2006-02-01,55633557458.6,948.170034493,2090.33565804
Coal,2006,3,60412365.9,1,623419220.0,610898640.0,59380680705.0,58188095460.0,2006-03-01,57402693668.3,950.181189117,2094.76944953
Coal,2006,4,52299204.37,2,541357140.0,529846000.0,51564267585.0,50467831500.0,2006-04-01,49164860469.3,940.068994577,2072.47610544
Coal,2006,5,55330845.73,2,574309110.0,562583390.0,54702942727.5,53586067897.5,2006-05-01,52968050684.0,957.296964924,2110.45688887
Coal,2006,6,59735960.67,2,623947460.0,611841230.0,59430995565.0,58277877157.5,2006-06-01,57401241926.1,960.91602583,2118.43547054
Coal,2006,7,66918369.17,3,703150520.0,690032120.0,66975087030.0,65725559430.0,2006-07-01,64452504282.5,963.1511509,2123.36302727
Coal,2006,8,67522016.55,3,706209960.0,693145000.0,67266498690.0,66022061250.0,2006-08-01,65146118610.5,964.812988994,2127.02671554
Coal,2006,9,54155648.61,3,565211840.0,553374380.0,53836427760.0,52708909695.0,2006-09-01,52033053392.3,960.805654217,2118.19214529
Coal,2006,10,56816042.15,4,589668830.0,577736970.0,56165956057.5,55029446392.5,2006-10-01,53776449486.9,946.501154461,2086.65644512
Coal,2006,11,56427097.28,4,584137660.0,572372840.0,55639112115.0,54518513010.0,2006-11-01,53064141661.6,940.401761202,2073.20972275
Coal,2006,12,60316313.57,4,624752960.0,611969890.0,59507719440.0,58290132022.5,2006-12-01,56805399975.6,941.791641655,2076.27385319
Coal,2007,1,61732569.92,1,637328070.0,624363670.0,60705498667.5,59470639567.5,2007-01-01,58715392412.6,951.125029926,2096.85024098
Coal,2007,2,60252272.65,1,624792360.0,612122810.0,59511472290.0,58304697652.5,2007-02-01,57119120273.0,947.9994324,2089.95954867
Coal,2007,3,57361077.47,1,594431630.0,581562130.0,56619612757.5,55393792882.5,2007-03-01,54628329900.4,952.358852202,2099.57032556
Coal,2007,4,51827744.82,2,539065430.0,527386320.0,51345982207.5,50233546980.0,2007-04-01,49602167179.4,957.058180935,2109.93046569
Coal,2007,5,54251715.26,2,567673460.0,555849000.0,54070897065.0,52944617250.0,2007-05-01,52853141777.0,974.220658715,2147.7668642
Coal,2007,6,60770798.92,2,633713240.0,622001670.0,60361186110.0,59245659067.5,2007-06-01,58846846484.9,968.340840184,2134.80421627
Coal,2007,7,64970017.35,3,680822310.0,669128540.0,64848325027.5,63734493435.0,2007-07-01,62853915745.7,967.42956689,2132.79522316
Coal,2007,8,67664249.84,3,714947210.0,702781070.0,68098721752.5,66939896917.5,2007-08-01,65672086291.6,970.558107817,2139.69240449
Coal,2007,9,59385901.13,3,620102250.0,609160830.0,59064739312.5,58022569057.5,2007-09-01,57501045111.0,968.26088376,2134.62794434
Coal,2007,10,57735709.44,4,599460560.0,587942650.0,57098618340.0,56001537412.5,2007-10-01,55491736844.6,961.133714001,2118.91538589
Coal,2007,11,56463623.89,4,582317240.0,570397400.0,55465717110.0,54330352350.0,2007-11-01,53875637142.1,954.165415366,2103.55307472
Coal,2007,12,60323337.82,4,637693830.0,624598910.0,60740337307.5,59493046177.5,2007-12-01,58290957634.0,966.308558852,2130.32384885
Coal,2008,1,66587060.76,1,686012850.0,672772470.0,65342723962.5,64081577767.5,2008-01-01,63067726512.5,947.146874973,2088.08000057
Coal,2008,2,60434567.61,1,628379420.0,615702730.0,59853139755.0,58645685032.5,2008-02-01,57359705874.4,949.120811859,2092.43174182
Coal,2008,3,57967854.64,1,607701540.0,594951540.0,57883571685.0,56669134185.0,2008-03-01,55414369049.3,955.949972506,2107.48730939
Coal,2008,4,51278558.62,2,535712800.0,523882410.0,51026644200.0,49899799552.5,2008-04-01,48913339503.9,953.875085811,2102.91301418
Coal,2008,5,51633168.11,2,543365760.0,531661590.0,51755588640.0,50640766447.5,2008-05-01,50382906473.8,975.785688116,2151.21712802
Coal,2008,6,59563523.67,2,625727170.0,613600760.0,59600512942.5,58445472390.0,2008-06-01,57952438052.3,972.951808114,2144.96955617
Coal,2008,7,65197309.94,3,685141020.0,672389320.0,65259682155.0,64045082730.0,2008-07-01,63344579234.1,971.582712422,2141.9512478
Coal,2008,8,61011801.17,3,642988740.0,630781560.0,61244677485.0,60081943590.0,2008-08-01,59984086760.8,983.15548157,2167.46457467
Coal,2008,9,54230531.21,3,571140690.0,559620030.0,54401150722.5,53303807857.5,2008-09-01,52956076544.0,976.499314361,2152.79038844
Coal,2008,10,52115606.08,4,545461850.0,534498790.0,51955241212.5,50911009747.5,2008-10-01,50247127580.3,964.147428377,2125.5594206
Coal,2008,11,54195370.42,4,560336780.0,548507400.0,53372078295.0,52245329850.0,2008-11-01,51157411739.3,943.944313746,2081.01963409
Coal,2008,12,59977959.76,4,630876540.0,618349610.0,60090990435.0,58897800352.5,2008-12-01,56965713955.1,949.777454636,2093.87937649
Coal,2009,1,61703121.06,1,648694100.0,633764380.0,61788113025.0,60366057195.0,2009-01-01,58858570474.7,953.899405145,2102.96662858
Coal,2009,2,50496635.23,1,526270940.0,513119260.0,50127307035.0,48874609515.0,2009-02-01,48134455081.2,953.221038629,2101.47110176
Coal,2009,3,48913575.9,1,515324050.0,501905170.0,49084615762.5,47806467442.5,2009-03-01,47532192493.2,971.758691092,2142.33921038
Coal,2009,4,45966307.99,2,485854400.0,474979360.0,46277631600.0,45241784040.0,2009-04-01,44648699889.3,971.335350645,2141.40591403
Coal,2009,5,44202151.25,2,466196780.0,455458110.0,44405243295.0,43382384977.5,2009-05-01,43004175123.4,972.897786812,2144.85046081
Coal,2009,6,50668726.76,2,537053860.0,525384880.0,51154380165.0,50042909820.0,2009-06-01,49805093768.8,982.955305049,2167.02326551
Coal,2009,7,52565274.38,3,556994950.0,544620120.0,53053768987.5,51875066430.0,2009-07-01,51619801898.4,982.013363524,2164.94666122
Coal,2009,8,56431087.76,3,598493380.0,586219620.0,57006494445.0,55837418805.0,2009-08-01,55393406214.8,981.611526796,2164.06077197
Coal,2009,9,43753364.88,3,463907630.0,451850600.0,44187201757.5,43038769650.0,2009-09-01,43215304208.6,987.702416194,2177.48874674
Coal,2009,10,46116355.25,4,482665300.0,472012610.0,45973869825.0,44959201102.5,2009-10-01,44764854471.5,970.693677521,2139.99128146
Coal,2009,11,45286983.33,4,476171680.0,464422030.0,45355352520.0,44236198357.5,2009-11-01,43959174613.8,970.680124429,2139.96140232
Coal,2009,12,58069496.98,4,612474980.0,599380780.0,58338241845.0,57091019295.0,2009-12-01,55806183447.7,961.024054796,2118.6736312
Coal,2010,1,61493242.57,1,643424440.0,630110590.0,61286177910.0,60018033697.5,2010-01-01,58980796819.8,959.142734304,2114.52607205
Coal,2010,2,54861521.96,1,576304250.0,564295690.0,54892979812.5,53749164472.5,2010-02-01,52796750135.0,962.363934663,2121.62753036
Coal,2010,3,50477057.57,1,530113870.0,518010940.0,50493346117.5,49340542035.0,2010-03-01,49380255599.5,978.271277619,2156.69685864
Coal,2010,4,43592037.42,2,472512540.0,448156340.0,45006819435.0,42686891385.0,2010-04-01,42298479759.6,970.325826986,2139.18031817
Coal,2010,5,47782274.78,2,502294760.0,491781350.0,47843575890.0,46842173587.5,2010-05-01,47171942895.1,987.226813965,2176.44023407
Coal,2010,6,57767208.26,2,611123440.0,599749000.0,58209507660.0,57126092250.0,2010-06-01,57085840228.4,988.204934043,2178.59659759
Coal,2010,7,61867558.85,3,657222750.0,645018520.0,62600466937.5,61438014030.0,2010-07-01,61159367873.7,988.553112657,2179.36419216
Coal,2010,8,61036904.0,3,648817270.0,636629030.0,61799844967.5,60638915107.5,2010-08-01,60546620378.4,991.967423158,2186.89138109
Coal,2010,9,48213008.17,3,511198860.0,500017600.0,48691691415.0,47626676400.0,2010-09-01,47810840671.3,991.658527149,2186.21038895
Coal,2010,10,44119997.25,4,463382470.0,452631570.0,44137180267.5,43113157042.5,2010-10-01,43096662573.4,976.805649583,2153.46573507
Coal,2010,11,45363760.59,4,475687110.0,464471510.0,45309197227.5,44240911327.5,2010-11-01,44268866481.0,975.864123813,2151.39004736
Coal,2010,12,56869870.41,4,597096540.0,584611110.0,56873445435.0,55684208227.5,2010-12-01,55103186244.8,968.934619466,2136.11326207
Coal,2011,1,58897188.83,1,613752960.0,600715500.0,58459969440.0,57218151375.0,2011-01-01,56821618184.3,964.759427625,2126.90863414
Coal,2011,2,48065116.12,1,502149840.0,490232760.0,47829772260.0,46694670390.0,2011-02-01,46796583520.2,973.608040463,2146.41628601
Coal,2011,3,45330901.54,1,480250020.0,467976410.0,45743814405.0,44574753052.5,2011-03-01,44680666972.4,985.655820962,2172.97682289
Coal,2011,4,41498118.71,2,441042020.0,430224660.0,42009252405.0,40978898865.0,2011-04-01,40485198539.3,975.591178536,2150.7883122
Coal,2011,5,45064524.98,2,481934520.0,470451010.0,45904263030.0,44810458702.5,2011-05-01,44757939576.8,993.196746148,2189.60154656
Coal,2011,6,53276993.39,2,564995430.0,553546890.0,53815814707.5,52725341272.5,2011-06-01,52749801584.3,990.104700508,2182.78482274
Coal,2011,7,61446925.87,3,652934740.0,640248680.0,62192033985.0,60983686770.0,2011-07-01,61111380757.4,994.539269332,2192.56127317
Coal,2011,8,56803847.15,3,605399610.0,594195340.0,57664312852.5,56597106135.0,2011-08-01,56536361495.4,995.29106446,2194.21868071
Coal,2011,9,46559149.17,3,493325710.0,481936890.0,46989273877.5,45904488772.5,2011-09-01,46120703262.8,990.583034376,2183.83935759
Coal,2011,10,42411240.97,4,449034970.0,438940340.0,42770580892.5,41809067385.0,2011-10-01,41757529859.7,984.586371552,2170.61911472
Coal,2011,11,40386847.03,4,429761370.0,419196570.0,40934770492.5,39928473292.5,2011-11-01,40142314792.2,993.945250601,2191.25169948
Coal,2011,12,43470331.9,4,464092000.0,452584970.0,44204763000.0,43108718392.5,2011-12-01,43262747851.5,995.22469603,2194.07236487
Coal,2012,1,44276576.48,1,467762330.0,457584520.0,44554361932.5,43584925530.0,2012-01-01,43704100347.1,987.070451728,2176.09551788
Coal,2012,2,38213703.68,1,404984980.0,395389710.0,38574819345.0,37660869877.5,2012-02-01,38054830288.9,995.842502144,2195.43438023
Coal,2012,3,35805961.63,1,380192150.0,371460190.0,36213302287.5,35381583097.5,2012-03-01,36113211394.2,1008.5809667,2223.51759918
Coal,2012,4,33046511.76,2,349796120.0,341820520.0,33318080430.0,32558404530.0,2012-04-01,32822381825.5,993.217743035,2189.6478363
Coal,2012,5,39596461.67,2,420793050.0,412252710.0,40080538012.5,39267070627.5,2012-05-01,39888081885.0,1007.3648049,2220.83644889
Coal,2012,6,44032521.86,2,470502770.0,461863080.0,44815388842.5,43992458370.0,2012-06-01,44680890137.5,1014.72475911,2237.06220394
Coal,2012,7,54741565.07,3,584945430.0,575494100.0,55716052207.5,54815813025.0,2012-07-01,54857591577.0,1002.11953215,2209.27272057
Coal,2012,8,50963646.47,3,542591670.0,533162700.0,51681856567.5,50783747175.0,2012-08-01,51067184459.6,1002.03160482,2209.07887598
Coal,2012,9,38500857.49,3,412172630.0,403750930.0,39259443007.5,38457276082.5,2012-09-01,38730425448.7,1005.96267132,2217.74530519
Coal,2012,10,37727600.45,4,399914540.0,391043630.0,38091859935.0,37246905757.5,2012-10-01,37093443218.7,983.191159158,2167.54322948
Coal,2012,11,43066444.34,4,455062290.0,445955250.0,43344683122.5,42477237562.5,2012-11-01,42141817368.6,978.530222646,2157.26772885
Coal,2012,12,45077457.04,4,478097380.0,468703780.0,45538775445.0,44644035045.0,2012-12-01,44256345285.3,981.784425993,2164.44194555
Coal,2013,1,48001000.47,1,505213360.0,495473730.0,48121572540.0,47193872782.5,2013-01-01,47049872931.8,980.185255955,2160.91641528
Coal,2013,2,43592003.63,1,455971970.0,446985380.0,43431330142.5,42575357445.0,2013-02-01,42669669126.7,978.841658413,2157.95432014
Coal,2013,3,45152147.48,1,474732730.0,465369700.0,45218292532.5,44326463925.0,2013-03-01,44338431370.5,981.978351973,2164.86947476
Coal,2013,4,37155273.86,2,393274930.0,385015970.0,37459437082.5,36672771142.5,2013-04-01,36439755756.2,980.742488764,2162.14489073
Coal,2013,5,39796173.9,2,421453700.0,413631970.0,40143464925.0,39398445142.5,2013-05-01,39747737480.6,998.782887533,2201.91675386
Coal,2013,6,45308343.21,2,480641490.0,473008030.0,45781101922.5,45054014857.5,2013-06-01,45232535154.2,998.326841142,2200.91135398
Coal,2013,7,50259275.92,3,530894220.0,522389810.0,50567674455.0,49757629402.5,2013-07-01,50103474883.1,996.900054089,2197.76585924
Coal,2013,8,47436897.8,3,505687610.0,497728090.0,48166744852.5,47408600572.5,2013-08-01,47660321454.5,1004.70991285,2214.98347387
Coal,2013,9,43065363.11,3,457013590.0,449715020.0,43530544447.5,42835355655.0,2013-09-01,43060020041.1,999.875931178,2204.32647788
Coal,2013,10,39560389.48,4,420582450.0,413243380.0,40060478362.5,39361431945.0,2013-10-01,39501748169.8,998.517676115,2201.33206876
Coal,2013,11,40315916.38,4,427799870.0,418987890.0,40747937617.5,39908596522.5,2013-11-01,39830054078.0,987.948623134,2178.03153456
Coal,2013,12,48180631.47,4,504948940.0,496134460.0,48096386535.0,47256807315.0,2013-12-01,47246617190.1,980.614320498,2161.86233097
Coal,2014,1,54262502.49,1,570895940.0,562498190.0,54377838285.0,53577952597.5,2014-01-01,52797208799.3,972.996201365,2145.06742553
Coal,2014,2,49851424.3,1,523277270.0,514924860.0,49842159967.5,49046592915.0,2014-02-01,48323342102.7,969.34727104,2137.02299374
Coal,2014,3,48746422.54,1,510651590.0,502134630.0,48639563947.5,47828323507.5,2014-03-01,47634829026.8,977.196408367,2154.32720189
Coal,2014,4,37332185.26,2,393579420.0,386906530.0,37488439755.0,36852846982.5,2014-04-01,36819067372.7,986.255348201,2174.29854064
Coal,2014,5,38003531.05,2,402996430.0,396756210.0,38385409957.5,37791029002.5,2014-05-01,38017729065.6,1000.37359727,2205.42363255
Coal,2014,6,45035075.13,2,474645460.0,468463800.0,45209980065.0,44621176950.0,2014-06-01,44948804052.2,998.08435808,2200.37677582
Coal,2014,7,46777805.15,3,496480630.0,489854420.0,47289780007.5,46658633505.0,2014-07-01,47053209909.4,1005.88750923,2217.57960284
Coal,2014,8,45708549.71,3,484023330.0,477589750.0,46103222182.5,45490423687.5,2014-08-01,46268326769.0,1012.24665982,2231.59898623
Coal,2014,9,39150288.41,3,414118000.0,408088640.0,39444739500.0,38870442960.0,2014-09-01,39532747063.7,1009.76898688,2226.13670847
Coal,2014,10,35639778.41,4,373787760.0,367936590.0,35603284140.0,35045960197.5,2014-10-01,35563906981.4,997.871158801,2199.90675669
Coal,2014,11,40177518.38,4,422281450.0,415645000.0,40222308112.5,39590186250.0,2014-11-01,39677428272.4,987.552986652,2177.15931437
Coal,2014,12,41551154.03,4,436033380.0,428846520.0,41532179445.0,40847631030.0,2014-12-01,41299685899.5,993.947986851,2191.25773181
Coal,2015,1,46784697.72,1,490913150.0,482529130.0,46759477537.5,45960899632.5,2015-01-01,46017212520.6,983.595379755,2168.43437421
Coal,2015,2,46929754.95,1,489534480.0,481609480.0,46628159220.0,45873302970.0,2015-02-01,45743618344.3,974.725275959,2148.87934338
Coal,2015,3,38475662.32,1,406568980.0,399177290.0,38725695345.0,38021636872.5,2015-03-01,38002142524.3,987.69300469,2177.46799814
Coal,2015,4,29468808.99,2,312399010.0,306607750.0,29756005702.5,29204388187.5,2015-04-01,29020339739.4,984.781561727,2171.04943098
Coal,2015,5,34178516.41,2,363693790.0,357655170.0,34641833497.5,34066654942.5,2015-05-01,34652320198.1,1013.86262009,2235.16153224
Coal,2015,6,37777187.62,2,403963440.0,397985000.0,38477517660.0,37908071250.0,2015-06-01,38410119000.2,1016.75432768,2241.5365908
Coal,2015,7,42291461.89,3,451270760.0,444903520.0,42983539890.0,42377060280.0,2015-07-01,42816781677.4,1012.42141472,2231.9842509
Coal,2015,8,41669054.76,3,443500280.0,437441680.0,42243401670.0,41666320020.0,2015-08-01,42299412620.7,1015.12772162,2237.95057509
Coal,2015,9,37398377.15,3,398483310.0,392454040.0,37955535277.5,37381247310.0,2015-09-01,38095526790.2,1018.64117358,2245.69633128
Coal,2015,10,29429728.53,4,312462550.0,306641350.0,29762057887.5,29207588587.5,2015-10-01,29848481166.9,1014.22889907,2235.96903089
Coal,2015,11,28409249.47,4,303220100.0,297098080.0,28881714525.0,28298592120.0,2015-11-01,28753127727.4,1012.1044471,2231.28546408
Coal,2015,12,28840218.34,4,309126340.0,302768010.0,29444283885.0,28838652952.5,2015-12-01,29339458900.3,1017.31056799,2242.76287818
Coal,2016,1,39464082.26,1,418582910.0,411851480.0,39870022177.5,39228853470.0,2016-01-01,39224401427.4,993.926608224,2191.21060049
Coal,2016,2,34174025.77,1,363882490.0,357767460.0,34659807172.5,34077350565.0,2016-02-01,34122015191.9,998.478066985,2201.24474647
Coal,2016,3,26398677.97,1,284023470.0,278157010.0,27053235517.5,26494455202.5,2016-03-01,26850909245.9,1017.13083043,2242.36662877
Coal,2016,4,27149038.15,2,289373060.0,284128900.0,27562783965.0,27063277725.0,2016-04-01,27140491310.0,999.685188111,2203.90596571
Coal,2016,5,27453524.86,2,294231630.0,289509880.0,28025562757.5,27575816070.0,2016-05-01,27973988159.9,1018.95797726,2246.39475666
Coal,2016,6,36083462.11,2,383737290.0,378888880.0,36550976872.5,36089165820.0,2016-06-01,36311726616.9,1006.32601457,2218.54633171
Coal,2016,7,42551425.21,3,453817400.0,449026740.0,43226107350.0,42769796985.0,2016-07-01,42730842536.9,1004.2164822,2213.89565665
Coal,2016,8,42944614.91,3,456311400.0,451650000.0,43463660850.0,43019662500.0,2016-08-01,43258799812.0,1007.31604888,2220.72896137
Coal,2016,9,35150238.34,3,372248830.0,368134180.0,35456701057.5,35064780645.0,2016-09-01,35483403038.3,1009.47830553,2225.49587236
Coal,2016,10,29315132.56,4,308803330.0,304521600.0,29413517182.5,29005682400.0,2016-10-01,29107058099.4,992.902148396,2188.95207635
Coal,2016,11,27504695.45,4,290908140.0,286978290.0,27709000335.0,27334682122.5,2016-11-01,27676735927.9,1006.25494938,2218.38966141
Coal,2016,12,38822382.86,4,406795980.0,401893320.0,38747317095.0,38280338730.0,2016-12-01,38290398495.9,986.296967758,2174.39029512
Coal,2017,1,36701537.93,1,385970070.0,381149610.0,36763649167.5,36304500352.5,2017-01-01,36424538007.9,992.452634474,2187.96107796
Coal,2017,2,28631424.03,1,301479560.0,297938360.0,28715928090.0,28378628790.0,2017-02-01,28368649093.0,990.822149232,2184.3665102
Coal,2017,3,31079398.54,1,327008590.0,322573550.0,31147568197.5,30725130637.5,2017-03-01,30784007819.2,990.495610124,2183.64662208
Hydro,2001,1,826662.0,1,,,0.0,0.0,2001-01-01,0.0,0.0,0.0
Hydro,2001,2,880218.0,1,,,0.0,0.0,2001-02-01,0.0,0.0,0.0
