fuel category,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,16222224.0,179652000.0,177560000.0,17111853000.0,16912590000.0,2001 Q1,16806563991.3,1036.02095442,2284.01179612
Coal,2001,2,16055798.0,172514000.0,170339000.0,16431958500.0,16224789750.0,2001 Q2,16473801344.6,1026.03441726,2261.99547629
Coal,2001,3,17882134.0,194323000.0,192086000.0,18509265750.0,18296191500.0,2001 Q3,19040373129.3,1064.77074433,2347.39358294
Coal,2001,4,16223613.0,179134000.0,176864000.0,17062513500.0,16846296000.0,2001 Q4,16982807526.4,1046.79565066,2307.76569145
Coal,2002,1,16864987.0,182539000.0,181076000.0,17386839750.0,17247489000.0,2002 Q1,18083750660.4,1072.26591164,2363.91742881
Coal,2002,2,16845316.0,183056000.0,181726000.0,17436084000.0,17309401500.0,2002 Q2,18080693937.7,1073.33658435,2366.27783386
Coal,2002,3,19293297.0,210081000.0,208759000.0,20010215250.0,19884294750.0,2002 Q3,20428099304.9,1058.81847488,2334.27120971
Coal,2002,4,18330367.0,198194000.0,196720000.0,18877978500.0,18737580000.0,2002 Q4,19426706611.8,1059.81001972,2336.45716948
Coal,2003,1,17759963.0,190102000.0,189058000.0,18107215500.0,18007774500.0,2003 Q1,18883641288.4,1063.27030571,2344.08571597
Coal,2003,2,17009807.0,184264000.0,183128000.0,17551146000.0,17442942000.0,2003 Q2,18312197675.5,1076.56704603,2373.39970968
Coal,2003,3,18897938.0,203833000.0,202923000.0,19415093250.0,19328415750.0,2003 Q3,20043774794.0,1060.63290048,2338.27129239
Coal,2003,4,18118234.0,194810000.0,194666000.0,18555652500.0,18541936500.0,2003 Q4,19693543486.2,1086.9460835,2396.28133568
Coal,2004,1,17004422.33,185717440.0,183593620.0,17689586160.0,17487292305.0,2004 Q1,18312543750.1,1076.92830693,2374.19614545
Coal,2004,2,15527593.3,167440160.0,165518980.0,15948675240.0,15765682845.0,2004 Q2,16683664060.3,1074.45266874,2368.7383535
Coal,2004,3,18753165.51,204263580.0,201765740.0,19456105995.0,19218186735.0,2004 Q3,19628204193.3,1046.66085215,2307.46851466
Coal,2004,4,17109550.64,189583500.0,187264590.0,18057828375.0,17836952197.5,2004 Q4,18572561727.5,1085.50844603,2393.11192012
Coal,2005,1,17656379.77,190371450.0,188161980.0,18132880612.5,17922428595.0,2005 Q1,18575894079.5,1052.07830379,2319.41182853
Coal,2005,2,16944379.06,182184450.0,179957720.0,17353068862.5,17140972830.0,2005 Q2,17563409912.0,1036.53310929,2285.14089274
Coal,2005,3,19455283.65,211491890.0,209018200.0,20144602522.5,19908983550.0,2005 Q3,20437833793.6,1050.5029976,2315.93890852
Coal,2005,4,16733244.91,182222470.0,179909430.0,17356690267.5,17136373207.5,2005 Q4,17445493035.5,1042.56485394,2298.43847699
Coal,2006,1,15230280.93,165091630.0,162762640.0,15724977757.5,15503141460.0,2006 Q1,15921419863.2,1045.37926361,2304.64312455
Coal,2006,2,15531811.62,166671080.0,164374320.0,15875420370.0,15656653980.0,2006 Q2,15737435103.8,1013.23886027,2233.78639136
Coal,2006,3,19436016.4,210748160.0,208008840.0,20073762240.0,19812842010.0,2006 Q3,19771183014.1,1017.2446147,2242.61747756
Coal,2006,4,18115294.1,195033420.0,192063990.0,18576933255.0,18294095047.5,2006 Q4,18201739132.4,1004.77193646,2215.12021112
Coal,2007,1,18250160.83,195525110.0,193386670.0,18623766727.5,18420080317.5,2007 Q1,18286062653.0,1001.96720584,2208.936902
Coal,2007,2,16475996.92,176517430.0,174127990.0,16813285207.5,16585691047.5,2007 Q2,16815792622.0,1020.62368084,2250.06696677
Coal,2007,3,18948236.9,204115150.0,201488810.0,19441968037.5,19191809152.5,2007 Q3,19319898790.8,1019.61458962,2247.84232428
Coal,2007,4,17013805.97,182374810.0,179977640.0,17371200652.5,17142870210.0,2007 Q4,17082762216.4,1004.05295832,2213.5351519
Coal,2008,1,17701577.81,191371570.0,189823830.0,18228142042.5,18080719807.5,2008 Q1,18268636474.4,1032.03435708,2275.22294362
Coal,2008,2,16074896.14,172414570.0,170770490.0,16422487792.5,16265889172.5,2008 Q2,16358253213.1,1017.62730351,2243.46115332
Coal,2008,3,19232859.38,207656740.0,206066250.0,19779304485.0,19627810312.5,2008 Q3,19822796819.7,1030.67341304,2272.22260638
Coal,2008,4,17308846.22,183327970.0,181999410.0,17461989142.5,17335443802.5,2008 Q4,17736221094.1,1024.69112433,2259.0340527
Coal,2009,1,16607343.01,179969330.0,178547270.0,17142078682.5,17006627467.5,2009 Q1,16984274651.3,1022.6966855,2254.63711285
Coal,2009,2,15927155.33,173876560.0,172497950.0,16561742340.0,16430429737.5,2009 Q2,16532762445.1,1038.02355804,2288.42673606
Coal,2009,3,17348379.93,190463830.0,189055750.0,18141679807.5,18007560187.5,2009 Q3,18065989752.4,1041.36465914,2295.79252753
Coal,2009,4,16419272.07,179357130.0,178070130.0,17083766632.5,16961179882.5,2009 Q4,16787377962.7,1022.41913595,2254.02522711
Coal,2010,1,16356252.12,178439470.0,176910390.0,16996359517.5,16850714647.5,2010 Q1,16833718642.4,1029.19168272,2268.95598373
