fuel category 1,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2009,4,120006197.37,1270402010.0,1232465900.0,1.21005791452e+11,1.17392376975e+11,2009 Q4,1.17422236333e+11,978.468103372,2157.13078069
Coal,2010,1,132631464.34,1398482020.0,1356013630.0,1.33205412405e+11,1.29160298258e+11,2010 Q1,1.28263112637e+11,967.063986481,2131.9892646
Coal,2010,2,125309855.91,1327558640.0,1291046910.0,1.2644996046e+11,1.22972218178e+11,2010 Q2,1.23272275639e+11,983.739664719,2168.75246484
Coal,2010,3,144349719.24,1536109240.0,1498676660.0,1.4631440511e+11,1.42748951865e+11,2010 Q3,1.438178002e+11,996.315067031,2196.47619678
Coal,2010,4,121713724.72,1288209990.0,1249239350.0,1.22702001548e+11,1.18990048088e+11,2010 Q4,1.20507655974e+11,990.090938812,2182.75448371
Coal,2011,1,125360874.03,1329502750.0,1286700390.0,1.26635136938e+11,1.22558212148e+11,2011 Q1,1.2389386817e+11,988.297737463,2178.80119201
Coal,2011,2,122977600.14,1303694700.0,1267262400.0,1.24176920175e+11,1.207067436e+11,2011 Q2,1.22487001832e+11,996.010669359,2195.80512167
Coal,2011,3,137059944.48,1460544730.0,1422403030.0,1.39116885532e+11,1.35483888608e+11,2011 Q3,1.38136044212e+11,1007.85130722,2221.9089919
Coal,2011,4,98370406.37,1057265890.0,1019568940.0,1.00704576022e+11,97113941535.0,2011 Q4,98449286240.4,1000.80186586,2206.36779347
Coal,2012,1,90928792.78,979555400.0,942995180.0,93302651850.0,89820290895.0,2012 Q1,91014305907.5,1000.94044059,2206.67329532
Coal,2012,2,98928146.25,1063166210.0,1030959560.0,1.01266581502e+11,98198898090.0,2012 Q2,99868113813.4,1009.50151801,2225.54704661
Coal,2012,3,121369715.52,1299822700.0,1267443180.0,1.23808112175e+11,1.20723962895e+11,2012 Q3,1.23192888289e+11,1015.0216449,2237.71671836
Coal,2012,4,100509505.93,1065790080.0,1032325110.0,1.0151650512e+11,98328966727.5,2012 Q4,99801266469.1,992.953507687,2189.06530305
Coal,2013,1,101189525.18,1076493440.0,1040528990.0,1.0253600016e+11,99110386297.5,2013 Q1,99845101693.5,986.713807738,2175.30926054
Coal,2013,2,99698651.16,1064065700.0,1031817700.0,1.01352257925e+11,98280635925.0,2013 Q2,99291598273.0,995.917167562,2195.59898761
Coal,2013,3,117312304.43,1250503400.0,1217517090.0,1.1911044885e+11,1.15968502822e+11,2013 Q3,1.17805230964e+11,1004.20183148,2213.86335768
Coal,2013,4,98514256.95,1047929470.0,1013072780.0,99815282017.5,96495182295.0,2013 Q4,97396578779.8,988.654655632,2179.58805381
Coal,2014,1,118715077.79,1252509880.0,1211861100.0,1.1930156607e+11,1.15429769775e+11,2014 Q1,1.15431668202e+11,972.342101369,2143.62539668
Coal,2014,2,102864577.62,1094298510.0,1059765910.0,1.04231933078e+11,1.00942702928e+11,2014 Q2,1.01687856296e+11,988.560480666,2179.38043568
Coal,2014,3,117926554.18,1250639870.0,1216137480.0,1.19123447618e+11,1.1583709497e+11,2014 Q3,1.17472162718e+11,996.146826598,2196.10529392
Coal,2014,4,89993557.86,961234030.0,926811990.0,91557541357.5,88278842047.5,2014 Q4,88569735157.4,984.178615264,2169.72017521
Coal,2015,1,97195876.12,1030348200.0,994453150.0,98140666050.0,94721662537.5,2015 Q1,95813777343.4,985.780273487,2173.25119093
Coal,2015,2,85392367.22,910383600.0,880266450.0,86714037900.0,83845379362.5,2015 Q2,85607357886.9,1002.51768014,2210.15047763
Coal,2015,3,108478427.14,1147323600.0,1117235650.0,1.092825729e+11,1.06416695662e+11,2015 Q3,1.09444370022e+11,1008.90446984,2224.2307942
Coal,2015,4,63017883.49,682033780.0,652285570.0,64963717545.0,62130200542.5,2015 Q4,63321082370.2,1004.81131487,2215.20702477
Coal,2016,1,71420187.54,769269330.0,737201080.0,73272903682.5,70218402870.0,2016 Q1,70883916577.1,992.491325194,2188.04637552
Coal,2016,2,72363554.47,776556740.0,750510690.0,73967029485.0,71486143222.5,2016 Q2,72401194013.9,1000.52014504,2205.74671175
Coal,2016,3,106204066.14,1122997040.0,1097450200.0,1.0696546806e+11,1.0453213155e+11,2016 Q3,1.06579520557e+11,1003.53521697,2212.39373934
Coal,2016,4,72968502.37,773065790.0,748303500.0,73634516497.5,71275908375.0,2016 Q4,72286258450.9,990.650158672,2183.98733981
Coal,2017,1,72616363.77,771025000.0,745607460.0,73440131250.0,71019110565.0,2017 Q1,72233833206.9,994.732171329,2192.98654491
Hydro,2001,1,7770916.0,,,0.0,0.0,2001 Q1,0.0,0.0,0.0
Hydro,2001,2,5728218.0,,,0.0,0.0,2001 Q2,0.0,0.0,0.0
Hydro,2001,3,6650355.0,,,0.0,0.0,2001 Q3,0.0,0.0,0.0
Hydro,2001,4,6099629.0,,,0.0,0.0,2001 Q4,0.0,0.0,0.0
Hydro,2002,1,7809273.0,,,0.0,0.0,2002 Q1,0.0,0.0,0.0
Hydro,2002,2,7049894.0,,,0.0,0.0,2002 Q2,0.0,0.0,0.0
Hydro,2002,3,5851490.0,,,0.0,0.0,2002 Q3,0.0,0.0,0.0
Hydro,2002,4,9498333.0,,,0.0,0.0,2002 Q4,0.0,0.0,0.0
Hydro,2003,1,10986203.0,,,0.0,0.0,2003 Q1,0.0,0.0,0.0
Hydro,2003,2,12514101.0,,,0.0,0.0,2003 Q2,0.0,0.0,0.0
Hydro,2003,3,11138505.0,,,0.0,0.0,2003 Q3,0.0,0.0,0.0
Hydro,2003,4,9373929.0,,,0.0,0.0,2003 Q4,0.0,0.0,0.0
Hydro,2004,1,10036012.88,,,0.0,0.0,2004 Q1,0.0,0.0,0.0
Hydro,2004,2,6280244.66,,,0.0,0.0,2004 Q2,0.0,0.0,0.0
Hydro,2004,3,9695684.43,,,0.0,0.0,2004 Q3,0.0,0.0,0.0
Hydro,2004,4,12972602.99,,,0.0,0.0,2004 Q4,0.0,0.0,0.0
Hydro,2005,1,11740496.05,,,0.0,0.0,2005 Q1,0.0,0.0,0.0
Hydro,2005,2,9345306.25,,,0.0,0.0,2005 Q2,0.0,0.0,0.0
Hydro,2005,3,9327292.25,,,0.0,0.0,2005 Q3,0.0,0.0,0.0
Hydro,2005,4,6589556.89,,,0.0,0.0,2005 Q4,0.0,0.0,0.0
Hydro,2006,1,7553606.65,,,0.0,0.0,2006 Q1,0.0,0.0,0.0
Hydro,2006,2,5551109.32,,,0.0,0.0,2006 Q2,0.0,0.0,0.0
Hydro,2006,3,5631198.03,,,0.0,0.0,2006 Q3,0.0,0.0,0.0
Hydro,2006,4,7115578.05,,,0.0,0.0,2006 Q4,0.0,0.0,0.0
Hydro,2007,1,8289538.95,,,0.0,0.0,2007 Q1,0.0,0.0,0.0
Hydro,2007,2,5066390.36,,,0.0,0.0,2007 Q2,0.0,0.0,0.0
Hydro,2007,3,5008982.74,,,0.0,0.0,2007 Q3,0.0,0.0,0.0
Hydro,2007,4,2908509.5,,,0.0,0.0,2007 Q4,0.0,0.0,0.0
Hydro,2008,1,7068109.39,,,0.0,0.0,2008 Q1,0.0,0.0,0.0
Hydro,2008,2,6359507.9,,,0.0,0.0,2008 Q2,0.0,0.0,0.0
Hydro,2008,3,6401405.76,,,0.0,0.0,2008 Q3,0.0,0.0,0.0
Hydro,2008,4,6164565.81,,,0.0,0.0,2008 Q4,0.0,0.0,0.0
Hydro,2009,1,8924150.86,,,0.0,0.0,2009 Q1,0.0,0.0,0.0
Hydro,2009,2,9793188.22,,,0.0,0.0,2009 Q2,0.0,0.0,0.0
Hydro,2009,3,7315455.42,,,0.0,0.0,2009 Q3,0.0,0.0,0.0
Hydro,2009,4,14859615.28,,,0.0,0.0,2009 Q4,0.0,0.0,0.0
Hydro,2010,1,13783242.21,,,0.0,0.0,2010 Q1,0.0,0.0,0.0
Hydro,2010,2,7480052.52,,,0.0,0.0,2010 Q2,0.0,0.0,0.0
Hydro,2010,3,6060069.83,,,0.0,0.0,2010 Q3,0.0,0.0,0.0
Hydro,2010,4,6399025.53,,,0.0,0.0,2010 Q4,0.0,0.0,0.0
Hydro,2011,1,8862738.64,,,0.0,0.0,2011 Q1,0.0,0.0,0.0
Hydro,2011,2,8583586.4,,,0.0,0.0,2011 Q2,0.0,0.0,0.0
Hydro,2011,3,6443027.8,,,0.0,0.0,2011 Q3,0.0,0.0,0.0
Hydro,2011,4,8049988.78,,,0.0,0.0,2011 Q4,0.0,0.0,0.0
Hydro,2012,1,10441391.93,,,0.0,0.0,2012 Q1,0.0,0.0,0.0
Hydro,2012,2,4857204.08,,,0.0,0.0,2012 Q2,0.0,0.0,0.0
Hydro,2012,3,5256706.59,,,0.0,0.0,2012 Q3,0.0,0.0,0.0
Hydro,2012,4,6263983.66,,,0.0,0.0,2012 Q4,0.0,0.0,0.0
Hydro,2013,1,11853508.63,,,0.0,0.0,2013 Q1,0.0,0.0,0.0
Hydro,2013,2,11620065.26,,,0.0,0.0,2013 Q2,0.0,0.0,0.0
Hydro,2013,3,11165627.92,,,0.0,0.0,2013 Q3,0.0,0.0,0.0
Hydro,2013,4,9433679.37,,,0.0,0.0,2013 Q4,0.0,0.0,0.0
Hydro,2014,1,11513967.03,,,0.0,0.0,2014 Q1,0.0,0.0,0.0
Hydro,2014,2,7220955.46,,,0.0,0.0,2014 Q2,0.0,0.0,0.0
Hydro,2014,3,6353403.63,,,0.0,0.0,2014 Q3,0.0,0.0,0.0
Hydro,2014,4,8228200.17,,,0.0,0.0,2014 Q4,0.0,0.0,0.0
Hydro,2015,1,9395547.91,,,0.0,0.0,2015 Q1,0.0,0.0,0.0
Hydro,2015,2,7301636.28,,,0.0,0.0,2015 Q2,0.0,0.0,0.0
Hydro,2015,3,7529833.41,,,0.0,0.0,2015 Q3,0.0,0.0,0.0
Hydro,2015,4,11793664.04,,,0.0,0.0,2015 Q4,0.0,0.0,0.0
Hydro,2016,1,14278145.8,,,0.0,0.0,2016 Q1,0.0,0.0,0.0
Hydro,2016,2,5912736.19,,,0.0,0.0,2016 Q2,0.0,0.0,0.0
Hydro,2016,3,5893601.16,,,0.0,0.0,2016 Q3,0.0,0.0,0.0
Hydro,2016,4,4837679.2,,,0.0,0.0,2016 Q4,0.0,0.0,0.0
Hydro,2017,1,9849910.18,,,0.0,0.0,2017 Q1,0.0,0.0,0.0
Natural Gas,2001,1,11736491.0,173129000.0,124890000.0,9187956030.0,6627912300.0,2001 Q1,6792481846.26,578.748950283,1275.90993579
Natural Gas,2001,2,20174673.0,248084000.0,202003000.0,13165817880.0,10720299210.0,2001 Q2,10939210412.3,542.22491796,1195.38905413
Natural Gas,2001,3,33317594.0,383145000.0,333289000.0,20333505150.0,17687647230.0,2001 Q3,17817758039.5,534.785256086,1178.98757557
Natural Gas,2001,4,20725825.0,241196000.0,192785000.0,12800271720.0,10231099950.0,2001 Q4,10316499722.1,497.76063062,1097.36308626
Natural Gas,2002,1,22630692.0,254312000.0,213242000.0,13496337840.0,11316752940.0,2002 Q1,11617306295.0,513.342954559,1131.71587762
Natural Gas,2002,2,29162712.0,324253000.0,284309000.0,17208106710.0,15088278630.0,2002 Q2,15482137727.5,530.888133022,1170.39597806
Natural Gas,2002,3,44594380.0,460779000.0,419892000.0,24453541530.0,22283668440.0,2002 Q3,22815679840.2,511.626797821,1127.93243848
Natural Gas,2002,4,17032072.0,211321000.0,168204000.0,11214805470.0,8926586280.0,2002 Q4,9157842596.32,537.682238328,1185.37426262
Natural Gas,2003,1,19150736.0,227824000.0,188173000.0,12090619680.0,9986341110.0,2003 Q1,10252443602.5,535.355069513,1180.24378625
Natural Gas,2003,2,22161681.0,250781000.0,214580000.0,13308947670.0,11387760600.0,2003 Q2,11588378549.3,522.901604319,1152.78887688
Natural Gas,2003,3,32435767.0,334483000.0,296395000.0,17751012810.0,15729682650.0,2003 Q3,16062558277.8,495.211298003,1091.74282758
Natural Gas,2003,4,15381650.0,185308000.0,152419000.0,9834295560.0,8088876330.0,2003 Q4,8265272599.76,537.346292482,1184.63363641
Natural Gas,2004,1,21487884.07,234029040.0,182766050.0,12419921152.8,9699394273.5,2004 Q1,9844676991.54,458.150135187,1010.03778803
Natural Gas,2004,2,26423304.98,279954530.0,227556570.0,14857186907.1,12076427169.9,2004 Q2,12180364722.2,460.970523235,1016.25561552
Natural Gas,2004,3,32085818.43,332924500.0,277751540.0,17668303215.0,14740274227.8,2004 Q3,14961866139.1,466.3077606,1028.02208902
Natural Gas,2004,4,17873692.69,210462720.0,159598450.0,11169256550.4,8469889741.5,2004 Q4,8553923877.06,478.576197175,1055.06908429
Natural Gas,2005,1,19442520.03,219217690.0,165901770.0,11633882808.3,8804406933.9,2005 Q1,8849412594.6,455.157694627,1003.44065358
Natural Gas,2005,2,27202203.38,287051030.0,237668220.0,15233798162.1,12613052435.4,2005 Q2,12629884773.5,464.296387947,1023.58781687
Natural Gas,2005,3,43829177.69,434871100.0,379783180.0,23078609277.0,20155093362.6,2005 Q3,20225388755.2,461.459461965,1017.33352985
Natural Gas,2005,4,18785134.37,208069600.0,160093350.0,11042253672.0,8496154084.5,2005 Q4,8425849150.31,448.538135759,988.847174095
Natural Gas,2006,1,15994611.86,176457130.0,131924950.0,9364579889.1,7001257096.5,2006 Q1,6988358065.64,436.919515572,963.232764031
Natural Gas,2006,2,31459303.7,308251970.0,262739830.0,16358932047.9,13943602778.1,2006 Q2,13851457927.1,440.297663902,970.680229838
Natural Gas,2006,3,48679653.81,462770270.0,414800500.0,24559218228.9,22013462535.0,2006 Q3,22174260641.4,455.513934589,1004.22602019
Natural Gas,2006,4,22092142.09,234682960.0,187170410.0,12454624687.2,9933133658.7,2006 Q4,9927061138.35,449.34805769,990.632727983
Natural Gas,2007,1,23821112.52,245165790.0,199815840.0,13010948475.3,10604226628.8,2007 Q1,10565142705.0,443.520120904,977.784458546
Natural Gas,2007,2,32922736.25,321813710.0,279652130.0,17078653589.7,14841138539.1,2007 Q2,14803973982.7,449.65806822,991.316177199
Natural Gas,2007,3,54201230.22,520013210.0,474374620.0,27597101054.7,25175061083.4,2007 Q3,25052828715.6,462.218820752,1019.00761223
Natural Gas,2007,4,25644025.64,262758670.0,216931840.0,13944602616.9,11512572748.8,2007 Q4,11436898440.9,445.986858752,983.222628805
Natural Gas,2008,1,28072736.0,268123720.0,229370190.0,14229325820.4,12172675983.3,2008 Q1,12126577128.2,431.969905898,952.320854542
Natural Gas,2008,2,29385915.68,283000390.0,248377090.0,15018830697.3,13181372166.3,2008 Q2,13075099456.7,444.944428451,980.924486963
Natural Gas,2008,3,42844118.3,398151490.0,361568110.0,21129899574.3,19188419597.7,2008 Q3,19151923860.5,447.01407382,985.487227144
Natural Gas,2008,4,29731012.57,281157610.0,242835900.0,14921034362.7,12887301213.0,2008 Q4,12819735507.3,431.190679334,950.602971659
Natural Gas,2009,1,33471119.62,300207260.0,264382240.0,15931999288.2,14030765476.8,2009 Q1,14066209459.6,420.249146705,926.481268825
Natural Gas,2009,2,38905117.12,351186190.0,313839220.0,18637451103.3,16655447405.4,2009 Q2,16678656724.9,428.700848618,945.113890863
Natural Gas,2009,3,50195039.12,447002150.0,408875760.0,23722404100.5,21699036583.2,2009 Q3,21870068977.3,435.701801627,960.548191866
Natural Gas,2009,4,30995883.13,288299750.0,247424140.0,15300067732.5,13130799109.8,2009 Q4,13134138996.5,423.738176499,934.17318391
Natural Gas,2010,1,35796761.34,324995900.0,284688120.0,17247532413.0,15108398528.4,2010 Q1,15003451125.2,419.128730185,924.011198566
Natural Gas,2010,2,44623105.58,403677810.0,367487190.0,21423181376.7,19502545173.3,2010 Q2,19550132216.0,438.116799848,965.872296945
Natural Gas,2010,3,66960963.01,598884270.0,558398690.0,31782788208.9,29634218478.3,2010 Q3,29856107919.0,445.873335402,982.972355228
Natural Gas,2010,4,41261181.01,363403870.0,324065330.0,19285843380.9,17198147063.1,2010 Q4,17417493504.6,422.127847004,930.623051505
Natural Gas,2011,1,42529021.31,375804740.0,334787570.0,19943957551.8,17767176339.9,2011 Q1,17960805438.0,422.318804543,931.044036496
Natural Gas,2011,2,51325818.32,466238510.0,426241040.0,24743277725.7,22620611992.8,2011 Q2,22954234866.7,447.225891726,985.9542009
Natural Gas,2011,3,67049309.05,596241350.0,554624290.0,31642528444.5,29433911070.3,2011 Q3,30010092585.3,447.582428671,986.740222249
Natural Gas,2011,4,48410206.41,420329280.0,379231090.0,22306874889.6,20125793946.3,2011 Q4,20402529417.7,421.450990002,929.130852558
Natural Gas,2012,1,59036673.63,501944390.0,456000930.0,26638188777.3,24199969355.1,2012 Q1,24521668677.4,415.363318589,915.709972162
Natural Gas,2012,2,74216091.4,648440940.0,602324590.0,34412760685.8,31965365991.3,2012 Q2,32508723325.8,438.027962839,965.676446874
Natural Gas,2012,3,82271225.72,717033990.0,669590200.0,38052993849.3,35535151914.0,2012 Q3,36261881196.4,440.760191417,971.699917998
Natural Gas,2012,4,56015857.81,482372840.0,435990860.0,25599526618.8,23138034940.2,2012 Q4,23484485472.5,419.247091639,924.272138227
Natural Gas,2013,1,60180164.5,504871950.0,459753470.0,26793554386.5,24399116652.9,2013 Q1,24579989791.7,408.440056552,900.446948674
Natural Gas,2013,2,55851956.61,485443270.0,441998820.0,25762474338.9,23456877377.4,2013 Q2,23698166209.2,424.303241061,935.418925242
Natural Gas,2013,3,68154937.28,593592850.0,549354600.0,31501972549.5,29154248622.0,2013 Q3,29615998386.6,434.539294855,957.985329438
Natural Gas,2013,4,55216209.75,474036850.0,427934520.0,25157135629.5,22710484976.4,2013 Q4,22922631850.9,415.143160942,915.224612613
Natural Gas,2014,1,52872698.12,457667480.0,410766500.0,24288413163.6,21799378155.0,2014 Q1,21799736680.7,412.306113662,908.97005818
Natural Gas,2014,2,58924022.05,502948990.0,460640240.0,26691502899.3,24446177536.8,2014 Q2,24626637847.4,417.938847191,921.387982518
Natural Gas,2014,3,70025044.25,592983490.0,549074590.0,31469633814.3,29139388491.3,2014 Q3,29550697790.2,422.001843865,930.345264984
Natural Gas,2014,4,61602915.19,516010720.0,471560060.0,27384688910.4,25025692384.2,2014 Q4,25108156101.6,407.580648159,898.552296931
Natural Gas,2015,1,73388874.38,607969590.0,553885200.0,32264946141.3,29394687564.0,2015 Q1,29733600254.5,405.15133262,893.196627894
Natural Gas,2015,2,74261621.25,632619910.0,580226870.0,33573138623.7,30792639990.9,2015 Q2,31439735523.0,423.364518493,933.34941747
Natural Gas,2015,3,88052405.97,750630090.0,694032210.0,39835938876.3,36832289384.7,2015 Q3,37880209332.7,430.20073007,948.420529512
Natural Gas,2015,4,74682810.91,636585880.0,579829620.0,33783612651.6,30771557933.4,2015 Q4,31361372368.8,419.927584228,925.772352189
Natural Gas,2016,1,78828582.76,657467260.0,602170940.0,34891787488.2,31957211785.8,2016 Q1,32260094813.8,409.243623117,902.218491523
Natural Gas,2016,2,84396289.9,714026100.0,662408560.0,37893365127.0,35154022279.2,2016 Q2,35604007611.4,421.866976067,930.047935438
Natural Gas,2016,3,100761484.95,862610140.0,809619310.0,45778720129.8,42966496781.7,2016 Q3,43808047909.4,434.769772708,958.493440911
Natural Gas,2016,4,71699486.84,610205700.0,555942950.0,32383616499.0,29503892356.5,2016 Q4,29922115856.7,417.326778412,920.038615687
Natural Gas,2017,1,67159219.75,570121810.0,511217720.0,30256364456.7,27130324400.4,2017 Q1,27594365967.1,410.87978791,905.825580427
Nuclear,2001,1,80240683.0,,,0.0,0.0,2001 Q1,0.0,0.0,0.0
Nuclear,2001,2,78585019.0,,,0.0,0.0,2001 Q2,0.0,0.0,0.0
Nuclear,2001,3,83754620.0,,,0.0,0.0,2001 Q3,0.0,0.0,0.0
Nuclear,2001,4,80463487.0,,,0.0,0.0,2001 Q4,0.0,0.0,0.0
Nuclear,2002,1,80044308.0,,,0.0,0.0,2002 Q1,0.0,0.0,0.0
Nuclear,2002,2,78637424.0,,,0.0,0.0,2002 Q2,0.0,0.0,0.0
Nuclear,2002,3,85114669.0,,,0.0,0.0,2002 Q3,0.0,0.0,0.0
Nuclear,2002,4,80868296.0,,,0.0,0.0,2002 Q4,0.0,0.0,0.0
Nuclear,2003,1,82093422.0,,,0.0,0.0,2003 Q1,0.0,0.0,0.0
Nuclear,2003,2,81121002.0,,,0.0,0.0,2003 Q2,0.0,0.0,0.0
Nuclear,2003,3,85346422.0,,,0.0,0.0,2003 Q3,0.0,0.0,0.0
Nuclear,2003,4,78000745.0,,,0.0,0.0,2003 Q4,0.0,0.0,0.0
Nuclear,2004,1,79764331.0,,,0.0,0.0,2004 Q1,0.0,0.0,0.0
Nuclear,2004,2,80505092.0,,,0.0,0.0,2004 Q2,0.0,0.0,0.0
Nuclear,2004,3,87114055.0,,,0.0,0.0,2004 Q3,0.0,0.0,0.0
Nuclear,2004,4,80544164.0,,,0.0,0.0,2004 Q4,0.0,0.0,0.0
Nuclear,2005,1,79488605.0,,,0.0,0.0,2005 Q1,0.0,0.0,0.0
Nuclear,2005,2,78765636.0,,,0.0,0.0,2005 Q2,0.0,0.0,0.0
Nuclear,2005,3,85552200.0,,,0.0,0.0,2005 Q3,0.0,0.0,0.0
Nuclear,2005,4,81081790.0,,,0.0,0.0,2005 Q4,0.0,0.0,0.0
Nuclear,2006,1,82641357.0,,,0.0,0.0,2006 Q1,0.0,0.0,0.0
Nuclear,2006,2,79070957.0,,,0.0,0.0,2006 Q2,0.0,0.0,0.0
Nuclear,2006,3,86228305.0,,,0.0,0.0,2006 Q3,0.0,0.0,0.0
Nuclear,2006,4,78073031.0,,,0.0,0.0,2006 Q4,0.0,0.0,0.0
Nuclear,2007,1,82819767.0,,,0.0,0.0,2007 Q1,0.0,0.0,0.0
Nuclear,2007,2,79163399.0,,,0.0,0.0,2007 Q2,0.0,0.0,0.0
Nuclear,2007,3,89433125.0,,,0.0,0.0,2007 Q3,0.0,0.0,0.0
