fuel category 1,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2011,4,37642010.01,421695210.0,399900950.0,40166468752.5,38090565487.5,2011 Q4,39036457690.4,1037.04498458,2286.26937301
Coal,2012,1,35529807.9,402255090.0,380105640.0,38314797322.5,36205062210.0,2012 Q1,37200145473.8,1047.01228834,2308.24329088
Coal,2012,2,30835437.11,348017490.0,328988190.0,33148665922.5,31336125097.5,2012 Q2,32082130440.4,1040.4305386,2293.73316541
Coal,2012,3,42105933.79,467579180.0,447201550.0,44536916895.0,42595947637.5,2012 Q3,43689762379.3,1037.61532988,2287.52675625
Coal,2012,4,38493717.62,429118090.0,407620720.0,40873498072.5,38825873580.0,2012 Q4,39753907416.3,1032.73754457,2276.77319076
Coal,2013,1,39061042.92,438722210.0,416802060.0,41788290502.5,39700396215.0,2013 Q1,40653814751.4,1040.7764799,2294.49582758
Coal,2013,2,34342095.05,385775250.0,365769760.0,36745092562.5,34839569640.0,2013 Q2,35875216726.8,1044.64263681,2303.01915712
Coal,2013,3,42657268.79,470789430.0,450721270.0,44842693207.5,42931200967.5,2013 Q3,44285991455.3,1038.18159745,2288.77514974
Coal,2013,4,38499224.49,431021120.0,409013150.0,41054761680.0,38958502537.5,2013 Q4,40022996229.9,1039.579284,2291.85648951
Coal,2014,1,41881920.18,469528560.0,444800030.0,44722595340.0,42367202857.5,2014 Q1,43498338657.8,1038.5946602,2289.68578788
Coal,2014,2,32908228.93,368348320.0,348201480.0,35085177480.0,33166190970.0,2014 Q2,34284544259.5,1041.82283199,2296.8026154
Coal,2014,3,41124565.5,454222570.0,434619470.0,43264699792.5,41397504517.5,2014 Q3,42499791576.7,1033.44050107,2278.32292867
Coal,2014,4,38229453.2,423930030.0,402888050.0,40379335357.5,38375086762.5,2014 Q4,39191965117.3,1025.17723474,2260.10573171
Coal,2015,1,38788986.59,430516020.0,408768720.0,41006650905.0,38935220580.0,2015 Q1,39785468372.5,1025.68981224,2261.23576006
Coal,2015,2,33601006.11,372039680.0,353136720.0,35436779520.0,33636272580.0,2015 Q2,34569939868.1,1028.83645076,2268.17283934
Coal,2015,3,40581629.43,445884570.0,425561050.0,42470505292.5,40534690012.5,2015 Q3,41933029364.7,1033.30078052,2278.01490073
Coal,2015,4,32132010.84,357663970.0,338610140.0,34067493142.5,32252615835.0,2015 Q4,33569874021.0,1044.74862118,2303.25281026
Coal,2016,1,31828432.24,354988710.0,335349190.0,33812674627.5,31942010347.5,2016 Q1,32795143639.3,1030.37257355,2271.55937565
Coal,2016,2,26946691.3,297584600.0,283088050.0,28344933150.0,26964136762.5,2016 Q2,27861157000.3,1033.93610333,2279.41553339
Coal,2016,3,40588600.03,438892670.0,423167320.0,41804526817.5,40306687230.0,2016 Q3,41478394945.5,1021.92228643,2252.92987265
Coal,2016,4,33676840.26,367500000.0,353715650.0,35004375000.0,33691415662.5,2016 Q4,34809029044.5,1033.61921058,2278.71691165
Coal,2017,1,33236342.89,369222740.0,350472680.0,35168465985.0,33382522770.0,2017 Q1,34445557354.6,1036.38229599,2284.80840974
Hydro,2001,1,2199719.0,,,0.0,0.0,2001 Q1,0.0,0.0,0.0
Hydro,2001,2,2187791.0,,,0.0,0.0,2001 Q2,0.0,0.0,0.0
Hydro,2001,3,2782779.0,,,0.0,0.0,2001 Q3,0.0,0.0,0.0
Hydro,2001,4,2450789.0,,,0.0,0.0,2001 Q4,0.0,0.0,0.0
Hydro,2002,1,2087114.0,,,0.0,0.0,2002 Q1,0.0,0.0,0.0
Hydro,2002,2,3059242.0,,,0.0,0.0,2002 Q2,0.0,0.0,0.0
Hydro,2002,3,3474686.0,,,0.0,0.0,2002 Q3,0.0,0.0,0.0
Hydro,2002,4,2693190.0,,,0.0,0.0,2002 Q4,0.0,0.0,0.0
Hydro,2003,1,2123225.0,,,0.0,0.0,2003 Q1,0.0,0.0,0.0
Hydro,2003,2,3111308.0,,,0.0,0.0,2003 Q2,0.0,0.0,0.0
Hydro,2003,3,3067892.0,,,0.0,0.0,2003 Q3,0.0,0.0,0.0
Hydro,2003,4,2124352.0,,,0.0,0.0,2003 Q4,0.0,0.0,0.0
Hydro,2004,1,2165093.5,,,0.0,0.0,2004 Q1,0.0,0.0,0.0
Hydro,2004,2,2874418.92,,,0.0,0.0,2004 Q2,0.0,0.0,0.0
Hydro,2004,3,2766255.16,,,0.0,0.0,2004 Q3,0.0,0.0,0.0
Hydro,2004,4,1915572.79,,,0.0,0.0,2004 Q4,0.0,0.0,0.0
Hydro,2005,1,2149912.46,,,0.0,0.0,2005 Q1,0.0,0.0,0.0
Hydro,2005,2,2367744.47,,,0.0,0.0,2005 Q2,0.0,0.0,0.0
Hydro,2005,3,2492022.32,,,0.0,0.0,2005 Q3,0.0,0.0,0.0
Hydro,2005,4,1752657.37,,,0.0,0.0,2005 Q4,0.0,0.0,0.0
Hydro,2006,1,2082734.13,,,0.0,0.0,2006 Q1,0.0,0.0,0.0
Hydro,2006,2,2390549.16,,,0.0,0.0,2006 Q2,0.0,0.0,0.0
Hydro,2006,3,2809027.92,,,0.0,0.0,2006 Q3,0.0,0.0,0.0
Hydro,2006,4,1688618.36,,,0.0,0.0,2006 Q4,0.0,0.0,0.0
Hydro,2007,1,1821694.57,,,0.0,0.0,2007 Q1,0.0,0.0,0.0
Hydro,2007,2,1887502.02,,,0.0,0.0,2007 Q2,0.0,0.0,0.0
Hydro,2007,3,2155853.85,,,0.0,0.0,2007 Q3,0.0,0.0,0.0
Hydro,2007,4,1837320.27,,,0.0,0.0,2007 Q4,0.0,0.0,0.0
Hydro,2008,1,1775817.28,,,0.0,0.0,2008 Q1,0.0,0.0,0.0
Hydro,2008,2,1896491.79,,,0.0,0.0,2008 Q2,0.0,0.0,0.0
Hydro,2008,3,2239597.91,,,0.0,0.0,2008 Q3,0.0,0.0,0.0
Hydro,2008,4,1842695.65,,,0.0,0.0,2008 Q4,0.0,0.0,0.0
Hydro,2009,1,1770662.63,,,0.0,0.0,2009 Q1,0.0,0.0,0.0
Hydro,2009,2,2398514.9,,,0.0,0.0,2009 Q2,0.0,0.0,0.0
Hydro,2009,3,3072255.35,,,0.0,0.0,2009 Q3,0.0,0.0,0.0
Hydro,2009,4,2274200.12,,,0.0,0.0,2009 Q4,0.0,0.0,0.0
Hydro,2010,1,2082718.94,,,0.0,0.0,2010 Q1,0.0,0.0,0.0
Hydro,2010,2,2610577.99,,,0.0,0.0,2010 Q2,0.0,0.0,0.0
Hydro,2010,3,3941918.26,,,0.0,0.0,2010 Q3,0.0,0.0,0.0
Hydro,2010,4,3859989.88,,,0.0,0.0,2010 Q4,0.0,0.0,0.0
Hydro,2011,1,2700307.18,,,0.0,0.0,2011 Q1,0.0,0.0,0.0
Hydro,2011,2,3969581.1,,,0.0,0.0,2011 Q2,0.0,0.0,0.0
Hydro,2011,3,4627864.26,,,0.0,0.0,2011 Q3,0.0,0.0,0.0
Hydro,2011,4,3326091.39,,,0.0,0.0,2011 Q4,0.0,0.0,0.0
Hydro,2012,1,2766145.95,,,0.0,0.0,2012 Q1,0.0,0.0,0.0
Hydro,2012,2,3475588.68,,,0.0,0.0,2012 Q2,0.0,0.0,0.0
Hydro,2012,3,3687621.29,,,0.0,0.0,2012 Q3,0.0,0.0,0.0
Hydro,2012,4,2643368.65,,,0.0,0.0,2012 Q4,0.0,0.0,0.0
Hydro,2013,1,2233011.13,,,0.0,0.0,2013 Q1,0.0,0.0,0.0
Hydro,2013,2,2751340.45,,,0.0,0.0,2013 Q2,0.0,0.0,0.0
Hydro,2013,3,3109124.19,,,0.0,0.0,2013 Q3,0.0,0.0,0.0
Hydro,2013,4,2184575.35,,,0.0,0.0,2013 Q4,0.0,0.0,0.0
Hydro,2014,1,2261478.98,,,0.0,0.0,2014 Q1,0.0,0.0,0.0
Hydro,2014,2,3356372.56,,,0.0,0.0,2014 Q2,0.0,0.0,0.0
Hydro,2014,3,4015409.27,,,0.0,0.0,2014 Q3,0.0,0.0,0.0
Hydro,2014,4,3452960.7,,,0.0,0.0,2014 Q4,0.0,0.0,0.0
Hydro,2015,1,2774787.97,,,0.0,0.0,2015 Q1,0.0,0.0,0.0
Hydro,2015,2,3440850.63,,,0.0,0.0,2015 Q2,0.0,0.0,0.0
Hydro,2015,3,3493231.38,,,0.0,0.0,2015 Q3,0.0,0.0,0.0
Hydro,2015,4,3070642.42,,,0.0,0.0,2015 Q4,0.0,0.0,0.0
Hydro,2016,1,2979796.92,,,0.0,0.0,2016 Q1,0.0,0.0,0.0
Hydro,2016,2,3072594.41,,,0.0,0.0,2016 Q2,0.0,0.0,0.0
Hydro,2016,3,3063331.39,,,0.0,0.0,2016 Q3,0.0,0.0,0.0
Hydro,2016,4,2811236.4,,,0.0,0.0,2016 Q4,0.0,0.0,0.0
Hydro,2017,1,3779714.05,,,0.0,0.0,2017 Q1,0.0,0.0,0.0
Natural Gas,2001,1,853795.0,16245000.0,10843000.0,862122150.0,575438010.0,2001 Q1,601544282.547,704.55353164,1553.25871585
Natural Gas,2001,2,999725.0,17982000.0,12575000.0,954304740.0,667355250.0,2001 Q2,700379309.879,700.57196717,1544.48095882
Natural Gas,2001,3,1937137.0,30081000.0,24067000.0,1596398670.0,1277235690.0,2001 Q3,1341446718.87,692.489338066,1526.6619947
Natural Gas,2001,4,891807.0,15728000.0,10034000.0,834684960.0,532504380.0,2001 Q4,555789629.136,623.217387995,1373.94505357
Natural Gas,2002,1,972760.0,16673000.0,10274000.0,884836110.0,545241180.0,2002 Q1,569425777.4,585.371291377,1290.50954897
Natural Gas,2002,2,1082576.0,17328000.0,11890000.0,919596960.0,631002300.0,2002 Q2,660063262.07,609.715402956,1344.17857736
Natural Gas,2002,3,1903272.0,27573000.0,21432000.0,1463299110.0,1137396240.0,2002 Q3,1193035429.36,626.833909898,1381.91803776
Natural Gas,2002,4,771337.0,14016000.0,9297000.0,743829120.0,493391790.0,2002 Q4,517502718.171,670.916497162,1479.10250964
Natural Gas,2003,1,1127140.0,15281000.0,12135000.0,810962670.0,644004450.0,2003 Q1,686255552.45,608.846773648,1342.26359718
Natural Gas,2003,2,903455.0,12954000.0,10312000.0,687468780.0,547257840.0,2003 Q2,580898531.989,642.974505635,1417.50159512
Natural Gas,2003,3,2087764.0,26005000.0,23287000.0,1380085350.0,1235841090.0,2003 Q3,1298741501.88,622.072945928,1371.42201659
Natural Gas,2003,4,1083911.0,14960000.0,12004000.0,793927200.0,637052280.0,2003 Q4,676320641.033,623.963259929,1375.58940284
Natural Gas,2004,1,1321036.31,20808570.0,13323460.0,1104310809.9,707076022.2,2004 Q1,745371591.151,564.232478326,1243.90692172
Natural Gas,2004,2,1051679.31,15761580.0,10602900.0,836467050.6,562695903.0,2004 Q2,590776987.114,561.746324661,1238.42594735
Natural Gas,2004,3,1397376.26,18566270.0,13750740.0,985311948.9,729751771.8,2004 Q3,756389019.029,541.292306647,1193.33301923
Natural Gas,2004,4,1336248.95,16524910.0,11345150.0,876976973.7,602087110.5,2004 Q4,624891721.555,467.646183411,1030.97277595
Natural Gas,2005,1,2109359.24,22781770.0,17897300.0,1209028533.9,949809711.0,2005 Q1,984550577.835,466.753390871,1029.00452551
Natural Gas,2005,2,3462741.05,38022650.0,33593770.0,2017862035.5,1782821373.9,2005 Q2,1832387908.09,529.172664553,1166.61405627
Natural Gas,2005,3,4796205.59,52013530.0,47064690.0,2760358037.1,2497723098.3,2005 Q3,2569262498.28,535.686481756,1180.97441768
Natural Gas,2005,4,2288565.57,24951300.0,21199820.0,1324165491.0,1125074447.4,2005 Q4,1143559437.74,499.683929853,1101.60319175
Natural Gas,2006,1,1543724.92,17006360.0,13341640.0,902527525.2,708040834.8,2006 Q1,741955261.022,480.626600899,1059.58940434
Natural Gas,2006,2,2129327.02,21960060.0,18575050.0,1165420384.2,985777903.5,2006 Q2,1033287129.55,485.264649275,1069.81444579
Natural Gas,2006,3,4497171.96,45141690.0,41154090.0,2395669488.3,2184047556.3,2006 Q3,2254480272.28,501.310666421,1105.18949519
Natural Gas,2006,4,3180752.07,31719040.0,27791540.0,1683329452.8,1474897027.8,2006 Q4,1553772070.12,488.492040854,1076.92955327
Natural Gas,2007,1,4125320.55,39171960.0,34927500.0,2078855917.2,1853602425.0,2007 Q1,1913691130.93,463.889074253,1022.6898531
Natural Gas,2007,2,3114965.98,32092220.0,28460230.0,1703134115.4,1510384406.1,2007 Q2,1575424407.95,505.759747641,1114.99793965
Natural Gas,2007,3,4439946.8,44324410.0,40845140.0,2352296438.7,2167651579.8,2007 Q3,2235835313.58,503.572545864,1110.17603461
Natural Gas,2007,4,3219508.66,31075460.0,27292080.0,1649174662.2,1448390685.6,2007 Q4,1490540157.65,462.971314898,1020.66656083
Natural Gas,2008,1,3359543.29,31975190.0,27865970.0,1696923333.3,1478847027.9,2008 Q1,1521928123.56,453.016375198,998.719900761
Natural Gas,2008,2,1650100.34,17366230.0,14728440.0,921625826.1,781638310.8,2008 Q2,805790541.713,488.328207794,1076.5683669
Natural Gas,2008,3,3464659.32,31862700.0,29299160.0,1690953489.0,1554906421.2,2008 Q3,1600709877.14,462.010757565,1018.54891613
Natural Gas,2008,4,2785328.57,25943450.0,22922720.0,1376818891.5,1216508750.4,2008 Q4,1250353092.56,448.906856459,989.660055749
Natural Gas,2009,1,2660930.0,25129830.0,20918500.0,1333640078.1,1110144795.0,2009 Q1,1153166964.4,433.369898643,955.407278548
Natural Gas,2009,2,2352049.08,22918410.0,19387600.0,1216280018.7,1028899932.0,2009 Q2,1066483000.7,453.427188137,999.625578967
Natural Gas,2009,3,2766247.28,26535260.0,22798660.0,1408226248.2,1209924886.2,2009 Q3,1241997469.65,448.982807367,989.827497121
Natural Gas,2009,4,2144135.31,22194870.0,18480550.0,1177881750.9,980762788.5,2009 Q4,1008930579.45,470.553595545,1037.38245674
Natural Gas,2010,1,2520695.17,24227930.0,20863170.0,1285776245.1,1107208431.9,2010 Q1,1133826720.52,449.807154,991.644851708
Natural Gas,2010,2,2415059.2,23164690.0,20153070.0,1229350098.3,1069523424.9,2010 Q2,1100446466.76,455.660245,1004.54857613
Natural Gas,2010,3,5088083.49,47973520.0,43669360.0,2545954706.4,2317532935.2,2010 Q3,2374689070.36,466.715822377,1028.92170201
Natural Gas,2010,4,1652111.91,17040360.0,14021150.0,904331905.2,744102430.5,2010 Q4,779744087.014,471.968080549,1040.50083038
Natural Gas,2011,1,2220417.46,21672100.0,18162060.0,1150138347.0,963860524.2,2011 Q1,997432035.464,449.209238097,990.326686308
Natural Gas,2011,2,2043785.34,20242320.0,17172470.0,1074259922.4,911342982.9,2011 Q2,945693173.812,462.716487541,1020.10476843
Natural Gas,2011,3,4704253.24,45010020.0,41086800.0,2388681761.4,2180476476.0,2011 Q3,2246997907.53,477.652412166,1053.03250786
Natural Gas,2011,4,2191946.72,21295860.0,18206590.0,1130171290.2,966223731.3,2011 Q4,990217691.012,451.752627916,995.933843503
Natural Gas,2012,1,4176572.71,35459590.0,31717680.0,1881840441.3,1683257277.6,2012 Q1,1729521005.47,414.100537824,912.926045686
Natural Gas,2012,2,6539260.32,57713500.0,52839740.0,3062855445.0,2804205001.8,2012 Q2,2870963476.48,439.034896302,967.896332388
Natural Gas,2012,3,7649867.17,72049390.0,65543720.0,3823661127.3,3478405220.4,2012 Q3,3567726649.29,466.37759454,1028.17604492
Natural Gas,2012,4,3211294.82,30195740.0,26318880.0,1602487921.8,1396742961.6,2012 Q4,1430128552.43,445.343275094,981.803784272
Natural Gas,2013,1,3936883.67,36147560.0,31233700.0,1918351009.2,1657572459.0,2013 Q1,1697379626.15,431.148026821,950.50893993
Natural Gas,2013,2,3485651.06,33024620.0,28711910.0,1752616583.4,1523741063.7,2013 Q2,1569036054.71,450.141459286,992.381861141
Natural Gas,2013,3,5699850.43,52780430.0,47899950.0,2801057420.1,2542050346.5,2013 Q3,2622270455.68,460.059520489,1014.24721887
Natural Gas,2013,4,3704211.77,35282550.0,30467440.0,1872444928.5,1616907040.8,2013 Q4,1661087058.87,448.431990936,988.613167218
Natural Gas,2014,1,2673818.36,30009460.0,22447160.0,1592602042.2,1191270781.2,2014 Q1,1223075784.54,457.426653523,1008.44280036
Natural Gas,2014,2,3581724.15,32536420.0,28784950.0,1726707809.4,1527617296.5,2014 Q2,1579128060.28,440.88489067,971.974829971
Natural Gas,2014,3,3680182.05,32948250.0,29556490.0,1748563627.5,1568562924.3,2014 Q3,1610328886.6,437.567724836,964.661806174
Natural Gas,2014,4,4464770.8,40604080.0,35535080.0,2154858525.6,1885846695.6,2014 Q4,1925990118.74,431.374913745,951.009134843
Natural Gas,2015,1,5760276.6,50007340.0,44313190.0,2653889533.8,2351700993.3,2015 Q1,2403056258.49,417.1772339,919.708929857
Natural Gas,2015,2,5395861.85,47456240.0,42449640.0,2518502656.8,2252802394.8,2015 Q2,2315335123.35,429.094589097,945.981931123
Natural Gas,2015,3,8118491.56,71436100.0,65313300.0,3791113827.0,3466176831.0,2015 Q3,3585750743.19,441.676968769,973.721045347
Natural Gas,2015,4,5820784.61,50654430.0,44518070.0,2688230600.1,2362573974.9,2015 Q4,2459065990.44,422.462976248,931.361877437
Natural Gas,2016,1,7987494.57,68596350.0,60411330.0,3640408294.5,3206029283.1,2016 Q1,3291658530.79,412.101504664,908.518977182
Natural Gas,2016,2,8120226.13,70577820.0,63158690.0,3745564907.4,3351831678.3,2016 Q2,3463337597.27,426.507530927,940.278502681
Natural Gas,2016,3,9683908.79,85942360.0,78966380.0,4560961045.2,4190745786.6,2016 Q3,4312569967.88,445.333600449,981.782455551
Natural Gas,2016,4,4566654.4,44986270.0,37438320.0,2387421348.9,1986851642.4,2016 Q4,2052759587.79,449.51060623,990.991082495
Natural Gas,2017,1,4686420.94,48077360.0,40201450.0,2551465495.2,2133490951.5,2017 Q1,2201429935.11,469.746521556,1035.60318142
Nuclear,2001,1,9013237.0,,,0.0,0.0,2001 Q1,0.0,0.0,0.0
Nuclear,2001,2,8740486.0,,,0.0,0.0,2001 Q2,0.0,0.0,0.0
Nuclear,2001,3,9821750.0,,,0.0,0.0,2001 Q3,0.0,0.0,0.0
Nuclear,2001,4,8299467.0,,,0.0,0.0,2001 Q4,0.0,0.0,0.0
Nuclear,2002,1,10184170.0,,,0.0,0.0,2002 Q1,0.0,0.0,0.0
Nuclear,2002,2,9663462.0,,,0.0,0.0,2002 Q2,0.0,0.0,0.0
Nuclear,2002,3,10410654.0,,,0.0,0.0,2002 Q3,0.0,0.0,0.0
Nuclear,2002,4,10571551.0,,,0.0,0.0,2002 Q4,0.0,0.0,0.0
Nuclear,2003,1,9781543.0,,,0.0,0.0,2003 Q1,0.0,0.0,0.0
Nuclear,2003,2,8394200.0,,,0.0,0.0,2003 Q2,0.0,0.0,0.0
Nuclear,2003,3,10126251.0,,,0.0,0.0,2003 Q3,0.0,0.0,0.0
Nuclear,2003,4,9311856.0,,,0.0,0.0,2003 Q4,0.0,0.0,0.0
Nuclear,2004,1,10779529.0,,,0.0,0.0,2004 Q1,0.0,0.0,0.0
Nuclear,2004,2,9810640.0,,,0.0,0.0,2004 Q2,0.0,0.0,0.0
Nuclear,2004,3,10717018.0,,,0.0,0.0,2004 Q3,0.0,0.0,0.0
Nuclear,2004,4,9046366.0,,,0.0,0.0,2004 Q4,0.0,0.0,0.0
Nuclear,2005,1,8643429.0,,,0.0,0.0,2005 Q1,0.0,0.0,0.0
Nuclear,2005,2,6263564.0,,,0.0,0.0,2005 Q2,0.0,0.0,0.0
Nuclear,2005,3,10682859.0,,,0.0,0.0,2005 Q3,0.0,0.0,0.0
Nuclear,2005,4,10506512.0,,,0.0,0.0,2005 Q4,0.0,0.0,0.0
Nuclear,2006,1,10786203.0,,,0.0,0.0,2006 Q1,0.0,0.0,0.0
Nuclear,2006,2,9919915.0,,,0.0,0.0,2006 Q2,0.0,0.0,0.0
Nuclear,2006,3,10329044.0,,,0.0,0.0,2006 Q3,0.0,0.0,0.0
Nuclear,2006,4,8479869.0,,,0.0,0.0,2006 Q4,0.0,0.0,0.0
Nuclear,2007,1,9613614.0,,,0.0,0.0,2007 Q1,0.0,0.0,0.0
Nuclear,2007,2,9664918.0,,,0.0,0.0,2007 Q2,0.0,0.0,0.0
Nuclear,2007,3,11056366.0,,,0.0,0.0,2007 Q3,0.0,0.0,0.0
Nuclear,2007,4,11238828.0,,,0.0,0.0,2007 Q4,0.0,0.0,0.0
Nuclear,2008,1,10267672.0,,,0.0,0.0,2008 Q1,0.0,0.0,0.0
Nuclear,2008,2,8612220.0,,,0.0,0.0,2008 Q2,0.0,0.0,0.0
Nuclear,2008,3,10591313.0,,,0.0,0.0,2008 Q3,0.0,0.0,0.0
Nuclear,2008,4,10441384.0,,,0.0,0.0,2008 Q4,0.0,0.0,0.0
Nuclear,2009,1,10119257.0,,,0.0,0.0,2009 Q1,0.0,0.0,0.0
Nuclear,2009,2,10291309.0,,,0.0,0.0,2009 Q2,0.0,0.0,0.0
Nuclear,2009,3,10704302.0,,,0.0,0.0,2009 Q3,0.0,0.0,0.0
Nuclear,2009,4,8075781.0,,,0.0,0.0,2009 Q4,0.0,0.0,0.0
Nuclear,2010,1,10737106.0,,,0.0,0.0,2010 Q1,0.0,0.0,0.0
Nuclear,2010,2,10215889.0,,,0.0,0.0,2010 Q2,0.0,0.0,0.0
Nuclear,2010,3,11035845.0,,,0.0,0.0,2010 Q3,0.0,0.0,0.0
Nuclear,2010,4,10275122.0,,,0.0,0.0,2010 Q4,0.0,0.0,0.0
