year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,190945343.0,1.26703340263e+11,663.558158959,0.111091639486,1462.88031724
2002,203352778.0,1.28725122894e+11,633.013840086,0.059946857563,1395.54231185
2003,212610013.0,1.32662956198e+11,623.973228381,0.0448088505228,1375.61137929
2004,218117927.77,1.2980137516e+11,595.097232434,-0.0035424164235,1311.95135862
2005,220256411.82,1.31539950381e+11,597.212808897,0.0,1316.61535849
2006,223751621.03,1.29011122844e+11,576.581846646,-0.0345454115231,1271.13233912
2007,225416060.27,1.29676051595e+11,575.27423485,-0.0367349355529,1268.24957815
2008,219636818.25,1.22094230816e+11,555.891456581,-0.0691903316547,1225.51830518
2009,217952308.41,1.15649030265e+11,530.616221083,-0.111512323282,1169.796521
2010,229095934.82,1.25873518502e+11,549.435844861,-0.079999898401,1211.28626358
2011,221894574.13,1.16144925133e+11,523.423907899,-0.12355545611,1153.94034735
2012,221096135.98,1.11641558377e+11,504.945768872,-0.154496083557,1113.20344205
2013,222398924.08,1.0932707846e+11,491.580968353,-0.176874706922,1083.73940283
2014,230134911.27,1.14049094928e+11,495.574940363,-0.170187020471,1092.54451352
2015,237568666.74,1.12987446039e+11,475.599108207,-0.203635452687,1048.50579395
2016,238145941.44,1.0932593197e+11,459.071153214,-0.231310604235,1012.06826438
2017,50711766.12,23243899842.9,458.353191406,-0.232512791793,1010.48544577
