fuel category 1,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2011,3,15227931.49,159746900.0,155595710.0,15215892225.0,14820491377.5,2011 Q3,15634823318.2,1026.72009843,2263.50712899
Coal,2011,4,10181827.28,109445450.0,106135700.0,10424679112.5,10109425425.0,2011 Q4,10637321478.4,1044.73599736,2303.22497979
Coal,2012,1,9566132.03,102929380.0,100050600.0,9804023445.0,9529819650.0,2012 Q1,10044087209.2,1049.96326391,2314.74901162
Coal,2012,2,11022259.09,118587510.0,115485080.0,11295460327.5,10999953870.0,2012 Q2,11496786248.9,1043.05171517,2299.51181127
Coal,2012,3,13553704.77,147058100.0,143175860.0,14007284025.0,13637500665.0,2012 Q3,14127739283.3,1042.3525909,2297.9705219
Coal,2012,4,10144294.99,107866620.0,105742270.0,10274295555.0,10071951217.5,2012 Q4,10436909217.7,1028.84520097,2268.19213006
Coal,2013,1,9398789.16,101291590.0,99137430.0,9648023947.5,9442840207.5,2013 Q1,9884657758.29,1051.69480771,2318.56637307
Coal,2013,2,12135103.87,130373050.0,126964620.0,12418033012.5,12093380055.0,2013 Q2,12584351838.2,1037.02052929,2286.21545886
Coal,2013,3,13592534.74,146262080.0,142309880.0,13931463120.0,13555016070.0,2013 Q3,14088704808.8,1036.50313045,2285.07480139
Coal,2013,4,11216126.95,119460550.0,116535290.0,11378617387.5,11099986372.5,2013 Q4,11604364607.9,1034.61423535,2280.91054324
Coal,2014,1,12757524.94,133743670.0,131204240.0,12739084567.5,12497203860.0,2014 Q1,12999725825.4,1018.98494313,2246.45420561
Coal,2014,2,12506965.04,133072430.0,129492970.0,12675148957.5,12334205392.5,2014 Q2,12821164374.8,1025.12194876,2259.98384823
Coal,2014,3,14444549.49,152595370.0,149066880.0,14534708992.5,14198620320.0,2014 Q3,14823373746.7,1026.22610397,2262.41806881
Coal,2014,4,12344649.66,130445360.0,127911290.0,12424920540.0,12183550372.5,2014 Q4,12660790557.4,1025.60954795,2261.05880941
Coal,2015,1,9606791.04,101700310.0,100066470.0,9686954527.5,9531331267.5,2015 Q1,9979441865.93,1038.79035407,2290.11721459
Coal,2015,2,11567794.96,124210320.0,120822270.0,11831032980.0,11508321217.5,2015 Q2,12044852066.3,1041.24010738,2295.51794074
Coal,2015,3,12626217.23,135910830.0,132602630.0,12945506557.5,12630400507.5,2015 Q3,13169695976.9,1043.04367151,2299.49407821
Coal,2015,4,9103205.54,97102550.0,95555470.0,9249017887.5,9101658517.5,2015 Q4,9493570697.53,1042.88216451,2299.13801988
Coal,2016,1,6880442.38,74645460.0,72735110.0,7109980065.0,6928019227.5,2016 Q1,7163665336.02,1041.16348054,2295.3490092
Coal,2016,2,9439671.82,101251840.0,99397850.0,9644237760.0,9467645212.5,2016 Q2,9706944742.72,1028.31379393,2267.02059011
Coal,2016,3,13271088.86,139668740.0,137544370.0,13303447485.0,13101101242.5,2016 Q3,13483798582.8,1016.02805354,2239.93544683
Coal,2016,4,9833722.9,103891460.0,102140430.0,9895661565.0,9728875957.5,2016 Q4,9966038854.25,1013.45532669,2234.26361323
Coal,2017,1,9192897.45,95352710.0,94410640.0,9082345627.5,8992613460.0,2017 Q1,9440666124.78,1026.95218522,2264.01878754
Hydro,2001,1,32671.0,,,0.0,0.0,2001 Q1,0.0,0.0,0.0
Hydro,2001,2,42754.0,,,0.0,0.0,2001 Q2,0.0,0.0,0.0
Hydro,2001,3,43005.0,,,0.0,0.0,2001 Q3,0.0,0.0,0.0
Hydro,2001,4,29288.0,,,0.0,0.0,2001 Q4,0.0,0.0,0.0
Hydro,2002,1,50968.0,,,0.0,0.0,2002 Q1,0.0,0.0,0.0
Hydro,2002,2,43304.0,,,0.0,0.0,2002 Q2,0.0,0.0,0.0
Hydro,2002,3,31556.0,,,0.0,0.0,2002 Q3,0.0,0.0,0.0
Hydro,2002,4,58286.0,,,0.0,0.0,2002 Q4,0.0,0.0,0.0
Hydro,2003,1,58917.0,,,0.0,0.0,2003 Q1,0.0,0.0,0.0
Hydro,2003,2,61221.0,,,0.0,0.0,2003 Q2,0.0,0.0,0.0
Hydro,2003,3,78133.0,,,0.0,0.0,2003 Q3,0.0,0.0,0.0
Hydro,2003,4,64396.0,,,0.0,0.0,2003 Q4,0.0,0.0,0.0
Hydro,2004,1,66314.49,,,0.0,0.0,2004 Q1,0.0,0.0,0.0
Hydro,2004,2,66314.49,,,0.0,0.0,2004 Q2,0.0,0.0,0.0
Hydro,2004,3,66314.49,,,0.0,0.0,2004 Q3,0.0,0.0,0.0
Hydro,2004,4,66314.49,,,0.0,0.0,2004 Q4,0.0,0.0,0.0
Hydro,2005,1,75027.16,,,0.0,0.0,2005 Q1,0.0,0.0,0.0
Hydro,2005,2,70576.12,,,0.0,0.0,2005 Q2,0.0,0.0,0.0
Hydro,2005,3,67227.95,,,0.0,0.0,2005 Q3,0.0,0.0,0.0
Hydro,2005,4,53327.76,,,0.0,0.0,2005 Q4,0.0,0.0,0.0
Hydro,2006,1,52698.17,,,0.0,0.0,2006 Q1,0.0,0.0,0.0
Hydro,2006,2,56518.67,,,0.0,0.0,2006 Q2,0.0,0.0,0.0
Hydro,2006,3,54298.56,,,0.0,0.0,2006 Q3,0.0,0.0,0.0
Hydro,2006,4,39906.6,,,0.0,0.0,2006 Q4,0.0,0.0,0.0
Hydro,2007,1,59609.65,,,0.0,0.0,2007 Q1,0.0,0.0,0.0
Hydro,2007,2,39461.94,,,0.0,0.0,2007 Q2,0.0,0.0,0.0
Hydro,2007,3,27905.65,,,0.0,0.0,2007 Q3,0.0,0.0,0.0
Hydro,2007,4,27468.77,,,0.0,0.0,2007 Q4,0.0,0.0,0.0
Hydro,2008,1,65864.88,,,0.0,0.0,2008 Q1,0.0,0.0,0.0
Hydro,2008,2,54689.36,,,0.0,0.0,2008 Q2,0.0,0.0,0.0
Hydro,2008,3,40048.25,,,0.0,0.0,2008 Q3,0.0,0.0,0.0
Hydro,2008,4,45555.52,,,0.0,0.0,2008 Q4,0.0,0.0,0.0
Hydro,2009,1,45486.85,,,0.0,0.0,2009 Q1,0.0,0.0,0.0
Hydro,2009,2,52757.02,,,0.0,0.0,2009 Q2,0.0,0.0,0.0
Hydro,2009,3,37695.65,,,0.0,0.0,2009 Q3,0.0,0.0,0.0
Hydro,2009,4,72262.48,,,0.0,0.0,2009 Q4,0.0,0.0,0.0
Hydro,2010,1,71726.35,,,0.0,0.0,2010 Q1,0.0,0.0,0.0
Hydro,2010,2,41831.01,,,0.0,0.0,2010 Q2,0.0,0.0,0.0
Hydro,2010,3,27527.62,,,0.0,0.0,2010 Q3,0.0,0.0,0.0
Hydro,2010,4,36389.02,,,0.0,0.0,2010 Q4,0.0,0.0,0.0
Hydro,2011,1,47423.8,,,0.0,0.0,2011 Q1,0.0,0.0,0.0
Hydro,2011,2,52471.51,,,0.0,0.0,2011 Q2,0.0,0.0,0.0
Hydro,2011,3,34258.02,,,0.0,0.0,2011 Q3,0.0,0.0,0.0
Hydro,2011,4,47888.68,,,0.0,0.0,2011 Q4,0.0,0.0,0.0
Hydro,2012,1,48043.55,,,0.0,0.0,2012 Q1,0.0,0.0,0.0
Hydro,2012,2,38578.83,,,0.0,0.0,2012 Q2,0.0,0.0,0.0
Hydro,2012,3,28688.75,,,0.0,0.0,2012 Q3,0.0,0.0,0.0
Hydro,2012,4,35199.87,,,0.0,0.0,2012 Q4,0.0,0.0,0.0
Hydro,2013,1,66997.51,,,0.0,0.0,2013 Q1,0.0,0.0,0.0
Hydro,2013,2,65403.82,,,0.0,0.0,2013 Q2,0.0,0.0,0.0
Hydro,2013,3,68663.79,,,0.0,0.0,2013 Q3,0.0,0.0,0.0
Hydro,2013,4,53148.91,,,0.0,0.0,2013 Q4,0.0,0.0,0.0
Hydro,2014,1,74605.87,,,0.0,0.0,2014 Q1,0.0,0.0,0.0
Hydro,2014,2,57665.39,,,0.0,0.0,2014 Q2,0.0,0.0,0.0
Hydro,2014,3,38895.52,,,0.0,0.0,2014 Q3,0.0,0.0,0.0
Hydro,2014,4,40221.23,,,0.0,0.0,2014 Q4,0.0,0.0,0.0
Hydro,2015,1,57623.88,,,0.0,0.0,2015 Q1,0.0,0.0,0.0
Hydro,2015,2,56586.31,,,0.0,0.0,2015 Q2,0.0,0.0,0.0
Hydro,2015,3,42888.62,,,0.0,0.0,2015 Q3,0.0,0.0,0.0
Hydro,2015,4,87195.19,,,0.0,0.0,2015 Q4,0.0,0.0,0.0
Hydro,2016,1,22775.66,,,0.0,0.0,2016 Q1,0.0,0.0,0.0
Hydro,2016,2,,,,0.0,0.0,2016 Q2,0.0,,
Hydro,2016,3,,,,0.0,0.0,2016 Q3,0.0,,
Hydro,2016,4,,,,0.0,0.0,2016 Q4,0.0,,
Hydro,2017,1,66327.79,,,0.0,0.0,2017 Q1,0.0,0.0,0.0
Natural Gas,2001,1,6822513.0,61033000.0,58519000.0,3239021310.0,3105603330.0,2001 Q1,3315314865.12,485.937493284,1071.29779769
Natural Gas,2001,2,10514478.0,99349000.0,96875000.0,5272451430.0,5141156250.0,2001 Q2,5479335723.99,521.12294343,1148.86764108
Natural Gas,2001,3,14113972.0,135143000.0,132678000.0,7172039010.0,7041221460.0,2001 Q3,7381122761.91,522.965665647,1152.93010649
Natural Gas,2001,4,12118843.0,113757000.0,110887000.0,6037083990.0,5884773090.0,2001 Q4,6291039166.33,519.112192998,1144.43474068
Natural Gas,2002,1,11613559.0,104834000.0,101686000.0,5563540380.0,5396476020.0,2002 Q1,5768601068.89,496.712598514,1095.05259468
Natural Gas,2002,2,16144707.0,147262000.0,144072000.0,7815194340.0,7645901040.0,2002 Q2,8024737618.45,497.050681592,1095.79793264
Natural Gas,2002,3,20505676.0,178490000.0,175811000.0,9472464300.0,9330289770.0,2002 Q3,9921559398.15,483.844541294,1066.68367574
Natural Gas,2002,4,14900094.0,127201000.0,124625000.0,6750557070.0,6613848750.0,2002 Q4,6970749497.89,467.832585344,1031.38371765
Natural Gas,2003,1,14080927.0,116431000.0,114339000.0,6178993170.0,6067970730.0,2003 Q1,6311151678.99,448.205695476,988.114276247
Natural Gas,2003,2,17849284.0,148025000.0,146070000.0,7855686750.0,7751934900.0,2003 Q2,8183231242.69,458.462717198,1010.72690634
Natural Gas,2003,3,19470883.0,166687000.0,164162000.0,8846079090.0,8712077340.0,2003 Q3,9017619809.59,463.133583083,1021.02429727
Natural Gas,2003,4,16892324.0,141290000.0,138522000.0,7498260300.0,7351362540.0,2003 Q4,7989186759.3,472.947757768,1042.66062678
Natural Gas,2004,1,14720669.05,117993790.0,114447030.0,6261930435.3,6073703882.1,2004 Q1,6340769963.88,430.739251208,949.607753214
Natural Gas,2004,2,19962642.02,162102170.0,158243940.0,8602762161.9,8398005895.8,2004 Q2,8678726068.52,434.74836947,958.446255335
Natural Gas,2004,3,23777391.83,196129080.0,192063980.0,10408570275.6,10192835418.6,2004 Q3,10438521819.8,439.010379879,967.842283482
Natural Gas,2004,4,18116267.46,146832330.0,143122220.0,7792391753.1,7595496215.4,2004 Q4,7881098005.18,435.028795119,959.06448172
Natural Gas,2005,1,17274657.63,135572260.0,132637830.0,7194819838.2,7039089638.1,2005 Q1,7382929964.62,427.385023932,942.213023761
Natural Gas,2005,2,20679203.41,162167320.0,158952560.0,8606219672.4,8435612359.2,2005 Q2,8834998032.47,427.24073347,941.894921009
Natural Gas,2005,3,27442965.01,226271330.0,222891600.0,12008219483.1,11828857212.0,2005 Q3,12162360700.0,443.186831147,977.049687946
Natural Gas,2005,4,18198368.5,143321500.0,140675860.0,7606072005.0,7465667890.2,2005 Q4,7835491742.73,430.560120965,949.21284268
Natural Gas,2006,1,18889720.29,148004950.0,145321660.0,7854622696.5,7712220496.2,2006 Q1,8113950672.41,429.543187927,946.970912103
Natural Gas,2006,2,27169872.27,221732430.0,218751830.0,11767340060.1,11609159618.1,2006 Q2,12226754269.3,450.011474024,992.095295632
Natural Gas,2006,3,29301614.73,240760920.0,237879420.0,12777182024.4,12624260819.4,2006 Q3,13232128409.8,451.583591271,995.561185317
Natural Gas,2006,4,20824932.48,167116270.0,164207950.0,8868860448.9,8714515906.5,2006 Q4,9077434281.81,435.892615283,960.968859654
Natural Gas,2007,1,18325292.44,142823530.0,140290500.0,7579644737.1,7445216835.0,2007 Q1,7788784407.33,425.029201189,937.019376941
Natural Gas,2007,2,25380882.44,204216090.0,201091310.0,10837747896.3,10671915821.7,2007 Q2,11188537060.3,440.82537661,971.843625275
Natural Gas,2007,3,32002734.82,262674480.0,259422540.0,13940134653.6,13767554197.8,2007 Q3,14398475010.0,449.913893016,991.880168544
Natural Gas,2007,4,24598273.46,199843890.0,196751460.0,10605715242.3,10441599982.2,2007 Q4,10777027650.9,438.121304262,965.882227377
Natural Gas,2008,1,21018418.75,168506950.0,164946630.0,8942663836.5,8753717654.1,2008 Q1,9130926116.66,434.424978647,957.733307925
Natural Gas,2008,2,28075533.78,231296040.0,227237980.0,12274880842.8,12059519598.6,2008 Q2,12565003321.0,447.542811454,986.652882132
Natural Gas,2008,3,31772774.52,259060100.0,255055020.0,13748319507.0,13535769911.4,2008 Q3,14033637321.3,441.68749923,973.744260802
Natural Gas,2008,4,22496396.0,178571930.0,175214130.0,9476812325.1,9298613879.1,2008 Q4,9906738132.19,440.370010031,970.839724115
Natural Gas,2009,1,22731216.79,178979900.0,175498450.0,9498463293.0,9313702741.5,2009 Q1,9892902616.85,435.212188958,959.468791776
Natural Gas,2009,2,31070843.07,252824560.0,249087160.0,13417399399.2,13219055581.2,2009 Q2,13789198850.0,443.798670634,978.39854928
Natural Gas,2009,3,36536198.04,300259950.0,295591130.0,15934795546.5,15687021269.1,2009 Q3,16377960668.4,448.266692952,988.248751282
Natural Gas,2009,4,27984050.05,224861100.0,220521120.0,11933378577.0,11703055838.4,2009 Q4,12205339185.1,436.153421799,961.543833698
Natural Gas,2010,1,26365322.11,207868900.0,203247490.0,11031602523.0,10786344294.3,2010 Q1,11375440375.8,431.454633034,951.184883986
Natural Gas,2010,2,34117646.61,274984730.0,270161290.0,14593439621.1,14337459660.3,2010 Q2,15041179381.5,440.862160085,971.924718123
Natural Gas,2010,3,38630980.35,310646260.0,305620340.0,16485997018.2,16219271443.8,2010 Q3,16953438791.3,438.856033105,967.502010583
Natural Gas,2010,4,29520302.32,233583660.0,228905380.0,12396284836.2,12148008516.6,2010 Q4,12975512495.5,439.545379814,969.021744337
Natural Gas,2011,1,28209891.11,217349930.0,212886230.0,11534760785.1,11297872226.1,2011 Q1,12005499789.4,425.57767212,938.228535957
Natural Gas,2011,2,36570255.46,299246510.0,295448480.0,15881012285.7,15679450833.6,2011 Q2,16328959202.2,446.509300983,984.374404947
Natural Gas,2011,3,40784798.03,327910000.0,323452540.0,17402183700.0,17165626297.8,2011 Q3,18108814848.1,444.008937712,978.862104079
Natural Gas,2011,4,30798929.1,238791750.0,234016200.0,12672678172.5,12419239734.0,2011 Q4,13067750145.4,424.292354548,935.394924836
Natural Gas,2012,1,33243630.68,257249070.0,252293430.0,13652208144.9,13389212330.1,2012 Q1,14111748306.4,424.494798485,935.84123274
Natural Gas,2012,2,39323910.36,313094610.0,307737130.0,16615930952.7,16331609489.1,2012 Q2,17069255527.4,434.068112026,956.946559772
Natural Gas,2012,3,43617054.51,347183680.0,341906500.0,18425037897.6,18144977955.0,2012 Q3,18797250621.4,430.961027345,950.096680885
Natural Gas,2012,4,33515045.8,266064960.0,257849340.0,14120067427.2,13684064473.8,2012 Q4,14179907701.9,423.090804843,932.745988357
Natural Gas,2013,1,31190321.84,241825970.0,234909890.0,12833704227.9,12466667862.3,2013 Q1,13049966164.5,418.397932265,922.400081472
Natural Gas,2013,2,35339483.73,274710960.0,269375240.0,14578910647.2,14295743986.8,2013 Q2,14876128204.1,420.949222624,928.024656196
Natural Gas,2013,3,39931683.7,311179740.0,306038140.0,16514308801.8,16241444089.8,2013 Q3,16880903000.6,422.74458366,931.982709138
Natural Gas,2013,4,32504879.28,252387710.0,246435150.0,13394215769.7,13078313410.5,2013 Q4,13672585909.5,420.631800896,927.324868256
Natural Gas,2014,1,29428168.76,227812220.0,222155610.0,12089994515.4,11789798222.7,2014 Q1,12263874875.4,416.73931448,918.743492702
Natural Gas,2014,2,37097368.27,288939410.0,284432480.0,15334014488.7,15094831713.6,2014 Q2,15690781242.2,422.962112246,932.462272658
Natural Gas,2014,3,42406890.35,327835600.0,323137610.0,17398235292.0,17148912962.7,2014 Q3,17903482202.3,422.183330456,930.745370324
Natural Gas,2014,4,31101642.24,240756130.0,235058770.0,12776927819.1,12474568923.9,2014 Q4,12963208556.7,416.801417,918.880403918
Natural Gas,2015,1,33383564.44,253281510.0,247607900.0,13441649735.7,13140551253.0,2015 Q1,13758347458.0,412.129372306,908.580414187
Natural Gas,2015,2,40924644.65,320804120.0,315425750.0,17025074648.4,16739644552.5,2015 Q2,17520065565.4,428.105502569,943.801390964
Natural Gas,2015,3,44040571.64,344527330.0,339456630.0,18284065403.1,18014963354.1,2015 Q3,18784170008.5,426.519668319,940.305260776
Natural Gas,2015,4,37475371.02,295241350.0,288758230.0,15668458444.5,15324399266.1,2015 Q4,15984259083.1,426.527040242,940.321512917
Natural Gas,2016,1,34625179.36,269789130.0,263413290.0,14317709129.1,13979343300.3,2016 Q1,14454829545.4,417.465838808,920.345188235
Natural Gas,2016,2,41989212.59,335778200.0,329677100.0,17819749074.0,17495963697.0,2016 Q2,17938183045.0,427.209322075,941.825671447
Natural Gas,2016,3,47277357.72,368537530.0,362176300.0,19558286717.1,19220696241.0,2016 Q3,19782153571.5,418.427647514,922.465591709
Natural Gas,2016,4,34316517.06,263611730.0,257228640.0,13989874511.1,13651123924.8,2016 Q4,13983900301.8,407.497657102,898.369334847
Natural Gas,2017,1,32133217.44,249255920.0,242038750.0,13228011674.4,12844996462.5,2017 Q1,13484992267.9,419.658949282,925.180119586
Nuclear,2001,1,8448939.0,,,0.0,0.0,2001 Q1,0.0,0.0,0.0
Nuclear,2001,2,7715302.0,,,0.0,0.0,2001 Q2,0.0,0.0,0.0
Nuclear,2001,3,8477450.0,,,0.0,0.0,2001 Q3,0.0,0.0,0.0
Nuclear,2001,4,6941713.0,,,0.0,0.0,2001 Q4,0.0,0.0,0.0
Nuclear,2002,1,8478383.0,,,0.0,0.0,2002 Q1,0.0,0.0,0.0
Nuclear,2002,2,8382706.0,,,0.0,0.0,2002 Q2,0.0,0.0,0.0
Nuclear,2002,3,8643271.0,,,0.0,0.0,2002 Q3,0.0,0.0,0.0
Nuclear,2002,4,8199870.0,,,0.0,0.0,2002 Q4,0.0,0.0,0.0
Nuclear,2003,1,7978041.0,,,0.0,0.0,2003 Q1,0.0,0.0,0.0
Nuclear,2003,2,7210108.0,,,0.0,0.0,2003 Q2,0.0,0.0,0.0
Nuclear,2003,3,8569947.0,,,0.0,0.0,2003 Q3,0.0,0.0,0.0
Nuclear,2003,4,7221385.0,,,0.0,0.0,2003 Q4,0.0,0.0,0.0
Nuclear,2004,1,8465280.0,,,0.0,0.0,2004 Q1,0.0,0.0,0.0
Nuclear,2004,2,7888245.0,,,0.0,0.0,2004 Q2,0.0,0.0,0.0
Nuclear,2004,3,7698838.0,,,0.0,0.0,2004 Q3,0.0,0.0,0.0
Nuclear,2004,4,7163213.0,,,0.0,0.0,2004 Q4,0.0,0.0,0.0
Nuclear,2005,1,7442153.0,,,0.0,0.0,2005 Q1,0.0,0.0,0.0
Nuclear,2005,2,7296693.0,,,0.0,0.0,2005 Q2,0.0,0.0,0.0
Nuclear,2005,3,8330856.0,,,0.0,0.0,2005 Q3,0.0,0.0,0.0
Nuclear,2005,4,5689124.0,,,0.0,0.0,2005 Q4,0.0,0.0,0.0
Nuclear,2006,1,7642879.0,,,0.0,0.0,2006 Q1,0.0,0.0,0.0
Nuclear,2006,2,7258040.0,,,0.0,0.0,2006 Q2,0.0,0.0,0.0
Nuclear,2006,3,8540933.0,,,0.0,0.0,2006 Q3,0.0,0.0,0.0
Nuclear,2006,4,7984497.0,,,0.0,0.0,2006 Q4,0.0,0.0,0.0
Nuclear,2007,1,8496153.0,,,0.0,0.0,2007 Q1,0.0,0.0,0.0
Nuclear,2007,2,7157856.0,,,0.0,0.0,2007 Q2,0.0,0.0,0.0
Nuclear,2007,3,7725799.0,,,0.0,0.0,2007 Q3,0.0,0.0,0.0
Nuclear,2007,4,5909481.0,,,0.0,0.0,2007 Q4,0.0,0.0,0.0
Nuclear,2008,1,7779300.0,,,0.0,0.0,2008 Q1,0.0,0.0,0.0
Nuclear,2008,2,7833398.0,,,0.0,0.0,2008 Q2,0.0,0.0,0.0
Nuclear,2008,3,8399937.0,,,0.0,0.0,2008 Q3,0.0,0.0,0.0
Nuclear,2008,4,8120641.0,,,0.0,0.0,2008 Q4,0.0,0.0,0.0
Nuclear,2009,1,8300746.0,,,0.0,0.0,2009 Q1,0.0,0.0,0.0
Nuclear,2009,2,6849573.0,,,0.0,0.0,2009 Q2,0.0,0.0,0.0
Nuclear,2009,3,7775242.0,,,0.0,0.0,2009 Q3,0.0,0.0,0.0
Nuclear,2009,4,6192316.0,,,0.0,0.0,2009 Q4,0.0,0.0,0.0
Nuclear,2010,1,6733105.0,,,0.0,0.0,2010 Q1,0.0,0.0,0.0
Nuclear,2010,2,4868636.56,,,0.0,0.0,2010 Q2,0.0,0.0,0.0
Nuclear,2010,3,6253097.0,,,0.0,0.0,2010 Q3,0.0,0.0,0.0
Nuclear,2010,4,6081083.0,,,0.0,0.0,2010 Q4,0.0,0.0,0.0
Nuclear,2011,1,4657512.0,,,0.0,0.0,2011 Q1,0.0,0.0,0.0
