year,quarter,generation (MWh),final CO2 (kg),index (g/kWh),year_quarter,change since 2005,index (lb/MWh)
2001,1,160710084.0,84027253188.7,522.849911451,2001 Q1,0.122624365814,1152.67491478
2001,2,159285213.0,80967372301.4,508.31694152,2001 Q2,0.0914202558104,1120.63552927
2001,3,170751210.0,89690331835.6,525.269084978,2001 Q3,0.127818634929,1158.00822474
2001,4,154435142.0,80994368251.5,524.455555922,2001 Q4,0.126071885966,1156.21471859
2002,1,156867600.0,75006877245.2,478.154043571,2002 Q1,0.0266567291473,1054.13840446
2002,2,162879318.0,70334670282.2,431.820756287,2002 Q2,-0.0728266524393,951.992039309
2002,3,177270918.0,84808589295.2,478.412309543,2002 Q3,0.0272112585973,1054.70777762
2002,4,155191792.0,78620657597.6,506.603194566,2002 Q4,0.0877406260639,1116.85740274
2003,1,155867137.37,75866165244.9,486.736117215,2003 Q1,0.0450835181195,1073.05844401
2003,2,161259844.0,70058161213.0,434.44269494,2003 Q2,-0.0671970211558,957.772365265
2003,3,186213793.0,91251858476.3,490.038127715,2003 Q3,0.0521733489902,1080.33805636
2003,4,163794077.0,80900896144.1,493.918324922,2003 Q4,0.0605046192732,1088.89233912
2004,1,165716011.54,77791914067.6,469.429075348,2004 Q1,0.00792312758549,1034.90333951
2004,2,167910085.14,74691578583.7,444.830806449,2004 Q2,-0.0448924422712,980.673995897
2004,3,190240655.49,90512569752.5,475.779320247,2004 Q3,0.021557900198,1048.90308942
2004,4,168172752.5,83808633689.2,498.348468722,2004 Q4,0.0700166938951,1098.65903415
2005,1,163796061.61,77113495785.2,470.789682165,2005 Q1,0.0108445211466,1037.9029333
2005,2,170486707.71,73936466214.6,433.678773012,2005 Q2,-0.0688372573896,956.088222983
2005,3,195650211.37,91931651191.9,469.877597106,2005 Q3,0.00888616008053,1035.89215058
2005,4,170591632.24,83279995760.5,488.183357337,2005 Q4,0.0481909242576,1076.24902959
2006,1,171665383.54,74270350945.1,432.646054863,2006 Q1,-0.0710546328392,953.811492551
2006,2,181077551.71,68988426326.0,380.988287474,2006 Q2,-0.181970341314,839.926778565
2006,3,202541217.66,93494234183.6,461.60596477,2006 Q3,-0.00887407245041,1017.65650993
2006,4,175568228.76,83998169465.4,478.436047676,2006 Q4,0.0272622273468,1054.76011071
2007,1,175743350.03,78117030657.7,444.494944727,2007 Q1,-0.0456135795321,979.933555144
2007,2,179688795.53,76030148449.2,423.121253748,2007 Q2,-0.0915055759813,932.813116013
2007,3,206517415.02,97433933844.2,471.795242231,2007 Q3,0.0130035847835,1040.11979102
2007,4,178291207.12,87107532446.3,488.568863565,2007 Q4,0.0490186545019,1077.09891662
2008,1,181161494.25,82557560067.4,455.712514456,2008 Q1,-0.021528049769,1004.66380937
2008,2,187779372.77,74928944029.9,399.026490102,2008 Q2,-0.143240056883,879.693800078
2008,3,208667374.76,94723797038.1,453.946368698,2008 Q3,-0.0253201863237,1000.77016443
2008,4,179610387.4,86255108473.0,480.234521631,2008 Q4,0.0311237765968,1058.72502639
2009,1,176052175.04,78391127650.3,445.272133857,2009 Q1,-0.0439448569491,981.646946302
2009,2,176226609.59,64576046972.8,366.437549488,2009 Q2,-0.21321260156,807.848221602
2009,3,205187034.74,92031279837.7,448.523855098,2009 Q3,-0.0369630034274,988.815690949
2009,4,177773020.77,84208237160.8,473.684008946,2009 Q4,0.0170590039195,1044.28376612
2010,1,170512347.26,78557244279.0,460.712936871,2010 Q1,-0.0107915154037,1015.68774063
2010,2,175751813.93,69096061545.6,393.145652387,2010 Q2,-0.15586695337,866.728905251
2010,3,204253416.41,89515645215.3,438.257762287,2010 Q3,-0.0590055928571,966.183062737
2010,4,178255506.2,79727198897.4,447.263597052,2010 Q4,-0.0396689355858,986.037326061
2011,1,179770036.3,68304062165.1,379.952430176,2011 Q1,-0.184194456908,837.643127567
2011,2,176295969.37,57870871893.4,328.259756024,2011 Q2,-0.295185114584,723.681458131
2011,3,205386296.61,84083192766.2,409.390471292,2011 Q3,-0.120987288819,902.542233011
2011,4,179157223.66,77705699993.4,433.72909228,2011 Q4,-0.0687292156085,956.19915684
2012,1,176236147.65,70948818561.9,402.578128879,2012 Q1,-0.135614242776,887.523742928
2012,2,181173601.59,61627395110.3,340.156593286,2012 Q2,-0.269641112196,749.909225559
2012,3,208397338.12,86461534246.8,414.887901289,2012 Q3,-0.109183616812,914.661867182
2012,4,178975197.97,79023637179.4,441.534011839,2012 Q4,-0.0519710739719,973.405882501
2013,1,176958764.36,75958464625.5,429.243868764,2013 Q1,-0.0783595532926,946.311033076
2013,2,184791136.68,69995556963.2,378.782003406,2013 Q2,-0.186707510048,835.062804708
2013,3,207840807.31,89727180386.7,431.711084786,2013 Q3,-0.0730621309117,951.75025752
2013,4,180992996.79,80886759051.8,446.905463119,2013 Q4,-0.0404378940773,985.247783993
2014,1,177839713.21,74422413355.4,418.480282115,2014 Q1,-0.101470324415,922.581629951
