fuel category 1,year,month,generation (MWh),quarter,total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),datetime,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,4343537.0,1,46607000.0,44153000.0,4439316750.0,4205573250.0,2001-01-01,4466608198.18,1028.33432711,2267.06585755
Coal,2001,2,3846048.0,1,41410000.0,39243000.0,3944302500.0,3737895750.0,2001-02-01,4004241926.62,1041.13155286,2295.27862144
Coal,2001,3,4081179.0,1,43746000.0,41227000.0,4166806500.0,3926871750.0,2001-03-01,4236772839.3,1038.124728,2288.64977535
Coal,2001,4,3357160.0,2,36195000.0,34084000.0,3447573750.0,3246501000.0,2001-04-01,3463310485.97,1031.61913223,2274.30753892
Coal,2001,5,2814136.0,2,31391000.0,29065000.0,2989992750.0,2768441250.0,2001-05-01,2954009231.09,1049.70379225,2314.17698038
Coal,2001,6,3547678.0,2,37739000.0,35682000.0,3594639750.0,3398710500.0,2001-06-01,3620948473.53,1020.65307887,2250.13177767
Coal,2001,7,3917291.0,3,41873000.0,39852000.0,3988403250.0,3795903000.0,2001-07-01,4034949396.43,1030.03565383,2270.81660244
Coal,2001,8,4106141.0,3,44529000.0,42029000.0,4241387250.0,4003262250.0,2001-08-01,4246371408.23,1034.15138648,2279.89014663
Coal,2001,9,2759219.0,3,31154000.0,29254000.0,2967418500.0,2786443500.0,2001-09-01,2933472674.15,1063.15325973,2343.82767639
Coal,2001,10,3273608.0,4,35419000.0,33753000.0,3373659750.0,3214973250.0,2001-10-01,3398433551.3,1038.13087923,2288.66333635
Coal,2001,11,2993404.0,4,33080000.0,31023000.0,3150870000.0,2954940750.0,2001-11-01,3155161943.49,1054.03812632,2323.73245329
Coal,2001,12,3414447.0,4,38537000.0,36581000.0,3670649250.0,3484340250.0,2001-12-01,3601131267.47,1054.67481776,2325.13610323
Coal,2002,1,3653685.0,1,39470000.0,36483000.0,3759517500.0,3475005750.0,2002-01-01,3670431259.03,1004.58338883,2214.70453902
Coal,2002,2,3104914.0,1,33425000.0,31161000.0,3183731250.0,2968085250.0,2002-02-01,3139153612.2,1011.02755574,2228.91134938
Coal,2002,3,3264052.0,1,35475000.0,32844000.0,3378993750.0,3128391000.0,2002-03-01,3352872253.45,1027.21165394,2264.59081227
Coal,2002,4,3077994.0,2,33159000.0,30855000.0,3158394750.0,2938938750.0,2002-04-01,3165401858.22,1028.39767011,2267.20550353
Coal,2002,5,2743876.0,2,30338000.0,28178000.0,2889694500.0,2683954500.0,2002-05-01,2889958182.48,1053.23935283,2321.97147724
Coal,2002,6,3472155.0,2,37054000.0,34847000.0,3529393500.0,3319176750.0,2002-06-01,3565554063.05,1026.89945093,2263.90252952
Coal,2002,7,3792548.0,3,44669000.0,42464000.0,4254722250.0,4044696000.0,2002-07-01,4179943284.82,1102.14644213,2429.79204633
Coal,2002,8,3883663.0,3,41595000.0,39332000.0,3961923750.0,3746373000.0,2002-08-01,3974100915.53,1023.28675674,2255.9379839
Coal,2002,9,3491127.0,3,37029000.0,34576000.0,3527012250.0,3293364000.0,2002-09-01,3570109594.94,1022.62381029,2254.47645216
Coal,2002,10,3712461.0,4,39751000.0,37720000.0,3786282750.0,3592830000.0,2002-10-01,3830452364.06,1031.78251948,2274.66774245
Coal,2002,11,3933273.0,4,43622000.0,41597000.0,4154995500.0,3962114250.0,2002-11-01,4046706595.98,1028.83949219,2268.17954449
Coal,2002,12,4165751.0,4,44121000.0,41967000.0,4202525250.0,3997356750.0,2002-12-01,4285412845.75,1028.72515562,2267.92747808
Coal,2003,1,4116353.0,1,43651000.0,41632000.0,4157757750.0,3965448000.0,2003-01-01,4244363816.84,1031.09811448,2273.15890318
Coal,2003,2,3866642.0,1,40690000.0,38730000.0,3875722500.0,3689032500.0,2003-02-01,3944173380.14,1020.05134691,2248.80519941
Coal,2003,3,3639739.0,1,39749000.0,37726000.0,3786092250.0,3593401500.0,2003-03-01,3846031752.42,1056.67789707,2329.55209189
Coal,2003,4,3205630.0,2,34140000.0,32153000.0,3251835000.0,3062573250.0,2003-04-01,3230263118.51,1007.68432992,2221.54087373
Coal,2003,5,2998313.0,2,31681000.0,29705000.0,3017615250.0,2829401250.0,2003-05-01,3043725908.17,1015.14615324,2237.99120944
Coal,2003,6,3191494.0,2,34317000.0,32441000.0,3268694250.0,3090005250.0,2003-06-01,3302248150.29,1034.70291666,2281.10605006
Coal,2003,7,3871581.0,3,41412000.0,39339000.0,3944493000.0,3747039750.0,2003-07-01,3947564757.23,1019.62602803,2247.8675414
Coal,2003,8,3942428.0,3,42222000.0,40085000.0,4021645500.0,3818096250.0,2003-08-01,4054848296.39,1028.51549765,2267.46526613
Coal,2003,9,3500281.0,3,37563000.0,35552000.0,3577875750.0,3386328000.0,2003-09-01,3598701048.17,1028.11775631,2266.58840556
Coal,2003,10,3625473.0,4,38224000.0,36562000.0,3640836000.0,3482530500.0,2003-10-01,3703188363.73,1021.43592401,2251.85763807
Coal,2003,11,3420893.0,4,36918000.0,35432000.0,3516439500.0,3374898000.0,2003-11-01,3556172142.7,1039.54497925,2291.78086125
Coal,2003,12,3598861.0,4,38533000.0,36695000.0,3670268250.0,3495198750.0,2003-12-01,3736809425.93,1038.33113475,2289.10481967
Coal,2004,1,3801052.34,1,40891310.0,38303120.0,3894897277.5,3648372180.0,2004-01-01,3915086402.94,1030.0006558,2270.73944578
Coal,2004,2,3858935.2,1,40577160.0,38226470.0,3864974490.0,3641071267.5,2004-02-01,3934807442.52,1019.66144508,2247.94562183
Coal,2004,3,3724914.53,1,39790580.0,37419940.0,3790052745.0,3564249285.0,2004-03-01,3870717627.2,1039.14266919,2290.89392849
Coal,2004,4,3212874.29,2,34265470.0,32097550.0,3263786017.5,3057291637.5,2004-04-01,3333093228.01,1037.41787794,2287.0914537
Coal,2004,5,2989279.9,2,32084910.0,29960850.0,3056087677.5,2853770962.5,2004-05-01,3094422779.07,1035.1733135,2282.14308695
Coal,2004,6,3504358.45,2,37614120.0,35463340.0,3582744930.0,3377883135.0,2004-06-01,3592114860.47,1025.04207595,2259.80776064
Coal,2004,7,3961332.4,3,42074130.0,39763950.0,4007560882.5,3787516237.5,2004-07-01,4054793528.54,1023.59335675,2256.6139143
Coal,2004,8,3832929.36,3,41450850.0,39175850.0,3948193462.5,3731499712.5,2004-08-01,3930694728.54,1025.50669719,2260.83206463
Coal,2004,9,3402522.42,3,36457640.0,34240440.0,3472590210.0,3261401910.0,2004-09-01,3415957510.34,1003.94856776,2213.30501249
Coal,2004,10,3078331.64,4,33330840.0,31315860.0,3174762510.0,2982835665.0,2004-10-01,3176813154.62,1031.99184693,2275.12922574
Coal,2004,11,3136745.33,4,34661640.0,32564290.0,3301521210.0,3101748622.5,2004-11-01,3281462504.07,1046.13609294,2306.31163049
Coal,2004,12,3566346.82,4,37863340.0,35441650.0,3606483135.0,3375817162.5,2004-12-01,3668563968.54,1028.66158388,2267.78732783
Coal,2005,1,3527829.5,1,38163020.0,35665650.0,3635027655.0,3397153162.5,2005-01-01,3606881542.08,1022.40812434,2254.00095092
Coal,2005,2,3284597.28,1,35243880.0,32842500.0,3356979570.0,3128248125.0,2005-02-01,3358112652.91,1022.38185282,2253.94303274
Coal,2005,3,3535001.17,1,37955420.0,35477380.0,3615253755.0,3379220445.0,2005-03-01,3589930612.97,1015.53873403,2238.85669304
Coal,2005,4,3204670.34,2,34188190.0,31980450.0,3256425097.5,3046137862.5,2005-04-01,3193654710.02,996.562632404,2197.0219794
Coal,2005,5,2473635.74,2,27395680.0,25161040.0,2609438520.0,2396589060.0,2005-05-01,2625114525.51,1061.23730469,2339.60376192
Coal,2005,6,3496542.4,2,37335430.0,35093310.0,3556199707.5,3342637777.5,2005-06-01,3515284548.43,1005.36019481,2216.41708548
Coal,2005,7,3926444.62,3,42572120.0,40149020.0,4054994430.0,3824194155.0,2005-07-01,4011648776.18,1021.70007842,2252.43999289
Coal,2005,8,3762349.11,3,40756130.0,38469920.0,3882021382.5,3664259880.0,2005-08-01,3830725747.44,1018.17392152,2244.66622737
Coal,2005,9,3499157.22,3,37659800.0,35633820.0,3587095950.0,3394121355.0,2005-09-01,3545085358.07,1013.12548571,2233.53644579
Coal,2005,10,3181573.91,4,34501010.0,32337460.0,3286221202.5,3080143065.0,2005-10-01,3260308657.8,1024.74710632,2259.15747058
Coal,2005,11,3302059.4,4,35884930.0,33807460.0,3418039582.5,3220160565.0,2005-11-01,3396571558.38,1028.62218601,2267.70047129
Coal,2005,12,3827075.66,4,40986320.0,38641450.0,3903946980.0,3680598112.5,2005-12-01,3850489188.29,1006.11786397,2218.08744291
Coal,2006,1,3745810.57,1,39870210.0,37546070.0,3797637502.5,3576263167.5,2006-01-01,3792047184.63,1012.34355389,2231.81259891
Coal,2006,2,3451509.77,1,37370980.0,34997740.0,3559585845.0,3333534735.0,2006-02-01,3509731866.67,1016.86858811,2241.78848935
Coal,2006,3,3525436.26,1,38609720.0,36136260.0,3677575830.0,3441978765.0,2006-03-01,3685203738.86,1045.31849878,2304.50916242
Coal,2006,4,2767000.36,2,30638080.0,28702780.0,2918277120.0,2733939795.0,2006-04-01,2903908725.57,1049.47898365,2313.68136735
Coal,2006,5,2895453.25,2,31885010.0,29724430.0,3037047202.5,2831251957.5,2006-05-01,2952449058.6,1019.68458948,2247.99664598
Coal,2006,6,3478823.51,2,37303600.0,35043660.0,3553167900.0,3337908615.0,2006-06-01,3525062809.51,1013.29164856,2233.90276843
Coal,2006,7,4012042.06,3,43285210.0,41056550.0,4122916252.5,3910636387.5,2006-07-01,4074334311.12,1015.52632056,2238.8293263
Coal,2006,8,3911622.31,3,42589310.0,40200830.0,4056631777.5,3829129057.5,2006-08-01,3978509818.05,1017.09968467,2242.29796482
Coal,2006,9,3122126.3,3,33889790.0,32167760.0,3228002497.5,3063979140.0,2006-09-01,3223360280.87,1032.42469111,2276.08347401
Coal,2006,10,2901637.86,4,31619650.0,29392280.0,3011771662.5,2799614670.0,2006-10-01,2941437196.17,1013.71616242,2234.83865167
Coal,2006,11,3237131.42,4,34945180.0,32634550.0,3328528395.0,3108440887.5,2006-11-01,3368148163.0,1040.47309979,2293.8269958
Coal,2006,12,3545798.42,4,38223990.0,36053780.0,3640835047.5,3434122545.0,2006-12-01,3640358235.26,1026.66813058,2263.39256067
Coal,2007,1,3679363.01,1,39728190.0,37543070.0,3784110097.5,3575977417.5,2007-01-01,3720286939.36,1011.12255824,2229.12079189
Coal,2007,2,3659786.52,1,39158020.0,36891620.0,3729801405.0,3513926805.0,2007-02-01,3642100371.47,995.167437109,2193.94613185
Coal,2007,3,3726116.81,1,40130120.0,37678590.0,3822393930.0,3588885697.5,2007-03-01,3707683439.5,995.052927365,2193.69368367
Coal,2007,4,3242569.09,2,34601340.0,32812300.0,3295777635.0,3125371575.0,2007-04-01,3257095525.04,1004.47991535,2214.47642138
Coal,2007,5,3220895.97,2,34232230.0,32328160.0,3260619907.5,3079257240.0,2007-05-01,3171759155.08,984.744364495,2170.96742597
Coal,2007,6,3557672.99,2,38275040.0,36194440.0,3645697560.0,3447520410.0,2007-06-01,3546309085.68,996.805804145,2197.55807582
Coal,2007,7,3749974.14,3,40161380.0,38068590.0,3825371445.0,3626033197.5,2007-07-01,3742645273.02,998.045621994,2200.29137825
Coal,2007,8,3852745.19,3,41002880.0,38798790.0,3905524320.0,3695584747.5,2007-08-01,3835928246.94,995.635075192,2194.97708677
Coal,2007,9,3223510.6,3,35087700.0,33197790.0,3342103425.0,3162089497.5,2007-09-01,3284013768.69,1018.7693407,2245.9788885
Coal,2007,10,3087670.83,4,32999000.0,31080500.0,3143154750.0,2960417625.0,2007-10-01,3075787987.5,996.151519007,2196.1156388
Coal,2007,11,3022831.74,4,32772100.0,30676600.0,3121542525.0,2921946150.0,2007-11-01,3019911968.45,999.034093923,2202.47056346
Coal,2007,12,3448467.3,4,37315460.0,35284970.0,3554297565.0,3360893392.5,2007-12-01,3507289658.18,1017.05753689,2242.20504582
Coal,2008,1,3580693.54,1,38683400.0,36369790.0,3684593850.0,3464222497.5,2008-01-01,3567167787.07,996.222588507,2196.27231862
Coal,2008,2,3328802.04,1,35997410.0,33760200.0,3428753302.5,3215659050.0,2008-02-01,3361257883.09,1009.75000697,2226.09486536
Coal,2008,3,3345101.74,1,36020900.0,33925460.0,3430990725.0,3231400065.0,2008-03-01,3362643527.91,1005.24402224,2216.16097143
Coal,2008,4,2690227.67,2,28723700.0,26782580.0,2735932425.0,2551040745.0,2008-04-01,2647891586.92,984.263011064,2169.90623419
Coal,2008,5,2581852.35,2,27987650.0,26119030.0,2665823662.5,2487837607.5,2008-05-01,2576870623.82,998.070483705,2200.34618838
Coal,2008,6,3202589.28,2,34158250.0,32259010.0,3253573312.5,3072670702.5,2008-06-01,3158147842.33,986.123279077,2174.00738105
Coal,2008,7,3383357.97,3,36299980.0,34283270.0,3457573095.0,3265481467.5,2008-07-01,3385951622.77,1000.76659129,2206.29002717
Coal,2008,8,3368315.6,3,36352670.0,34331530.0,3462591817.5,3270078232.5,2008-08-01,3405197181.15,1010.94956219,2228.73940481
Coal,2008,9,3136494.78,3,33415430.0,31619430.0,3182819707.5,3011750707.5,2008-09-01,3110088042.11,991.580812422,2186.03905907
Coal,2008,10,3118114.24,4,33112110.0,31377020.0,3153928477.5,2988661155.0,2008-10-01,3087137481.2,990.06554718,2182.69850531
Coal,2008,11,3195037.59,4,33511630.0,31760640.0,3191982757.5,3025200960.0,2008-11-01,3141919865.64,983.374929758,2167.94837014
Coal,2008,12,3041403.6,4,32899650.0,30948150.0,3133691662.5,2947811287.5,2008-12-01,3030752582.53,996.497992744,2196.8794748
Coal,2009,1,3390999.63,1,36161620.0,34209600.0,3444394305.0,3258464400.0,2009-01-01,3353829600.44,989.038621758,2180.43454553
Coal,2009,2,2909455.45,1,31080020.0,29323360.0,2960371905.0,2793050040.0,2009-02-01,2893505286.27,994.517818196,2192.51398199
Coal,2009,3,2606470.02,1,28038040.0,26480920.0,2670623310.0,2522307630.0,2009-03-01,2650260832.91,1016.80081205,2241.63907024
Coal,2009,4,1985309.23,2,21454330.0,20127800.0,2043524932.5,1917172950.0,2009-04-01,2049303622.26,1032.23396703,2275.66300371
Coal,2009,5,1886006.2,2,20857830.0,19653700.0,1986708307.5,1872014925.0,2009-05-01,1973012664.78,1046.13265046,2306.3040412
Coal,2009,6,2137677.22,2,23476990.0,22190810.0,2236183297.5,2113674652.5,2009-06-01,2190207071.44,1024.57333172,2258.77436711
Coal,2009,7,2170694.56,3,23579620.0,22223340.0,2245958805.0,2116773135.0,2009-07-01,2205692583.19,1016.12296075,2240.14467927
Coal,2009,8,2323562.36,3,25392210.0,23969950.0,2418608002.5,2283137737.5,2009-08-01,2370402463.04,1020.15874583,2249.04197106
Coal,2009,9,1732441.88,3,19121670.0,17914470.0,1821339067.5,1706353267.5,2009-09-01,1788111304.73,1032.13350206,2275.44151865
Coal,2009,10,1716681.34,4,18966980.0,17663380.0,1806604845.0,1682436945.0,2009-10-01,1801340179.78,1049.31540747,2313.32074731
Coal,2009,11,1607508.49,4,18025900.0,16732170.0,1716966975.0,1593739192.5,2009-11-01,1689588498.62,1051.06038887,2317.16773331
Coal,2009,12,2731488.17,4,29475270.0,27991230.0,2807519467.5,2666164657.5,2009-12-01,2866395515.14,1049.38968677,2313.48450346
Coal,2010,1,3139415.59,1,33618400.0,31789150.0,3202152600.0,3027916537.5,2010-01-01,3170670464.16,1009.9556345,2226.54819182
Coal,2010,2,2797244.94,1,29927880.0,28319280.0,2850630570.0,2697411420.0,2010-02-01,2849155052.84,1018.55758575,2245.51205355
Coal,2010,3,2174280.07,1,23481860.0,21884340.0,2236647165.0,2084483385.0,2010-03-01,2233085482.47,1027.04592352,2264.22544298
Coal,2010,4,1676376.92,2,18061660.0,16642460.0,1720373115.0,1585194315.0,2010-04-01,1661407636.65,991.070454876,2184.91392482
Coal,2010,5,1824332.01,2,19876670.0,18627610.0,1893252817.5,1774279852.5,2010-05-01,1881807593.97,1031.50500219,2274.05592783
Coal,2010,6,2395101.18,2,25837610.0,24488740.0,2461032352.5,2332552485.0,2010-06-01,2471942789.92,1032.08282413,2275.32979407
Coal,2010,7,3088116.71,3,33080690.0,31405550.0,3150935722.5,2991378637.5,2010-07-01,3126463728.31,1012.41760656,2231.97585542
Coal,2010,8,2849603.82,3,30817050.0,29392330.0,2935324012.5,2799619432.5,2010-08-01,2933323659.11,1029.3794662,2269.36997118
Coal,2010,9,2182743.99,3,23887680.0,22529220.0,2275301520.0,2145908205.0,2010-09-01,2249109194.8,1030.40448403,2271.6297255
Coal,2010,10,1569824.63,4,17260310.0,15957220.0,1644044527.5,1519925205.0,2010-10-01,1608952094.31,1024.9247359,2259.54907276
Coal,2010,11,1261487.7,4,14525510.0,13148520.0,1383554827.5,1252396530.0,2010-11-01,1337908885.42,1060.58020654,2338.15512335
Coal,2010,12,2704363.64,4,29811490.0,28297990.0,2839544422.5,2695383547.5,2010-12-01,2831208107.07,1046.90362834,2308.00373904
Coal,2011,1,2720224.6,1,29760580.0,27936150.0,2834695245.0,2660918287.5,2011-01-01,2800435106.27,1029.48672189,2269.60642709
Coal,2011,2,2216421.05,1,24324680.0,22916140.0,2316925770.0,2182762335.0,2011-02-01,2304830782.44,1039.88850965,2292.53820837
Coal,2011,3,1392207.6,1,15870700.0,14626090.0,1511684175.0,1393135072.5,2011-03-01,1502395535.9,1079.14619623,2379.0857042
Coal,2011,4,1275793.42,2,13729300.0,12548270.0,1307715825.0,1195222717.5,2011-04-01,1284672531.84,1006.95967835,2219.94330689
Coal,2011,5,1016421.63,2,11670900.0,10534600.0,1111653225.0,1003420650.0,2011-05-01,1070379203.91,1053.08581825,2321.6329949
Coal,2011,6,1447675.82,2,16353160.0,15292550.0,1557638490.0,1456615387.5,2011-06-01,1550648275.97,1071.12949912,2361.41209377
Coal,2011,7,2164577.36,3,23999920.0,22741190.0,2285992380.0,2166098347.5,2011-07-01,2283228717.78,1054.815023,2325.44519971
Coal,2011,8,1492019.48,3,17124530.0,15930380.0,1631111482.5,1517368695.0,2011-08-01,1633144941.8,1094.58687617,2413.12622721
Coal,2011,9,850978.82,3,9821750.0,8809230.0,935521687.5,839079157.5,2011-09-01,924070822.882,1085.89168281,2393.95680391
Coal,2011,10,661223.3,4,8001700.0,7044560.0,762161925.0,670994340.0,2011-10-01,727517435.038,1100.25982907,2425.63281918
