fuel category 1,year,month,generation (MWh),quarter,total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),datetime,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,6216301.0,1,68220000.0,67526000.0,6497955000.0,6431851500.0,2001-01-01,6550802060.82,1053.81030629,2323.23020125
Coal,2001,2,5250382.0,1,59392000.0,58663000.0,5657088000.0,5587650750.0,2001-02-01,5359401042.72,1020.76402112,2250.37636096
Coal,2001,3,4755541.0,1,52040000.0,51371000.0,4956810000.0,4893087750.0,2001-03-01,4890788346.39,1028.43994961,2267.2987129
Coal,2001,4,4535619.0,2,49526000.0,48829000.0,4717351500.0,4650962250.0,2001-04-01,4698861185.87,1035.99115928,2283.94610975
Coal,2001,5,5685176.0,2,59351000.0,58634000.0,5653182750.0,5584888500.0,2001-05-01,5642068235.59,992.41751453,2187.88365253
Coal,2001,6,5835003.0,2,63637000.0,62876000.0,6061424250.0,5988939000.0,2001-06-01,6131452410.42,1050.80535698,2316.60549001
Coal,2001,7,6030940.0,3,65625000.0,64865000.0,6250781250.0,6178391250.0,2001-07-01,6492295831.02,1076.49816298,2373.2478501
Coal,2001,8,6389773.0,3,68497000.0,67763000.0,6524339250.0,6454425750.0,2001-08-01,6752309190.54,1056.73694364,2329.68226594
Coal,2001,9,5461421.0,3,60201000.0,59458000.0,5734145250.0,5663374500.0,2001-09-01,5785438462.96,1059.32841708,2335.3954283
Coal,2001,10,5282618.0,4,57981000.0,57230000.0,5522690250.0,5451157500.0,2001-10-01,5509629161.07,1042.97323052,2299.33878401
Coal,2001,11,5157369.0,4,56137000.0,55377000.0,5347049250.0,5274659250.0,2001-11-01,5398315108.65,1046.71880345,2307.59627409
Coal,2001,12,5783626.0,4,65016000.0,64257000.0,6192774000.0,6120479250.0,2001-12-01,6072648620.42,1049.972564,2314.76951459
Coal,2002,1,6395956.0,1,68721000.0,68193000.0,6545675250.0,6495383250.0,2002-01-01,6787515528.49,1061.21985962,2339.56530253
Coal,2002,2,5171132.0,1,56050000.0,55587000.0,5338762500.0,5294661750.0,2002-02-01,5592439277.1,1081.47293032,2384.21522218
Coal,2002,3,5297899.0,1,57768000.0,57296000.0,5502402000.0,5457444000.0,2002-03-01,5702859858.77,1076.43801038,2373.11523769
Coal,2002,4,5266400.0,2,57072000.0,56623000.0,5436108000.0,5393340750.0,2002-04-01,5675938884.6,1077.76448515,2376.03958396
Coal,2002,5,5503208.0,2,59425000.0,58965000.0,5660231250.0,5616416250.0,2002-05-01,5883757598.83,1069.15050255,2357.04919792
Coal,2002,6,6075708.0,2,66559000.0,66138000.0,6339744750.0,6299644500.0,2002-06-01,6521938578.35,1073.44503362,2366.51692113
Coal,2002,7,6724651.0,3,72631000.0,72185000.0,6918102750.0,6875621250.0,2002-07-01,7200707275.71,1070.79271113,2360.66961096
Coal,2002,8,6583481.0,3,72306000.0,71857000.0,6887146500.0,6844379250.0,2002-08-01,6966312420.21,1058.1503038,2332.79815976
Coal,2002,9,5985165.0,3,65144000.0,64717000.0,6204966000.0,6164294250.0,2002-09-01,6259930224.71,1045.90771093,2305.80813952
Coal,2002,10,5899245.0,4,63304000.0,62862000.0,6029706000.0,5987605500.0,2002-10-01,6247499720.75,1059.03377818,2334.74586737
Coal,2002,11,6031857.0,4,65631000.0,65162000.0,6251352750.0,6206680500.0,2002-11-01,6393490649.8,1059.95394947,2336.77447701
Coal,2002,12,6399265.0,4,69259000.0,68696000.0,6596919750.0,6543294000.0,2002-12-01,6783869473.25,1060.10135121,2337.09943888
Coal,2003,1,6595712.0,1,70073000.0,70019000.0,6674453250.0,6669309750.0,2003-01-01,7022219866.63,1064.66441631,2347.1591722
Coal,2003,2,5487439.0,1,58696000.0,58215000.0,5590794000.0,5544978750.0,2003-02-01,5766222071.27,1050.80385792,2316.60218516
Coal,2003,3,5676812.0,1,61333000.0,60824000.0,5841968250.0,5793486000.0,2003-03-01,6096129607.77,1073.86498052,2367.44273604
Coal,2003,4,5428742.0,2,58846000.0,58426000.0,5605081500.0,5565076500.0,2003-04-01,5801084895.68,1068.5873257,2355.80761823
Coal,2003,5,5667952.0,2,61122000.0,60789000.0,5821870500.0,5790152250.0,2003-05-01,6151263960.58,1085.27100451,2392.58845655
Coal,2003,6,5913113.0,2,64296000.0,63913000.0,6124194000.0,6087713250.0,2003-06-01,6360417474.94,1075.64619092,2371.3695925
Coal,2003,7,6867935.0,3,73859000.0,73436000.0,7035069750.0,6994779000.0,2003-07-01,7216816600.69,1050.79861715,2316.59063137
Coal,2003,8,6518521.0,3,70945000.0,70505000.0,6757511250.0,6715601250.0,2003-08-01,6894863208.55,1057.73429411,2331.88102479
Coal,2003,9,5511482.0,3,59029000.0,58982000.0,5622512250.0,5618035500.0,2003-09-01,5945760948.55,1078.79531287,2378.31214674
Coal,2003,10,5894092.0,4,63252000.0,63206000.0,6024753000.0,6020371500.0,2003-10-01,6348037211.73,1077.01698781,2374.39165133
