fuel category,year,quarter,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),year_quarter,adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Coal,2001,1,57208064.0,609354000.0,600188000.0,58040968500.0,57167907000.0,2001 Q1,58889928070.8,1029.39907337,2269.41319715
Coal,2001,2,54828325.0,580588000.0,571680000.0,55301007000.0,54452520000.0,2001 Q2,56300042834.8,1026.84229064,2263.77651394
Coal,2001,3,60340249.0,642323000.0,633357000.0,61181265750.0,60327254250.0,2001 Q3,62978374951.5,1043.72083303,2300.9869485
Coal,2001,4,59112088.0,632669000.0,623425000.0,60261722250.0,59381231250.0,2001 Q4,61170713415.1,1034.82579426,2281.37694603
Coal,2002,1,55665557.0,591391000.0,582227000.0,56329992750.0,55457121750.0,2002 Q1,57955870737.1,1041.14418072,2295.30646081
Coal,2002,2,52022624.0,554000000.0,545087000.0,52768500000.0,51919536750.0,2002 Q2,54393918103.8,1045.58197802,2305.09002875
Coal,2002,3,57635092.0,615665000.0,606739000.0,58642091250.0,57791889750.0,2002 Q3,60451210836.5,1048.86118402,2312.3193663
Coal,2002,4,58215193.0,624695000.0,615660000.0,59502198750.0,58641615000.0,2002 Q4,60529051768.7,1039.74664773,2292.22545959
Coal,2003,1,57017643.0,609922000.0,598829000.0,58095070500.0,57038462250.0,2003 Q1,59009049303.7,1034.92614214,2281.59817295
Coal,2003,2,54072691.0,576857000.0,565633000.0,54945629250.0,53876543250.0,2003 Q2,55795184164.9,1031.85514042,2274.82784258
Coal,2003,3,61708310.0,658844000.0,646655000.0,62754891000.0,61593888750.0,2003 Q3,63861340951.8,1034.89045401,2281.5194949
Coal,2003,4,60487169.0,649126000.0,637711000.0,61829251500.0,60741972750.0,2003 Q4,62335287792.9,1030.55389802,2271.95912356
Coal,2004,1,58669252.48,627757720.0,614145210.0,59793922830.0,58497331252.5,2004 Q1,59888360344.9,1020.77933182,2250.41011493
Coal,2004,2,54500446.65,582023020.0,569408320.0,55437692655.0,54236142480.0,2004 Q2,55972475538.1,1027.00948301,2264.14510625
Coal,2004,3,62095354.26,664626090.0,651253350.0,63305635072.5,62031881587.5,2004 Q3,63572500887.8,1023.78835978,2257.04381797
Coal,2004,4,61560882.54,658851330.0,645614950.0,62755589182.5,61494823987.5,2004 Q4,63193122587.6,1026.51424054,2263.0532947
Coal,2005,1,58109503.75,623914430.0,611464460.0,59427849457.5,58241989815.0,2005 Q1,60105117629.5,1034.34229774,2280.3110296
Coal,2005,2,56009502.3,599585990.0,587412940.0,57110565547.5,55951082535.0,2005 Q2,57496681282.1,1026.55226204,2263.1371169
Coal,2005,3,62608950.15,670762370.0,657817970.0,63890115742.5,62657161642.5,2005 Q3,64598372096.7,1031.77536026,2274.65195924
Coal,2005,4,60648090.44,651715890.0,638437190.0,62075938522.5,60811142347.5,2005 Q4,63044878673.8,1039.51959932,2291.72490867
Coal,2006,1,55173334.51,591136610.0,578503250.0,56305762102.5,55102434562.5,2006 Q1,57283342027.0,1038.24324804,2288.91106464
Coal,2006,2,48638664.92,522294560.0,510211210.0,49748556840.0,48597617752.5,2006 Q2,50367814529.5,1035.55092666,2282.97557292
Coal,2006,3,60021587.32,642943690.0,630035400.0,61240386472.5,60010871850.0,2006 Q3,62603040716.4,1043.00874921,2299.41708851
Coal,2006,4,57884773.8,620097210.0,607326840.0,59064259252.5,57847881510.0,2006 Q4,60539365709.8,1045.85993406,2305.70281064
Coal,2007,1,56058824.36,601406190.0,587616590.0,57283939597.5,55970480197.5,2007 Q1,58662072618.4,1046.43779616,2306.97676541
Coal,2007,2,51730534.81,557237570.0,544595430.0,53076878542.5,51872714707.5,2007 Q2,54237678642.0,1048.46545355,2311.4469389
Coal,2007,3,60300893.9,647494670.0,634604850.0,61673867317.5,60446111962.5,2007 Q3,63350873909.6,1050.57934986,2316.10723471
Coal,2007,4,57760094.27,619432120.0,606568490.0,59000909430.0,57775648672.5,2007 Q4,60343749582.8,1044.73080152,2303.21352504
