"fuel category","generation (M MWh)","hovertext","date"
"Nuclear",57.509306,"57 Million MWh<br>0 lb/MWh","2006-10-01"
"Nuclear",61.392321,"61 Million MWh<br>0 lb/MWh","2006-11-01"
"Nuclear",70.489681,"70 Million MWh<br>0 lb/MWh","2006-12-01"
"Nuclear",74.006184,"74 Million MWh<br>0 lb/MWh","2007-01-01"
"Nuclear",65.224794,"65 Million MWh<br>0 lb/MWh","2007-02-01"
"Nuclear",64.305153,"64 Million MWh<br>0 lb/MWh","2007-03-01"
"Nuclear",57.301424,"57 Million MWh<br>0 lb/MWh","2007-04-01"
"Nuclear",65.024555,"65 Million MWh<br>0 lb/MWh","2007-05-01"
"Nuclear",68.923074,"68 Million MWh<br>0 lb/MWh","2007-06-01"
"Nuclear",72.738535,"72 Million MWh<br>0 lb/MWh","2007-07-01"
"Nuclear",72.75091,"72 Million MWh<br>0 lb/MWh","2007-08-01"
"Nuclear",67.578578,"67 Million MWh<br>0 lb/MWh","2007-09-01"
"Nuclear",61.689542,"61 Million MWh<br>0 lb/MWh","2007-10-01"
"Nuclear",64.899278,"64 Million MWh<br>0 lb/MWh","2007-11-01"
"Nuclear",71.982726,"71 Million MWh<br>0 lb/MWh","2007-12-01"
"Nuclear",70.73457,"70 Million MWh<br>0 lb/MWh","2008-01-01"
"Nuclear",65.130385,"65 Million MWh<br>0 lb/MWh","2008-02-01"
"Nuclear",64.716468,"64 Million MWh<br>0 lb/MWh","2008-03-01"
"Nuclear",57.332716,"57 Million MWh<br>0 lb/MWh","2008-04-01"
"Nuclear",64.825901,"64 Million MWh<br>0 lb/MWh","2008-05-01"
"Nuclear",70.319366,"70 Million MWh<br>0 lb/MWh","2008-06-01"
"Nuclear",74.31827,"74 Million MWh<br>0 lb/MWh","2008-07-01"
"Nuclear",72.617066,"72 Million MWh<br>0 lb/MWh","2008-08-01"
"Nuclear",67.053867,"67 Million MWh<br>0 lb/MWh","2008-09-01"
"Nuclear",62.820353,"62 Million MWh<br>0 lb/MWh","2008-10-01"
"Nuclear",63.408145,"63 Million MWh<br>0 lb/MWh","2008-11-01"
"Nuclear",72.931328,"72 Million MWh<br>0 lb/MWh","2008-12-01"
"Nuclear",74.102489,"74 Million MWh<br>0 lb/MWh","2009-01-01"
"Nuclear",64.227211,"64 Million MWh<br>0 lb/MWh","2009-02-01"
"Nuclear",67.240567,"67 Million MWh<br>0 lb/MWh","2009-03-01"
"Nuclear",59.408407,"59 Million MWh<br>0 lb/MWh","2009-04-01"
"Nuclear",65.395452,"65 Million MWh<br>0 lb/MWh","2009-05-01"
"Nuclear",69.734736,"69 Million MWh<br>0 lb/MWh","2009-06-01"
"Nuclear",72.948979,"72 Million MWh<br>0 lb/MWh","2009-07-01"
"Nuclear",72.244597,"72 Million MWh<br>0 lb/MWh","2009-08-01"
"Nuclear",65.751794,"65 Million MWh<br>0 lb/MWh","2009-09-01"
"Nuclear",58.020927,"58 Million MWh<br>0 lb/MWh","2009-10-01"
"Nuclear",59.069208,"59 Million MWh<br>0 lb/MWh","2009-11-01"
"Nuclear",70.710218,"70 Million MWh<br>0 lb/MWh","2009-12-01"
"Nuclear",72.569341,"72 Million MWh<br>0 lb/MWh","2010-01-01"
"Nuclear",65.24537,"65 Million MWh<br>0 lb/MWh","2010-02-01"
"Nuclear",64.634721,"64 Million MWh<br>0 lb/MWh","2010-03-01"
"Nuclear",57.611073,"57 Million MWh<br>0 lb/MWh","2010-04-01"
"Nuclear",66.658365,"66 Million MWh<br>0 lb/MWh","2010-05-01"
"Nuclear",68.30132156100001,"68 Million MWh<br>0 lb/MWh","2010-06-01"
"Nuclear",71.913468,"71 Million MWh<br>0 lb/MWh","2010-07-01"
"Nuclear",71.574103,"71 Million MWh<br>0 lb/MWh","2010-08-01"
"Nuclear",69.371195,"69 Million MWh<br>0 lb/MWh","2010-09-01"
"Nuclear",62.750833,"62 Million MWh<br>0 lb/MWh","2010-10-01"
"Nuclear",62.655206,"62 Million MWh<br>0 lb/MWh","2010-11-01"
"Nuclear",73.683304,"73 Million MWh<br>0 lb/MWh","2010-12-01"
"Nuclear",72.742813,"72 Million MWh<br>0 lb/MWh","2011-01-01"
"Nuclear",64.789078,"64 Million MWh<br>0 lb/MWh","2011-02-01"
"Nuclear",65.661598,"65 Million MWh<br>0 lb/MWh","2011-03-01"
"Nuclear",54.547338,"54 Million MWh<br>0 lb/MWh","2011-04-01"
"Nuclear",57.012914,"57 Million MWh<br>0 lb/MWh","2011-05-01"
"Nuclear",65.270134,"65 Million MWh<br>0 lb/MWh","2011-06-01"
"Nuclear",72.34485,"72 Million MWh<br>0 lb/MWh","2011-07-01"
"Nuclear",71.338566,"71 Million MWh<br>0 lb/MWh","2011-08-01"
"Nuclear",66.848854,"66 Million MWh<br>0 lb/MWh","2011-09-01"
"Nuclear",63.33697,"63 Million MWh<br>0 lb/MWh","2011-10-01"
"Nuclear",64.47388,"64 Million MWh<br>0 lb/MWh","2011-11-01"
"Nuclear",71.837372,"71 Million MWh<br>0 lb/MWh","2011-12-01"
"Nuclear",72.381186,"72 Million MWh<br>0 lb/MWh","2012-01-01"
"Nuclear",63.847023,"63 Million MWh<br>0 lb/MWh","2012-02-01"
"Nuclear",61.728613,"61 Million MWh<br>0 lb/MWh","2012-03-01"
"Nuclear",55.870931,"55 Million MWh<br>0 lb/MWh","2012-04-01"
"Nuclear",62.081445,"62 Million MWh<br>0 lb/MWh","2012-05-01"
"Nuclear",65.140085,"65 Million MWh<br>0 lb/MWh","2012-06-01"
"Nuclear",69.129329,"69 Million MWh<br>0 lb/MWh","2012-07-01"
"Nuclear",69.602111,"69 Million MWh<br>0 lb/MWh","2012-08-01"
"Nuclear",64.510882,"64 Million MWh<br>0 lb/MWh","2012-09-01"
"Nuclear",59.743218,"59 Million MWh<br>0 lb/MWh","2012-10-01"
"Nuclear",56.712757,"56 Million MWh<br>0 lb/MWh","2012-11-01"
"Nuclear",68.583669,"68 Million MWh<br>0 lb/MWh","2012-12-01"
"Nuclear",71.405817,"71 Million MWh<br>0 lb/MWh","2013-01-01"
"Nuclear",61.483385,"61 Million MWh<br>0 lb/MWh","2013-02-01"
"Nuclear",62.947389,"62 Million MWh<br>0 lb/MWh","2013-03-01"
"Nuclear",56.766882,"56 Million MWh<br>0 lb/MWh","2013-04-01"
"Nuclear",62.848155,"62 Million MWh<br>0 lb/MWh","2013-05-01"
"Nuclear",66.42969,"66 Million MWh<br>0 lb/MWh","2013-06-01"
"Nuclear",70.539238,"70 Million MWh<br>0 lb/MWh","2013-07-01"
"Nuclear",71.344379,"71 Million MWh<br>0 lb/MWh","2013-08-01"
"Nuclear",65.798971,"65 Million MWh<br>0 lb/MWh","2013-09-01"
"Nuclear",63.183533,"63 Million MWh<br>0 lb/MWh","2013-10-01"
"Nuclear",64.975456,"64 Million MWh<br>0 lb/MWh","2013-11-01"
"Nuclear",71.293578,"71 Million MWh<br>0 lb/MWh","2013-12-01"
"Nuclear",73.162609,"73 Million MWh<br>0 lb/MWh","2014-01-01"
"Nuclear",62.63895,"62 Million MWh<br>0 lb/MWh","2014-02-01"
"Nuclear",62.39708,"62 Million MWh<br>0 lb/MWh","2014-03-01"
"Nuclear",56.384588,"56 Million MWh<br>0 lb/MWh","2014-04-01"
"Nuclear",62.94743,"62 Million MWh<br>0 lb/MWh","2014-05-01"
"Nuclear",68.138232,"68 Million MWh<br>0 lb/MWh","2014-06-01"
"Nuclear",71.940126,"71 Million MWh<br>0 lb/MWh","2014-07-01"
"Nuclear",71.128746,"71 Million MWh<br>0 lb/MWh","2014-08-01"
"Nuclear",67.5345,"67 Million MWh<br>0 lb/MWh","2014-09-01"
"Nuclear",62.390988,"62 Million MWh<br>0 lb/MWh","2014-10-01"
"Nuclear",65.140185,"65 Million MWh<br>0 lb/MWh","2014-11-01"
"Nuclear",73.362548,"73 Million MWh<br>0 lb/MWh","2014-12-01"
"Nuclear",74.269974,"74 Million MWh<br>0 lb/MWh","2015-01-01"
"Nuclear",63.461493,"63 Million MWh<br>0 lb/MWh","2015-02-01"
"Nuclear",64.546799,"64 Million MWh<br>0 lb/MWh","2015-03-01"
"Nuclear",59.784495,"59 Million MWh<br>0 lb/MWh","2015-04-01"
"Nuclear",65.826525,"65 Million MWh<br>0 lb/MWh","2015-05-01"
"Nuclear",68.516165,"68 Million MWh<br>0 lb/MWh","2015-06-01"
"Nuclear",71.412176,"71 Million MWh<br>0 lb/MWh","2015-07-01"
"Nuclear",72.415352,"72 Million MWh<br>0 lb/MWh","2015-08-01"
"Nuclear",66.476372,"66 Million MWh<br>0 lb/MWh","2015-09-01"
"Nuclear",60.570921,"60 Million MWh<br>0 lb/MWh","2015-10-01"
"Nuclear",60.263941,"60 Million MWh<br>0 lb/MWh","2015-11-01"
"Nuclear",69.633664,"69 Million MWh<br>0 lb/MWh","2015-12-01"
"Nuclear",72.524775,"72 Million MWh<br>0 lb/MWh","2016-01-01"
"Nuclear",65.638141,"65 Million MWh<br>0 lb/MWh","2016-02-01"
"Nuclear",66.148894,"66 Million MWh<br>0 lb/MWh","2016-03-01"
"Nuclear",62.731845,"62 Million MWh<br>0 lb/MWh","2016-04-01"
"Nuclear",66.576493,"66 Million MWh<br>0 lb/MWh","2016-05-01"
"Nuclear",67.175324,"67 Million MWh<br>0 lb/MWh","2016-06-01"
"Nuclear",70.349347,"70 Million MWh<br>0 lb/MWh","2016-07-01"
"Nuclear",71.526405,"71 Million MWh<br>0 lb/MWh","2016-08-01"
"Nuclear",65.448176,"65 Million MWh<br>0 lb/MWh","2016-09-01"
"Nuclear",60.733343,"60 Million MWh<br>0 lb/MWh","2016-10-01"
"Nuclear",65.178776,"65 Million MWh<br>0 lb/MWh","2016-11-01"
"Nuclear",71.662429,"71 Million MWh<br>0 lb/MWh","2016-12-01"
"Nuclear",73.120612,"73 Million MWh<br>0 lb/MWh","2017-01-01"
"Nuclear",63.560371,"63 Million MWh<br>0 lb/MWh","2017-02-01"
"Nuclear",65.0932,"65 Million MWh<br>0 lb/MWh","2017-03-01"
"Nuclear",56.743352,"56 Million MWh<br>0 lb/MWh","2017-04-01"
"Nuclear",61.312753,"61 Million MWh<br>0 lb/MWh","2017-05-01"
"Nuclear",67.010782,"67 Million MWh<br>0 lb/MWh","2017-06-01"
"Nuclear",71.314219,"71 Million MWh<br>0 lb/MWh","2017-07-01"
"Nuclear",72.384218,"72 Million MWh<br>0 lb/MWh","2017-08-01"
"Nuclear",68.097918,"68 Million MWh<br>0 lb/MWh","2017-09-01"
"Nuclear",65.994785,"65 Million MWh<br>0 lb/MWh","2017-10-01"
"Nuclear",66.617853,"66 Million MWh<br>0 lb/MWh","2017-11-01"
"Nuclear",73.699572,"73 Million MWh<br>0 lb/MWh","2017-12-01"
"Other",19.946861532000007,"19 Million MWh<br>1,935 lb/MWh","2001-01-01"
"Other",12.122187021000006,"12 Million MWh<br>1,941 lb/MWh","2001-02-01"
"Other",13.648712228000008,"13 Million MWh<br>1,927 lb/MWh","2001-03-01"
"Other",12.779980846000015,"12 Million MWh<br>1,956 lb/MWh","2001-04-01"
"Other",12.511849174999995,"12 Million MWh<br>1,915 lb/MWh","2001-05-01"
"Other",13.859858594000007,"13 Million MWh<br>1,915 lb/MWh","2001-06-01"
"Other",13.252168873000006,"13 Million MWh<br>1,903 lb/MWh","2001-07-01"
"Other",16.389220051000024,"16 Million MWh<br>1,907 lb/MWh","2001-08-01"
"Other",9.459188488000002,"9 Million MWh<br>1,909 lb/MWh","2001-09-01"
"Other",8.645857339999997,"8 Million MWh<br>1,852 lb/MWh","2001-10-01"
"Other",7.983638322000002,"7 Million MWh<br>1,867 lb/MWh","2001-11-01"
"Other",8.695982155000003,"8 Million MWh<br>1,853 lb/MWh","2001-12-01"
"Other",9.197339107999992,"9 Million MWh<br>2,011 lb/MWh","2002-01-01"
"Other",7.942307566999995,"7 Million MWh<br>2,030 lb/MWh","2002-02-01"
"Other",10.757744294999991,"10 Million MWh<br>1,990 lb/MWh","2002-03-01"
"Other",10.204429997000007,"10 Million MWh<br>1,998 lb/MWh","2002-04-01"
"Other",10.650645866,"10 Million MWh<br>2,004 lb/MWh","2002-05-01"
"Other",10.458932027000005,"10 Million MWh<br>2,062 lb/MWh","2002-06-01"
"Other",12.840961167000007,"12 Million MWh<br>2,005 lb/MWh","2002-07-01"
"Other",12.622477277000005,"12 Million MWh<br>2,039 lb/MWh","2002-08-01"
"Other",10.834705184999997,"10 Million MWh<br>2,004 lb/MWh","2002-09-01"
"Other",10.623416449999999,"10 Million MWh<br>2,018 lb/MWh","2002-10-01"
"Other",8.801501024000006,"8 Million MWh<br>2,033 lb/MWh","2002-11-01"
"Other",10.712478285999996,"10 Million MWh<br>1,996 lb/MWh","2002-12-01"
"Other",14.725497673000012,"14 Million MWh<br>1,961 lb/MWh","2003-01-01"
"Other",12.592179499000006,"12 Million MWh<br>1,970 lb/MWh","2003-02-01"
"Other",12.392829027999996,"12 Million MWh<br>1,945 lb/MWh","2003-03-01"
"Other",10.810363819999987,"10 Million MWh<br>1,979 lb/MWh","2003-04-01"
"Other",10.370082378999998,"10 Million MWh<br>1,944 lb/MWh","2003-05-01"
"Other",13.040152453,"13 Million MWh<br>1,961 lb/MWh","2003-06-01"
"Other",14.43252847500001,"14 Million MWh<br>1,969 lb/MWh","2003-07-01"
"Other",14.747226073999995,"14 Million MWh<br>1,960 lb/MWh","2003-08-01"
"Other",10.718732736999993,"10 Million MWh<br>1,974 lb/MWh","2003-09-01"
"Other",10.62208768000002,"10 Million MWh<br>2,022 lb/MWh","2003-10-01"
"Other",8.67407780799999,"8 Million MWh<br>2,009 lb/MWh","2003-11-01"
"Other",12.138926770999985,"12 Million MWh<br>1,966 lb/MWh","2003-12-01"
"Other",18.05410874646999,"18 Million MWh<br>1,864 lb/MWh","2004-01-01"
"Other",11.956667706850014,"11 Million MWh<br>1,876 lb/MWh","2004-02-01"
"Other",12.534793057370015,"12 Million MWh<br>1,867 lb/MWh","2004-03-01"
"Other",11.817714324730014,"11 Million MWh<br>1,872 lb/MWh","2004-04-01"
"Other",13.108657843580014,"13 Million MWh<br>1,905 lb/MWh","2004-05-01"
"Other",13.725809587390005,"13 Million MWh<br>1,871 lb/MWh","2004-06-01"
"Other",15.032624966870015,"15 Million MWh<br>1,869 lb/MWh","2004-07-01"
"Other",13.899760067000006,"13 Million MWh<br>1,917 lb/MWh","2004-08-01"
"Other",11.479268529540004,"11 Million MWh<br>1,889 lb/MWh","2004-09-01"
"Other",10.43401533758998,"10 Million MWh<br>1,891 lb/MWh","2004-10-01"
"Other",9.603129650039989,"9 Million MWh<br>1,865 lb/MWh","2004-11-01"
"Other",13.008765477040008,"13 Million MWh<br>1,810 lb/MWh","2004-12-01"
"Other",15.007061721049975,"15 Million MWh<br>1,826 lb/MWh","2005-01-01"
"Other",9.905228236930022,"9 Million MWh<br>1,838 lb/MWh","2005-02-01"
"Other",11.226439073280007,"11 Million MWh<br>1,834 lb/MWh","2005-03-01"
"Other",9.69863707492,"9 Million MWh<br>1,789 lb/MWh","2005-04-01"
"Other",9.629218826509994,"9 Million MWh<br>1,832 lb/MWh","2005-05-01"
"Other",13.680318487780006,"13 Million MWh<br>1,855 lb/MWh","2005-06-01"
"Other",16.094379800259993,"16 Million MWh<br>1,839 lb/MWh","2005-07-01"
"Other",17.704357841749975,"17 Million MWh<br>1,843 lb/MWh","2005-08-01"
"Other",15.143033288509987,"15 Million MWh<br>1,855 lb/MWh","2005-09-01"
"Other",12.832662497980008,"12 Million MWh<br>1,855 lb/MWh","2005-10-01"
"Other",9.492176437979984,"9 Million MWh<br>1,868 lb/MWh","2005-11-01"
"Other",15.857029670759994,"15 Million MWh<br>1,820 lb/MWh","2005-12-01"
"Other",8.364395287150012,"8 Million MWh<br>1,989 lb/MWh","2006-01-01"
"Other",7.003414172009997,"7 Million MWh<br>2,036 lb/MWh","2006-02-01"
"Other",6.373603655630008,"6 Million MWh<br>1,996 lb/MWh","2006-03-01"
"Other",6.945486447999997,"6 Million MWh<br>1,966 lb/MWh","2006-04-01"
"Other",6.834773542209998,"6 Million MWh<br>2,014 lb/MWh","2006-05-01"
"Other",7.998062952380005,"7 Million MWh<br>2,022 lb/MWh","2006-06-01"
"Other",9.396841173009989,"9 Million MWh<br>2,003 lb/MWh","2006-07-01"
"Other",10.772432589670016,"10 Million MWh<br>1,974 lb/MWh","2006-08-01"
"Other",6.855239521650005,"6 Million MWh<br>2,070 lb/MWh","2006-09-01"
"Other",7.185211620779996,"7 Million MWh<br>2,005 lb/MWh","2006-10-01"
"Other",6.863750502850003,"6 Million MWh<br>1,950 lb/MWh","2006-11-01"
"Other",6.723272108479997,"6 Million MWh<br>1,982 lb/MWh","2006-12-01"
"Other",8.164723958000014,"8 Million MWh<br>1,996 lb/MWh","2007-01-01"
"Other",10.779222428999992,"10 Million MWh<br>1,876 lb/MWh","2007-02-01"
"Other",7.664031827999984,"7 Million MWh<br>1,995 lb/MWh","2007-03-01"
"Other",7.212027309999996,"7 Million MWh<br>1,987 lb/MWh","2007-04-01"
"Other",7.070575248999992,"7 Million MWh<br>2,022 lb/MWh","2007-05-01"
"Other",7.960953156999996,"7 Million MWh<br>2,038 lb/MWh","2007-06-01"
"Other",7.6933145179999975,"7 Million MWh<br>2,037 lb/MWh","2007-07-01"
"Other",9.383707790000003,"9 Million MWh<br>1,978 lb/MWh","2007-08-01"
"Other",7.047349446999995,"7 Million MWh<br>2,034 lb/MWh","2007-09-01"
"Other",6.931740839,"6 Million MWh<br>1,997 lb/MWh","2007-10-01"
"Other",5.131902874999995,"5 Million MWh<br>2,068 lb/MWh","2007-11-01"
"Other",6.334962843000006,"6 Million MWh<br>2,037 lb/MWh","2007-12-01"
"Other",6.501975257000002,"6 Million MWh<br>2,040 lb/MWh","2008-01-01"
"Other",5.571303507999997,"5 Million MWh<br>2,060 lb/MWh","2008-02-01"
"Other",5.170961457999997,"5 Million MWh<br>2,109 lb/MWh","2008-03-01"
"Other",5.422288533999999,"5 Million MWh<br>2,046 lb/MWh","2008-04-01"
"Other",5.489705342000001,"5 Million MWh<br>2,107 lb/MWh","2008-05-01"
"Other",7.165690901999991,"7 Million MWh<br>2,040 lb/MWh","2008-06-01"
"Other",6.428059302999997,"6 Million MWh<br>2,086 lb/MWh","2008-07-01"
"Other",6.0142525960000075,"6 Million MWh<br>2,139 lb/MWh","2008-08-01"
"Other",5.917393381,"5 Million MWh<br>2,121 lb/MWh","2008-09-01"
"Other",4.97709123599999,"4 Million MWh<br>2,060 lb/MWh","2008-10-01"
"Other",4.936461615000008,"4 Million MWh<br>2,018 lb/MWh","2008-11-01"
"Other",6.0573436709999875,"6 Million MWh<br>1,989 lb/MWh","2008-12-01"
"Other",7.846702876,"7 Million MWh<br>1,896 lb/MWh","2009-01-01"
"Other",4.976262785000008,"4 Million MWh<br>1,986 lb/MWh","2009-02-01"
"Other",5.167325495999997,"5 Million MWh<br>2,046 lb/MWh","2009-03-01"
"Other",4.55166877300001,"4 Million MWh<br>1,982 lb/MWh","2009-04-01"
"Other",5.016416150000005,"5 Million MWh<br>1,958 lb/MWh","2009-05-01"
"Other",5.157085558000016,"5 Million MWh<br>1,997 lb/MWh","2009-06-01"
"Other",5.384976673000003,"5 Million MWh<br>2,027 lb/MWh","2009-07-01"
"Other",5.718000183999997,"5 Million MWh<br>2,035 lb/MWh","2009-08-01"
"Other",4.842462610000001,"4 Million MWh<br>2,052 lb/MWh","2009-09-01"
"Other",4.487091725000002,"4 Million MWh<br>2,032 lb/MWh","2009-10-01"
"Other",3.9825104979999963,"3 Million MWh<br>2,003 lb/MWh","2009-11-01"
"Other",4.366452213999999,"4 Million MWh<br>2,046 lb/MWh","2009-12-01"
"Other",6.271768131999991,"6 Million MWh<br>1,973 lb/MWh","2010-01-01"
"Other",4.1073577609999985,"4 Million MWh<br>1,982 lb/MWh","2010-02-01"
"Other",4.481885352000004,"4 Million MWh<br>2,124 lb/MWh","2010-03-01"
"Other",4.224587692000004,"4 Million MWh<br>2,098 lb/MWh","2010-04-01"
"Other",5.070850889000007,"5 Million MWh<br>2,102 lb/MWh","2010-05-01"
"Other",6.106873028000006,"6 Million MWh<br>2,041 lb/MWh","2010-06-01"
"Other",6.520407323999999,"6 Million MWh<br>2,010 lb/MWh","2010-07-01"
"Other",5.7943756040000025,"5 Million MWh<br>2,001 lb/MWh","2010-08-01"
"Other",4.852743796000003,"4 Million MWh<br>2,005 lb/MWh","2010-09-01"
"Other",4.125283444999998,"4 Million MWh<br>2,023 lb/MWh","2010-10-01"
"Other",4.065920567000005,"4 Million MWh<br>2,017 lb/MWh","2010-11-01"
"Other",5.606439777999987,"5 Million MWh<br>1,990 lb/MWh","2010-12-01"
"Other",5.348707836999997,"5 Million MWh<br>2,055 lb/MWh","2011-01-01"
"Other",4.210393574000004,"4 Million MWh<br>2,061 lb/MWh","2011-02-01"
"Other",4.750371386000003,"4 Million MWh<br>1,993 lb/MWh","2011-03-01"
"Other",4.181465075000003,"4 Million MWh<br>2,035 lb/MWh","2011-04-01"
"Other",4.427024532999999,"4 Million MWh<br>2,050 lb/MWh","2011-05-01"
"Other",4.772470701999998,"4 Million MWh<br>2,114 lb/MWh","2011-06-01"
"Other",5.466961840000003,"5 Million MWh<br>2,068 lb/MWh","2011-07-01"
"Other",4.829227111000002,"4 Million MWh<br>2,154 lb/MWh","2011-08-01"
"Other",4.478386505000005,"4 Million MWh<br>2,100 lb/MWh","2011-09-01"
"Other",4.122156683000001,"4 Million MWh<br>2,084 lb/MWh","2011-10-01"
"Other",3.8783445780000028,"3 Million MWh<br>2,089 lb/MWh","2011-11-01"
"Other",4.334882735999999,"4 Million MWh<br>2,087 lb/MWh","2011-12-01"
"Other",4.628883701999999,"4 Million MWh<br>2,120 lb/MWh","2012-01-01"
"Other",4.016180583999999,"4 Million MWh<br>2,155 lb/MWh","2012-02-01"
"Other",3.752608620000003,"3 Million MWh<br>2,221 lb/MWh","2012-03-01"
"Other",3.649432704000001,"3 Million MWh<br>2,172 lb/MWh","2012-04-01"
"Other",3.925195823999995,"3 Million MWh<br>2,156 lb/MWh","2012-05-01"
"Other",4.199001551000005,"4 Million MWh<br>2,160 lb/MWh","2012-06-01"
"Other",4.593016564999998,"4 Million MWh<br>2,140 lb/MWh","2012-07-01"
"Other",4.3383975830000105,"4 Million MWh<br>2,145 lb/MWh","2012-08-01"
"Other",3.8921134720000037,"3 Million MWh<br>2,132 lb/MWh","2012-09-01"
"Other",3.8276135390000032,"3 Million MWh<br>2,106 lb/MWh","2012-10-01"
"Other",3.8175219849999977,"3 Million MWh<br>2,175 lb/MWh","2012-11-01"
"Other",4.166399269000005,"4 Million MWh<br>2,122 lb/MWh","2012-12-01"
"Other",5.011372897999997,"5 Million MWh<br>2,091 lb/MWh","2013-01-01"
"Other",3.981561967000003,"3 Million MWh<br>2,137 lb/MWh","2013-02-01"
"Other",4.205395930000002,"4 Million MWh<br>2,149 lb/MWh","2013-03-01"
"Other",3.925067140999995,"3 Million MWh<br>2,222 lb/MWh","2013-04-01"
"Other",4.601992474999991,"4 Million MWh<br>2,177 lb/MWh","2013-05-01"
"Other",4.507765162999994,"4 Million MWh<br>2,230 lb/MWh","2013-06-01"
"Other",5.154363070000008,"5 Million MWh<br>2,173 lb/MWh","2013-07-01"
"Other",4.801178689000005,"4 Million MWh<br>2,180 lb/MWh","2013-08-01"
"Other",4.447629777999992,"4 Million MWh<br>2,194 lb/MWh","2013-09-01"
"Other",4.267850138999991,"4 Million MWh<br>2,189 lb/MWh","2013-10-01"
"Other",4.039782592000002,"4 Million MWh<br>2,128 lb/MWh","2013-11-01"
"Other",4.592160365000002,"4 Million MWh<br>2,108 lb/MWh","2013-12-01"
"Other",9.033983472000017,"9 Million MWh<br>1,922 lb/MWh","2014-01-01"
"Other",4.484331189999996,"4 Million MWh<br>2,134 lb/MWh","2014-02-01"
"Other",5.121437473999995,"5 Million MWh<br>2,098 lb/MWh","2014-03-01"
"Other",3.614508031,"3 Million MWh<br>2,236 lb/MWh","2014-04-01"
"Other",4.05362626,"4 Million MWh<br>2,234 lb/MWh","2014-05-01"
"Other",4.047789620999997,"4 Million MWh<br>2,199 lb/MWh","2014-06-01"
"Other",4.243259456000001,"4 Million MWh<br>2,193 lb/MWh","2014-07-01"
"Other",4.393224997,"4 Million MWh<br>2,199 lb/MWh","2014-08-01"
"Other",4.205320609000003,"4 Million MWh<br>2,162 lb/MWh","2014-09-01"
"Other",3.694123557,"3 Million MWh<br>2,113 lb/MWh","2014-10-01"
"Other",3.942959537999997,"3 Million MWh<br>2,122 lb/MWh","2014-11-01"
"Other",4.4387002780000016,"4 Million MWh<br>2,140 lb/MWh","2014-12-01"
"Other",5.300355746000003,"5 Million MWh<br>2,081 lb/MWh","2015-01-01"
"Other",8.104629221000003,"8 Million MWh<br>1,895 lb/MWh","2015-02-01"
"Other",3.896424459,"3 Million MWh<br>1,996 lb/MWh","2015-03-01"
"Other",3.789414375999995,"3 Million MWh<br>1,992 lb/MWh","2015-04-01"
"Other",4.201660743999996,"4 Million MWh<br>2,064 lb/MWh","2015-05-01"
"Other",4.150272159,"4 Million MWh<br>2,116 lb/MWh","2015-06-01"
"Other",4.796124025999997,"4 Million MWh<br>2,044 lb/MWh","2015-07-01"
"Other",4.614550232999999,"4 Million MWh<br>2,077 lb/MWh","2015-08-01"
"Other",4.413469272000005,"4 Million MWh<br>2,035 lb/MWh","2015-09-01"
"Other",3.8714246440000033,"3 Million MWh<br>1,984 lb/MWh","2015-10-01"
"Other",3.7904129860000007,"3 Million MWh<br>1,973 lb/MWh","2015-11-01"
"Other",4.008287962000003,"4 Million MWh<br>1,989 lb/MWh","2015-12-01"
"Other",4.705264466000006,"4 Million MWh<br>1,826 lb/MWh","2016-01-01"
"Other",4.309824058000004,"4 Million MWh<br>1,858 lb/MWh","2016-02-01"
"Other",4.089169545999997,"4 Million MWh<br>1,877 lb/MWh","2016-03-01"
"Other",4.080535198999998,"4 Million MWh<br>1,882 lb/MWh","2016-04-01"
"Other",4.205546976000008,"4 Million MWh<br>1,924 lb/MWh","2016-05-01"
"Other",4.199650604000002,"4 Million MWh<br>1,943 lb/MWh","2016-06-01"
"Other",4.623412961999996,"4 Million MWh<br>1,956 lb/MWh","2016-07-01"
"Other",4.6471397109999995,"4 Million MWh<br>1,922 lb/MWh","2016-08-01"
"Other",4.113677165,"4 Million MWh<br>1,931 lb/MWh","2016-09-01"
"Other",3.594949739000004,"3 Million MWh<br>1,896 lb/MWh","2016-10-01"
"Other",3.990576727,"3 Million MWh<br>1,845 lb/MWh","2016-11-01"
"Other",4.222155097000007,"4 Million MWh<br>1,927 lb/MWh","2016-12-01"
"Other",3.5560335740000024,"3 Million MWh<br>2,073 lb/MWh","2017-01-01"
"Other",3.032393535,"3 Million MWh<br>2,047 lb/MWh","2017-02-01"
"Other",3.2057706389999976,"3 Million MWh<br>2,041 lb/MWh","2017-03-01"
"Other",2.820369284000001,"2 Million MWh<br>1,997 lb/MWh","2017-04-01"
"Other",3.429143531999998,"3 Million MWh<br>2,087 lb/MWh","2017-05-01"
"Other",3.437354753,"3 Million MWh<br>2,116 lb/MWh","2017-06-01"
"Other",3.474996650999997,"3 Million MWh<br>2,065 lb/MWh","2017-07-01"
"Other",3.456245136999999,"3 Million MWh<br>2,050 lb/MWh","2017-08-01"
"Other",3.1660384730000013,"3 Million MWh<br>2,069 lb/MWh","2017-09-01"
"Other",3.003292500000002,"3 Million MWh<br>2,049 lb/MWh","2017-10-01"
"Other",3.186957372,"3 Million MWh<br>2,027 lb/MWh","2017-11-01"
"Other",4.073788379999997,"4 Million MWh<br>1,981 lb/MWh","2017-12-01"
