lat,lon,nerc,plant id,state,year
39.9242,-87.4244,RFC,1001,IN,2017
39.9242,-87.4244,RFC,1001,IN,2016
39.9242,-87.4244,RFC,1001,IN,2015
39.9242,-87.4244,RFC,1001,IN,2014
39.9242,-87.4244,RFC,1001,IN,2013
39.9242,-87.4244,RFC,1001,IN,2012
39.9242,-87.4244,RFC,1001,IN,2011
39.9242,-87.4244,RFC,1001,IN,2010
39.9242,-87.4244,RFC,1001,IN,2009
39.9242,-87.4244,RFC,1001,IN,2008
39.9242,-87.4244,RFC,1001,IN,2007
39.9242,-87.4244,RFC,1001,IN,2006
39.9242,-87.4244,RFC,1001,IN,2005
39.9242,-87.4244,RFC,1001,IN,2004
39.9242,-87.4244,RFC,1001,IN,2003
39.9242,-87.4244,RFC,1001,IN,2002
39.9242,-87.4244,RFC,1001,IN,2001
39.7606,-105.215,WECC,10003,CO,2017
39.7606,-105.215,WECC,10003,CO,2016
39.7606,-105.215,WECC,10003,CO,2015
39.7606,-105.215,WECC,10003,CO,2014
39.7606,-105.215,WECC,10003,CO,2013
39.7606,-105.215,WECC,10003,CO,2012
39.7606,-105.215,WECC,10003,CO,2011
39.7606,-105.215,WECC,10003,CO,2010
39.7606,-105.215,WECC,10003,CO,2009
39.7606,-105.215,WECC,10003,CO,2008
39.7606,-105.215,WECC,10003,CO,2007
39.7606,-105.215,WECC,10003,CO,2006
39.7606,-105.215,WECC,10003,CO,2005
39.7606,-105.215,WECC,10003,CO,2004
39.7606,-105.215,WECC,10003,CO,2003
39.7606,-105.215,WECC,10003,CO,2002
39.7606,-105.215,WECC,10003,CO,2001
37.0478,-121.1708,WECC,10005,CA,2015
37.0478,-121.1708,WECC,10005,CA,2014
37.0478,-121.1708,WECC,10005,CA,2013
37.0478,-121.1708,WECC,10005,CA,2012
37.0478,-121.1708,WECC,10005,CA,2011
37.0478,-121.1708,WECC,10005,CA,2010
37.0478,-121.1708,WECC,10005,CA,2009
37.0478,-121.1708,WECC,10005,CA,2008
37.0478,-121.1708,WECC,10005,CA,2007
37.0478,-121.1708,WECC,10005,CA,2006
37.0478,-121.1708,WECC,10005,CA,2005
37.0478,-121.1708,WECC,10005,CA,2004
37.0478,-121.1708,WECC,10005,CA,2003
37.0478,-121.1708,WECC,10005,CA,2002
37.0478,-121.1708,WECC,10005,CA,2001
30.314466999999997,-81.662705,FRCC,10008,FL,2017
30.314466999999997,-81.662705,FRCC,10008,FL,2016
30.314466999999997,-81.662705,FRCC,10008,FL,2015
30.314466999999997,-81.662705,FRCC,10008,FL,2014
30.314466999999997,-81.662705,FRCC,10008,FL,2013
30.314466999999997,-81.662705,FRCC,10008,FL,2012
30.314466999999997,-81.662705,FRCC,10008,FL,2011
30.314466999999997,-81.662705,FRCC,10008,FL,2010
30.314466999999997,-81.662705,FRCC,10008,FL,2009
30.314466999999997,-81.662705,FRCC,10008,FL,2008
30.314466999999997,-81.662705,FRCC,10008,FL,2007
30.314466999999997,-81.662705,FRCC,10008,FL,2006
30.314466999999997,-81.662705,FRCC,10008,FL,2005
33.7683,-118.2836,WECC,10091,CA,2016
33.7683,-118.2836,WECC,10091,CA,2015
33.7683,-118.2836,WECC,10091,CA,2014
33.7683,-118.2836,WECC,10091,CA,2013
33.7683,-118.2836,WECC,10091,CA,2012
33.7683,-118.2836,WECC,10091,CA,2011
33.7683,-118.2836,WECC,10091,CA,2010
33.7683,-118.2836,WECC,10091,CA,2009
33.7683,-118.2836,WECC,10091,CA,2008
33.7683,-118.2836,WECC,10091,CA,2007
33.7683,-118.2836,WECC,10091,CA,2006
33.7683,-118.2836,WECC,10091,CA,2005
33.7683,-118.2836,WECC,10091,CA,2004
33.7683,-118.2836,WECC,10091,CA,2003
33.7683,-118.2836,WECC,10091,CA,2002
39.4588,-105.0657,WECC,10070,CO,2016
39.4588,-105.0657,WECC,10070,CO,2015
39.4588,-105.0657,WECC,10070,CO,2014
39.4588,-105.0657,WECC,10070,CO,2013
39.4588,-105.0657,WECC,10070,CO,2012
39.4588,-105.0657,WECC,10070,CO,2011
39.4588,-105.0657,WECC,10070,CO,2010
39.4588,-105.0657,WECC,10070,CO,2009
39.4588,-105.0657,WECC,10070,CO,2008
39.4588,-105.0657,WECC,10070,CO,2007
39.4588,-105.0657,WECC,10070,CO,2006
39.4588,-105.0657,WECC,10070,CO,2005
39.4588,-105.0657,WECC,10070,CO,2004
39.4588,-105.0657,WECC,10070,CO,2003
39.4588,-105.0657,WECC,10070,CO,2002
39.4588,-105.0657,WECC,10070,CO,2001
30.314466999999997,-81.662705,FRCC,10008,FL,2004
30.314466999999997,-81.662705,FRCC,10008,FL,2002
30.314466999999997,-81.662705,FRCC,10008,FL,2001
38.2636,-85.8381,RFC,1008,IN,2017
38.2636,-85.8381,RFC,1008,IN,2016
38.2636,-85.8381,RFC,1008,IN,2015
38.2636,-85.8381,RFC,1008,IN,2014
38.2636,-85.8381,RFC,1008,IN,2013
38.2636,-85.8381,RFC,1008,IN,2012
38.2636,-85.8381,RFC,1008,IN,2011
38.2636,-85.8381,RFC,1008,IN,2010
38.2636,-85.8381,RFC,1008,IN,2009
38.2636,-85.8381,RFC,1008,IN,2008
38.2636,-85.8381,RFC,1008,IN,2007
38.2636,-85.8381,RFC,1008,IN,2006
38.2636,-85.8381,RFC,1008,IN,2005
38.2636,-85.8381,RFC,1008,IN,2004
38.2636,-85.8381,RFC,1008,IN,2003
38.2636,-85.8381,RFC,1008,IN,2002
38.2636,-85.8381,RFC,1008,IN,2001
40.244242,-76.853872,RFC,10118,PA,2017
40.244242,-76.853872,RFC,10118,PA,2016
40.244242,-76.853872,RFC,10118,PA,2015
40.244242,-76.853872,RFC,10118,PA,2014
40.244242,-76.853872,RFC,10118,PA,2013
40.244242,-76.853872,RFC,10118,PA,2012
40.244242,-76.853872,RFC,10118,PA,2011
40.244242,-76.853872,RFC,10118,PA,2010
40.244242,-76.853872,RFC,10118,PA,2009
40.244242,-76.853872,RFC,10118,PA,2008
40.244242,-76.853872,RFC,10118,PA,2007
40.244242,-76.853872,RFC,10118,PA,2006
40.624,-74.634,RFC,10122,NJ,2017
40.624,-74.634,RFC,10122,NJ,2016
40.624,-74.634,RFC,10122,NJ,2015
40.624,-74.634,RFC,10122,NJ,2014
40.624,-74.634,RFC,10122,NJ,2013
40.624,-74.634,RFC,10122,NJ,2012
40.624,-74.634,RFC,10122,NJ,2011
40.624,-74.634,RFC,10122,NJ,2010
40.624,-74.634,RFC,10122,NJ,2009
40.624,-74.634,RFC,10122,NJ,2008
40.624,-74.634,RFC,10122,NJ,2007
40.624,-74.634,RFC,10122,NJ,2006
40.624,-74.634,RFC,10122,NJ,2005
40.624,-74.634,RFC,10122,NJ,2004
40.624,-74.634,RFC,10122,NJ,2003
40.624,-74.634,RFC,10122,NJ,2002
40.624,-74.634,RFC,10122,NJ,2001
39.753999,-118.953497,WECC,10018,NV,2016
39.753999,-118.953497,WECC,10018,NV,2015
39.753999,-118.953497,WECC,10018,NV,2014
39.753999,-118.953497,WECC,10018,NV,2013
39.753999,-118.953497,WECC,10018,NV,2012
39.753999,-118.953497,WECC,10018,NV,2011
39.753999,-118.953497,WECC,10018,NV,2010
39.753999,-118.953497,WECC,10018,NV,2009
39.753999,-118.953497,WECC,10018,NV,2008
39.753999,-118.953497,WECC,10018,NV,2007
39.753999,-118.953497,WECC,10018,NV,2006
39.753999,-118.953497,WECC,10018,NV,2005
39.753999,-118.953497,WECC,10018,NV,2004
39.753999,-118.953497,WECC,10018,NV,2003
39.7928,-75.406667,RFC,10043,NJ,2017
39.7928,-75.406667,RFC,10043,NJ,2016
39.7928,-75.406667,RFC,10043,NJ,2015
39.7928,-75.406667,RFC,10043,NJ,2014
39.7928,-75.406667,RFC,10043,NJ,2013
39.7928,-75.406667,RFC,10043,NJ,2012
39.7928,-75.406667,RFC,10043,NJ,2011
39.7928,-75.406667,RFC,10043,NJ,2010
39.7928,-75.406667,RFC,10043,NJ,2009
39.7928,-75.406667,RFC,10043,NJ,2008
39.7928,-75.406667,RFC,10043,NJ,2007
39.7928,-75.406667,RFC,10043,NJ,2006
39.7928,-75.406667,RFC,10043,NJ,2005
39.7928,-75.406667,RFC,10043,NJ,2004
39.7928,-75.406667,RFC,10043,NJ,2003
39.7928,-75.406667,RFC,10043,NJ,2002
39.7928,-75.406667,RFC,10043,NJ,2001
40.8625,-74.825,RFC,10061,NJ,2016
40.8625,-74.825,RFC,10061,NJ,2015
40.8625,-74.825,RFC,10061,NJ,2014
40.8625,-74.825,RFC,10061,NJ,2013
40.8625,-74.825,RFC,10061,NJ,2012
40.8625,-74.825,RFC,10061,NJ,2011
40.8625,-74.825,RFC,10061,NJ,2010
40.8625,-74.825,RFC,10061,NJ,2009
40.8625,-74.825,RFC,10061,NJ,2008
40.8625,-74.825,RFC,10061,NJ,2007
40.8625,-74.825,RFC,10061,NJ,2006
40.8625,-74.825,RFC,10061,NJ,2005
40.8625,-74.825,RFC,10061,NJ,2004
40.8625,-74.825,RFC,10061,NJ,2001
32.6017,-87.7811,SERC,10,AL,2017
32.6017,-87.7811,SERC,10,AL,2016
32.6017,-87.7811,SERC,10,AL,2015
32.6017,-87.7811,SERC,10,AL,2014
32.6017,-87.7811,SERC,10,AL,2013
32.6017,-87.7811,SERC,10,AL,2012
32.6017,-87.7811,SERC,10,AL,2011
32.6017,-87.7811,SERC,10,AL,2010
32.6017,-87.7811,SERC,10,AL,2009
32.6017,-87.7811,SERC,10,AL,2008
32.6017,-87.7811,SERC,10,AL,2007
32.6017,-87.7811,SERC,10,AL,2006
32.6017,-87.7811,SERC,10,AL,2005
32.6017,-87.7811,SERC,10,AL,2004
32.6017,-87.7811,SERC,10,AL,2003
32.6017,-87.7811,SERC,10,AL,2002
32.6017,-87.7811,SERC,10,AL,2001
35.6184,-79.0912,SERC,10051,NC,2016
35.6184,-79.0912,SERC,10051,NC,2015
35.6184,-79.0912,SERC,10051,NC,2014
35.6184,-79.0912,SERC,10051,NC,2013
35.6184,-79.0912,SERC,10051,NC,2004
35.6184,-79.0912,SERC,10051,NC,2003
35.6184,-79.0912,SERC,10051,NC,2002
33.466477000000005,-111.78106399999999,WECC,100,AZ,2016
33.466477000000005,-111.78106399999999,WECC,100,AZ,2015
33.466477000000005,-111.78106399999999,WECC,100,AZ,2014
33.466477000000005,-111.78106399999999,WECC,100,AZ,2013
33.466477000000005,-111.78106399999999,WECC,100,AZ,2012
33.466477000000005,-111.78106399999999,WECC,100,AZ,2011
33.466477000000005,-111.78106399999999,WECC,100,AZ,2010
33.466477000000005,-111.78106399999999,WECC,100,AZ,2009
33.466477000000005,-111.78106399999999,WECC,100,AZ,2008
33.466477000000005,-111.78106399999999,WECC,100,AZ,2007
33.466477000000005,-111.78106399999999,WECC,100,AZ,2006
33.466477000000005,-111.78106399999999,WECC,100,AZ,2005
33.466477000000005,-111.78106399999999,WECC,100,AZ,2004
33.466477000000005,-111.78106399999999,WECC,100,AZ,2003
33.466477000000005,-111.78106399999999,WECC,100,AZ,2002
33.466477000000005,-111.78106399999999,WECC,100,AZ,2001
40.8625,-74.825,RFC,10061,NJ,2003
40.8625,-74.825,RFC,10061,NJ,2002
27.765220000000003,-81.938787,FRCC,10004,FL,2017
27.765220000000003,-81.938787,FRCC,10004,FL,2016
27.765220000000003,-81.938787,FRCC,10004,FL,2015
27.765220000000003,-81.938787,FRCC,10004,FL,2014
27.765220000000003,-81.938787,FRCC,10004,FL,2013
27.765220000000003,-81.938787,FRCC,10004,FL,2012
27.765220000000003,-81.938787,FRCC,10004,FL,2011
27.765220000000003,-81.938787,FRCC,10004,FL,2010
27.765220000000003,-81.938787,FRCC,10004,FL,2009
27.765220000000003,-81.938787,FRCC,10004,FL,2008
27.765220000000003,-81.938787,FRCC,10004,FL,2007
35.66704,-101.432004,SPP,10072,TX,2016
35.66704,-101.432004,SPP,10072,TX,2015
35.66704,-101.432004,SPP,10072,TX,2014
35.66704,-101.432004,SPP,10072,TX,2013
35.66704,-101.432004,SPP,10072,TX,2012
35.66704,-101.432004,SPP,10072,TX,2011
35.66704,-101.432004,SPP,10072,TX,2010
35.66704,-101.432004,SPP,10072,TX,2009
35.66704,-101.432004,SPP,10072,TX,2008
35.66704,-101.432004,SPP,10072,TX,2007
35.66704,-101.432004,SPP,10072,TX,2006
35.66704,-101.432004,SPP,10072,TX,2005
35.66704,-101.432004,SPP,10072,TX,2004
35.66704,-101.432004,SPP,10072,TX,2003
35.66704,-101.432004,SPP,10072,TX,2002
35.66704,-101.432004,SPP,10072,TX,2001
41.1694,-80.1055,RFC,10058,PA,2017
41.1694,-80.1055,RFC,10058,PA,2016
41.1694,-80.1055,RFC,10058,PA,2015
41.1694,-80.1055,RFC,10058,PA,2014
41.1694,-80.1055,RFC,10058,PA,2013
41.1694,-80.1055,RFC,10058,PA,2012
41.1694,-80.1055,RFC,10058,PA,2011
41.1694,-80.1055,RFC,10058,PA,2010
41.1694,-80.1055,RFC,10058,PA,2009
41.1694,-80.1055,RFC,10058,PA,2008
41.1694,-80.1055,RFC,10058,PA,2007
41.1694,-80.1055,RFC,10058,PA,2006
41.1694,-80.1055,RFC,10058,PA,2005
44.5467,-69.6292,NPCC,10066,ME,2016
44.5467,-69.6292,NPCC,10066,ME,2015
44.5467,-69.6292,NPCC,10066,ME,2014
44.5467,-69.6292,NPCC,10066,ME,2013
44.5467,-69.6292,NPCC,10066,ME,2012
44.5467,-69.6292,NPCC,10066,ME,2011
44.5467,-69.6292,NPCC,10066,ME,2010
44.5467,-69.6292,NPCC,10066,ME,2009
44.5467,-69.6292,NPCC,10066,ME,2008
44.5467,-69.6292,NPCC,10066,ME,2007
44.5467,-69.6292,NPCC,10066,ME,2006
44.5467,-69.6292,NPCC,10066,ME,2005
44.5467,-69.6292,NPCC,10066,ME,2004
44.5467,-69.6292,NPCC,10066,ME,2003
44.5467,-69.6292,NPCC,10066,ME,2002
44.5467,-69.6292,NPCC,10066,ME,2001
42.45,-70.9739,NPCC,10029,MA,2017
42.45,-70.9739,NPCC,10029,MA,2016
42.45,-70.9739,NPCC,10029,MA,2015
42.45,-70.9739,NPCC,10029,MA,2014
42.45,-70.9739,NPCC,10029,MA,2013
42.45,-70.9739,NPCC,10029,MA,2012
42.45,-70.9739,NPCC,10029,MA,2011
42.45,-70.9739,NPCC,10029,MA,2010
42.45,-70.9739,NPCC,10029,MA,2009
42.45,-70.9739,NPCC,10029,MA,2008
42.45,-70.9739,NPCC,10029,MA,2007
42.45,-70.9739,NPCC,10029,MA,2006
42.45,-70.9739,NPCC,10029,MA,2005
42.45,-70.9739,NPCC,10029,MA,2004
42.45,-70.9739,NPCC,10029,MA,2003
42.45,-70.9739,NPCC,10029,MA,2002
42.45,-70.9739,NPCC,10029,MA,2001
33.9949,-118.1538,WECC,10090,CA,2017
33.9949,-118.1538,WECC,10090,CA,2016
33.9949,-118.1538,WECC,10090,CA,2015
33.9949,-118.1538,WECC,10090,CA,2014
33.9949,-118.1538,WECC,10090,CA,2013
33.9949,-118.1538,WECC,10090,CA,2012
33.9949,-118.1538,WECC,10090,CA,2011
33.9949,-118.1538,WECC,10090,CA,2010
33.9949,-118.1538,WECC,10090,CA,2009
33.9949,-118.1538,WECC,10090,CA,2008
33.9949,-118.1538,WECC,10090,CA,2007
33.9949,-118.1538,WECC,10090,CA,2006
33.9949,-118.1538,WECC,10090,CA,2005
33.9949,-118.1538,WECC,10090,CA,2004
33.9949,-118.1538,WECC,10090,CA,2003
33.9949,-118.1538,WECC,10090,CA,2002
33.9949,-118.1538,WECC,10090,CA,2001
47.5314,-90.9114,MRO,10075,MN,2016
47.5314,-90.9114,MRO,10075,MN,2015
47.5314,-90.9114,MRO,10075,MN,2014
47.5314,-90.9114,MRO,10075,MN,2013
47.5314,-90.9114,MRO,10075,MN,2012
47.5314,-90.9114,MRO,10075,MN,2011
47.5314,-90.9114,MRO,10075,MN,2010
47.5314,-90.9114,MRO,10075,MN,2009
47.5314,-90.9114,MRO,10075,MN,2008
47.5314,-90.9114,MRO,10075,MN,2007
47.5314,-90.9114,MRO,10075,MN,2006
47.5314,-90.9114,MRO,10075,MN,2005
47.5314,-90.9114,MRO,10075,MN,2004
47.5314,-90.9114,MRO,10075,MN,2003
47.5314,-90.9114,MRO,10075,MN,2002
39.53,-87.4247,RFC,1010,IN,2016
39.53,-87.4247,RFC,1010,IN,2015
39.53,-87.4247,RFC,1010,IN,2014
39.53,-87.4247,RFC,1010,IN,2013
39.53,-87.4247,RFC,1010,IN,2012
39.53,-87.4247,RFC,1010,IN,2011
39.53,-87.4247,RFC,1010,IN,2010
39.53,-87.4247,RFC,1010,IN,2009
39.53,-87.4247,RFC,1010,IN,2008
39.53,-87.4247,RFC,1010,IN,2007
39.53,-87.4247,RFC,1010,IN,2006
39.53,-87.4247,RFC,1010,IN,2005
39.53,-87.4247,RFC,1010,IN,2004
39.53,-87.4247,RFC,1010,IN,2003
39.53,-87.4247,RFC,1010,IN,2002
39.53,-87.4247,RFC,1010,IN,2001
21.303229,-158.09143799999998,HICC,10093,HI,2017
21.303229,-158.09143799999998,HICC,10093,HI,2016
21.303229,-158.09143799999998,HICC,10093,HI,2015
21.303229,-158.09143799999998,HICC,10093,HI,2014
21.303229,-158.09143799999998,HICC,10093,HI,2013
21.303229,-158.09143799999998,HICC,10093,HI,2012
21.303229,-158.09143799999998,HICC,10093,HI,2011
21.303229,-158.09143799999998,HICC,10093,HI,2010
21.303229,-158.09143799999998,HICC,10093,HI,2009
21.303229,-158.09143799999998,HICC,10093,HI,2008
21.303229,-158.09143799999998,HICC,10093,HI,2007
39.4326,-105.1263,WECC,10081,CO,2016
39.4326,-105.1263,WECC,10081,CO,2015
39.4326,-105.1263,WECC,10081,CO,2014
39.4326,-105.1263,WECC,10081,CO,2013
39.4326,-105.1263,WECC,10081,CO,2012
39.4326,-105.1263,WECC,10081,CO,2011
39.4326,-105.1263,WECC,10081,CO,2010
39.4326,-105.1263,WECC,10081,CO,2009
39.4326,-105.1263,WECC,10081,CO,2008
39.4326,-105.1263,WECC,10081,CO,2007
39.4326,-105.1263,WECC,10081,CO,2006
39.4326,-105.1263,WECC,10081,CO,2005
39.4326,-105.1263,WECC,10081,CO,2004
39.4326,-105.1263,WECC,10081,CO,2003
39.4326,-105.1263,WECC,10081,CO,2002
39.4326,-105.1263,WECC,10081,CO,2001
34.6968,-92.165,SERC,10050,AR,2017
34.6968,-92.165,SERC,10050,AR,2016
34.6968,-92.165,SERC,10050,AR,2015
34.6968,-92.165,SERC,10050,AR,2014
34.6968,-92.165,SERC,10050,AR,2013
34.6968,-92.165,SERC,10050,AR,2012
34.6968,-92.165,SERC,10050,AR,2011
34.6968,-92.165,SERC,10050,AR,2009
34.6968,-92.165,SERC,10050,AR,2008
34.6968,-92.165,SERC,10050,AR,2007
34.6968,-92.165,SERC,10050,AR,2006
34.6968,-92.165,SERC,10050,AR,2005
34.6968,-92.165,SERC,10050,AR,2004
34.6968,-92.165,SERC,10050,AR,2003
34.6968,-92.165,SERC,10050,AR,2002
34.6968,-92.165,SERC,10050,AR,2001
36.3275,-119.2947,WECC,10042,CA,2017
36.3275,-119.2947,WECC,10042,CA,2016
36.3275,-119.2947,WECC,10042,CA,2015
36.3275,-119.2947,WECC,10042,CA,2014
36.3275,-119.2947,WECC,10042,CA,2013
36.3275,-119.2947,WECC,10042,CA,2012
36.3275,-119.2947,WECC,10042,CA,2011
36.3275,-119.2947,WECC,10042,CA,2010
36.3275,-119.2947,WECC,10042,CA,2009
36.3275,-119.2947,WECC,10042,CA,2008
36.3275,-119.2947,WECC,10042,CA,2006
36.3275,-119.2947,WECC,10042,CA,2005
36.3275,-119.2947,WECC,10042,CA,2004
36.3275,-119.2947,WECC,10042,CA,2003
36.3275,-119.2947,WECC,10042,CA,2002
36.3275,-119.2947,WECC,10042,CA,2001
39.7668,-75.4238,RFC,10099,NJ,2016
39.7668,-75.4238,RFC,10099,NJ,2015
39.7668,-75.4238,RFC,10099,NJ,2014
39.7668,-75.4238,RFC,10099,NJ,2013
