lat,lon,nerc,plant id,state,year
39.7668,-75.4238,RFC,10099,NJ,2012
39.7668,-75.4238,RFC,10099,NJ,2011
39.7668,-75.4238,RFC,10099,NJ,2010
39.7668,-75.4238,RFC,10099,NJ,2009
39.7668,-75.4238,RFC,10099,NJ,2008
39.7668,-75.4238,RFC,10099,NJ,2007
39.7668,-75.4238,RFC,10099,NJ,2006
39.7668,-75.4238,RFC,10099,NJ,2005
39.7668,-75.4238,RFC,10099,NJ,2004
39.7668,-75.4238,RFC,10099,NJ,2003
39.7668,-75.4238,RFC,10099,NJ,2002
39.7668,-75.4238,RFC,10099,NJ,2001
35.395063,-119.321633,WECC,10110,CA,2016
35.395063,-119.321633,WECC,10110,CA,2015
35.395063,-119.321633,WECC,10110,CA,2014
35.395063,-119.321633,WECC,10110,CA,2013
35.395063,-119.321633,WECC,10110,CA,2012
35.395063,-119.321633,WECC,10110,CA,2011
35.395063,-119.321633,WECC,10110,CA,2010
35.395063,-119.321633,WECC,10110,CA,2009
35.395063,-119.321633,WECC,10110,CA,2008
35.395063,-119.321633,WECC,10110,CA,2007
35.395063,-119.321633,WECC,10110,CA,2006
35.395063,-119.321633,WECC,10110,CA,2005
35.395063,-119.321633,WECC,10110,CA,2004
35.395063,-119.321633,WECC,10110,CA,2002
35.395063,-119.321633,WECC,10110,CA,2001
42.9383,-70.8406,NPCC,10108,NH,2017
42.9383,-70.8406,NPCC,10108,NH,2016
42.9383,-70.8406,NPCC,10108,NH,2015
42.9383,-70.8406,NPCC,10108,NH,2014
42.9383,-70.8406,NPCC,10108,NH,2013
42.9383,-70.8406,NPCC,10108,NH,2012
42.9383,-70.8406,NPCC,10108,NH,2011
42.9383,-70.8406,NPCC,10108,NH,2010
42.9383,-70.8406,NPCC,10108,NH,2009
42.9383,-70.8406,NPCC,10108,NH,2008
42.9383,-70.8406,NPCC,10108,NH,2007
42.9383,-70.8406,NPCC,10108,NH,2006
42.9383,-70.8406,NPCC,10108,NH,2005
42.9383,-70.8406,NPCC,10108,NH,2004
42.9383,-70.8406,NPCC,10108,NH,2002
42.9383,-70.8406,NPCC,10108,NH,2001
40.7903,-76.1983,RFC,10113,PA,2016
40.7903,-76.1983,RFC,10113,PA,2015
40.7903,-76.1983,RFC,10113,PA,2014
40.7903,-76.1983,RFC,10113,PA,2013
40.7903,-76.1983,RFC,10113,PA,2012
40.7903,-76.1983,RFC,10113,PA,2011
40.7903,-76.1983,RFC,10113,PA,2010
40.7903,-76.1983,RFC,10113,PA,2009
40.7903,-76.1983,RFC,10113,PA,2008
40.7903,-76.1983,RFC,10113,PA,2007
40.7903,-76.1983,RFC,10113,PA,2006
40.7903,-76.1983,RFC,10113,PA,2005
40.7903,-76.1983,RFC,10113,PA,2004
40.7903,-76.1983,RFC,10113,PA,2003
40.7903,-76.1983,RFC,10113,PA,2002
21.303229,-158.09143799999998,HICC,10093,HI,2006
21.303229,-158.09143799999998,HICC,10093,HI,2005
21.303229,-158.09143799999998,HICC,10093,HI,2004
21.303229,-158.09143799999998,HICC,10093,HI,2003
21.303229,-158.09143799999998,HICC,10093,HI,2002
21.303229,-158.09143799999998,HICC,10093,HI,2001
40.7884,-85.8178,RFC,1006,IN,2016
40.7884,-85.8178,RFC,1006,IN,2015
40.7884,-85.8178,RFC,1006,IN,2014
40.7884,-85.8178,RFC,1006,IN,2013
40.7884,-85.8178,RFC,1006,IN,2012
40.7884,-85.8178,RFC,1006,IN,2011
40.7884,-85.8178,RFC,1006,IN,2010
40.7884,-85.8178,RFC,1006,IN,2009
40.7884,-85.8178,RFC,1006,IN,2008
40.7884,-85.8178,RFC,1006,IN,2007
40.7884,-85.8178,RFC,1006,IN,2006
40.7884,-85.8178,RFC,1006,IN,2005
40.7884,-85.8178,RFC,1006,IN,2004
40.7884,-85.8178,RFC,1006,IN,2002
40.7884,-85.8178,RFC,1006,IN,2001
37.969116,-87.604879,RFC,1011,IN,2016
37.969116,-87.604879,RFC,1011,IN,2015
37.969116,-87.604879,RFC,1011,IN,2014
37.969116,-87.604879,RFC,1011,IN,2013
37.969116,-87.604879,RFC,1011,IN,2012
37.969116,-87.604879,RFC,1011,IN,2011
37.969116,-87.604879,RFC,1011,IN,2010
37.969116,-87.604879,RFC,1011,IN,2009
37.969116,-87.604879,RFC,1011,IN,2008
37.969116,-87.604879,RFC,1011,IN,2007
37.969116,-87.604879,RFC,1011,IN,2006
37.969116,-87.604879,RFC,1011,IN,2005
37.969116,-87.604879,RFC,1011,IN,2004
37.969116,-87.604879,RFC,1011,IN,2003
37.969116,-87.604879,RFC,1011,IN,2002
37.969116,-87.604879,RFC,1011,IN,2001
40.6144,-79.1594,RFC,10129,PA,2017
40.6144,-79.1594,RFC,10129,PA,2016
40.6144,-79.1594,RFC,10129,PA,2015
40.6144,-79.1594,RFC,10129,PA,2014
40.6144,-79.1594,RFC,10129,PA,2013
40.6144,-79.1594,RFC,10129,PA,2012
40.6144,-79.1594,RFC,10129,PA,2011
40.6144,-79.1594,RFC,10129,PA,2010
40.6144,-79.1594,RFC,10129,PA,2009
40.6144,-79.1594,RFC,10129,PA,2008
40.6144,-79.1594,RFC,10129,PA,2007
40.6144,-79.1594,RFC,10129,PA,2006
40.6144,-79.1594,RFC,10129,PA,2005
40.6144,-79.1594,RFC,10129,PA,2004
40.6144,-79.1594,RFC,10129,PA,2003
40.6144,-79.1594,RFC,10129,PA,2002
40.6144,-79.1594,RFC,10129,PA,2001
37.9111,-87.3275,RFC,1012,IN,2017
37.9111,-87.3275,RFC,1012,IN,2016
37.9111,-87.3275,RFC,1012,IN,2015
37.9111,-87.3275,RFC,1012,IN,2014
37.9111,-87.3275,RFC,1012,IN,2013
37.9111,-87.3275,RFC,1012,IN,2012
37.9111,-87.3275,RFC,1012,IN,2011
37.9111,-87.3275,RFC,1012,IN,2010
37.9111,-87.3275,RFC,1012,IN,2009
37.9111,-87.3275,RFC,1012,IN,2008
37.9111,-87.3275,RFC,1012,IN,2007
37.9111,-87.3275,RFC,1012,IN,2006
37.9111,-87.3275,RFC,1012,IN,2005
37.9111,-87.3275,RFC,1012,IN,2004
37.9111,-87.3275,RFC,1012,IN,2003
37.9111,-87.3275,RFC,1012,IN,2002
37.9111,-87.3275,RFC,1012,IN,2001
47.5314,-90.9114,MRO,10075,MN,2001
37.5392,-76.8053,SERC,10017,VA,2017
37.5392,-76.8053,SERC,10017,VA,2016
37.5392,-76.8053,SERC,10017,VA,2015
37.5392,-76.8053,SERC,10017,VA,2014
37.5392,-76.8053,SERC,10017,VA,2013
37.5392,-76.8053,SERC,10017,VA,2012
37.5392,-76.8053,SERC,10017,VA,2011
37.5392,-76.8053,SERC,10017,VA,2010
37.5392,-76.8053,SERC,10017,VA,2009
37.5392,-76.8053,SERC,10017,VA,2008
37.5392,-76.8053,SERC,10017,VA,2007
37.5392,-76.8053,SERC,10017,VA,2006
37.5392,-76.8053,SERC,10017,VA,2005
37.5392,-76.8053,SERC,10017,VA,2004
37.5392,-76.8053,SERC,10017,VA,2003
37.5392,-76.8053,SERC,10017,VA,2002
37.5392,-76.8053,SERC,10017,VA,2001
40.8359,-74.155,RFC,10123,NJ,2017
40.8359,-74.155,RFC,10123,NJ,2016
40.8359,-74.155,RFC,10123,NJ,2015
40.8359,-74.155,RFC,10123,NJ,2014
40.8359,-74.155,RFC,10123,NJ,2013
40.8359,-74.155,RFC,10123,NJ,2012
40.8359,-74.155,RFC,10123,NJ,2011
40.8359,-74.155,RFC,10123,NJ,2010
40.8359,-74.155,RFC,10123,NJ,2009
40.8359,-74.155,RFC,10123,NJ,2008
40.8359,-74.155,RFC,10123,NJ,2007
