plant id,state,lat,lon,nerc
568,CT,41.1706,-73.1844,NPCC
579,NY,41.828814,-74.131877,NPCC
581,CT,41.52679,-72.064935,NPCC
583,CT,41.538955,-72.050936,NPCC
584,NM,36.8061,-107.6131,WECC
585,CA,32.711611,-114.942666,WECC
586,CA,32.699451,-115.28245,WECC
589,VT,44.4917,-73.208056,NPCC
591,DE,39.7302,-75.5371,RFC
592,DE,39.600408,-75.626811,RFC
593,DE,39.73886,-75.50384,RFC
594,DE,38.5857,-75.2341,RFC
596,DE,39.733889,-75.564444,RFC
597,DE,39.7283,-75.6289,RFC
599,DE,39.176222,-75.546628,RFC
600,DE,38.769444,-75.138889,RFC
601,DE,38.6489,-75.6164,RFC
602,MD,39.18,-76.5389,RFC
603,DC,38.8994,-76.9592,
604,DC,38.8678,-77.0117,
607,WA,48.4558,-122.4358,WECC
609,FL,28.4698,-80.7644,FRCC
610,FL,25.6321,-80.2989,FRCC
612,FL,26.6967,-81.7831,FRCC
613,FL,26.0686,-80.1984,FRCC
617,FL,26.0856,-80.1253,FRCC
619,FL,26.7653,-80.0525,FRCC
620,FL,28.8419,-81.3256,FRCC
621,FL,25.4356,-80.3308,FRCC
622,WA,47.699167,-121.783333,WECC
624,FL,27.579444,-81.492778,FRCC
625,NY,42.9126,-73.6805,NPCC
626,CA,40.07531,-121.16143,WECC
627,FL,27.758056,-82.635278,
628,FL,28.9656,-82.6977,FRCC
629,FL,28.869577,-81.273957,FRCC
630,FL,28.003262,-82.661507,FRCC
632,CA,38.835182,-121.092982,WECC
634,FL,27.859535,-82.601759,
637,FL,28.541515,-81.254067,FRCC
638,FL,30.376389,-83.180556,FRCC
641,FL,30.5661,-87.2244,FRCC
642,FL,30.6692,-84.8869,FRCC
643,FL,30.2686,-85.7003,FRCC
645,FL,27.7944,-82.4036,
646,FL,27.907222,-82.423055,FRCC
649,GA,33.1427,-81.7625,SERC
650,NY,41.0851,-73.7748,NPCC
658,FL,27.448611,-80.338611,FRCC
663,FL,29.7592,-82.3878,FRCC
664,FL,29.6461,-82.3208,FRCC
665,FL,25.4756,-80.47,FRCC
666,FL,30.364818,-81.625967,FRCC
667,FL,30.4172,-81.5525,FRCC
672,FL,28.289436,-81.407908,FRCC
673,FL,26.612767,-80.0677,FRCC
674,WY,43.219017,-108.787681,WECC
675,FL,28.0797,-81.9228,FRCC
676,FL,28.0801,-81.9229,FRCC
678,VT,44.625282,-72.530859,NPCC
679,FL,29.0219,-80.9644,FRCC
681,FL,29.0219,-80.9644,FRCC
682,CA,37.071846,-119.558008,WECC
683,FL,28.493232,-80.780124,FRCC
685,FL,28.2447,-81.2881,FRCC
688,FL,30.4522,-84.4,FRCC
689,FL,30.162304,-84.200673,FRCC
690,FL,30.708571,-84.863869,FRCC
692,WY,41.835278,-106.242778,WECC
693,FL,27.633382,-80.377551,FRCC
696,FL,24.710833,-81.0927,FRCC
698,MO,40.0786,-93.635,-
700,GA,33.8175,-84.480278,SERC
701,GA,33.839475,-83.309716,SERC
702,AL,32.661976,-85.091552,SERC
703,GA,34.1256,-84.9222,SERC
704,GA,34.7939,-83.5406,SERC
706,GA,31.6028,-84.1376,SERC
707,AL,32.60965,-85.0805,SERC
708,GA,34.2528,-85.3456,SERC
709,GA,33.195,-83.2983,SERC
710,GA,33.8239,-84.4758,SERC
711,AL,32.813836,-85.167786,SERC
712,GA,33.320773,-83.841922,SERC
714,CA,39.893491,-121.59338,WECC
715,GA,31.213645,-81.546165,SERC
717,GA,33.9684,-84.3827,SERC
718,GA,34.755269,-83.501073,SERC
719,GA,32.498791,-84.995585,SERC
720,GA,32.5163,-84.9969,SERC
722,GA,33.1403,-83.2028,SERC
723,GA,34.731332,-83.375475,SERC
724,GA,34.7504,-83.4063,SERC
725,GA,34.7133,-83.3519,SERC
727,GA,31.444728,-84.134696,SERC
728,GA,33.4622,-84.8986,SERC
729,GA,34.681477,-83.342642,SERC
732,GA,32.0411,-81.145,SERC
733,GA,32.1486,-81.1458,SERC
734,GA,32.083611,-81.095555,SERC
736,GA,33.562644,-82.051242,SERC
745,CA,34.10345,-117.5257,WECC
748,FL,27.4439,-81.3633,FRCC
751,CA,37.816447,-120.312033,WECC
752,GA,31.847697,-83.941996,SERC
753,GA,31.844708,-83.940734,SERC
754,GA,34.3564,-82.8219,SERC
757,GA,34.883889,-84.282222,SERC
758,GA,34.959153,-84.08765,SERC
759,GA,34.162279,-84.077367,SERC
760,GA,34.1637,-84.7282,SERC
761,GA,31.624501,-85.065237,SERC
762,OK,36.71979,-97.085758,SPP
776,CA,39.580413,-121.119479,WECC
785,NE,41.2114,-101.6681,MRO
788,VT,44.326335,-72.035894,NPCC
790,ID,43.420221,-112.101852,WECC
791,TX,29.87056,-98.194733,TRE
794,TX,33.068473,-96.963806,TRE
796,TX,33.291944,-96.987778,TRE
805,ME,44.099461,-70.220851,NPCC
808,NY,43.3121,-75.109,NPCC
809,ID,42.7778,-112.8764,WECC
810,ID,42.913786,-115.070986,WECC
811,ID,44.8367,-116.8975,WECC
812,ID,42.944869,-115.977858,WECC
813,ID,44.5256,-116.0483,WECC
814,ID,42.66701,-114.78012,WECC
815,ID,42.865783,-114.906172,WECC
816,ID,42.841608,-114.903611,WECC
817,ID,45.183368,-113.885307,WECC
818,ID,42.5975,-114.4033,WECC
819,ID,43.2435,-116.3791,WECC
820,ID,42.740542,-114.836722,WECC
821,ID,42.5892,-114.3553,WECC
822,ID,42.767422,-114.924692,WECC
823,ID,42.864267,-114.885542,WECC
825,ID,44.07863,-111.497326,WECC
826,ID,42.514444,-111.793055,WECC
827,ID,42.53675,-111.793967,WECC
829,ID,42.267774,-111.748531,WECC
831,ID,42.64455,-111.696689,WECC
833,ID,48.084444,-116.053056,WECC
835,ID,47.703333,-116.953889,WECC
839,CA,39.272108,-120.932508,WECC
840,ID,46.5143,-116.2977,WECC
841,ID,43.491398,-112.04541,WECC
843,ID,43.468398,-112.062602,WECC
844,ID,43.552695,-112.050953,WECC
846,CA,39.0096,-121.0591,WECC
850,ID,43.334849,-111.205752,WECC
851,ID,48.180245,-116.99859,WECC
856,IL,40.5958,-89.6631,SERC
860,IL,40.625278,-89.631111,SERC
861,IL,39.0586,-89.4031,SERC
862,IL,37.6577,-89.511161,SERC
863,IL,39.1333,-87.6597,SERC
864,IL,39.82333,-90.56722,SERC
865,IL,42.057222,-87.869444,RFC
866,IL,41.713611,-87.542778,RFC
867,IL,41.82848,-87.72291,RFC
869,IL,41.39,-88.27,RFC
870,IL,41.8333,-88.0833,RFC
874,IL,41.4931,-88.1153,RFC
876,IL,39.590556,-89.496389,SERC
877,IL,41.89,-88.061667,RFC
879,IL,40.5408,-89.6786,SERC
880,IL,41.726111,-90.310278,SERC
882,IL,42.216944,-89.052222,RFC
883,IL,42.3833,-87.8133,
884,IL,41.6334,-88.0629,RFC
