year,state,final co2 (kg),generation (mwh),index,indexlb
2001,AK,4192038618.055,6743766.0,621.6168559310925,1370.4165205856866
2001,AL,78187281779.71484,125345113.04,623.7760681963229,1375.1767199456135
2001,AR,28133189857.536762,47192036.0,596.1427444566444,1314.2562944291185
2001,AZ,47744178538.8005,89911272.0,531.0143820321049,1170.6743066279785
2001,CA,63206499941.249115,198596072.0,318.26661678005956,701.6505833533193
2001,CO,43015907701.52854,46876003.0,917.6530623041505,2023.0579411557303
2001,CT,11049743034.264175,30490645.0,362.39781199329093,798.9422163204092
2001,DE,5941479510.187931,6807685.0,872.7606389232068,1924.0881045701017
2001,FL,126703340262.82501,190945343.0,663.5581589587393,1462.8803172404369
2001,GA,73885290244.55673,118316788.05000001,624.4700474233058,1376.70666654942
2001,HI,8287969304.334401,10633092.0,779.4505402882248,1718.3766611194205
2001,IA,37662408365.61019,40658512.0,926.3105439178441,2042.1442251212793
2001,ID,385319139.3600024,9346942.0,41.22408584112348,90.88261964534084
2001,IL,95653533954.62485,179249282.01,533.6341260730322,1176.449794340607
2001,IN,123114437010.00146,122569670.0,1004.4445498629593,2214.3984546278803
2001,KS,36613135161.565994,44748522.0,818.1976415124055,1803.7985204782494
2001,KY,93257795390.68819,95417625.0,977.3644585126509,2154.6976852369903
2001,LA,51253603004.44826,87894379.03000002,583.127198463447,1285.5622217325154
2001,MA,23726742887.173492,38478431.0,616.6244898908038,1359.410350413266
2001,MD,31364550181.67111,49062342.0,639.2795146564978,1409.355618011715
2001,ME,6219046503.846507,19564821.0,317.868816885496,700.7735937057646
2001,MI,74643428129.1458,111845612.0,667.379138031323,1471.3040477038548
2001,MN,36180434383.813194,48523223.0,745.6313110902215,1643.8187884295025
2001,MO,70340732865.07727,79544872.00999999,884.2899747985562,1949.505678440897
2001,MS,24292603864.587227,53446448.0,454.52232605967055,1002.0399200311498
2001,MT,19334779032.030403,24232487.0,797.8866978049097,1759.0210139807039
2001,NC,69479021272.78203,117495851.0,591.3316996425859,1303.649865032045
2001,ND,33711425927.131752,30332072.0,1111.4119050993863,2450.218685982107
2001,NE,21913281835.87984,30485213.0,718.816753416807,1584.7034145826929
2001,NH,4633739922.008601,15074624.0,307.3867661315202,677.6648646135494
2001,NJ,16641104250.581774,59421260.0,280.0530357414463,617.4049225955926
2001,NM,32794875677.507,33611643.0,975.6998691645928,2151.0279315602615
2001,NV,22822006217.92637,33875966.0,673.6931492352534,1485.2239168040396
2001,NY,59062468700.2939,143914556.0,410.3995477725957,904.7668430194645
2001,OH,118570685610.96938,142261809.0,833.4681419028586,1837.4638656390423
2001,OK,44549674951.589806,55249453.0,806.3369415003947,1777.6504212317702
2001,OR,9380506705.142319,45051906.0,208.21553487975223,459.03196819590175
2001,PA,105054576104.50548,196576590.0,534.4205843865003,1178.1836203384787
2001,RI,3384107390.1537127,7501892.0,451.1005210623817,994.4962087341268
2001,SC,36126583250.76774,89158990.0,405.1928274509137,893.2881073982843
2001,SD,4194983484.5611734,7400743.0,566.8327470040742,1249.6394740451822
2001,TN,58006485186.828354,96221976.0,602.8403032050428,1329.0217324458374
2001,TX,236695722230.92136,372580005.01,635.288311364343,1400.5566112338306
2001,UT,34024369712.46004,35853750.0,948.9765983323931,2092.113808683594
2001,VA,42856183123.8555,74104748.0,578.3189914343343,1274.9620485161333
2001,VT,47921039.31036781,5480614.0,8.743735521306155,19.27643933027155
2001,WA,14438475412.245441,83048670.0,173.85558868366516,383.28203081200826
2001,WI,47518122080.50552,58763434.0,808.6341938509844,1782.7149437638802
2001,WV,75568287617.73003,81836725.0,923.4031251584179,2035.7345297242482
2001,WY,47852590490.666855,44776938.0,1068.688316531757,2356.0302626259117
2002,AK,3829402379.26,6767322.0,565.8667312210059,1247.5097956498298
2002,AL,80934526954.85738,132920675.0,608.8934393002246,1342.3664762812753
2002,AR,26728829423.88623,47611641.0,561.3927363664326,1237.6464265934374
2002,AZ,47899769280.62092,94131663.0,508.85926960220513,1121.8311457650216
2002,CA,48333430942.849884,184210036.0,262.38218064758365,578.4477554556629
2002,CO,41916998521.555046,45600388.0,919.2246022458196,2026.522558111134
2002,CT,10064750681.964678,31311219.0,321.4423137586779,708.6517249123814
2002,DE,5876733324.851172,6002490.0,979.04924870365,2158.411973692067
2002,FL,128706485973.99728,203352778.0,632.9221918669697,1395.3402641899215
2002,GA,79672479163.79227,126512215.0,629.7611591401848,1388.3714514404514
2002,HI,9108375839.4107,11663073.0,780.958486619324,1721.701079600962
2002,IA,38260255423.36925,42528386.0,899.6404289447817,1983.3472896516657
2002,ID,427334591.5083321,9786932.0,43.66379489592163,96.26120222754884
2002,IL,94225528843.5618,188054454.01,501.0544915812058,1104.6247321399264
2002,IN,122195628930.98895,125608144.0,972.8320556268147,2144.705549834876
2002,KS,41161396960.526146,47188445.0,872.2770364763269,1923.0219546157105
2002,KY,89065668754.2067,92106668.0,966.9839403397667,2131.81279487305
2002,LA,50722222351.3954,94970963.0,534.081373391943,1177.4357957798775
2002,MA,23962736475.405643,42027824.0,570.1636248263923,1256.9827272922644
2002,MD,33145681659.709553,48279085.0,686.5432859738239,1513.5533282578922
2002,ME,6855179621.332693,22535036.0,304.20096161961726,670.6414399866082
2002,MI,74226648771.92824,117889088.0,629.6312070200105,1388.0849589963152
2002,MN,39137005923.66069,52777964.0,741.5406536648645,1634.8005250695603
2002,MO,69584409686.69133,81162196.0,857.3500116567981,1890.113835698577
2002,MS,23214899466.659187,42888811.0,541.2810223780554,1193.3081419346609
2002,MT,17138837787.65363,25473706.0,672.8050401325048,1483.2659914761202
2002,NC,71319779619.04308,124468027.00999999,572.9967874666569,1263.2287176489917
2002,ND,33828556499.489376,31306306.0,1080.5668512755665,2382.217680322114
2002,NE,21368430349.053974,31618489.0,675.820730998688,1489.9143835597076
2002,NH,4830242916.101537,15953075.0,302.7781738693974,667.5047621124735
2002,NJ,19911178273.0547,61569386.0,323.39413410838137,712.9547080553376
2002,NM,30336949189.143963,30661706.0,989.4083906858922,2181.249738106118
2002,NV,22674777143.681023,32088938.0,706.6228599924691,1557.8207571393975
2002,NY,55338559191.22153,139591686.0,396.4316269610894,873.9731647984178
2002,OH,124299904560.63141,147068847.0,845.1817437627114,1863.2876722992737
2002,OK,47644241208.11647,59183420.0,805.0268336658556,1774.7621574997454
2002,OR,6933170917.142238,47099368.0,147.20305625209744,324.52385781337404
2002,PA,111982927138.50136,204322877.0,548.068472716843,1208.271754951552
2002,RI,3124794395.0835943,7056764.0,442.80840270180414,976.2154045963974
2002,SC,38771288628.705536,96563499.0,401.5108092624682,885.1707301000374
2002,SD,3608775661.4017696,7721958.0,467.33945735029505,1030.2965676744604
2002,TN,60288121564.63691,96114264.0,627.2546764196926,1382.8456596348544
2002,TX,244742399575.51575,385628540.0,634.6584191499824,1399.1679508580512
2002,UT,35015135423.08776,36608004.0,956.4885160930315,2108.6745825786975
2002,VA,42405388699.7903,75005652.0,565.3625769400725,1246.3983371220838
2002,VT,14335420.79527056,5456191.0,2.627367846043249,5.792295153386947
2002,WA,11694976855.714193,102765048.0,113.80305934089763,250.89022462294292
2002,WI,45665283835.3951,58431437.029999994,781.5190958242142,1722.9369986540628
2002,WV,86271429219.77936,94761752.0,910.4034845174597,2007.0755219671917
2002,WY,45395577691.49652,43783839.0,1036.8112693703383,2285.754124453848
2003,AK,3474714020.315,6338738.0,548.1712637933608,1208.4983681588433
2003,AL,83503611376.25168,137487227.0,607.3554118321964,1338.9757409252602
2003,AR,27978444677.433044,50401103.0,555.1157219204715,1223.8081205458716
2003,AZ,50134046469.85398,94396220.0,531.1022673350054,1170.868058566753
2003,CA,47433951900.878494,193320196.74,245.36469908870058,540.9310156109493
2003,CO,42909258676.87045,46616789.0,920.4679171890293,2029.2635702349341
2003,CT,9669517571.866522,29545054.009999998,327.28041616013695,721.5224054666379
2003,DE,6134418906.116593,7392285.0,829.840692846203,1829.466791448739
2003,FL,132802548268.25194,212610013.0,624.6297923336843,1377.0588401788407
2003,GA,77574633211.72287,124076835.0,625.2144746577625,1378.3478308305032
2003,HI,8177647749.341898,10976374.0,745.0226959596947,1642.477035512743
2003,IA,37938556644.63252,42116192.0,900.8069068692754,1985.9189068840046
2003,ID,642660374.1274064,10422935.0,61.65829242218304,135.93187147394474
2003,IL,95403264326.74551,189055259.01,504.631634297458,1112.510900972176
2003,IN,120945958262.66972,124888212.0,968.4337402690153,2135.009023797071
2003,KS,41160446609.2908,46567561.0,883.8866740152185,1948.616561533951
2003,KY,87071563232.12584,91718818.0,949.3315017658191,2092.896228792925
2003,LA,51844878788.10037,94885040.02,546.3967636749949,1204.5863051978938
2003,MA,26815403594.145977,48385023.0,554.2087598913816,1221.80863205654
2003,MD,32901712184.06273,52244238.0,629.7672900131633,1388.38496756302
2003,ME,5978204252.859516,18971634.0,315.1127758873862,694.6976257213316
2003,MI,73710357826.72656,111347063.01,661.9874456868852,1459.417522761307
2003,MN,41432665981.16511,55050992.0,752.6234219569578,1659.2335960463092
2003,MO,73432698906.13779,87225089.0,841.8758839688635,1855.9995737977565
2003,MS,24007706855.24407,40148278.01,597.9760040832713,1318.29789860198
2003,MT,18764960057.05621,26268727.0,714.3459999815069,1574.8471915592302
2003,NC,69968002641.46265,127582322.0,548.4145573198036,1209.0347330672391
2003,ND,34154585117.51423,31322127.0,1090.4299416675703,2403.9618494003257
2003,NE,22439495888.721874,30455986.0,736.7844169852808,1624.3149256857503
2003,NH,7963984157.863304,21597110.0,368.75230796450563,812.9513381385492
2003,NJ,19126653747.9139,57399352.0,333.2207260443271,734.6184126373236
2003,NM,29624848262.008507,32735654.0,904.9719386088485,1995.1011358570674
2003,NV,22485639119.964577,33194888.0,677.3825873418997,1493.357652053952
2003,NY,55580190688.5753,137643321.0,403.7986753354731,890.214559644584
2003,OH,126771375622.40211,146638125.0,864.5185256044573,1905.9175415475866
2003,OK,49087117068.25666,60626858.0,809.6595912698735,1784.9755349135633
2003,OR,9165970568.748032,48966141.0,187.18997212273746,412.679012541787
2003,PA,116835172357.03094,206349515.0,566.2003729789767,1248.245342269452
2003,RI,2430534080.5432453,5621143.0,432.39143365383967,953.250154633255
