year,state,final co2 (kg),generation (mwh),index,indexlb
2003,SC,37845642577.21615,93772674.0,403.5892436768535,889.7528466099914
2003,SD,3962432033.7482877,7943837.0,498.8058080431771,1099.6672844119882
2003,TN,55540231797.81678,92221794.0,602.2462737801086,1327.7121351756275
2003,TX,244089760832.2304,379199690.0,643.6971528964868,1419.094743275595
2003,UT,36216636849.12037,38023665.0,952.4762236654559,2099.829082692864
2003,VA,42600306985.73416,75309419.0,565.6703710027847,1247.0768999127392
2003,VT,23494731.73615081,6027961.0,3.897625040399367,8.592704164064445
2003,WA,15097758694.551388,100094691.0,150.83476000291952,332.5303119024364
2003,WI,47637510548.41604,60122427.01,792.3417752329364,1746.7966776785315
2003,WV,85664470033.50853,94711549.0,904.4775525053288,1994.011212253248
2003,WY,44912296359.66989,43626603.0,1029.4703981345945,2269.570439727527
2004,AK,3492109158.2692,6526716.920000001,535.0483560223414,1179.567605686854
2004,AL,80570912014.43558,137354770.87,586.5898323305585,1293.1959443559492
2004,AR,28377283779.285267,51927632.25,546.4775216914549,1204.7643443209815
2004,AZ,53879299565.88392,104564143.0,515.2751031095231,1135.9754923152548
2004,CA,48545246662.41275,195349285.03000003,248.50485966691713,547.8538136216855
2004,CO,42655440326.32919,47869492.41,891.0777653748094,1964.4700415453049
2004,CT,10145098221.889277,32633407.72,310.8807486161386,685.3676983991392
2004,DE,5780545063.115083,7855552.580000002,735.8546714883145,1622.2652087631382
2004,FL,129796767434.84276,218117927.77,595.0761075068999,1311.9047866097117
2004,GA,79222309945.91881,126812714.78,624.7189809267705,1377.2554653511584
2004,HI,8409039729.841301,11410402.61,736.9625785571909,1624.7077006871832
2004,IA,37130960099.08142,43248188.99,858.5552589882312,1892.7709239654546
2004,ID,678585144.6691087,10863038.7,62.46734117490613,137.71550035419807
2004,IL,99337137747.11926,191957778.48999998,517.4947247698755,1140.8688702276675
2004,IN,124497476094.10313,127770395.74,974.3843663710886,2148.127774101702
2004,KS,39680895772.831,46782658.78,848.1966781630405,1869.9343966782392
2004,KY,87602914160.26367,94529947.17,926.7212855067088,2043.0497460280903
2004,LA,50352327578.36353,98172308.65,512.897458262672,1130.7337364858868
2004,MA,25707945404.418915,47500482.53,541.2144053101457,1193.1612779467473
2004,MD,31601100484.240173,52052769.81,607.097385971749,1338.4068971133179
2004,ME,5208737780.766974,19098885.459999997,272.72469860484597,601.2488705442435
2004,MI,74172882362.05548,118487269.39000002,625.9987485905846,1380.0768411428028
2004,MN,38863490006.69177,52364126.63,742.1777561821577,1636.205081279185
2004,MO,73397304876.53056,87632910.32999998,837.5541175129038,1846.4718074689476
2004,MS,25976876864.563457,43662613.17000001,594.9455375797759,1311.616932148374
2004,MT,18772142022.690506,26788767.759999998,700.7467529253204,1544.8662914991614
2004,NC,69576101772.17073,126329956.74999999,550.7490350040886,1214.1813225700137
2004,ND,32300512313.210804,29936106.04,1078.9817576825635,2378.7231829869797
2004,NE,21700399982.290985,32008708.810000002,677.9529943273268,1494.6151712940248
2004,NH,8382226856.840448,23875786.58,351.07646940779654,773.9831844564283
2004,NJ,18836382910.66248,55882341.60999999,337.07218359102836,743.1093359447812
2004,NM,29295238372.224228,32940360.609999996,889.3417628017957,1960.6428502728388
2004,NV,25439752192.765087,37667435.04,675.3778739048723,1488.9380608106817
2004,NY,55631994200.38394,137964793.75,403.23326472108715,888.9680554041088
2004,OH,119801970093.67316,148345905.32999998,807.5852840506114,1780.4025172179781
2004,OK,46602324423.76217,60729560.47,767.374637048187,1691.754124836433
2004,OR,9103464876.013142,51381278.05000001,177.17474577324452,390.59944453169487
2004,PA,118424123621.8619,214658500.79000002,551.6861581816225,1216.247304327205
2004,RI,2055142433.6432247,4939419.720000001,416.06960941623004,917.2670609190208
2004,SC,40573032947.67578,97939929.06,414.2644714682192,913.287453798836
2004,SD,4147550978.973858,7510214.0200000005,552.2546984584944,1217.5007082215968
2004,TN,56021619320.17279,97594541.89,574.0241025293755,1265.4935364362611
2004,TX,235964799170.27264,390299132.27000004,604.5742346335466,1332.8443576731167
2004,UT,36601209632.33322,38211977.46,957.8465199987904,2111.6684379893336
2004,VA,40641824966.90195,78900039.95,515.1052520715732,1135.6010387169904
2004,VT,20634037.949325852,5470378.8100000005,3.7719577868366763,8.315658136860137
2004,WA,14630425444.169533,102165052.12999998,143.2038171482851,315.70713528510936
2004,WI,47455969960.0221,60444933.400000006,785.1107990470894,1730.8552675792132
2004,WV,81097326784.93942,89749561.73,903.5957972575987,1992.0672946341024
2004,WY,46216500936.79832,44807604.48,1031.443244358827,2273.9197765134704
2005,AK,3531410514.5670004,6576658.54,536.96120804943,1183.7846792657733
2005,AL,83926406556.29842,137948581.01,608.3890529487544,1341.254506130824
2005,AR,26237258578.357666,47794508.88000002,548.9596858131301,1210.2365233436267
2005,AZ,53214325202.77467,101478654.34,524.3893462016385,1156.0687526361323
2005,CA,44119945461.77078,200827519.39999998,219.69073558038872,484.330195660525
2005,CO,43078894481.49322,49616694.33,868.2338689267777,1914.1083874359742
2005,CT,11308603482.345148,33549746.79,337.0697118261365,743.1038866919006
2005,DE,6031191041.260623,8136568.109999999,741.2450752852634,1634.1488929738919
2005,FL,131536014413.2311,220256411.82,597.1949389638028,1316.5759624395996
2005,GA,87140995406.64981,136667891.93999997,637.6113231109653,1405.677922930434
2005,HI,8435092921.023701,11522805.38,732.0346602108193,1613.8436119007724
2005,IA,37641001633.269875,44156159.919999994,852.4518821715029,1879.3154194352953
2005,ID,648607696.0580055,10824983.9,59.917659190052504,132.09447145038976
2005,IL,98351513808.1837,194120145.85999995,506.65279161244354,1116.9667443887931
2005,IN,126435879290.25356,130371572.51,969.8117224179024,2138.0469232425075
2005,KS,39366853221.37732,45862695.84999999,858.3632621626042,1892.3476477636773
2005,KY,90935586259.5431,97822419.14,929.5986243133008,2049.393127161103
2005,LA,47825548425.401306,92616878.16999999,516.380484533463,1138.4124162024725
2005,MA,26214797417.253178,47515443.29000001,551.711098584453,1216.3022879392852
2005,MD,32455708056.12233,52661600.03,616.3069112528507,1358.7102165480346
2005,ME,4865230455.723449,18843977.54,258.1848999446138,569.1944304178955
2005,MI,75346853492.59949,121619771.22,619.5279989164206,1365.811426411141
2005,MN,38981875450.35067,53018994.9,735.2435768326999,1620.9179894853703
2005,MO,75172383480.70403,90828230.46,827.6323682625231,1824.5983190715585
2005,MS,25292537998.90461,45067453.300000004,561.2151596528,1237.254940970563
2005,MT,19852044342.984077,27938777.750000004,710.555219008608,1566.4900358263772
2005,NC,71992673111.9696,129748577.63000001,554.8629081489346,1223.2507673051414
2005,ND,33579738041.034355,31932615.43,1051.5811996247235,2318.3159126926653
2005,NE,22630768069.57643,31464733.609999996,719.2423222163881,1585.6416235582492
2005,NH,8505848618.845022,24470013.18,347.60294390838664,766.3254501404292
2005,NJ,19775253117.39875,60549582.980000004,326.5960250119422,720.0135967413278
2005,NM,30750811608.72531,35135642.00000001,875.202781515286,1929.4720521285997
2005,NV,26427069017.30657,40213751.839999996,657.1649698951982,1448.7858926309539
2005,NY,56877186049.609726,146887418.64,387.2161862208741,853.656804142539
2005,OH,127141826851.28677,156976322.82,809.9427007031912,1785.5996779702555
2005,OK,50164599130.710815,68607827.17,731.1789514396133,1611.9571163437718
2005,OR,9331964939.444038,49325002.52,189.19340015563446,417.0957699831118
2005,PA,121884836142.53363,218091125.10999998,558.8711419644326,1232.0873195747881
2005,RI,2675235588.901187,6053294.080000001,441.9470710567537,974.3165128517193
2005,SC,41602079343.358345,102514664.85999998,405.8158840022798,894.6616978714261
2005,SD,3489761417.423303,6520768.990000002,535.176360759761,1179.8498049309692
2005,TN,55927985770.82213,97117165.23,575.8815718968873,1269.5885134038779
2005,TX,239378582148.6189,396668722.20000005,603.472289977843,1330.4150104851528
2005,UT,36438131040.98716,38165130.9,954.7492745789891,2104.8402507368396
2005,VA,41173468438.82023,78943044.96,521.5591628075988,1149.8293303256323
2005,VT,13890894.144345254,5716754.62,2.4298566350474657,5.356861937625643
2005,WA,14917496474.32766,101965850.32999998,146.29894642224832,322.5306572824887
2005,WI,48693740427.057396,61824663.64,787.6102765491308,1736.365615680214
2005,WV,81940318043.52702,93626285.32,875.1849735730499,1929.432792739146
2005,WY,46310555387.713005,45567306.96,1016.3110018409787,2240.559234658622
2006,AK,3738676301.6542006,6674196.81,560.1687226322894,1234.9479659151452
2006,AL,84637673604.56364,140895441.32,600.712647702601,1324.3311031251542
2006,AR,28484687216.251556,52168702.97,546.0110294985077,1203.73591563241
2006,AZ,56067084055.60247,104392712.3,537.0785260802394,1184.0433185964957
2006,CA,48988245128.796455,217291312.22,225.44962625655984,497.02624604521185
2006,CO,43503529826.54565,50698352.870000005,858.0856647965818,1891.7356566105443
2006,CT,10673181676.403162,34681736.190000005,307.7464639581863,678.4578544422176
2006,DE,4918947875.822162,7182179.36,684.8823496691624,1509.8916280806354
2006,FL,129005823863.6672,223751621.02999997,576.5581642260838,1271.0801288528244
2006,GA,88212065152.66193,138010207.89999998,639.1705837917366,1409.1154690272626
2006,HI,8435696820.538001,11559173.730000002,729.783721361025,1608.8811921125157
2006,IA,37110302769.46014,45483462.370000005,815.9076032421261,1798.7499021075914
2006,ID,550907348.6611102,13386085.27,41.155224813617984,90.73080862410221
2006,IL,97424361163.5582,192426958.08,506.292684432785,1116.172852100518
2006,IN,125477383821.21693,130489787.66999999,961.5877691405316,2119.916395847216
2006,KS,36302882287.10883,45523736.29,797.4495339277178,1758.0572424970467
2006,KY,92853949450.74544,98792014.20000002,939.8932717655373,2072.0887069343034
2006,LA,45456702780.71052,90921829.39000002,499.9536754339662,1102.197872861722
2006,MA,22876133883.44458,45597775.39999999,501.6940778967165,1106.0347641311014
2006,MD,29601200092.25483,48956879.7,604.6382096580969,1332.9853970122406
2006,ME,3579247813.1575484,16816172.72,212.84556675019383,469.23933645747735
2006,MI,71947194558.34872,112556738.51000002,639.2082385361284,1409.1984826767489
2006,MN,37838736392.83285,53237789.11,710.749582681775,1566.9185299802411
2006,MO,75136408383.82898,91686342.91,819.4940053131298,1806.656484113326
2006,MS,26010019876.162304,46228847.42,562.6361315015088,1240.3876155082262
2006,MT,19873714179.36021,28243536.37000001,703.6553043148614,1551.2784838925436
2006,NC,69730224203.59698,125214784.4,556.8849120950687,1227.7084772047886
2006,ND,32832912306.596405,30881136.84,1063.2028372759999,2343.9369750586693
2006,NE,22206094929.987103,31669968.88,701.1719845424459,1545.8037571222762
2006,NH,7088933959.055386,22063694.6,321.2940573903423,708.3248789227487
2006,NJ,18290004095.994644,60700138.64,301.31733643095754,664.284199895689
2006,NM,31062185177.8817,37265624.58,833.5345382766614,1837.6102430847277
2006,NV,17963408779.62162,31860021.799999997,563.8228652945122,1243.0038888282818
2006,NY,48670396011.296936,142265432.23,342.10978203483535,754.2152254739981
2006,OH,124751565409.13025,155434075.21,802.6011364662736,1769.4144654535469
2006,OK,50130910288.16903,70614880.24000001,709.9199222286895,1565.089460545369
2006,OR,7428613619.805653,53340695.15000001,139.26728174268368,307.0286493299204
2006,PA,120860047511.16156,218811594.68,552.3475467006799,1217.705401456319
2006,RI,2415271614.7753367,5967724.54,404.72236923578527,892.2509352172123
2006,SC,41538594691.59288,99267605.77000001,418.4506553712651,922.5163148314911
2006,SD,3818828828.9972477,7132242.98,535.4316783241795,1180.4126780334861
2006,TN,57481077890.85488,93911101.61,612.0796892529912,1349.3908829271445
2006,TX,237420050760.04276,400582877.74000007,592.6864675283031,1306.636586312897
2006,UT,38386607759.08235,41263323.91,930.2839452005347,2050.903985589099
2006,VA,36340809847.54262,73069536.71999998,497.3455625810163,1096.4480272661085
2006,VT,10462288.733292399,7084343.67,1.4768183505265209,3.255793735570768
2006,WA,10079395474.155876,108203155.36999999,93.15250964437635,205.36402276199212
2006,WI,46111169996.793015,61639843.480000004,748.0740928836799,1649.2041451713608
2006,WV,80993120679.01816,93815804.21,863.3206458233927,1903.2766957822516
2006,WY,45772033457.032,45400369.830000006,1008.1863568165562,2222.64764223778
2007,AK,3738342099.7050004,6821391.699999998,548.032170576717,1208.1917232534304
2007,AL,86921115689.51076,143826270.86,604.3479759975107,1332.3455478841122
2007,AR,29607090595.034985,54596235.56,542.2917952373745,1195.5364917803158
2007,AZ,60546987259.93858,113342056.30000001,534.1970071522213,1177.690721967787
2007,CA,54433616169.851585,211401365.94,257.4894250461038,567.6611864566405
2007,CO,44209837200.975685,53907492.20000001,820.1056179158651,1808.0048452573162
2007,CT,9962802675.29537,33171209.240000002,300.3448744726971,662.140310262508
2007,DE,6356830387.234814,8534163.28,744.8686155480744,1642.137349837285
2007,FL,129670928567.28683,225416060.27,575.2515078649184,1268.199474238999
2007,GA,93263807477.44557,145155158.4,642.5111481084338,1416.4800771198531
2007,HI,8254293467.9112015,11533349.64,715.6891731855275,1577.808351204814
2007,IA,40823701614.92003,49789217.019999996,819.9305805215097,1807.6189578177202
2007,ID,715859950.3884201,11484090.620000001,62.33492699384673,137.4235800506345
2007,IL,101161048221.4231,200260681.30000004,505.14682944616084,1113.6467001970063
2007,IN,124804361239.24915,130637998.59,955.345018955324,2106.1536287889076
2007,KS,39100588812.29123,50122195.78999999,780.1052646638495,1719.8200664779229
2007,KY,92407716971.24706,97225319.5,950.4490954256731,2095.3600757754393
2007,LA,46013117881.500175,92578328.77000003,497.0182384239659,1095.7264084294752
2007,MA,24546768726.3098,47075975.16,521.4287891622254,1149.5419085870421
2007,MD,30567906102.923134,50197923.919999994,608.9476160735043,1342.4859143956476
2007,ME,3509467493.8978047,16128567.49,217.59325470620607,479.70608932530195
2007,MI,75830648755.0646,119309936.25,635.5769782339868,1401.1930062146473
2007,MN,37929232109.741066,54477646.470000006,696.2347782521791,1534.9191921347542
2007,MO,73731148872.60245,91153081.2,808.8717123102849,1783.2385769592543
2007,MS,28153882042.28385,50043685.98,562.5860983448656,1240.2773124110909
2007,MT,21300594960.695637,28931493.08,736.242505763399,1623.1202282059894
2007,NC,73183042896.16698,130115300.65,562.4476332189682,1239.9720521945374
2007,ND,31633952047.326424,31224105.08,1013.1259796326059,2233.537534698043
2007,NE,21322979548.28475,32442698.830000002,657.2504852329744,1448.9744197446153
2007,NH,6879077413.201324,23277171.240000002,295.5289258421645,651.5230699116358
2007,NJ,19385675641.383392,62671245.01,309.323289146245,681.9341232518117
2007,NM,29156693054.22032,35985332.87,810.2382478870293,1786.251241291745
2007,NV,17617397460.674194,32710947.980000004,538.5780158815866,1187.3490938125458
2007,NY,50389849514.771484,145878687.48999998,345.42297015268747,761.5194799986149
2007,OH,127492789856.9943,155155545.42999998,821.709527066269,1811.5408233702967
2007,OK,49906407943.279976,72819095.12,685.347817918339,1510.9177993827705
2007,OR,10769162398.912558,55077793.95,195.52639324459648,431.0574865470374
2007,PA,123700137576.84459,226088340.27000004,547.1318752179743,1206.2069321055462
2007,RI,2900298002.8359213,7049844.000000002,411.39889093090864,906.9699949462812
2007,SC,42655545391.662025,103402141.67000002,412.52090820124323,909.4435942204609
2007,SD,3150907901.8132052,6136604.5,513.4611334025527,1131.9764146992677
2007,TN,58491759534.901726,95113408.79999998,614.9685966769991,1355.7597682341125
2007,TX,239213513409.102,405492295.53999996,589.9335598732841,1300.5675260966423
2007,UT,40144575698.87268,45372574.75,884.7762314584688,1950.5776798733405
2007,VA,40225797226.67363,78360507.19,513.3427369113182,1131.715397794692
2007,VT,10294430.097244106,5823581.56,1.7677145913011145,3.8971035879824374
2007,WA,12393284914.858603,106990216.57000002,115.83568397349772,255.37134888797308
2007,WI,46403148883.60001,63390629.739999995,732.0190550862955,1613.809208843247
2007,WV,83902610625.49834,93933109.13,893.2165814865149,1969.1852755451707
2007,WY,46182570486.95271,45633486.44,1012.0324807457932,2231.126807052176
2008,AK,3722406149.1800003,6774834.380000001,549.4460735702885,1211.308813793058
2008,AL,82282501595.02463,145869895.23000002,564.0814471367507,1243.5739583576808
2008,AR,29346928505.993763,55050527.919999994,533.0907734189403,1175.251919079396
2008,AZ,60516618672.001915,119459946.41,506.58501439722784,1116.8173227401285
2008,CA,54258082215.15447,208648868.90999997,260.04493817102133,573.2950706918336
2008,CO,42417263871.090706,53441593.61000001,793.7125561905694,1749.8187013777294
2008,CT,9047674581.44906,30409472.69,297.528164124475,655.9305906288175
2008,DE,5516144447.895812,7523838.630000001,733.1556030323595,1616.31484244514
2008,FL,122091121102.726,219636818.25,555.8772981484219,1225.487091498011
2008,GA,87276599561.51804,136173395.35,640.922548323005,1412.9778500328969
2008,HI,8143167051.3827,11376385.089999998,715.795658019757,1578.0431076703562
2008,IA,42332765417.026024,53086786.42,797.4256547026081,1758.0045983573698
2008,ID,747079584.3753903,11970552.95,62.409780692327196,137.58860251430454
2008,IL,102179909455.55193,199475177.6,512.2437322023567,1129.2925320133156
2008,IN,122748980985.58478,129510294.00999999,947.7932385521946,2089.504973712168
2008,KS,36863846088.81359,46630321.42,790.5552646051992,1742.8581363486223
2008,KY,92053467445.34442,97863340.31,940.6327962416595,2073.7190625943626
2008,LA,46340883798.7595,92453141.40999997,501.23644358662267,1105.0258635310684
2008,MA,20984599910.80834,42505478.51,493.691652144827,1088.3926163184856
2008,MD,27899538816.97295,47360952.92,589.0831391019433,1298.6926884641443
2008,ME,3581664989.8205132,17094919.46,209.5163418699437,461.89972728647786
2008,MI,73091305737.84523,114989805.85999998,635.6329171199214,1401.316329082579
2008,MN,36782845184.61031,54763359.919999994,671.6688902642903,1480.7612354766545
2008,MO,72205837392.56046,91028795.48,793.2197390047289,1748.7322366098256
2008,MS,26952989398.18034,48205711.050000004,559.1244027128677,1232.6456582207882
