nerc,fuel category,year,month,active capacity,possible gen,datetime
ASCC,Coal,2001,1,117.5,87420.0,2001-01-01
ASCC,Coal,2001,2,117.5,78960.0,2001-02-01
ASCC,Coal,2001,3,117.5,87420.0,2001-03-01
ASCC,Coal,2001,4,117.5,84600.0,2001-04-01
ASCC,Coal,2001,5,117.5,87420.0,2001-05-01
ASCC,Coal,2001,6,117.5,84600.0,2001-06-01
ASCC,Coal,2001,7,117.5,87420.0,2001-07-01
ASCC,Coal,2001,8,117.5,87420.0,2001-08-01
ASCC,Coal,2001,9,117.5,84600.0,2001-09-01
ASCC,Coal,2001,10,117.5,87420.0,2001-10-01
ASCC,Coal,2001,11,117.5,84600.0,2001-11-01
ASCC,Coal,2001,12,117.5,87420.0,2001-12-01
ASCC,Coal,2002,1,117.5,87420.0,2002-01-01
ASCC,Coal,2002,2,117.5,78960.0,2002-02-01
ASCC,Coal,2002,3,117.5,87420.0,2002-03-01
ASCC,Coal,2002,4,117.5,84600.0,2002-04-01
ASCC,Coal,2002,5,117.5,87420.0,2002-05-01
ASCC,Coal,2002,6,117.5,84600.0,2002-06-01
ASCC,Coal,2002,7,117.5,87420.0,2002-07-01
ASCC,Coal,2002,8,117.5,87420.0,2002-08-01
ASCC,Coal,2002,9,117.5,84600.0,2002-09-01
ASCC,Coal,2002,10,117.5,87420.0,2002-10-01
ASCC,Coal,2002,11,117.5,84600.0,2002-11-01
ASCC,Coal,2002,12,117.5,87420.0,2002-12-01
ASCC,Coal,2003,1,117.5,87420.0,2003-01-01
ASCC,Coal,2003,2,117.5,78960.0,2003-02-01
ASCC,Coal,2003,3,117.5,87420.0,2003-03-01
ASCC,Coal,2003,4,117.5,84600.0,2003-04-01
ASCC,Coal,2003,5,117.5,87420.0,2003-05-01
ASCC,Coal,2003,6,117.5,84600.0,2003-06-01
ASCC,Coal,2003,7,117.5,87420.0,2003-07-01
ASCC,Coal,2003,8,117.5,87420.0,2003-08-01
ASCC,Coal,2003,9,117.5,84600.0,2003-09-01
ASCC,Coal,2003,10,117.5,87420.0,2003-10-01
ASCC,Coal,2003,11,117.5,84600.0,2003-11-01
ASCC,Coal,2003,12,117.5,87420.0,2003-12-01
ASCC,Coal,2004,1,117.5,87420.0,2004-01-01
ASCC,Coal,2004,2,117.5,81780.0,2004-02-01
ASCC,Coal,2004,3,117.5,87420.0,2004-03-01
ASCC,Coal,2004,4,117.5,84600.0,2004-04-01
ASCC,Coal,2004,5,117.5,87420.0,2004-05-01
ASCC,Coal,2004,6,117.5,84600.0,2004-06-01
ASCC,Coal,2004,7,117.5,87420.0,2004-07-01
ASCC,Coal,2004,8,117.5,87420.0,2004-08-01
ASCC,Coal,2004,9,117.5,84600.0,2004-09-01
ASCC,Coal,2004,10,117.5,87420.0,2004-10-01
ASCC,Coal,2004,11,117.5,84600.0,2004-11-01
ASCC,Coal,2004,12,117.5,87420.0,2004-12-01
ASCC,Coal,2005,1,117.5,87420.0,2005-01-01
ASCC,Coal,2005,2,117.5,78960.0,2005-02-01
ASCC,Coal,2005,3,117.5,87420.0,2005-03-01
ASCC,Coal,2005,4,117.5,84600.0,2005-04-01
ASCC,Coal,2005,5,117.5,87420.0,2005-05-01
ASCC,Coal,2005,6,117.5,84600.0,2005-06-01
ASCC,Coal,2005,7,117.5,87420.0,2005-07-01
ASCC,Coal,2005,8,117.5,87420.0,2005-08-01
ASCC,Coal,2005,9,117.5,84600.0,2005-09-01
ASCC,Coal,2005,10,117.5,87420.0,2005-10-01
ASCC,Coal,2005,11,117.5,84600.0,2005-11-01
ASCC,Coal,2005,12,117.5,87420.0,2005-12-01
ASCC,Coal,2006,1,117.5,87420.0,2006-01-01
ASCC,Coal,2006,2,117.5,78960.0,2006-02-01
ASCC,Coal,2006,3,117.5,87420.0,2006-03-01
ASCC,Coal,2006,4,117.5,84600.0,2006-04-01
ASCC,Coal,2006,5,117.5,87420.0,2006-05-01
ASCC,Coal,2006,6,117.5,84600.0,2006-06-01
ASCC,Coal,2006,7,117.5,87420.0,2006-07-01
ASCC,Coal,2006,8,117.5,87420.0,2006-08-01
ASCC,Coal,2006,9,117.5,84600.0,2006-09-01
ASCC,Coal,2006,10,117.5,87420.0,2006-10-01
ASCC,Coal,2006,11,117.5,84600.0,2006-11-01
ASCC,Coal,2006,12,117.5,87420.0,2006-12-01
ASCC,Coal,2007,1,117.5,87420.0,2007-01-01
ASCC,Coal,2007,2,117.5,78960.0,2007-02-01
ASCC,Coal,2007,3,117.5,87420.0,2007-03-01
ASCC,Coal,2007,4,117.5,84600.0,2007-04-01
ASCC,Coal,2007,5,117.5,87420.0,2007-05-01
ASCC,Coal,2007,6,117.5,84600.0,2007-06-01
ASCC,Coal,2007,7,117.5,87420.0,2007-07-01
ASCC,Coal,2007,8,117.5,87420.0,2007-08-01
ASCC,Coal,2007,9,117.5,84600.0,2007-09-01
ASCC,Coal,2007,10,117.5,87420.0,2007-10-01
ASCC,Coal,2007,11,117.5,84600.0,2007-11-01
ASCC,Coal,2007,12,117.5,87420.0,2007-12-01
ASCC,Coal,2008,1,117.5,87420.0,2008-01-01
ASCC,Coal,2008,2,117.5,81780.0,2008-02-01
ASCC,Coal,2008,3,117.5,87420.0,2008-03-01
ASCC,Coal,2008,4,117.5,84600.0,2008-04-01
ASCC,Coal,2008,5,117.5,87420.0,2008-05-01
ASCC,Coal,2008,6,117.5,84600.0,2008-06-01
ASCC,Coal,2008,7,117.5,87420.0,2008-07-01
ASCC,Coal,2008,8,117.5,87420.0,2008-08-01
ASCC,Coal,2008,9,117.5,84600.0,2008-09-01
ASCC,Coal,2008,10,117.5,87420.0,2008-10-01
ASCC,Coal,2008,11,117.5,84600.0,2008-11-01
ASCC,Coal,2008,12,117.5,87420.0,2008-12-01
ASCC,Coal,2009,1,117.5,87420.0,2009-01-01
ASCC,Coal,2009,2,117.5,78960.0,2009-02-01
ASCC,Coal,2009,3,117.5,87420.0,2009-03-01
ASCC,Coal,2009,4,117.5,84600.0,2009-04-01
ASCC,Coal,2009,5,117.5,87420.0,2009-05-01
ASCC,Coal,2009,6,117.5,84600.0,2009-06-01
ASCC,Coal,2009,7,117.5,87420.0,2009-07-01
ASCC,Coal,2009,8,117.5,87420.0,2009-08-01
ASCC,Coal,2009,9,116.0,83520.0,2009-09-01
ASCC,Coal,2009,10,116.0,86304.0,2009-10-01
ASCC,Coal,2009,11,116.0,83520.0,2009-11-01
ASCC,Coal,2009,12,116.0,86304.0,2009-12-01
ASCC,Coal,2010,1,113.5,84444.0,2010-01-01
ASCC,Coal,2010,2,113.5,76272.0,2010-02-01
ASCC,Coal,2010,3,113.5,84444.0,2010-03-01
ASCC,Coal,2010,4,113.5,81720.0,2010-04-01
ASCC,Coal,2010,5,113.5,84444.0,2010-05-01
ASCC,Coal,2010,6,113.5,81720.0,2010-06-01
ASCC,Coal,2010,7,113.5,84444.0,2010-07-01
ASCC,Coal,2010,8,113.5,84444.0,2010-08-01
ASCC,Coal,2010,9,113.5,81720.0,2010-09-01
ASCC,Coal,2010,10,113.5,84444.0,2010-10-01
ASCC,Coal,2010,11,113.5,81720.0,2010-11-01
ASCC,Coal,2010,12,113.5,84444.0,2010-12-01
ASCC,Coal,2011,1,113.5,84444.0,2011-01-01
ASCC,Coal,2011,2,113.5,76272.0,2011-02-01
ASCC,Coal,2011,3,113.5,84444.0,2011-03-01
ASCC,Coal,2011,4,113.5,81720.0,2011-04-01
ASCC,Coal,2011,5,113.5,84444.0,2011-05-01
ASCC,Coal,2011,6,113.5,81720.0,2011-06-01
ASCC,Coal,2011,7,113.5,84444.0,2011-07-01
ASCC,Coal,2011,8,113.5,84444.0,2011-08-01
ASCC,Coal,2011,9,113.5,81720.0,2011-09-01
ASCC,Coal,2011,10,113.5,84444.0,2011-10-01
ASCC,Coal,2011,11,113.5,81720.0,2011-11-01
ASCC,Coal,2011,12,113.5,84444.0,2011-12-01
ASCC,Coal,2012,1,113.5,84444.0,2012-01-01
ASCC,Coal,2012,2,113.5,78996.0,2012-02-01
ASCC,Coal,2012,3,113.5,84444.0,2012-03-01
ASCC,Coal,2012,4,113.5,81720.0,2012-04-01
ASCC,Coal,2012,5,113.5,84444.0,2012-05-01
ASCC,Coal,2012,6,113.5,81720.0,2012-06-01
ASCC,Coal,2012,7,113.5,84444.0,2012-07-01
ASCC,Coal,2012,8,113.5,84444.0,2012-08-01
ASCC,Coal,2012,9,113.5,81720.0,2012-09-01
ASCC,Coal,2012,10,113.5,84444.0,2012-10-01
ASCC,Coal,2012,11,113.5,81720.0,2012-11-01
ASCC,Coal,2012,12,113.5,84444.0,2012-12-01
ASCC,Coal,2013,1,113.5,84444.0,2013-01-01
ASCC,Coal,2013,2,113.5,76272.0,2013-02-01
ASCC,Coal,2013,3,113.5,84444.0,2013-03-01
ASCC,Coal,2013,4,113.5,81720.0,2013-04-01
ASCC,Coal,2013,5,113.5,84444.0,2013-05-01
ASCC,Coal,2013,6,113.5,81720.0,2013-06-01
ASCC,Coal,2013,7,113.5,84444.0,2013-07-01
ASCC,Coal,2013,8,113.5,84444.0,2013-08-01
ASCC,Coal,2013,9,113.5,81720.0,2013-09-01
ASCC,Coal,2013,10,113.5,84444.0,2013-10-01
ASCC,Coal,2013,11,113.5,81720.0,2013-11-01
ASCC,Coal,2013,12,113.5,84444.0,2013-12-01
ASCC,Coal,2014,1,113.5,84444.0,2014-01-01
ASCC,Coal,2014,2,113.5,76272.0,2014-02-01
ASCC,Coal,2014,3,113.5,84444.0,2014-03-01
ASCC,Coal,2014,4,113.5,81720.0,2014-04-01
ASCC,Coal,2014,5,113.5,84444.0,2014-05-01
ASCC,Coal,2014,6,113.5,81720.0,2014-06-01
ASCC,Coal,2014,7,113.5,84444.0,2014-07-01
ASCC,Coal,2014,8,113.5,84444.0,2014-08-01
ASCC,Coal,2014,9,113.5,81720.0,2014-09-01
ASCC,Coal,2014,10,113.5,84444.0,2014-10-01
ASCC,Coal,2014,11,113.5,81720.0,2014-11-01
ASCC,Coal,2014,12,113.5,84444.0,2014-12-01
ASCC,Coal,2015,1,113.5,84444.0,2015-01-01
ASCC,Coal,2015,2,113.5,76272.0,2015-02-01
ASCC,Coal,2015,3,113.5,84444.0,2015-03-01
ASCC,Coal,2015,4,113.5,81720.0,2015-04-01
ASCC,Coal,2015,5,113.5,84444.0,2015-05-01
ASCC,Coal,2015,6,113.5,81720.0,2015-06-01
ASCC,Coal,2015,7,113.5,84444.0,2015-07-01
ASCC,Coal,2015,8,113.5,84444.0,2015-08-01
ASCC,Coal,2015,9,113.5,81720.0,2015-09-01
ASCC,Coal,2015,10,113.5,84444.0,2015-10-01
ASCC,Coal,2015,11,113.5,81720.0,2015-11-01
ASCC,Coal,2015,12,113.5,84444.0,2015-12-01
ASCC,Coal,2016,1,113.5,84444.0,2016-01-01
ASCC,Coal,2016,2,113.5,78996.0,2016-02-01
ASCC,Coal,2016,3,175.5,130572.0,2016-03-01
ASCC,Coal,2016,4,175.5,126360.0,2016-04-01
ASCC,Coal,2016,5,175.5,130572.0,2016-05-01
ASCC,Coal,2016,6,175.5,126360.0,2016-06-01
ASCC,Coal,2016,7,175.5,130572.0,2016-07-01
ASCC,Coal,2016,8,175.5,130572.0,2016-08-01
ASCC,Coal,2016,9,175.5,126360.0,2016-09-01
ASCC,Coal,2016,10,175.5,130572.0,2016-10-01
ASCC,Coal,2016,11,175.5,126360.0,2016-11-01
ASCC,Coal,2016,12,175.5,130572.0,2016-12-01
ASCC,Coal,2017,1,175.5,130572.0,2017-01-01
ASCC,Coal,2017,2,175.5,117936.0,2017-02-01
ASCC,Coal,2017,3,175.5,130572.0,2017-03-01
ASCC,Coal,2017,4,175.5,126360.0,2017-04-01
ASCC,Coal,2017,5,175.5,130572.0,2017-05-01
ASCC,Coal,2017,6,175.5,126360.0,2017-06-01
ASCC,Coal,2017,7,175.5,130572.0,2017-07-01
ASCC,Coal,2017,8,175.5,130572.0,2017-08-01
ASCC,Coal,2017,9,175.5,126360.0,2017-09-01
ASCC,Coal,2017,10,175.5,130572.0,2017-10-01
ASCC,Coal,2017,11,175.5,126360.0,2017-11-01
ASCC,Coal,2017,12,175.5,130572.0,2017-12-01
ASCC,Hydro,2001,1,419.5,312108.0,2001-01-01
ASCC,Hydro,2001,2,419.5,281904.0,2001-02-01
ASCC,Hydro,2001,3,419.5,312108.0,2001-03-01
ASCC,Hydro,2001,4,419.5,302040.0,2001-04-01
ASCC,Hydro,2001,5,419.5,312108.0,2001-05-01
ASCC,Hydro,2001,6,419.5,302040.0,2001-06-01
ASCC,Hydro,2001,7,419.5,312108.0,2001-07-01
ASCC,Hydro,2001,8,419.5,312108.0,2001-08-01
ASCC,Hydro,2001,9,419.5,302040.0,2001-09-01
ASCC,Hydro,2001,10,419.5,312108.0,2001-10-01
ASCC,Hydro,2001,11,425.5,306360.0,2001-11-01
ASCC,Hydro,2001,12,425.5,316572.0,2001-12-01
ASCC,Hydro,2002,1,425.5,316572.0,2002-01-01
ASCC,Hydro,2002,2,425.5,285936.0,2002-02-01
ASCC,Hydro,2002,3,425.5,316572.0,2002-03-01
ASCC,Hydro,2002,4,425.5,306360.0,2002-04-01
ASCC,Hydro,2002,5,425.5,316572.0,2002-05-01
ASCC,Hydro,2002,6,425.5,306360.0,2002-06-01
ASCC,Hydro,2002,7,425.5,316572.0,2002-07-01
ASCC,Hydro,2002,8,425.5,316572.0,2002-08-01
ASCC,Hydro,2002,9,425.5,306360.0,2002-09-01
ASCC,Hydro,2002,10,425.5,316572.0,2002-10-01
ASCC,Hydro,2002,11,425.5,306360.0,2002-11-01
ASCC,Hydro,2002,12,425.5,316572.0,2002-12-01
ASCC,Hydro,2003,1,425.5,316572.0,2003-01-01
ASCC,Hydro,2003,2,425.5,285936.0,2003-02-01
ASCC,Hydro,2003,3,425.5,316572.0,2003-03-01
ASCC,Hydro,2003,4,425.5,306360.0,2003-04-01
ASCC,Hydro,2003,5,425.5,316572.0,2003-05-01
ASCC,Hydro,2003,6,425.5,306360.0,2003-06-01
ASCC,Hydro,2003,7,425.5,316572.0,2003-07-01
ASCC,Hydro,2003,8,425.5,316572.0,2003-08-01
ASCC,Hydro,2003,9,425.5,306360.0,2003-09-01
ASCC,Hydro,2003,10,425.5,316572.0,2003-10-01
ASCC,Hydro,2003,11,425.5,306360.0,2003-11-01
ASCC,Hydro,2003,12,425.5,316572.0,2003-12-01
ASCC,Hydro,2004,1,425.5,316572.0,2004-01-01
ASCC,Hydro,2004,2,425.5,296148.0,2004-02-01
ASCC,Hydro,2004,3,425.5,316572.0,2004-03-01
ASCC,Hydro,2004,4,425.5,306360.0,2004-04-01
ASCC,Hydro,2004,5,425.5,316572.0,2004-05-01
ASCC,Hydro,2004,6,425.5,306360.0,2004-06-01
ASCC,Hydro,2004,7,425.5,316572.0,2004-07-01
ASCC,Hydro,2004,8,425.5,316572.0,2004-08-01
ASCC,Hydro,2004,9,425.5,306360.0,2004-09-01
ASCC,Hydro,2004,10,425.5,316572.0,2004-10-01
ASCC,Hydro,2004,11,425.5,306360.0,2004-11-01
ASCC,Hydro,2004,12,425.5,316572.0,2004-12-01
ASCC,Hydro,2005,1,425.5,316572.0,2005-01-01
ASCC,Hydro,2005,2,425.5,285936.0,2005-02-01
ASCC,Hydro,2005,3,425.5,316572.0,2005-03-01
ASCC,Hydro,2005,4,425.5,306360.0,2005-04-01
ASCC,Hydro,2005,5,425.5,316572.0,2005-05-01
ASCC,Hydro,2005,6,425.5,306360.0,2005-06-01
ASCC,Hydro,2005,7,425.5,316572.0,2005-07-01
ASCC,Hydro,2005,8,425.5,316572.0,2005-08-01
ASCC,Hydro,2005,9,425.5,306360.0,2005-09-01
ASCC,Hydro,2005,10,425.5,316572.0,2005-10-01
ASCC,Hydro,2005,11,425.5,306360.0,2005-11-01
ASCC,Hydro,2005,12,427.5,318060.0,2005-12-01
ASCC,Hydro,2006,1,427.5,318060.0,2006-01-01
ASCC,Hydro,2006,2,427.5,287280.0,2006-02-01
ASCC,Hydro,2006,3,427.5,318060.0,2006-03-01
ASCC,Hydro,2006,4,427.5,307800.0,2006-04-01
ASCC,Hydro,2006,5,427.5,318060.0,2006-05-01
ASCC,Hydro,2006,6,427.5,307800.0,2006-06-01
ASCC,Hydro,2006,7,427.5,318060.0,2006-07-01
ASCC,Hydro,2006,8,427.5,318060.0,2006-08-01
ASCC,Hydro,2006,9,427.5,307800.0,2006-09-01
ASCC,Hydro,2006,10,427.5,318060.0,2006-10-01
ASCC,Hydro,2006,11,427.5,307800.0,2006-11-01
ASCC,Hydro,2006,12,427.5,318060.0,2006-12-01
ASCC,Hydro,2007,1,427.5,318060.0,2007-01-01
ASCC,Hydro,2007,2,427.5,287280.0,2007-02-01
ASCC,Hydro,2007,3,427.5,318060.0,2007-03-01
ASCC,Hydro,2007,4,427.5,307800.0,2007-04-01
ASCC,Hydro,2007,5,427.5,318060.0,2007-05-01
ASCC,Hydro,2007,6,427.5,307800.0,2007-06-01
ASCC,Hydro,2007,7,427.5,318060.0,2007-07-01
ASCC,Hydro,2007,8,427.5,318060.0,2007-08-01
ASCC,Hydro,2007,9,427.5,307800.0,2007-09-01
ASCC,Hydro,2007,10,427.5,318060.0,2007-10-01
ASCC,Hydro,2007,11,427.5,307800.0,2007-11-01
ASCC,Hydro,2007,12,427.5,318060.0,2007-12-01
ASCC,Hydro,2008,1,427.5,318060.0,2008-01-01
ASCC,Hydro,2008,2,427.5,297540.0,2008-02-01
ASCC,Hydro,2008,3,427.5,318060.0,2008-03-01
ASCC,Hydro,2008,4,427.5,307800.0,2008-04-01
ASCC,Hydro,2008,5,427.5,318060.0,2008-05-01
ASCC,Hydro,2008,6,427.5,307800.0,2008-06-01
ASCC,Hydro,2008,7,427.5,318060.0,2008-07-01
ASCC,Hydro,2008,8,427.5,318060.0,2008-08-01
ASCC,Hydro,2008,9,427.5,307800.0,2008-09-01
ASCC,Hydro,2008,10,430.5,320292.0,2008-10-01
ASCC,Hydro,2008,11,430.5,309960.0,2008-11-01
ASCC,Hydro,2008,12,430.5,320292.0,2008-12-01
ASCC,Hydro,2009,1,430.5,320292.0,2009-01-01
ASCC,Hydro,2009,2,430.5,289296.0,2009-02-01
ASCC,Hydro,2009,3,430.5,320292.0,2009-03-01
ASCC,Hydro,2009,4,430.5,309960.0,2009-04-01
ASCC,Hydro,2009,5,430.5,320292.0,2009-05-01
ASCC,Hydro,2009,6,430.5,309960.0,2009-06-01
ASCC,Hydro,2009,7,430.5,320292.0,2009-07-01
ASCC,Hydro,2009,8,430.5,320292.0,2009-08-01
ASCC,Hydro,2009,9,444.8,320256.0,2009-09-01
ASCC,Hydro,2009,10,444.8,330931.2,2009-10-01
ASCC,Hydro,2009,11,444.8,320256.0,2009-11-01
ASCC,Hydro,2009,12,444.8,330931.2,2009-12-01
ASCC,Hydro,2010,1,444.8,330931.2,2010-01-01
ASCC,Hydro,2010,2,444.8,298905.6,2010-02-01
ASCC,Hydro,2010,3,444.8,330931.2,2010-03-01
ASCC,Hydro,2010,4,444.8,320256.0,2010-04-01
ASCC,Hydro,2010,5,444.8,330931.2,2010-05-01
ASCC,Hydro,2010,6,444.8,320256.0,2010-06-01
ASCC,Hydro,2010,7,444.8,330931.2,2010-07-01
ASCC,Hydro,2010,8,444.8,330931.2,2010-08-01
ASCC,Hydro,2010,9,444.8,320256.0,2010-09-01
ASCC,Hydro,2010,10,444.8,330931.2,2010-10-01
ASCC,Hydro,2010,11,444.8,320256.0,2010-11-01
ASCC,Hydro,2010,12,444.8,330931.2,2010-12-01
ASCC,Hydro,2011,1,444.8,330931.2,2011-01-01
ASCC,Hydro,2011,2,444.8,298905.6,2011-02-01
ASCC,Hydro,2011,3,444.8,330931.2,2011-03-01
ASCC,Hydro,2011,4,444.8,320256.0,2011-04-01
ASCC,Hydro,2011,5,444.8,330931.2,2011-05-01
ASCC,Hydro,2011,6,444.8,320256.0,2011-06-01
ASCC,Hydro,2011,7,444.8,330931.2,2011-07-01
ASCC,Hydro,2011,8,444.8,330931.2,2011-08-01
ASCC,Hydro,2011,9,444.8,320256.0,2011-09-01
ASCC,Hydro,2011,10,444.8,330931.2,2011-10-01
ASCC,Hydro,2011,11,444.8,320256.0,2011-11-01
ASCC,Hydro,2011,12,444.8,330931.2,2011-12-01
ASCC,Hydro,2012,1,444.8,330931.2,2012-01-01
ASCC,Hydro,2012,2,444.8,309580.8,2012-02-01
ASCC,Hydro,2012,3,444.8,330931.2,2012-03-01
ASCC,Hydro,2012,4,444.8,320256.0,2012-04-01
ASCC,Hydro,2012,5,444.8,330931.2,2012-05-01
ASCC,Hydro,2012,6,444.8,320256.0,2012-06-01
ASCC,Hydro,2012,7,444.8,330931.2,2012-07-01
ASCC,Hydro,2012,8,444.8,330931.2,2012-08-01
ASCC,Hydro,2012,9,444.8,320256.0,2012-09-01
ASCC,Hydro,2012,10,444.8,330931.2,2012-10-01
ASCC,Hydro,2012,11,444.8,320256.0,2012-11-01
ASCC,Hydro,2012,12,444.8,330931.2,2012-12-01
ASCC,Hydro,2013,1,444.8,330931.2,2013-01-01
ASCC,Hydro,2013,2,444.8,298905.6,2013-02-01
ASCC,Hydro,2013,3,444.8,330931.2,2013-03-01
ASCC,Hydro,2013,4,444.8,320256.0,2013-04-01
ASCC,Hydro,2013,5,444.8,330931.2,2013-05-01
ASCC,Hydro,2013,6,444.8,320256.0,2013-06-01
ASCC,Hydro,2013,7,444.8,330931.2,2013-07-01
ASCC,Hydro,2013,8,444.8,330931.2,2013-08-01
ASCC,Hydro,2013,9,444.8,320256.0,2013-09-01
ASCC,Hydro,2013,10,444.8,330931.2,2013-10-01
ASCC,Hydro,2013,11,444.8,320256.0,2013-11-01
ASCC,Hydro,2013,12,444.8,330931.2,2013-12-01
ASCC,Hydro,2014,1,444.8,330931.2,2014-01-01
ASCC,Hydro,2014,2,456.0,306432.0,2014-02-01
ASCC,Hydro,2014,3,456.0,339264.0,2014-03-01
ASCC,Hydro,2014,4,456.0,328320.0,2014-04-01
ASCC,Hydro,2014,5,456.0,339264.0,2014-05-01
ASCC,Hydro,2014,6,456.0,328320.0,2014-06-01
ASCC,Hydro,2014,7,456.0,339264.0,2014-07-01
ASCC,Hydro,2014,8,456.0,339264.0,2014-08-01
ASCC,Hydro,2014,9,449.0,323280.0,2014-09-01
ASCC,Hydro,2014,10,464.9,345885.6,2014-10-01
ASCC,Hydro,2014,11,464.9,334728.0,2014-11-01
ASCC,Hydro,2014,12,464.9,345885.6,2014-12-01
ASCC,Hydro,2015,1,469.7,349456.8,2015-01-01
ASCC,Hydro,2015,2,469.7,315638.4,2015-02-01
ASCC,Hydro,2015,3,469.7,349456.8,2015-03-01
ASCC,Hydro,2015,4,469.7,338184.0,2015-04-01
ASCC,Hydro,2015,5,469.7,349456.8,2015-05-01
ASCC,Hydro,2015,6,469.7,338184.0,2015-06-01
ASCC,Hydro,2015,7,469.7,349456.8,2015-07-01
ASCC,Hydro,2015,8,469.7,349456.8,2015-08-01
ASCC,Hydro,2015,9,469.7,338184.0,2015-09-01
ASCC,Hydro,2015,10,469.7,349456.8,2015-10-01
ASCC,Hydro,2015,11,469.7,338184.0,2015-11-01
ASCC,Hydro,2015,12,469.7,349456.8,2015-12-01
ASCC,Hydro,2016,1,469.7,349456.8,2016-01-01
ASCC,Hydro,2016,2,469.7,326911.2,2016-02-01
ASCC,Hydro,2016,3,469.7,349456.8,2016-03-01
ASCC,Hydro,2016,4,469.7,338184.0,2016-04-01
ASCC,Hydro,2016,5,469.7,349456.8,2016-05-01
ASCC,Hydro,2016,6,469.7,338184.0,2016-06-01
ASCC,Hydro,2016,7,469.7,349456.8,2016-07-01
ASCC,Hydro,2016,8,469.7,349456.8,2016-08-01
ASCC,Hydro,2016,9,469.7,338184.0,2016-09-01
ASCC,Hydro,2016,10,469.7,349456.8,2016-10-01
ASCC,Hydro,2016,11,469.7,338184.0,2016-11-01
ASCC,Hydro,2016,12,469.7,349456.8,2016-12-01
ASCC,Hydro,2017,1,469.7,349456.8,2017-01-01
ASCC,Hydro,2017,2,469.7,315638.4,2017-02-01
ASCC,Hydro,2017,3,469.7,349456.8,2017-03-01
ASCC,Hydro,2017,4,469.7,338184.0,2017-04-01
ASCC,Hydro,2017,5,469.7,349456.8,2017-05-01
ASCC,Hydro,2017,6,469.7,338184.0,2017-06-01
ASCC,Hydro,2017,7,469.7,349456.8,2017-07-01
ASCC,Hydro,2017,8,469.7,349456.8,2017-08-01
ASCC,Hydro,2017,9,469.7,338184.0,2017-09-01
ASCC,Hydro,2017,10,469.7,349456.8,2017-10-01
ASCC,Hydro,2017,11,469.7,338184.0,2017-11-01
ASCC,Hydro,2017,12,469.7,349456.8,2017-12-01
ASCC,Natural Gas,2001,1,909.5,676668.0,2001-01-01
ASCC,Natural Gas,2001,2,909.5,611184.0,2001-02-01
ASCC,Natural Gas,2001,3,909.5,676668.0,2001-03-01
ASCC,Natural Gas,2001,4,909.5,654840.0,2001-04-01
ASCC,Natural Gas,2001,5,909.5,676668.0,2001-05-01
ASCC,Natural Gas,2001,6,914.5,658440.0,2001-06-01
ASCC,Natural Gas,2001,7,914.5,680388.0,2001-07-01
ASCC,Natural Gas,2001,8,914.5,680388.0,2001-08-01
ASCC,Natural Gas,2001,9,914.5,658440.0,2001-09-01
ASCC,Natural Gas,2001,10,914.5,680388.0,2001-10-01
ASCC,Natural Gas,2001,11,914.5,658440.0,2001-11-01
ASCC,Natural Gas,2001,12,914.5,680388.0,2001-12-01
ASCC,Natural Gas,2002,1,914.5,680388.0,2002-01-01
ASCC,Natural Gas,2002,2,914.5,614544.0,2002-02-01
ASCC,Natural Gas,2002,3,914.5,680388.0,2002-03-01
ASCC,Natural Gas,2002,4,914.5,658440.0,2002-04-01
ASCC,Natural Gas,2002,5,914.5,680388.0,2002-05-01
ASCC,Natural Gas,2002,6,914.5,658440.0,2002-06-01
ASCC,Natural Gas,2002,7,914.5,680388.0,2002-07-01
ASCC,Natural Gas,2002,8,914.5,680388.0,2002-08-01
ASCC,Natural Gas,2002,9,914.5,658440.0,2002-09-01
ASCC,Natural Gas,2002,10,914.5,680388.0,2002-10-01
ASCC,Natural Gas,2002,11,914.5,658440.0,2002-11-01
ASCC,Natural Gas,2002,12,914.5,680388.0,2002-12-01
ASCC,Natural Gas,2003,1,914.5,680388.0,2003-01-01
ASCC,Natural Gas,2003,2,914.5,614544.0,2003-02-01
ASCC,Natural Gas,2003,3,914.5,680388.0,2003-03-01
ASCC,Natural Gas,2003,4,914.5,658440.0,2003-04-01
ASCC,Natural Gas,2003,5,914.5,680388.0,2003-05-01
ASCC,Natural Gas,2003,6,914.5,658440.0,2003-06-01
ASCC,Natural Gas,2003,7,914.5,680388.0,2003-07-01
ASCC,Natural Gas,2003,8,914.5,680388.0,2003-08-01
ASCC,Natural Gas,2003,9,914.5,658440.0,2003-09-01
ASCC,Natural Gas,2003,10,921.3,685447.2,2003-10-01
ASCC,Natural Gas,2003,11,921.3,663336.0,2003-11-01
ASCC,Natural Gas,2003,12,921.3,685447.2,2003-12-01
ASCC,Natural Gas,2004,1,921.3,685447.2,2004-01-01
ASCC,Natural Gas,2004,2,921.3,641224.8,2004-02-01
ASCC,Natural Gas,2004,3,921.3,685447.2,2004-03-01
ASCC,Natural Gas,2004,4,921.3,663336.0,2004-04-01
ASCC,Natural Gas,2004,5,921.3,685447.2,2004-05-01
ASCC,Natural Gas,2004,6,921.3,663336.0,2004-06-01
ASCC,Natural Gas,2004,7,921.3,685447.2,2004-07-01
ASCC,Natural Gas,2004,8,921.3,685447.2,2004-08-01
ASCC,Natural Gas,2004,9,905.0,651600.0,2004-09-01
ASCC,Natural Gas,2004,10,905.0,673320.0,2004-10-01
