end,f,geography,last_updated,sector,series_id,start,type,units,year,month,generation (MWh),datetime,quarter,total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg)
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2017,3,1885443.6,2017-03-01,1,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2017,2,1433668.89,2017-02-01,1,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2017,1,1424852.19,2017-01-01,1,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,12,1227979.62,2016-12-01,4,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,11,1227138.94,2016-11-01,4,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,10,1401974.06,2016-10-01,4,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,9,1142853.05,2016-09-01,3,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,8,890182.89,2016-08-01,3,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,7,1082271.26,2016-07-01,3,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,6,989452.91,2016-06-01,2,,,0.0,0.0
201703,M,USA-KS,2017-05-24T14:26:30-04:00,99,ELEC.GEN.AOR-KS-99.M,200111,AOR,megawatthours,2016,5,1109628.52,2016-05-01,2,,,0.0,0.0
