year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,24232487.0,19334779032.0,797.886697805,0.122424695289,1759.02101398
2002,25473706.0,17149810843.7,673.235800227,-0.0529275773032,1484.21564518
2003,26268727.0,18777002724.1,714.804441192,0.00554898245993,1575.85787105
2004,26788767.76,18781884335.2,701.110424467,-0.0137150340883,1545.66804178
2005,27938777.75,19860556537.3,710.859892119,0.0,1567.16171817
2006,28243536.37,19880219368.3,703.885629188,-0.00981102325237,1551.78625811
2007,28931493.08,21311648905.7,736.624578855,0.0362443950226,1623.96254654
2008,29637137.03,20618065018.7,695.683425758,-0.0213494480827,1533.70368043
2009,26712735.34,17549088003.6,656.955859451,-0.0758293346772,1448.32488775
2010,29788957.808,20233863045.3,679.240380807,-0.0444806517615,1497.45334353
2011,30128542.64,17144478748.9,569.044409275,-0.199498500923,1254.51530469
2012,27804782.47,16266145158.6,585.012494746,-0.177035445055,1289.71854592
2013,27687326.35,17029741463.7,615.073526727,-0.134747179373,1355.99109702
2014,30269019.11,17942421122.4,592.765198542,-0.166129352474,1306.81015671
2015,29310616.23,18245417805.3,622.484961154,-0.124321166442,1372.33034536
2016,27966785.288,16207445205.5,579.524784081,-0.184755265411,1277.62033898
2017,7555992.76,4075345671.61,539.352776141,-0.241267115896,1189.05713028
