year,generation (MWh),final CO2 (kg),index (g/kWh),change since 2005,index (lb/MWh)
2001,196576590.0,1.05379177979e+11,536.071858706,-0.044533039156,1181.8240197
2002,204322877.0,1.12283282268e+11,549.538475164,-0.0205308333111,1211.51252235
2003,206349515.0,1.17654312453e+11,570.170045966,0.0162418193303,1256.99688334
2004,214658500.79,1.19287197046e+11,555.706839502,-0.00953665737906,1225.11129837
2005,218091125.11,1.22361651e+11,561.057452193,0.0,1236.9072591
2006,218811594.68,1.21348108058e+11,554.578052573,-0.0115485492517,1222.6227747
2007,226088340.27,1.24190276867e+11,549.299785734,-0.0209562610972,1210.98630763
2008,222350924.79,1.19623254642e+11,537.993060991,-0.04110878683,1186.05950226
2009,219496143.6,1.14170126298e+11,520.146388113,-0.072917780381,1146.71472723
2010,229752306.19,1.22519595999e+11,533.268187948,-0.0495301579834,1175.64304715
2011,227314722.45,1.15645760254e+11,508.747339404,-0.0932348596115,1121.58438445
2012,223419715.52,1.08175325289e+11,484.179854213,-0.137022684005,1067.4229066
2013,226785427.441,1.07166289237e+11,472.544865188,-0.157760291141,1041.77240979
2014,221310099.17,99903867259.1,451.420281468,-0.195411664699,995.201152525
2015,214833642.73,89885647608.6,418.396515864,-0.254271529183,922.396958874
2016,215007175.99,82888907927.8,385.516937033,-0.312874402566,849.910639383
2017,49018410.71,17241841384.2,351.742154314,-0.373072841401,775.450753401
